Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,33.448287467397456,51.666666666666686,46.10666666666668,0.0,50.95604107509506,0.0,0.0,0.0,33.448287467397456,49.48083547166097,50.95604107509506,48.74323266994393,12.43753247303448,20.775746619750127,0.0,7.087725867537494,-0.38072154748143516,-1.6349083577030883,2.8,9.236100170605994,6951.663900293628,-2067.6528031464713,1139.0285925567498,1054.2653645267533,-1164.7612095737395,-0.0,-0.0,335.7109615190281,0.0,2.0,0.04972013613209565,0.0,0,0.6434303880972316,131.99922844444444,-111.98394498499317,0.1974347560334414,9.802351857027322,0.002947535712102598,12.336786367160322,1.2151005767590073,0.38266106571050856,-2138.2522608223753,70.59945767590395,0.27184172728319994,1126.8326545369246,12.195938019825192,0.22114693246311978,1278.1541121983369,-223.88874767158367
2025-01-01 00:01:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,33.3618355212452,51.666666666666686,46.10666666666668,0.0,50.95073997601562,0.0,0.0,0.0,33.3618355212452,49.47614128474136,50.95073997601562,48.73884193910423,12.43753247303448,20.845339582889736,0.0,7.112784629867021,-0.16854166608679483,-1.5710901318458084,2.8,9.236100170605994,6938.6405382488265,-2080.942607407979,1063.4554571543408,1032.0146805398294,-1171.3623798805916,-0.0,-0.0,335.7109615190281,0.0,2.0,0.049809084660164184,0.0,0,0.6445814747673035,131.99922844444444,-118.40613672294326,0.1971689811400008,9.857970692902526,0.00294759520183404,12.159959519662486,1.2183615270331483,0.3827459593619216,-2151.225996808388,70.28338940040938,0.27184172728319994,1051.6637925594998,11.791664594841087,0.22068146708510747,1257.1099855783293,-225.09530503849987
2025-01-01 00:02:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,33.2779038347685,51.666666666666686,46.10666666666668,0.0,50.94545186203702,0.0,0.0,0.0,33.2779038347685,49.471459230628106,50.94545186203702,48.734462914923654,12.43753247303448,20.912778551711515,0.0,7.136197003063022,0.029447812447858532,-1.5096115724365997,2.8,9.236100170605994,6925.9606228143175,-2093.459946110674,992.97192387419,1011.0698006550335,-1177.7733701419634,-0.0,-0.0,335.7109615190281,0.0,2.0,0.0498952268151175,0.0,0,0.6456962440439984,131.99922844444444,-124.6750618960802,0.19635645596243329,9.888347239667503,0.0029476536819390453,11.988542013830006,1.2180820707856717,0.38282525839308335,-2163.3522577607505,69.89231165007638,0.27184172728319994,981.5221576074428,11.449766266747197,0.22023213599575,1236.9053603521897,-225.8355596971562
2025-01-01 00:03:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,33.19637895905223,51.666666666666686,46.10666666666668,0.0,50.94017635837864,0.0,0.0,0.0,33.19637895905223,49.466788955623876,50.94017635837864,48.7300952542465,12.43753247303448,20.978160680646322,0.0,7.158093621456982,0.2142345443194431,-1.4501612366171357,2.8,9.236100170605994,6913.58302510948,-2105.268415081646,927.1931255929367,991.3714694815935,-1184.0020997760714,-0.0,-0.0,335.7109615190281,0.0,2.0,0.04997869163072652,0.0,0,0.6467763657588121,131.99922844444444,-130.8239299668095,0.19557237565172966,9.917591074666747,0.0029477113508845102,11.822261789166198,1.2178112593844932,0.38289940861457605,-2174.697739876719,69.42932479507317,0.27184172728319994,916.0578532067835,11.135272386153147,0.21979675506413138,1217.4309389834236,-226.0594695018301
2025-01-01 00:04:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,33.117157391145696,51.666666666666686,46.10666666666668,0.0,50.934913107126675,0.0,0.0,0.0,33.117157391145696,49.46213012195295,50.934913107126675,48.72573862936609,12.43753247303448,21.041574591784695,0.0,7.178587845720568,0.386733735739292,-1.3924682396253363,2.8,9.236100170605994,6902.798719492663,-2116.168884135894,865.7944268858251,972.7376840835549,-1190.0557929481245,-0.0,-0.0,335.7109615190281,0.0,2.0,0.050059596811572286,0.0,0,0.6478233631317148,131.99922844444444,-135.5545424115736,0.19481532892799372,9.945751050516634,0.002947768232612096,11.660895539026406,1.2175487145943704,0.38296879679266443,-2185.320347348266,69.15146321237151,0.27184172728319994,854.946649704228,10.847777181597122,0.21937341775236477,1198.592165442734,-225.85448135917918
2025-01-01 00:05:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,33.040105346403486,51.666666666666686,46.10666666666668,0.0,50.929661765755604,0.0,0.0,0.0,33.040105346403486,49.45748240636537,50.929661765755604,48.72139272667025,12.43753247303448,21.1031349485545,0.0,7.197792921663801,0.54779688484009,-1.336302443762512,2.8,9.236100170605994,6893.815366027282,-2126.4194598920076,808.4720001137097,954.971397938443,-1195.9442745874924,-0.0,-0.0,335.7109615190281,0.0,2.0,0.050138092858871205,0.0,0,0.648839183805324,131.99922844444444,-138.64941423758629,0.19408362571292265,9.973617982210342,0.0029478243500389908,11.504158215339139,1.2172939514349312,0.38303380883694643,-2195.278059599419,68.85859970741168,0.27184172728319994,797.8868872760967,10.585112837613025,0.21896050040972553,1180.3089911661514,-225.3375932277084
2025-01-01 00:06:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,32.965090538290475,51.666666666666686,46.10666666666668,0.0,50.92442201162884,0.0,0.0,0.0,32.965090538290475,49.45284550438673,50.92442201162884,48.71705725076568,12.43753247303448,21.162955145695772,0.0,7.215801224197401,0.6982159873443732,-1.281470770069329,2.8,9.236100170605994,6885.6185436278565,-2136.030348869714,754.9433556426393,937.955342610456,-1201.6773687391903,-0.0,-0.0,335.7109615190281,0.0,2.0,0.05021432820597554,0.0,0,0.6498257486619395,131.99922844444444,-141.11314248531397,0.19337562581309897,10.000529217200713,0.0029478797247627776,11.35176870830491,1.2170464912824486,0.38309475960202616,-2204.618151041215,68.58780217150087,0.27184172728319994,744.5979859882192,10.345369654420072,0.21855663866589792,1162.5144109143685,-224.5590683039124
2025-01-01 00:07:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,32.892016547599276,51.666666666666686,46.10666666666668,0.0,50.91919354177583,0.0,0.0,0.0,32.892016547599276,49.448219130107944,50.91919354177583,48.712731924274,12.43753247303448,21.22111776867039,0.0,7.232698189241154,0.8387277332443729,-1.227809538193364,2.8,9.236100170605994,6877.768724199977,-2145.045475283807,704.9457347465126,921.5838688091852,-1207.2620517784035,-0.0,-0.0,335.7109615190281,0.0,2.0,0.05028841162983287,0.0,0,0.6507844653886488,131.99922844444444,-143.37827887398058,0.1926900857375533,10.026529935443298,0.002947934377076959,11.203520644312214,1.216805983907725,0.383151940125802,-2213.384392594335,68.33891731052856,0.27184172728319994,694.8189590402344,10.126775706278165,0.21816067392661476,1145.1517588600666,-223.56789005088135
2025-01-01 00:08:00,0.21523070699241892,0.1473128776282727,0.44885,0.0035871784498736486,0.0024552146271378784,0.007480833333333333,0.01288219227500362,0.0,0.2023485147174153,0.0,0.44885,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,On,7892.698093333333,21.111111111111143,0.6,0.0,13.154496822222223,0.0,1,7892.698093333333,7892.698093333333,Off,0.0,0.0,32.820804048049624,51.666666666666686,46.10666666666668,0.0,50.91397606756077,0.0,0.0,0.0,32.820804048049624,49.443603011151545,50.91397606756077,48.70841648294694,12.43753247303448,21.277690725229075,0.0,7.248561781898589,0.9700173815080716,-1.175180750131557,2.8,9.236100170605994,6870.159479287326,-2153.507628619955,658.2347317593684,905.767339348453,-1212.703972905574,-0.0,-0.0,335.7109615190281,0.0,2.0,0.05036043290496543,0.0,0,0.6517164957613468,131.99922844444444,-145.54560265946165,0.19202595965089106,10.051657422657417,0.002947988326322187,11.059243468297574,1.216572140519894,0.38320561587888946,-2221.616761631947,68.10913301199196,0.27184172728319994,648.3070400753862,9.927691683982195,0.21777162824208893,1128.173335385544,-222.40599603709109
2025-01-01 00:09:00,0.21523070699241892,0.1473128776282727,0.0,0.0035871784498736486,0.0024552146271378784,0.0,0.01288219227500362,0.0,0.2023485147174153,0.0,0.0,0.0,0.0,0.1473128776282727,0,1,0,0,Off,0,0,Off,0,0,Off,0.031860399916240616,0.023895299937180453,On,0,0,Off,0.0035099780701754383,0.0,On,0.00039696097147767377,0.0,On,0.008975253233350508,0,On,0.005931344546384967,0,On,0.1645567702547897,0.12341757769109224,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,7892.698093333333,Off,0.0,0.0,32.75138025396809,51.666666666666686,46.10666666666668,0.0,50.90876931214185,0.0,0.0,0.0,32.75138025396809,49.43899688627285,50.90876931214185,48.70411067333835,12.43753247303448,21.332736312624533,0.0,7.263463389062591,1.0927223654024896,-1.1234685312407533,2.8,9.236100170605994,-1029.917755549731,-2161.4543267939557,614.5830067791333,890.4297285231755,-1218.0083120759873,-0.0,-0.0,335.7109615190281,0.0,2.0,0.050430474400037006,0.0,0,0.6526229057164017,131.99922844444444,-147.6204049927719,0.19138228830860843,10.076681053747052,0.0029480415910538354,10.918780593695253,1.2163446961622966,0.38325602982857354,-2229.351892598798,67.89756580484188,0.27184172728319994,604.836405924421,9.746600854712266,0.21738867991065805,1111.5391169450763,-221.10938842190086
