Metric,Value
Total Electric Energy (kWh),1430.1792436780322
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.9863600606639338
Peak Electric Power (kW),11.272585505467829
Other Electric Energy (kWh),254.1234947816645
HVAC Heating Electric Energy (kWh),782.93492558849
Lighting Electric Energy (kWh),36.95257383193507
Water Heating Electric Energy (kWh),321.0533844954074
HVAC Cooling Electric Energy (kWh),35.11486498053546
Average Temperature - Indoor (C),17.617198460687806
Unmet Heating Load (C-hours),101.40940251625082
Unmet Cooling Load (C-hours),0.07750255525023342
Total Hot Water Unmet Demand (kWh),0.0
