Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,14.561306663734513,0.1216784175545258,0.0,0.24268844439557521,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,14.348598427222221,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,On,11396.17266822396,20.5555555555556,1.0,2952.425758998261,13.832370302222222,0.5162281249999999,1,13832.370302222222,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,32.94438507038077,51.666666666666686,46.10666666666668,0.0,50.46156919707741,0.0,0.0,0.0,32.94438507038077,48.92665200089541,50.46156919707741,48.15919340280441,12.43753247303448,20.668602058077397,0.0,10.477003353979562,-2.0588607901132208,2.8,9.236100170605994,10291.153111424257,1000.4695512327189,486.0189002423965,-1255.3383413643028,-0.0,-0.0,288.9673013147887,0.0,2.0,0.05390791868546417,0.0,0,0.6976246595373157,131.99922844444444,-138.64851675018912,0.1917699070820044,9.638022685224023,0.002843657831095317,20.523505338338346,1.215619857308881,0.1969885780405415,-1970.835731667201,18.879523901658942,0.09045506628562365,572.7762536261827,-86.75735338378614
2025-01-01 00:01:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,32.73986750934231,51.666666666666686,46.10666666666668,0.0,50.45834969353844,0.0,0.0,0.0,32.73986750934231,48.92387791983151,50.45834969353844,48.15664203297805,12.43753247303448,20.841587777328172,0.0,10.61884364315199,-1.9594329181088541,2.8,9.236100170605994,-1147.0253149104922,-1991.8667813695222,472.0606214295599,-1274.6844032906347,-0.0,-0.0,288.9673013147887,0.0,2.0,0.05421385181581705,0.0,0,0.7015837531381816,131.99922844444444,-161.30821293464624,0.19029862327874889,9.740687256082527,0.002843756756069152,20.031698094225924,1.218453403055274,0.1972218269243747,-2009.625615768313,17.758834398790857,0.09026061748339684,559.849329228825,-87.78870779926515
2025-01-01 00:02:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,32.87429313543873,51.666666666666686,46.10666666666668,0.0,50.455148750976214,0.0,0.0,0.0,32.87429313543873,48.921121060163365,50.455148750976214,48.15410721475695,12.43753247303448,20.723280075378863,0.0,10.457356358843453,-1.865070114313566,2.8,9.236100170605994,-1137.0078955977065,-1946.2669253690717,459.4374238122934,-1261.440552375835,-0.0,-0.0,288.9673013147887,0.0,2.0,0.05400471086254484,0.0,0,0.6988772512015528,131.99922844444444,-164.53464453665998,0.19169635327579218,9.687445492960107,0.0028438530859519837,20.33977800364176,1.2189438579937073,0.19695624781114382,-1965.4693363621457,19.20241099307387,0.09007568608823108,547.6251764016756,-88.18775258938221
2025-01-01 00:03:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,33.00513421916262,51.666666666666686,46.10666666666668,0.0,50.45193572427163,0.0,0.0,0.0,33.00513421916262,48.91835288118898,50.45193572427163,48.15156145964765,12.43753247303448,20.608041823933302,0.0,10.307607211129998,-1.7751089284007546,2.8,9.236100170605994,-1129.5976151899051,-1904.2537632261362,447.5219907636835,-1248.5934555532515,-0.0,-0.0,288.9673013147887,0.0,2.0,0.0538006144070015,0.0,0,0.6962360303237453,131.99922844444444,-169.97146095144234,0.19306918897533576,9.63503279423909,0.002843950857996381,20.639906442624884,1.2194219651654215,0.19670965261555443,-1924.6194310569995,20.36566783086327,0.08989902672703105,536.01146669056,-88.48947592687654
2025-01-01 00:04:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,33.132676607181175,51.666666666666686,46.10666666666668,0.0,50.448710937634345,0.0,0.0,0.0,33.132676607181175,48.91557368474462,50.448710937634345,48.14900505829977,12.43753247303448,20.49562764980259,0.0,10.168459300476119,-1.689058933819027,2.8,9.236100170605994,-1117.9598462885585,-1865.2571700750166,436.3705613353876,-1236.1118393574068,-0.0,-0.0,288.9673013147887,0.0,2.0,0.05360115436294671,0.0,0,0.6936548094434344,131.99922844444444,-170.8153082459404,0.19441929500726005,9.584776135232804,0.0028440500338396593,20.93272184295312,1.2198887144187966,0.19648023730582265,-1886.7450313118356,21.487861236819022,0.08972972243242172,524.9395362416581,-88.56897490627045
2025-01-01 00:05:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,33.256966178408014,51.666666666666686,46.10666666666668,0.0,50.44547468942625,0.0,0.0,0.0,33.256966178408014,48.91278374859691,50.44547468942625,48.14643827818224,12.43753247303448,20.38599840003124,0.0,10.038978359155108,-1.6064717023837236,2.8,9.236100170605994,-1101.1739678430422,-1829.033337132662,425.86891736015525,-1223.9877134947183,-0.0,-0.0,288.9673013147887,0.0,2.0,0.053406285995256174,0.0,0,0.6911330096414814,131.99922844444444,-166.1535556631126,0.19574644232949032,9.5352092216756,0.0028441505781918114,21.218297972843665,1.2203442420332866,0.19626651921290222,-1851.574327499363,22.540990366701223,0.08956693019243901,514.347137184579,-88.4782198244237
2025-01-01 00:06:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,33.37800137137286,51.666666666666686,46.10666666666668,0.0,50.442227273857924,0.0,0.0,0.0,33.37800137137286,48.909983346649156,50.442227273857924,48.143861383044786,12.43753247303448,20.279155691261096,0.0,9.918358822742412,-1.5269640202785104,2.8,9.236100170605994,-1083.176330064015,-1795.3483877499457,415.9354123226475,-1212.2177170589662,-0.0,-0.0,288.9673013147887,0.0,2.0,0.05321603638021997,0.0,0,0.6886709813133032,131.99922844444444,-159.9259143198378,0.1970499267218334,9.48634624250343,0.0028442524561843488,21.496596802438837,1.220788515760798,0.1960672179507331,-1818.873579932395,23.525192182449224,0.08940992819232539,504.18123990031603,-88.24582757766855
2025-01-01 00:07:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,33.495882229422065,51.666666666666686,46.10666666666668,0.0,50.438968985277945,0.0,0.0,0.0,33.495882229422065,48.90717275293623,50.438968985277945,48.14127463676538,12.43753247303448,20.17501381438875,0.0,9.80589554678164,-1.450206146815595,2.8,9.236100170605994,-1065.538119414144,-1763.9979000944263,406.49913066293755,-1200.7889998990781,-0.0,-0.0,288.9673013147887,0.0,2.0,0.053030276351518864,0.0,0,0.6862670529120904,131.99922844444444,-153.71642082985448,0.19833012220930188,9.438866426579722,0.0028443556328447864,21.76782289107438,1.2212218675069284,0.19588121070950051,-1788.4388259215523,24.440925827125835,0.08925809417709762,494.3963508975494,-87.89722023461182
2025-01-01 00:08:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,33.610741860599546,51.666666666666686,46.10666666666668,0.0,50.43570010898648,0.0,0.0,0.0,33.610741860599546,48.904352233068806,50.43570010898648,48.13867829510997,12.43753247303448,20.073458633569892,0.0,9.700962105255615,-1.3759147658394544,2.8,9.236100170605994,-1048.5872249674296,-1734.799217731545,397.4991362003643,-1189.685828004127,-0.0,-0.0,288.9673013147887,0.0,2.0,0.05284882450739562,0.0,0,0.6839188769100177,131.99922844444444,-147.86869827809136,0.19958779217689984,9.39271096103773,0.002844460074227796,22.032261793076025,1.2216447492041511,0.19570749791552777,-1760.0895284118974,25.290310680352484,0.08911089273701306,484.9534711601889,-87.45433495982458
2025-01-01 00:09:00,0.21270823651229098,0.1216784175545258,0.0,0.0035451372752048496,0.0020279736259087634,0.0,0.016994001428390613,0.0,0.14571423508390038,0.0,0.05,0.0,0.0,0.10709508422119246,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005264967105263157,0.0,On,0.011729034323127456,0,On,0.0029207894556437432,0,On,0.08200233774209639,0.061501753306572274,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,13832.370302222222,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,12066.030715555557,Off,0.0,0.0,33.722712013715665,51.666666666666686,46.10666666666668,0.0,50.432420918245874,0.0,0.0,0.0,33.722712013715665,48.9015220414492,50.432420918245874,48.13607260305087,12.43753247303448,19.9743771701243,-0.08117838543130063,9.602995662349038,-1.3038467045091882,2.8,9.236100170605994,-1032.289168932087,-1707.587822374426,388.8831765431388,-1178.8928488596152,-0.0,-0.0,288.9673013147887,0.0,2.0,0.052671499820331986,0.0,0,0.681624110622302,131.99922844444444,-142.36362138726048,0.20082373277451912,9.34782149476202,0.0028445657477886087,22.290198302653685,1.2220576098153888,0.19554517939850125,-1733.664116078156,26.07629370373,0.08896786387018973,475.819180722663,-86.93600417952429
