Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.33525298397695813,0.08916085143774387,0.163795,0.33525298397695813,0.08916085143774387,0.163795,0.017737022517840983,0.12642179479245047,0.19109416666666668,0.0,0.163795,0.0,0.08916085143774387,0.0,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0031326663011695902,0.0,0.014604356216671392,0.0,0.007540659542125279,0.0,0.08122086080910228,0.06091564560682669,0.0,0.0,3363.324364960472,19.444444444444457,0.32000000000000006,668.0564132617492,4.800358264444444,0.19109416666666668,0.4,3840.2866115555557,9600.716528888888,0.0,0.0,75.14328970475458,51.66666666666668,46.10666666666668,0.0,48.41410728899171,0.0,0.0,0.0,117.41139016367902,47.100131990809146,48.41410728899171,46.44314434171786,12.43753247303448,19.141561421392304,-0.053670764172655795,8.228050360268956,-2.2574553023751105,2.8,9.236100170605994,2540.426103576424,-1254.8662120048405,-59.247875766372495,-970.1534954071416,0.0,0.0,204.47297127587652,0.0,1.0,0.04554683013022498,0.0,0.0,0.8215800304439475,65.99961422222222,-57.217737252783,0.21271514097381963,8.98267214123011,0.002860608125057806,-20.20158712059183,1.2254696670327152,0.27728909625878656,-1961.578080039427,38.65545477283704,0.0019166773612158117,12.632773756605003,-71.88064952297749
2025-01-01 01:00:00,0.3313233115792697,0.09031124936037686,0.19568461259841044,0.33132331157926975,0.09031124936037686,0.19568461259841044,0.018420399203908058,0.12977100265313946,0.1831319097222222,0.03871440426507711,0.15697020833333333,0.0,0.09031124936037686,0.0,1.0,0.0,0.0,0.0,0.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.0028977163285818707,0.0,0.015522682875326186,0.0,0.009356003505970252,0.0,0.08369623156697686,0.06277217367523263,0.0,0.0,3223.185849753786,19.444444444444457,0.3066666666666667,640.220729375843,4.600343336759258,0.1831319097222222,0.38333333333333336,3680.274669407407,9600.716528888888,879.2133333333333,0.0,86.35809863936805,51.66666666666668,46.10666666666668,0.0,51.28291723480296,0.0,0.0,879.2133333333333,134.93452912401258,51.25910814261424,51.31607198519385,51.214048846128996,12.43753247303448,19.119230612122077,-0.06361061040047353,8.517209581716765,-1.042326786839094,2.5,9.236100170605994,2468.2889556110113,-1007.7296428619089,-38.418705731144335,-925.3777361431308,0.0,0.0,229.22115777091466,0.0,1.3165,0.04272520062160427,0.0,0.0,0.7706830865519996,86.88849212355555,-58.74031577055835,0.21256975634227404,8.965700830046305,0.0028544685741194796,3.387546417261025,1.2256273641856965,0.2195639864492758,-1683.7788272221717,35.82845498441961,0.0019166773612158117,8.856083478841898,-47.27478920998624
2025-01-01 02:00:00,0.31721050639342036,0.08774859114619801,0.15014541666666667,0.31721050639342036,0.08774859114619801,0.15014541666666667,0.017502072545253263,0.12453878107038932,0.17516965277777777,0.0,0.15014541666666667,0.0,0.08774859114619801,0.0,1.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.0028977163285818707,0.0,0.014604356216671392,0.0,0.007540659542125279,0.0,0.08122086080910228,0.06091564560682669,0.0,0.0,3083.0473345470996,19.444444444444457,0.29333333333333333,612.3850454899367,4.400328409074074,0.17516965277777777,0.36666666666666664,3520.262727259259,9600.716528888888,0.0,0.0,84.94217425263717,51.66666666666668,46.10666666666668,0.0,50.77436264896627,0.0,0.0,0.0,132.7221472697456,50.805433711535265,50.82096924281977,50.77436264896627,12.43753247303448,19.149010600159805,-0.05636248343707238,9.144933353549241,-0.34417048018713786,1.6500000000000001,9.236100170605994,2366.506197463353,-880.8100404488877,-58.091525137518744,-927.3770264014106,0.0,0.0,268.35462180344985,0.0,2.0,0.04047365774518407,0.0,0.0,0.7300694442926754,131.99922844444444,-57.518732485785215,0.2131043779045197,8.993798769671958,0.002866998820635323,48.758394490607415,1.2254932463301123,0.15599696252363235,-1524.6277576580017,31.432671719177144,0.0019166773612158117,4.998292940083595,-63.08981807760234
2025-01-01 03:00:00,0.32407462316177577,0.08704246100042508,0.15697020833333333,0.32407462316177577,0.08704246100042508,0.15697020833333333,0.017345439230194784,0.12359727420935875,0.1831319097222222,0.0,0.15697020833333333,0.0,0.08704246100042508,0.0,1.0,0.0,0.0,0.0,0.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.0027410830135233917,0.0,0.014604356216671392,0.0,0.007540659542125279,0.0,0.08122086080910228,0.06091564560682669,0.0,0.0,3223.185849753786,19.444444444444457,0.3066666666666667,640.220729375843,4.600343336759258,0.1831319097222222,0.38333333333333336,3680.274669407407,9600.716528888888,0.0,0.0,82.84468443026655,51.66666666666668,46.10666666666668,0.0,49.98603949413603,0.0,0.0,0.0,129.4448194222915,50.020707379482104,50.038041322155145,49.98603949413603,12.43753247303448,19.14583146552277,-0.05149145431205995,9.004070493929193,-0.315394994239531,1.6500000000000001,9.236100170605994,2473.1050000815935,-1102.8091990291018,-69.8511322215245,-959.8834091873279,0.0,0.0,267.2564816273608,0.0,2.0,0.041943363376845545,0.0,0.0,0.7565801980411078,131.99922844444444,-57.45392211222542,0.2145088463190259,9.01337570542926,0.0028854688968079924,29.123188658618194,1.225492822195364,0.18855743972981187,-1777.793696493924,34.76376808897919,0.0019166773612158117,4.927489693034511,-74.778621914559
2025-01-01 04:00:00,0.33905763018963403,0.08633633085465214,0.1706197916666667,0.33905763018963403,0.08633633085465214,0.17061979166666666,0.017345439230194784,0.12265576734832817,0.19905642361111112,0.0,0.1706197916666667,0.0,0.08633633085465214,0.0,1.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.0027410830135233917,0.0,0.014604356216671392,0.0,0.007540659542125279,0.0,0.08122086080910228,0.06091564560682669,0.0,0.0,3503.4628801671583,19.444444444444457,0.3333333333333333,695.8920971476554,5.000373192129629,0.19905642361111112,0.4166666666666667,4000.2985537037034,9600.716528888888,0.0,0.0,80.76230406075085,51.66666666666668,46.10666666666668,0.0,49.215136299501516,0.0,0.0,0.0,126.19110009492321,49.255541324818026,49.27574383747628,49.215136299501516,12.43753247303448,19.156508407637393,-0.05496732606923628,8.72572765196536,-0.2629175132295002,0.55,9.236100170605994,2658.5581211702465,-975.4917362570127,-69.66979778551654,-1055.1178390063544,0.0,0.0,266.31497476633024,0.0,2.0,0.04313856105559266,0.0,0.0,0.7781393393135971,131.99922844444444,-56.10189475688744,0.2149091153865282,9.024458293631708,0.002894136729495322,46.4958431237658,1.2248667833603417,0.17146457407573631,-1708.5984887459263,37.21465534125813,0.0019166773612158117,2.024718799621277,-71.69451658513782
2025-01-01 05:00:00,0.339370896819751,0.08633633085465214,0.1706197916666667,0.339370896819751,0.08633633085465214,0.17061979166666666,0.017658705860311742,0.12265576734832817,0.19905642361111112,0.0,0.1706197916666667,0.0,0.08633633085465214,0.0,1.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.003054349643640351,0.0,0.014604356216671392,0.0,0.007540659542125279,0.0,0.08122086080910228,0.06091564560682669,0.0,0.0,3503.4628801671583,19.444444444444457,0.3333333333333333,695.8920971476554,5.000373192129629,0.19905642361111112,0.4166666666666667,4000.2985537037034,9600.716528888888,0.0,0.0,78.83265692002325,51.66666666666668,46.10666666666668,0.0,48.4804573974795,0.0,0.0,0.0,123.17602643753634,48.509377328800696,48.523837294461295,48.4804573974795,12.43753247303448,19.129858755746476,-0.06359221485783291,8.92950416173876,-0.8088227334204278,-0.25000000000000006,9.236100170605994,2614.846865232942,-1065.1762628117328,-96.88501337122442,-1100.4891354160368,0.0,0.0,266.6282413964472,0.0,2.0,0.043121998797578505,0.0,0.0,0.7778405870095491,131.99922844444444,-54.75512091462667,0.21715209410529424,9.038814473688694,0.0029210747744934846,50.485323801556824,1.2243437683112688,0.15271859902720353,-1796.6009370153442,35.53257705595605,0.0019166773612158117,1.4024206643251331,-98.28743403554955
2025-01-01 06:00:00,0.49546825948030304,0.09339889396308565,0.3126241601180925,0.49546825948030304,0.09339889396308565,0.3126241601180925,0.04448920988503546,0.14045102876193427,0.3105280208333333,0.04645728511809253,0.26616687499999997,0.0,0.09339889396308565,0.0,1.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.0034459329312865493,0.0,0.04104327695374891,0.0,0.0159191701444867,0.0,0.0887545978982858,0.06656594842371433,0.0,0.0,5465.402093060768,21.111111111111143,0.52,1085.5916715503424,7.800582179722222,0.3105280208333333,0.65,6240.465743777778,9600.716528888888,1055.056,0.0,75.66972448269028,51.66666666666668,46.10666666666668,0.0,49.19889526216229,0.24792390078830395,639.6951527605471,1055.056,118.23394450420356,48.80274990473693,49.22339908935046,48.580173398836074,12.43753247303448,20.636367261712998,-0.16177153378567677,8.861995738357903,-1.188593206720543,0.3,9.236100170605994,4489.394327029304,-900.0980690053074,-75.81342061308185,-1203.7952711827593,0.0,0.0,310.72664523853416,0.0,2.0,0.045026658430820744,0.0,0.0,0.8121971012826705,131.99922844444444,-82.93914008723863,0.19851479175089076,9.736121625897022,0.0029308096123076247,17.51947464978572,1.2180606615651703,0.18006668221412897,-2022.4944144917743,36.804673936124416,0.0019166773612158117,3.7480608004504576,-79.56148141353229
2025-01-01 07:00:00,0.4725347352002381,0.10202201689713573,0.23663336259841045,0.4725347352002381,0.10202201689713573,0.23663336259841045,0.07697335005709997,0.16465593375424922,0.23090545138888888,0.03871440426507711,0.19791895833333334,0.0,0.10202201689713573,0.0,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00321098295869883,0.0,0.07376236709840114,0.0,0.02862657789140152,0.0,0.09836908142162477,0.07377681106621856,0.0,0.0,4064.016940993904,21.111111111111143,0.3866666666666667,807.2348326912802,5.80043290287037,0.23090545138888888,0.48333333333333334,4640.3463222962955,9600.716528888888,879.2133333333333,0.0,78.41411210435665,51.66666666666668,46.10666666666668,0.0,51.41551687547259,0.28455897006052633,772.9400427025631,879.2133333333333,122.52205016305726,49.97036579409559,51.41551687547259,49.24779025340709,12.43753247303448,20.802275181549266,-0.07217954975427242,8.589884995108608,-1.3341446127924288,-0.55,9.236100170605994,3053.691535817015,-1350.219399988587,-82.31629007369659,-1305.6957978058224,0.0,0.0,362.3537022105021,1.8238544147317615,1.9335,0.04636845708094719,0.0,0.0,0.8364006511821614,127.61025409866666,-66.98330958156919,0.19711188725499296,9.822601501532953,0.002940963915988286,37.00668833243463,1.2173636091037296,0.182066281766953,-2198.9148538543272,41.460621174459796,0.0019166773612158117,1.9781126548065573,-84.29440272850316
2025-01-01 08:00:00,0.7636791987796159,0.10375058279072642,0.22980857093174378,0.7636791987796159,0.10375058279072642,0.22980857093174376,0.0801893479630462,0.4605466563721252,0.22294319444444444,0.03871440426507711,0.19109416666666668,0.0,0.10375058279072642,0.0,1.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.2880584784595861,0.0,0.0024278163834064326,0.0,0.07776153157963978,0.0,0.034154067524903846,0.0,0.09973232908538178,0.07479924681403631,0.0,0.0,3923.8784257872176,21.111111111111143,0.37333333333333335,779.399148805374,5.600417975185184,0.22294319444444444,0.4666666666666667,4480.334380148148,9600.716528888888,879.2133333333333,0.0,78.0479748698767,51.66666666666668,46.10666666666668,0.0,51.46611062666581,0.15639072191317402,422.07513041512874,879.2133333333333,121.94996073418231,49.8474643794278,51.46611062666581,49.038141255808796,12.43753247303448,20.8387541486554,-0.052142524618119405,8.020709132098393,-1.6768734671021628,-1.4,9.236100170605994,3002.2232226574974,-1579.7578367066178,-82.79793471441418,-1407.4716833030645,0.0,0.0,519.0979815527329,117.39754421447577,1.0,0.04786828941382935,0.0,0.0,0.8634548345399716,65.99961422222222,-33.281501379388665,0.19765389067261643,9.8579967833856,0.0029544675999971515,53.14995669148059,1.217774092984871,0.19319474775231535,-2406.0382060262355,46.88122051424351,0.0019166773612158117,0.7006586721459869,-83.49859338656019
2025-01-01 09:00:00,0.7783717204659637,0.10375058279072642,0.19791895833333334,0.7783717204659637,0.10375058279072642,0.19791895833333334,0.08149685445397682,0.465969414623098,0.23090545138888888,0.0,0.19791895833333334,0.0,0.10375058279072642,0.0,1.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.2880584784595861,0.0,0.001957916438230994,0.0,0.07953893801574582,0.0,0.03957682577587666,0.0,0.09973232908538178,0.07479924681403631,0.0,0.0,4064.016940993904,21.111111111111143,0.3866666666666667,807.2348326912802,5.80043290287037,0.23090545138888888,0.48333333333333334,4640.3463222962955,9600.716528888888,0.0,0.0,81.00968801626094,51.66666666666668,46.10666666666668,0.0,51.44782039533953,0.0956634076405526,258.7105123574773,0.0,126.57763752540771,51.007331254110404,51.44782039533953,50.78708668349585,12.43753247303448,20.82006669016108,-0.062636704462731,7.846264535837864,-1.229697832925066,-0.85,9.236100170605994,3258.817627537032,-1335.4894511860412,-35.855414165982765,-1348.7928879597187,0.0,0.0,525.8282462946362,305.86283315025025,1.0,0.047122634708310386,0.0,0.0,0.8500046116834218,65.99961422222222,17.76532820821001,0.20045354143773392,9.894746184274757,0.0029915156001825804,97.05622570020935,1.21843563894652,0.190661423456236,-2190.1227434786556,47.39845960133432,0.0019166773612158117,0.9549137945529466,-36.81032796053571
