Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6218942339769581,0.08916085143774387,0.4094875,0.010364903899615968,0.0014860141906290645,0.0068247916666666665,0.017737022517840983,0.12642179479245047,0.47773541666666663,0.0,0.4094875,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,On,8408.31091240118,19.444444444444457,0.8,1670.141033154373,12.00089566111111,0.47773541666666663,1,9600.716528888888,9600.716528888888,Off,0.0,0,75.57747622747281,51.666666666666686,46.10666666666668,0.0,48.80335422440025,0.0,0.0,0.0,118.08980660542626,47.446540132208185,48.80335422440025,46.76813308611216,12.43753247303448,19.327629965168395,0.0,8.14821684871307,-2.46994366661865,2.8,9.236100170605994,7578.517472841742,-221.6904904822245,-110.69867608857774,-986.0206866294623,-0.0,-0.0,204.47297127587652,0.0,1.0,0.04577810317713076,0.0,0,0.8257517656969706,65.99961422222222,-48.245724205852284,0.2099100810767479,9.050286837072573,0.0028646339211177495,-21.158249085420163,1.2211778616120825,0.2770970737673343,-1931.3393952920144,39.50787165541668,0.0019166773612158117,13.163538196606893,-123.86221428518463
2025-01-01 00:01:00,0.6218942339769581,0.08916085143774387,0.4094875,0.010364903899615968,0.0014860141906290645,0.0068247916666666665,0.017737022517840983,0.12642179479245047,0.47773541666666663,0.0,0.4094875,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,On,8408.31091240118,19.444444444444457,0.8,1670.141033154373,12.00089566111111,0.47773541666666663,1,9600.716528888888,9600.716528888888,Off,0.0,0,75.08211539323996,51.666666666666686,46.10666666666668,0.0,48.790110598967665,0.0,0.0,0.0,117.31580530193744,47.43476463996256,48.790110598967665,46.757091660460006,12.43753247303448,19.500410023348646,0.0,8.22595300141304,-2.4818708724198038,2.8,9.236100170605994,7555.744443144189,-251.96714512939047,-110.15370439137263,-1000.9841819305332,-0.0,-0.0,204.47297127587652,0.0,1.0,0.04599201409376775,0.0,0,0.8296103204394285,65.99961422222222,-56.05525860233442,0.2082617334109873,9.15336397287355,0.0028644924149229664,-21.48377830961378,1.2240220984133845,0.27728421849658513,-1960.7346882034656,38.62650991970219,0.0019166773612158117,13.193330588912108,-123.34703498028473
2025-01-01 00:02:00,0.14415881731029145,0.08916085143774387,0.0,0.0024026469551715244,0.0014860141906290645,0.0,0.017737022517840983,0.12642179479245047,0.0,0.0,0.0,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,9600.716528888888,Off,0.0,0,74.60157014875728,51.666666666666686,46.10666666666668,0.0,48.77695016059067,0.0,0.0,0.0,116.56495335743324,47.42306632835266,48.77695016059067,46.746124412233655,12.43753247303448,19.667746149546645,0.0,8.298655479086621,-2.493359864652168,2.8,9.236100170605994,-874.7530188695202,-1950.443406959257,-108.92275834671611,-1015.5611231774367,-0.0,-0.0,204.47297127587652,0.0,1.0,0.046198870611683186,0.0,0,0.8333416269606636,65.99961422222222,-63.66486696796002,0.2060969974951322,9.229911597600346,0.0028643490654656424,-21.79743303241433,1.223322714111093,0.2774591307485435,-1988.2600340707709,37.81662711151378,0.0019166773612158117,13.222028388672133,-122.14478673538824
2025-01-01 00:03:00,0.14415881731029145,0.08916085143774387,0.0,0.0024026469551715244,0.0014860141906290645,0.0,0.017737022517840983,0.12642179479245047,0.0,0.0,0.0,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,9600.716528888888,Off,0.0,0,74.92370008871568,51.666666666666686,46.10666666666668,0.0,48.763870439714644,0.0,0.0,0.0,117.06828138861823,47.41144288900739,48.763870439714644,46.735229113653766,12.43753247303448,19.536024784850827,0.0,8.250674936565181,-2.504147683837652,2.8,9.236100170605994,-862.5778400516037,-1931.8586214773377,-107.26007996238401,-1004.079653791839,-0.0,-0.0,204.47297127587652,0.0,1.0,0.04603606605653669,0.0,0,0.8304049358453601,65.99961422222222,-62.97115753564118,0.20778021695329307,9.169362293318056,0.002864203540011923,-21.51278060480797,1.2238733696780055,0.2773437084807093,-1970.0908455566814,38.232224079343474,0.0019166773612158117,13.24897476208514,-120.50905472446915
2025-01-01 00:04:00,0.14415881731029145,0.08916085143774387,0.0,0.0024026469551715244,0.0014860141906290645,0.0,0.017737022517840983,0.12642179479245047,0.0,0.0,0.0,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,9600.716528888888,Off,0.0,0,75.23400283678895,51.666666666666686,46.10666666666668,0.0,48.75073779709198,0.0,0.0,0.0,117.55312943248273,47.39976925959493,48.75073779709198,46.72428499084641,12.43753247303448,19.408660770172578,0.0,8.206083711764698,-2.514037237661746,2.8,9.236100170605994,-849.9213135701052,-1914.274495313866,-105.24721396458193,-993.0271961778075,-0.0,-0.0,204.47297127587652,0.0,1.0,0.045878464702276564,0.0,0,0.8275621007883247,65.99961422222222,-61.36708866817435,0.20942228053457743,9.110365496627276,0.0028640599795944368,-21.236977363824035,1.2244062831534486,0.2772363964929207,-1953.2177555303124,38.943260216446234,0.0019166773612158117,13.273677401761434,-118.52089136634336
2025-01-01 00:05:00,0.14415881731029145,0.08916085143774387,0.0,0.0024026469551715244,0.0014860141906290645,0.0,0.017737022517840983,0.12642179479245047,0.0,0.0,0.0,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,9600.716528888888,Off,0.0,0,75.53326728750501,51.666666666666686,46.10666666666668,0.0,48.73755420314769,0.0,0.0,0.0,118.02073013672658,47.38804728287337,48.73755420314769,46.71329382273622,12.43753247303448,19.28536195573109,0.0,8.16457548053474,-2.5228724823247624,2.8,9.236100170605994,-836.4202772748583,-1898.1680973802595,-103.2168055702546,-982.3736825515945,-0.0,-0.0,204.47297127587652,0.0,1.0,0.04572572292364409,0.0,0,0.824806923429546,65.99961422222222,-58.51956599914044,0.21102566748212054,9.053463177375066,0.0028639183213666967,-20.969448714110026,1.224922631305959,0.2771364666078224,-1937.5222019287635,39.35410454850387,0.0019166773612158117,13.295746533417374,-116.51255210367198
2025-01-01 00:06:00,0.14415881731029145,0.08916085143774387,0.0,0.0024026469551715244,0.0014860141906290645,0.0,0.017737022517840983,0.12642179479245047,0.0,0.0,0.0,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,9600.716528888888,Off,0.0,0,75.82207842659211,51.666666666666686,46.10666666666668,0.0,48.72432149690253,0.0,0.0,0.0,118.47199754155017,47.37627867868561,48.72432149690253,46.70225726957715,12.43753247303448,19.165912059118074,0.0,8.125857476388994,-2.530558655863892,2.8,9.236100170605994,-823.0148100624972,-1883.1108511909774,-100.8730314008274,-972.0961286649123,-0.0,-0.0,204.47297127587652,0.0,1.0,0.0455775890690667,0.0,0,0.8221348644431028,65.99961422222222,-55.391652673461344,0.21259200423459532,8.998543280318273,0.0028637785066123593,-20.709770193365525,1.2254232783559231,0.2770432216231736,-1922.8912400683307,39.78038887735347,0.0019166773612158117,13.314945455714964,-114.18797685654236
2025-01-01 00:07:00,0.14415881731029145,0.08916085143774387,0.0,0.0024026469551715244,0.0014860141906290645,0.0,0.017737022517840983,0.12642179479245047,0.0,0.0,0.0,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,9600.716528888888,Off,0.0,0,76.10099779547552,51.666666666666686,46.10666666666668,0.0,48.711041419925685,0.0,0.0,0.0,118.9078090554305,47.36446507572971,48.711041419925685,46.691176903631735,12.43753247303448,19.050103443521436,0.0,8.089701848763784,-2.536993957812352,2.8,9.236100170605994,-810.0419363265285,-1869.0540959193393,-98.7645474514006,-962.1727223064988,-0.0,-0.0,204.47297127587652,0.0,1.0,0.045433820575575566,0.0,0,0.8195415484445665,65.99961422222222,-52.34218529590605,0.2141229160009178,8.944822100777117,0.0028636404796903744,-20.45753318964844,1.2259090564329813,0.2769561192915724,-1909.2368634405577,40.18276752121854,0.0019166773612158117,13.331019886176495,-112.0955673375771
2025-01-01 00:08:00,0.14415881731029145,0.08916085143774387,0.0,0.0024026469551715244,0.0014860141906290645,0.0,0.017737022517840983,0.12642179479245047,0.0,0.0,0.0,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,9600.716528888888,Off,0.0,0,76.37054021402243,51.666666666666686,46.10666666666668,0.0,48.697715620241,0.0,0.0,0.0,119.32896908441003,47.352608015211736,48.697715620241,46.68005421269711,12.43753247303448,18.937745796174575,-0.0066986482698823124,8.05590805642635,-2.542152472912702,2.8,9.236100170605994,-797.561944629176,-1855.9261160636743,-96.19143747906448,-952.5835260393521,-0.0,-0.0,204.47297127587652,0.0,1.0,0.04529419489970353,0.0,0,0.8170229611640528,65.99961422222222,-49.45138986570036,0.21561990148675592,8.89221118504018,0.002863504187911317,-20.212362526776626,1.2263807287828556,0.27687468206978477,-1896.4816990413349,40.555582977660876,0.0019166773612158117,13.343905092329901,-109.53534257139438
2025-01-01 00:09:00,0.14415881731029145,0.08916085143774387,0.0,0.0024026469551715244,0.0014860141906290645,0.0,0.017737022517840983,0.12642179479245047,0.0,0.0,0.0,0.0,0.08916085143774387,0,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.014604356216671392,0,On,0.007540659542125279,0,On,0.08122086080910228,0.06091564560682669,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,9600.716528888888,Off,0.0,0,76.63116999364135,51.666666666666686,46.10666666666668,0.0,48.68434566010858,0.0,0.0,0.0,119.7362031150646,47.340708958125234,48.68434566010858,46.668890607133555,12.43753247303448,18.82866754681992,-0.11577689762453858,8.024298352600951,-2.54595355192906,2.8,9.236100170605994,-785.5572996207804,-1843.7510157756265,-93.59212344196223,-943.3105491739567,-0.0,-0.0,204.47297127587652,0.0,1.0,0.045158511466681615,0.0,0,0.8145754846060977,65.99961422222222,-46.71972172270037,0.21708430111745025,8.841300584236574,0.002863369581293791,-19.973919506051953,1.2268389833391116,0.27679848643829985,-1884.5572443410929,40.80622856546654,0.0019166773612158117,13.353399624337351,-106.94552306629959
