Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.3599879909339314,0.3476345827594717,0.7246499999999999,0.022666466515565524,0.005793909712657861,0.012077499999999998,0.03114869030506361,0.0,0.47341430062886786,0.845425,0.010000000000000002,0.7246499999999999,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,On,14401.736126174104,20.0555555555556,0.8,3433.607327159227,21.237398066666664,0.845425,1,16989.918453333332,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,36.37262485258926,51.666666666666686,46.10666666666668,0.0,51.52135594575593,0.0,0.0,0.0,36.37262485258926,51.4049708113013,51.52135594575593,51.34677824407399,12.43753247303448,20.14816808397156,0.0,-2.657305618926501,-1.6785354855737642,2.8,9.236100170605994,6658.932297182581,6462.365429085157,3179.2309025424206,-5359.944105979044,-0.0,-0.0,606.96580637018,0.0,2.0,0.2370767623335812,0.0,0,2.813688634913362,131.99922844444444,-109.47830414783834,0.18547216787303591,9.197600106612676,0.0026625209205856006,-120.04939310889569,1.2179100106363472,0,0,148.41087669110902,0.5436834545663999,3173.217117130467,6.013785411953386
2025-01-01 00:01:00,1.3599879909339314,0.3476345827594717,0.7246499999999999,0.022666466515565524,0.005793909712657861,0.012077499999999998,0.03114869030506361,0.0,0.47341430062886786,0.845425,0.010000000000000002,0.7246499999999999,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,On,14401.736126174104,20.0555555555556,0.8,3433.607327159227,21.237398066666664,0.845425,1,16989.918453333332,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,36.2676526960265,51.666666666666686,46.10666666666668,0.0,51.51804911731293,0.0,0.0,0.0,36.2676526960265,51.40190805539821,51.51804911731293,51.34383752444086,12.43753247303448,20.23531649959797,0.0,-2.4048769068562748,-1.2522641179516518,2.8,9.236100170605994,6616.441248897813,6456.908983003546,2876.90264051089,-5397.907462605988,-0.0,-0.0,606.96580637018,0.0,2.0,0.2375625332475411,0.0,0,2.8194538903788353,131.99922844444444,-114.00599580566254,0.184977323000595,9.26049415796142,0.002661991239152812,-120.12347878016294,1.2211052440178958,0,0,142.95443060949736,0.5436834545663999,2871.1872226173487,5.715417893541118
2025-01-01 00:02:00,0.5145629909339315,0.3476345827594717,0.0,0.00857604984889886,0.005793909712657861,0.0,0.03114869030506361,0.0,0.47341430062886786,0.0,0.010000000000000002,0.0,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,36.16582023494137,51.666666666666686,46.10666666666668,0.0,51.51475181803564,0.0,0.0,0.0,36.16582023494137,51.39885413867276,51.51475181803564,51.34090529899132,12.43753247303448,20.319775313256944,0.0,-2.1564418306771174,-0.8694158044989181,2.8,9.236100170605994,-4946.128808107339,138.12190254215372,2605.474538973792,-5434.798704836196,-0.0,-0.0,606.96580637018,0.0,2.0,0.23803305973049121,0.0,0,2.825038220974846,131.99922844444444,-118.29590964132376,0.18397777267448964,9.298915753553324,0.0026614626176980883,-120.18190343474623,1.2207542069195276,0,0,138.12190254215372,0.5436834545663999,2599.9242560904454,5.55028288334626
2025-01-01 00:03:00,0.5145629909339315,0.3476345827594717,0.0,0.00857604984889886,0.005793909712657861,0.0,0.03114869030506361,0.0,0.47341430062886786,0.0,0.010000000000000002,0.0,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,36.37644533567231,51.666666666666686,46.10666666666668,0.0,51.511463763946146,0.0,0.0,0.0,36.37644533567231,51.39580879674698,51.511463763946146,51.33798131314739,12.43753247303448,20.13569557155942,0.0,-2.057899733079204,-0.5254707868205084,2.8,9.236100170605994,-4860.539231920623,136.6097300863553,2361.6291490634735,-5354.519402240382,-0.0,-0.0,606.96580637018,0.0,2.0,0.23700721815611414,0.0,0,2.812863266539687,131.99922844444444,-112.98563605042139,0.18604705840597904,9.214241415065112,0.002660933587053848,-118.78553805910643,1.2215207991299397,0,0,136.6097300863553,0.5436834545663999,2356.2257923929883,5.403356670485313
2025-01-01 00:04:00,0.5145629909339315,0.3476345827594717,0.0,0.00857604984889886,0.005793909712657861,0.0,0.03114869030506361,0.0,0.47341430062886786,0.0,0.010000000000000002,0.0,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,36.58017792373074,51.666666666666686,46.10666666666668,0.0,51.50815670467819,0.0,0.0,0.0,36.58017792373074,51.39274571914021,51.50815670467819,51.33504022637122,12.43753247303448,19.957521938861927,0.0,-1.9606459531785914,-0.2163938343638518,2.8,9.236100170605994,-4778.447002370132,134.90232345328016,2142.527288831333,-5277.259545101568,-0.0,-0.0,606.96580637018,0.0,2.0,0.23601317062261423,0.0,0,2.80106565204537,131.99922844444444,-108.15326363874387,0.1880742696223152,9.131828345667213,0.00266041103124002,-117.428298172852,1.2222637203870774,0,0,134.90232345328016,0.5436834545663999,2137.2327132479804,5.294575583352749
2025-01-01 00:05:00,0.5145629909339315,0.3476345827594717,0.0,0.00857604984889886,0.005793909712657861,0.0,0.03114869030506361,0.0,0.47341430062886786,0.0,0.010000000000000002,0.0,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,36.77733551181304,51.666666666666686,46.10666666666668,0.0,51.504831263604565,0.0,0.0,0.0,36.77733551181304,51.38966548623631,51.504831263604565,51.332082597552194,12.43753247303448,19.78498210518367,0.0,-1.8646688652279317,0.061451381855286535,2.8,9.236100170605994,-4698.672430123024,133.29369592437345,1945.5929685635467,-5202.859536556934,-0.0,-0.0,606.96580637018,0.0,2.0,0.2350495129860658,0.0,0,2.789628712746829,131.99922844444444,-102.7786999362712,0.19006044847451484,9.051554849005516,0.0026598947601256086,-116.10846315356504,1.2229840195777535,0,0,133.29369592437345,0.5436834545663999,1940.3685377023373,5.224430861209545
2025-01-01 00:06:00,0.5145629909339315,0.3476345827594717,0.0,0.00857604984889886,0.005793909712657861,0.0,0.03114869030506361,0.0,0.47341430062886786,0.0,0.010000000000000002,0.0,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,36.96819042532921,51.666666666666686,46.10666666666668,0.0,51.50148803538397,0.0,0.0,0.0,36.96819042532921,51.38656865168299,51.50148803538397,51.3291089598325,12.43753247303448,19.617842570747815,0.0,-1.7699468528147237,0.3113262691281844,2.8,9.236100170605994,-4621.67183674675,131.74999675096984,1768.5108115531918,-5131.180151612056,-0.0,-0.0,606.96580637018,0.0,2.0,0.23411504723893184,0.0,0,2.778538230379236,131.99922844444444,-97.45749150487401,0.19200634520814305,8.973318803803625,0.002659384592288814,-114.82453327927921,1.2236825912160105,0,0,131.74999675096984,0.5436834545663999,1763.3224314496317,5.188380103560131
2025-01-01 00:07:00,0.5145629909339315,0.3476345827594717,0.0,0.00857604984889886,0.005793909712657861,0.0,0.03114869030506361,0.0,0.47341430062886786,0.0,0.010000000000000002,0.0,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,37.15301556846888,51.666666666666686,46.10666666666668,0.0,51.498127590046906,0.0,0.0,0.0,37.15301556846888,51.38345574619677,51.498127590046906,51.326119824271714,12.43753247303448,19.455869315535487,-0.0996862400201124,-1.6764575105522341,0.5361485585341821,2.8,9.236100170605994,-4547.514257005642,130.26676236327327,1609.20802797878,-5062.085187497294,-0.0,-0.0,606.96580637018,0.0,2.0,0.2332085629840967,0.0,0,2.7677798396350233,131.99922844444444,-92.39487587852847,0.19391286288034865,8.897731257637194,0.0026588803539211547,-113.57501593117603,1.2243603387359274,0,0,130.26676236327327,0.5436834545663999,1604.0270681877785,5.180959791001394
2025-01-01 00:08:00,0.5145629909339315,0.3476345827594717,0.0,0.00857604984889886,0.005793909712657861,0.0,0.03114869030506361,0.0,0.47341430062886786,0.0,0.010000000000000002,0.0,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,37.33207443654633,51.666666666666686,46.10666666666668,0.0,51.49475047294357,0.0,0.0,0.0,37.33207443654633,51.380327277514326,51.49475047294357,51.323115679799706,12.43753247303448,19.298836382910707,-0.2567191726448925,-1.5841779040472779,0.7385270770334876,2.8,9.236100170605994,-4476.103196882444,128.83837351642535,1465.8313381800313,-4995.444954133632,-0.0,-0.0,606.96580637018,0.0,2.0,0.23232888605415122,0.0,0,2.757339605190196,131.99922844444444,-87.62404911899176,0.19578095012484323,8.824677028720442,0.0026583818787461813,-112.35847194385194,1.2250181382346257,0,0,128.83837351642535,0.5436834545663999,1460.6339922346856,5.197345945345589
2025-01-01 00:09:00,1.3599879909339314,0.3476345827594717,0.7246499999999999,0.022666466515565524,0.005793909712657861,0.012077499999999998,0.03114869030506361,0.0,0.47341430062886786,0.845425,0.010000000000000002,0.7246499999999999,0.0,0.0,0.344717916092805,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0054460115131578935,0.0,On,0.0005990095832177585,0.0,On,0.012551834604343979,0,On,0.012551834604343979,0.0,On,0.013790412505127699,0,On,0.4228059001170845,0.3171044250878133,On,0,0,Off,On,14401.736126174104,20.0555555555556,0.8,3433.607327159227,21.237398066666664,0.845425,1,16989.918453333332,16989.918453333332,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1328.4913466666667,Off,0.0,0.0,37.50561733743585,51.666666666666686,46.10666666666668,0.0,51.49135720559483,0.0,0.0,0.0,37.50561733743585,51.37718373118467,51.49135720559483,51.320096993979604,12.43753247303448,19.146529128249536,-0.4090264273060633,-1.4930851975387518,0.9207947611556572,2.8,9.236100170605994,7114.089543937804,6441.414780559352,1336.7236696218565,-4931.137413516431,-0.0,-0.0,606.96580637018,0.0,2.0,0.2314748974461449,0.0,0,2.747204246426895,131.99922844444444,-83.12774985522985,0.19761155282104362,8.75334092822629,0.002657889007722857,-111.17353282630368,1.2256568243718435,0,0,127.46022816530365,0.5436834545663999,1331.4902270419668,5.233442579889653
