Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.2928649217436202,0.18050485104443784,0.0,0.2928649217436202,0.1805048510444378,0.0,0.04382992459324141,0.0,0.24903499715037886,0.0,0.0,0.0,0.0,0.18050485104443784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.017112774122807015,0.0,0.026717150470434388,0.0,0.00836186242446167,0.0,0.20385514671926153,0.1528913600394461,0.0,0.0,33.7209702779959,51.66666666666668,46.10666666666668,0.0,51.45803616197674,0.0,0.0,0.0,33.7209702779959,51.48186787989989,51.49378373886147,51.45803616197674,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1430.346502586575,0.0,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142.068020199566,22.498135374317407,0.0,2.8,-114.24099970204738,-546.2941843376271,0.0,0.0,410.5942899177164,0.0,2.0,0.021280449980004414,0.0,0.0,0.5428256812636021,131.99922844444444,21.458894717863416,0.1937436755190161,10.869472190948706,0.0032058395888104356,49.21385004791156,1.2113030226275758
2025-01-01 01:00:00,0.2906610139842433,0.17981451376931304,0.0,0.2906610139842433,0.179814513769313,0.0,0.04254646653403087,0.0,0.24811454745021244,0.0,0.0,0.0,0.0,0.17981451376931304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.01582931606359649,0.0,0.026717150470434388,0.0,0.00836186242446167,0.0,0.20385514671926153,0.1528913600394461,0.0,0.0,33.71608557209654,51.66666666666668,46.10666666666668,0.0,51.15775992174237,0.0,0.0,0.0,33.71608557209654,51.19793597013429,51.21802399433025,51.15775992174237,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1415.7948909641552,0.0,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139.2461822519804,22.21791911966254,0.0,2.5,-88.31038779993578,-513.6472648978645,0.0,0.0,408.3903821583395,0.0,2.0,0.019982745503562705,0.0,0.0,0.509723593799982,131.99922844444444,16.946494939589194,0.19881401222561446,10.778253023651242,0.0032341292747352355,51.84950282389513,1.2124903475327926
2025-01-01 02:00:00,0.28974056428407685,0.17912417649418824,0.0,0.2897405642840769,0.17912417649418821,0.0,0.04254646653403087,0.0,0.24719409775004605,0.0,0.0,0.0,0.0,0.17912417649418824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.01582931606359649,0.0,0.026717150470434388,0.0,0.00836186242446167,0.0,0.20385514671926153,0.1528913600394461,0.0,0.0,33.67158378569495,51.66666666666668,46.10666666666668,0.0,50.85794529312165,0.0,0.0,0.0,33.67158378569495,50.91423443835064,50.94237901096515,50.85794529312165,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1363.937471704382,0.0,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133.20772174172,21.971990782434816,0.0,1.6500000000000001,-80.53508121385191,-502.4385978486589,0.0,0.0,407.4699324581731,0.0,2.0,0.0188897586232481,0.0,0.0,0.4818434809040406,131.99922844444444,14.433584176633879,0.2037589048832151,10.704630013454844,0.0032654014946008826,56.84556134914085,1.2134778707155462
2025-01-01 03:00:00,0.28796447587777024,0.17843383921906344,0.0,0.2879644758777702,0.17843383921906342,0.0,0.04169082782789053,0.0,0.24627364804987967,0.0,0.0,0.0,0.0,0.17843383921906344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.01497367735745614,0.0,0.026717150470434388,0.0,0.00836186242446167,0.0,0.20385514671926153,0.1528913600394461,0.0,0.0,33.6747162125137,51.66666666666668,46.10666666666668,0.0,50.61494615897639,0.0,0.0,0.0,33.6747162125137,50.63067642583119,50.63854155925859,50.61494615897639,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1380.043811166316,0.0,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.047275079831,21.686938365942563,0.0,1.6500000000000001,-89.0255322134213,-506.8950499780321,0.0,0.0,405.6938440518664,0.0,2.0,0.019341343773323645,0.0,0.0,0.49336259901332014,131.99922844444444,12.17567371274438,0.20932693705738323,10.61391473358148,0.0032969167370437563,46.76761305105587,1.2146279958244262
2025-01-01 04:00:00,0.36954402617760373,0.22837621610911912,0.0,0.36954402617760373,0.2283762161091191,0.0,0.04169082782789053,0.0,0.24535319834971325,0.075,0.007499999999999999,0.0,0.0,0.17774350194393865,0.04844521416518049,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.01497367735745614,0.0,0.026717150470434388,0.0,0.00836186242446167,0.0,0.20385514671926153,0.1528913600394461,0.0,0.0,33.66172364794726,51.66666666666668,46.10666666666668,0.0,50.32498060204926,0.0,0.0,0.0,33.66172364794726,50.34723909130364,50.35836833593083,50.32498060204926,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1311.9158380876347,0.0,0.0,26.666666666666686,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,2122.334207334185,21.414475274120186,0.0,0.55,-123.34202198226123,-538.9449501896032,0.0,0.0,404.77339435169995,0.0,2.0,0.019663490219705974,0.0,0.0,0.501579970562721,131.99922844444444,10.829533855642104,0.214310904426493,10.51667001018061,0.0033212401927020787,53.467516686814974,1.2151630668535123
2025-01-01 05:00:00,1.9165265634962088,0.24055039468877254,0.0,1.9165265634962088,0.2405503946887725,0.0,0.06670509652270021,1.499937946666667,0.2673835203068417,0.075,0.007499999999999999,0.0,0.0,0.18991768052359204,0.04844521416518049,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.016684954769736842,0.0,0.05002014175296336,0.0,0.014159946275385565,0.0,0.22008738482546605,0.16506553861909948,1499.9379466666667,0.6,32.378785322954826,51.66666666666668,46.10666666666668,0.0,49.61965961195354,0.5228386853084855,1348.3714477647036,1499.9379466666667,32.378785322954826,48.89384065035854,49.63271802766938,48.5178727538452,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1265.1299006576123,0.0,0.0,26.666666666666686,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,2115.785665698864,21.09575369936436,0.0,-0.25000000000000006,-87.39140602491317,-547.4321444360249,0.0,0.0,450.6817283362037,0.0,2.0,0.01947956836940151,0.0,0.0,0.4968884577523907,131.99922844444444,9.359010074908099,0.2207755398283576,10.411054431911143,0.0033571163075646754,55.55440393915789,1.215842602662465
2025-01-01 06:00:00,0.4008248905135567,0.1845082485234827,0.0,0.40082489051355674,0.1845082485234827,0.0,0.05647464035726681,0.08332988592592594,0.25352036423036395,0.0,0.007499999999999999,0.0,0.0,0.18232074852348268,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.01882405153508772,0.0,0.037650588822179094,0.0,0.010426032865720292,0.0,0.2081172427583208,0.15608793206874058,83.32988592592594,0.03333333333333333,35.92502480255002,51.66666666666668,46.10666666666668,0.0,51.73408833279948,0.0,0.0,83.32988592592594,35.92502480255002,51.742258240158186,51.74634319383754,51.73408833279948,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1316.4991844815816,0.0,0.0,26.666666666666686,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,2119.2382916583533,20.87028771285258,0.0,0.3,-144.5184083578649,-521.7599580030967,0.0,0.0,370.2373603154373,0.0,1.1335000000000002,0.019304895843124305,0.0,0.0,0.49243287842189964,74.81056272088888,7.0041893297945315,0.22481309537182997,10.32713822121756,0.003371495789074569,-2.0696012091788476,1.2167645572374683
2025-01-01 07:00:00,1.259891109736558,0.2413505013682725,0.0,1.259891109736558,0.2413505013682725,0.0,0.07113747342569385,0.8332988592592595,0.26545477705160464,0.075,0.014999999999999998,0.0,0.0,0.188530287203092,0.04844521416518049,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.01754059347587719,0.0,0.053596879949816656,0.0,0.014081060780815174,0.0,0.2145557282641338,0.1609167961981003,833.2988592592593,0.3333333333333333,34.76132720302329,51.66666666666668,46.10666666666668,0.0,51.205884762169866,0.29616674172493046,795.7290656526911,833.2988592592593,34.76132720302329,50.377424201841535,51.21422357835984,49.95485510548739,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1259.4471905349833,0.0,0.0,26.666666666666686,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,2110.4974875892253,20.526992909751616,0.0,-0.55,-174.63920763098778,-544.2751780625766,0.0,0.0,363.3841051085869,0.25830575205141926,0.6335,0.019586983665182373,0.0,0.0,0.4996284271217023,41.81075560977777,6.2518653230019,0.22932439490069817,10.170228449234106,0.0033671892186815907,-16.964426570386884,1.2181900020992322
2025-01-01 08:00:00,0.5423034324685099,0.3388950507119873,0.0,0.5423034324685099,0.3388950507119872,0.0,0.03997955041560983,0.0,0.24995544685054522,0.2373684352023548,0.014999999999999998,0.0,0.0,0.18119518831956263,0.1533248623924246,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.013262399945175439,0.0,0.026717150470434388,0.0,0.00836186242446167,0.0,0.20385514671926153,0.1528913600394461,0.0,0.0,36.50589818015746,51.66666666666668,46.10666666666668,0.0,51.465633124163254,0.0,0.0,0.0,36.50589818015746,51.4784138310144,51.48480418443998,51.465633124163254,12.43753247303448,81.20544543688581,20.000000000000057,0.22342193695972992,0.0,0.08594848637049556,0.0014199488318592318,0.16208073619098345,79.78549660502657,1195.4139882874892,0.0,0.0,26.666666666666686,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,2100.693203574877,20.10137418558894,0.0,-1.4,-203.66778369524863,-567.8638529562228,0.0,0.0,275.6651369958068,10.485225244954682,0.0,0.019979438409075203,0.0,0.0,0.5096392358178967,0.0,7.325486828281569,0.23435421507223983,9.965446586690772,0.00335006035161844,-30.915828629591246,1.2205438584357993
2025-01-01 09:00:00,0.5793927123197756,0.3645104228016919,0.0,0.5793927123197756,0.3645104228016919,0.0,0.037412634297188774,0.0,0.24995544685054522,0.2770246311720417,0.014999999999999998,0.0,0.0,0.18119518831956263,0.17894023448212923,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.010695483826754386,0.0,0.026717150470434388,0.0,0.00836186242446167,0.0,0.20385514671926153,0.1528913600394461,0.0,0.0,36.25080625640893,51.66666666666668,46.10666666666668,0.0,51.1412133876999,0.0,0.0,0.0,36.25080625640893,51.17181557114559,51.187116662868455,51.1412133876999,12.43753247303448,239.08013576990277,20.000000000000057,0.8887623600835988,0.0,0.19880266386545004,0.003221967306591599,0.46711228289854034,235.85816846331116,1197.607533165724,0.0,0.0,26.666666666666686,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,2104.550986120496,20.013499978951643,0.0,-0.85,-20.85943830292708,-540.6429573344105,0.0,0.0,273.09822087738576,34.13451483744852,0.0,0.019621595592119977,0.0,0.0,0.5005113145999937,0.0,7.605162384194937,0.23494058586981456,9.917512538691657,0.0033385258263059115,-9.02992987430597,1.2215306365229917
