Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.2822279955888063,0.7925739017999006,0.0,1.2822279955888063,0.7925739017999005,0.0,0.05577176531324281,0.001,0.26636404011179665,0.909092190163767,0.05,0.0,0.0002506236243534685,0.19052440019719125,0.5872155446450225,0.01458333333333334,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.01861984649122807,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,1644.2128835918877,21.16666666666671,1.2744230130002692,0.0,0.8064449679415446,0.10264722222222224,0.6666666666666666,1541.5656613696656,2310.8753162778494,0.0,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,36.50489141176193,51.66666666666668,43.496666666666684,1744.3513164959882,0.0,3.753254711523734,0.0,50.844104631062905,0.0,0.0,0.0,47.673188549015904,47.61362197302449,51.00308390841385,22.866937687002725,12.43753247303448,20.922719912803206,-0.03873445837444992,2.8,934.8416881222417,-1104.9924054681649,0.0,0.0,439.6414724876723,0.0,2.0,0.046780754168190546,0.0,0.0,0.8705164333645107,131.99922844444444,-44.02026248915354,0.18662957917359294,9.730355376514732,0.0028023073495215814,40.47282502667567,1.2180897937929351
2025-01-01 01:00:00,1.2279858128965715,0.7583306653480203,0.0,1.2279858128965715,0.7583306653480203,0.0,0.05437527682640069,0.001,0.26532342726539443,0.8572871088047764,0.05,0.0,0.0002506236243534685,0.18974394056238958,0.5537527678279439,0.01458333333333334,1.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.01722335800438596,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,1536.3883190433523,21.16666666666671,1.1994393511191832,0.0,0.7597722476936652,0.09751486111111111,0.6333333333333333,1438.8734579322413,2282.2075790676417,0.0,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,36.23360812221206,51.66666666666668,43.496666666666684,1754.726336771137,0.0,3.787053371632889,0.0,50.562590261503274,0.0,0.0,0.0,47.31147749628274,47.373323427461806,50.75340266280989,23.770001830110104,12.43753247303448,20.954104852191964,-0.03703610186524375,2.5,866.7324060362752,-1060.1901040806767,0.0,0.0,437.20437115442786,0.0,2.0,0.04408935371516322,0.0,0.0,0.8204336938964478,131.99922844444444,-46.67018008082853,0.18740031031186657,9.763635722311523,0.0028192204111957193,44.001736247061565,1.2180066693327105
2025-01-01 02:00:00,1.300289404421199,0.804925881560276,0.0,1.300289404421199,0.804925881560276,0.0,0.05437527682640069,0.001,0.2642828144189922,0.930631313175806,0.05,0.0,0.0002506236243534685,0.1889634809275879,0.6011284436750012,0.01458333333333334,1.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.01722335800438596,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,1635.3068815815639,21.16666666666671,1.2993423403714948,0.0,0.8228517298424727,0.10777958333333333,0.7,1527.5272982482306,2201.1019315438075,0.0,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,36.05253813662274,51.66666666666668,43.496666666666684,1762.4888210556921,0.0,3.8159707044517335,0.0,50.287624723085486,0.0,0.0,0.0,47.07005084883032,47.134477637878305,50.505391306036344,24.57867998469407,12.43753247303448,20.91691271257593,-0.040215501866947535,1.6500000000000001,972.6419072888999,-1053.5979984120327,0.0,0.0,436.1637583080257,0.0,2.0,0.04175312480158231,0.0,0.0,0.7769601394928216,131.99922844444444,-45.23073418865696,0.18916384698334904,9.769465532024409,0.00283945987155941,53.464526663237315,1.2181457021972648
2025-01-01 03:00:00,1.2217077698523824,0.7546602315070774,0.0,1.2217077698523822,0.7546602315070774,0.0,0.05344428450183931,0.001,0.26324220157259,0.854021283777953,0.05,0.0,0.0002506236243534685,0.18818302129278625,0.5516432532566042,0.01458333333333334,1.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.01629236567982456,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,1520.641382827333,21.16666666666671,1.1912626604019783,0.0,0.7565064226668419,0.09751486111111111,0.6333333333333333,1423.126521716222,2219.047261595149,0.0,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,35.818687148646944,51.66666666666668,43.496666666666684,1770.7476125289616,0.0,3.8449208039807234,0.0,49.918087925223645,0.0,0.0,0.0,46.75824953152926,46.8975155624809,50.25604704373978,25.304251580670655,12.43753247303448,20.9052962931245,-0.04497378522263702,1.6500000000000001,823.408489590622,-1087.367286185245,0.0,0.0,434.1921531370621,0.0,2.0,0.04316886881639486,0.0,0.0,0.8033049142243456,131.99922844444444,-44.0577601885283,0.19070197374790607,9.787633379747012,0.0028605028125127546,33.0082882671214,1.2181784482962013
2025-01-01 04:00:00,1.3361324822842704,0.8284630040290625,0.0,1.3361324822842704,0.8284630040290625,0.0,0.05344428450183931,0.001,0.26220158872618776,0.9694866090562434,0.05,0.0,0.0002506236243534685,0.1874025616579846,0.626226485413391,0.01458333333333334,1.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.01629236567982456,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,1659.404322568174,21.16666666666671,1.353721643490018,0.0,0.8540084840562433,0.115478125,0.75,1543.9261975681738,2115.6133065267363,0.0,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,35.68398973383757,51.66666666666668,43.496666666666684,1776.158452272709,0.0,3.8705107337055824,0.0,49.75666017715917,0.0,0.0,0.0,46.57865297845009,46.661826373027594,49.82838452159274,25.954912604701025,12.43753247303448,20.83496942696239,-0.0411769273097424,0.55,872.1402832315758,-1178.4080154291166,0.0,0.0,433.15154029065985,0.0,2.0,0.044189146090161543,0.0,0.0,0.8222906734151659,131.99922844444444,-42.00756419814127,0.192122656698143,9.764042237166656,0.00287106883016944,51.21260721265878,1.217889997499155
2025-01-01 05:00:00,1.3337269958598374,0.8257064900277009,0.0,1.3337269958598374,0.8257064900277009,0.0,0.05530626915096211,0.001,0.26220158872618776,0.9652191379826878,0.05,0.0,0.0002506236243534685,0.1874025616579846,0.6234699714120294,0.01458333333333334,1.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.01815435032894737,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,1619.162411299692,21.16666666666671,1.3264978020932077,0.0,0.8497410129826878,0.115478125,0.75,1503.684286299692,2037.804268340495,0.0,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,35.03169490577154,51.66666666666668,43.496666666666684,1794.307733710287,0.0,3.914099971073476,0.0,49.48920228884103,0.0,0.0,0.0,45.70892654102871,46.42921938908316,49.59096180030217,26.54194218328733,12.43753247303448,21.118195449406873,-0.004431906916652354,-0.25000000000000006,757.6016766205727,-1252.810359943078,0.0,0.0,435.0135249397827,0.0,2.0,0.04453239080998932,0.0,0.0,0.8286779190803684,131.99922844444444,-43.76389967582408,0.19066860777063077,9.920375578001888,0.002901014499281733,54.30936254407257,1.216084691402036
2025-01-01 06:00:00,2.475597696806938,1.5619952749711612,0.0,2.4755976968069384,1.5619952749711612,0.0,0.057633749962365616,0.001,0.2642828144189922,2.1026811324255807,0.05,0.0,0.0002506236243534685,0.1889634809275879,1.3581978370858865,0.01458333333333334,1.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.02048183114035088,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,3021.7057627263207,22.83333333333337,1.6038989059257653,0.0,1.1813915159811361,0.15397083333333333,1.0,2867.7349293929874,2100.416146281876,0.7673187831111112,0.0,23.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,33.7081304130269,51.66666666666668,43.496666666666684,1826.9087748178763,0.0,3.980274890624657,0.0,49.22187814943249,0.0,0.0,0.0,43.94417388403587,46.201787083512926,49.355147995933685,27.07582823096326,12.43753247303448,21.873259900787765,-0.43229565476783,0.3,2121.8944824401574,-1287.1211267028816,0.0,0.0,439.4222314439906,0.0,2.0,0.0453922752435367,0.0,0.0,0.8446790191803388,131.99922844444444,-52.11238502727245,0.1828440565004183,10.269297559051076,0.0029127462984565146,22.026437297847732,1.2129658957181835
2025-01-01 07:00:00,1.6841198975355987,1.0518697444637581,0.0,1.6841198975355987,1.0518697444637581,0.0,0.05623726147552351,0.001,0.26636404011179665,1.3105185959482786,0.05,0.0,0.0002506236243534685,0.19052440019719125,0.8465113873088799,0.01458333333333334,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.019085342653508773,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,2163.160616840651,22.83333333333337,1.7368536105844314,0.0,1.1565477626149452,0.15397083333333333,1.0,2009.1897835073175,2009.1897835073175,0.0,0.0,23.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,33.37977725207239,51.66666666666668,43.496666666666684,1835.393442802923,0.0,4.007236876182552,0.0,48.9598008594681,0.0,0.0,0.0,43.50636966942985,45.98169444765476,49.125506675159,27.566227018887336,12.43753247303448,21.93297900290153,-0.4003543304318399,-0.55,1181.6107313822636,-1379.3966795998342,0.0,0.0,440.10696864995293,0.2583720307448022,2.0,0.04653671246216951,0.0,0.0,0.8659752001309927,131.99922844444444,-42.26017450850613,0.18288993203173426,10.310045901817306,0.002925291323390721,44.873288037198776,1.2127086297889191
2025-01-01 08:00:00,1.6418262943377877,1.0276658739092996,0.0,1.6418262943377877,1.0276658739092994,0.0,0.05158229985271649,0.001,0.2674046529581989,1.2718393415268723,0.05,0.0,0.0002506236243534685,0.1913048598319929,0.8215270571196196,0.01458333333333334,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.014430381030701754,0.0,0.03715191882201474,0.0,0.01233150651554158,0.0,0.21240801974016657,0.15930601480512488,0.0,0.0,2061.716054268844,22.83333333333337,1.7064046161418627,0.0,1.1178685081935391,0.15397083333333333,1.0,1907.7452209355106,1907.7452209355106,0.0,0.0,23.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,33.385501056615574,51.66666666666668,43.496666666666684,1836.9558361547365,0.0,4.022644494918132,0.0,48.70951097885429,0.0,0.0,0.0,43.51400140882076,45.76189373365666,48.895756506151216,28.0063018893269,12.43753247303448,21.75553612904372,-0.5777972042896514,-1.4,1001.7056240875887,-1460.602135350357,0.0,0.0,436.4926198735481,10.487915649730969,2.0,0.047717560659163036,0.0,0.0,0.887948932258011,131.99922844444444,-35.90091470444619,0.18662205824777806,10.264103221503428,0.0029515191951499666,84.1729154727478,1.213989172876286
2025-01-01 09:00:00,1.6571580367942935,1.0235605795868372,0.0,1.6571580367942935,1.0235605795868372,0.0,0.06813771062254605,0.001,0.2790094477303006,1.2590108784414469,0.05,0.0,0.0002506236243534685,0.19548593406397793,0.8132406885651722,0.01458333333333334,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.011637404057017544,0.0,0.056500306565528506,0.0,0.018361535644996662,0.0,0.21798278538281327,0.16348708903710993,0.0,0.0,2058.137465015391,22.83333333333337,1.7230315053082224,0.0,1.1050400451081137,0.15397083333333333,1.0,1904.1666316820579,1904.1666316820579,0.0,0.0,23.83333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3094.244791111111,0.0,0.0,33.321820110464614,51.66666666666668,43.496666666666684,1840.994810538738,0.0,4.041717965043383,0.0,48.443262829168326,0.0,0.0,0.0,43.429093480619485,45.542048654386036,48.66111945398352,28.400404219640254,12.43753247303448,21.622224937791312,-0.7111083955420585,-0.85,1059.1553854622387,-1390.5272637959692,0.0,0.0,423.5738296524942,34.143273415314944,1.3835000000000002,0.04686200427578511,0.0,0.0,0.8720283703807332,91.31046627644444,-32.0286454096772,0.19076419062385216,10.252755849024508,0.002991292377667258,96.11730029721518,1.2151184767648937
