Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Pool Heater Gas Power (therms/hour),Pool Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.19815563983635331,0.10093655459895441,0.0016778310303792445,0.0033025939972725553,0.0016822759099825735,2.7963850506320742e-05,0.012368389969115122,0.1357872498672382,0.0,0.05,0.0,0.0016778310303792445,0.0,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,48.09367643318253,51.666666666666686,46.10666666666668,0.0,51.59892902329442,0.0,0.0,0.0,75.1463694268477,51.600960368170256,51.60197604060818,51.59892902329442,12.43753247303448,19.81940430088237,0.0,8.366369381874089,2.8,9.236100170605994,-1871.8334350472687,-2754.4780286517384,-2040.2638347548323,-0.0,-0.0,256.6867734418848,0.0,2.0,0.09198654863851582,0.0,0.0,1.190401822974865,131.99922844444444,-88.2563737343211,0.20238211863596947,9.256568274509963,0.002847537929952429,-39.7066010497983,1.2191405849049606,0.3869690633809314,-2807.1519456419,52.67391699016192
2025-01-01 00:01:00,0.19815563983635331,0.10093655459895441,0.0016778310303792445,0.0033025939972725553,0.0016822759099825735,2.7963850506320742e-05,0.012368389969115122,0.1357872498672382,0.0,0.05,0.0,0.0016778310303792445,0.0,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,48.310262486541944,51.666666666666686,46.10666666666668,0.0,51.59092252534021,0.0,0.0,0.0,75.48478513522178,51.59346704155799,51.59473929966689,51.59092252534021,12.43753247303448,19.668767980712282,0.0,8.318537232636007,2.8,9.236100170605994,-1848.2539526620642,-2728.4560024936004,-2012.4129638031,-0.0,-0.0,256.6867734418848,0.0,2.0,0.09154109215974492,0.0,0.0,1.1846371518111638,131.99922844444444,-92.52776230084896,0.2048662376153175,9.210770989588195,0.002847347093596762,-38.954295744761986,1.2233309943302046,0.386808771453549,-2781.8771207775208,53.421118283920485
2025-01-01 00:02:00,0.19815563983635331,0.10093655459895441,0.0016778310303792445,0.0033025939972725553,0.0016822759099825735,2.7963850506320742e-05,0.012368389969115122,0.1357872498672382,0.0,0.05,0.0,0.0016778310303792445,0.0,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,48.52019921206861,51.666666666666686,46.10666666666668,0.0,51.58288012142317,0.0,0.0,0.0,75.8128112688572,51.58593996934428,51.587469893304835,51.58288012142317,12.43753247303448,19.522491880567777,0.0,8.273778957465607,2.8,9.236100170605994,-1825.9872755342951,-2704.117993605964,-1985.5152317842399,-0.0,-0.0,256.6867734418848,0.0,2.0,0.0911075939178683,0.0,0.0,1.1790272326977265,131.99922844444444,-97.15881719193982,0.20672333691101966,9.143593691272091,0.0028471605142496173,-38.22245411294295,1.2239425462131763,0.38665872030736426,-2758.244220806546,54.12622720058223
2025-01-01 00:03:00,0.19815563983635331,0.10093655459895441,0.0016778310303792445,0.0033025939972725553,0.0016822759099825735,2.7963850506320742e-05,0.012368389969115122,0.1357872498672382,0.0,0.05,0.0,0.0016778310303792445,0.0,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,48.72381930905186,51.666666666666686,46.10666666666668,0.0,51.57480291923416,0.0,0.0,0.0,76.13096767039353,51.57838018754026,51.58016882169331,51.57480291923416,12.43753247303448,19.380357183016795,-0.11964281698326218,8.231868057748464,2.8,9.236100170605994,-1805.0011511819441,-2681.3428355329606,-1959.5181448948463,-0.0,-0.0,256.6867734418848,0.0,2.0,0.09068547983957256,0.0,0.0,1.1735646365274839,131.99922844444444,-102.16977972898252,0.20854591472096132,9.077824537219042,0.002846977531677817,-37.5099500093255,1.224537370813262,0.3865181621146823,-2736.1302649305644,54.78742939760396
2025-01-01 00:04:00,0.19815563983635331,0.10093655459895441,0.0016778310303792445,0.0033025939972725553,0.0016822759099825735,2.7963850506320742e-05,0.012368389969115122,0.1357872498672382,0.0,0.05,0.0,0.0016778310303792445,0.0,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,48.921424394801086,51.666666666666686,46.10666666666668,0.0,51.56669197105157,0.0,0.0,0.0,76.4397256168767,51.57078868032024,51.57283703495459,51.56669197105157,12.43753247303448,19.24216555839859,-0.2578344416014673,8.192601490589,2.8,9.236100170605994,-1779.5781750355716,-2660.023684399278,-1934.3740721474676,-0.0,-0.0,256.6867734418848,0.0,2.0,0.09027423017261456,0.0,0.0,1.1682426371646375,131.99922844444444,-101.89087632998894,0.21033518166525178,9.014058845444623,0.0028467980473086815,-36.815909040135715,1.2251162495304437,0.3863864259272433,-2715.4251759742046,55.40149157492652
2025-01-01 00:05:00,0.8628712648363535,0.10093655459895441,0.6586940472465954,0.014381187747272558,0.0016822759099825735,0.01097823412077659,0.012368389969115122,0.1357872498672382,0.664715625,0.05,0.0,0.0016778310303792445,0.6570162162162162,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,On,15670.38447536309,20.000000000000057,0.9250000000000003,2805.434856303581,19.25524725045045,0.664715625,1,17811.10370666667,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,49.1130794504061,51.666666666666686,46.10666666666668,0.0,51.55854827891724,0.0,0.0,0.0,76.73918664125952,51.56316638486449,51.56547543783812,51.55854827891724,12.43753247303448,19.107875005046978,-0.39212499495307895,8.1557950349088,2.8,9.236100170605994,13919.157888067737,165.37665901848322,-1910.064627938323,-0.0,-0.0,256.6867734418848,0.0,2.0,0.08987378579798637,0.0,0.0,1.1630604695476017,131.99922844444444,-97.84873279891336,0.21209039289336512,8.951599826421138,0.002846621967150689,-36.14017973327892,1.2256793125320815,0.38626290242184563,-2696.0292503505507,55.97105306545297
2025-01-01 00:06:00,0.8628712648363535,0.10093655459895441,0.6586940472465954,0.014381187747272558,0.0016822759099825735,0.01097823412077659,0.012368389969115122,0.1357872498672382,0.664715625,0.05,0.0,0.0016778310303792445,0.6570162162162162,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,On,15670.38447536309,20.000000000000057,0.9250000000000003,2805.434856303581,19.25524725045045,0.664715625,1,17811.10370666667,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,48.70372924508296,51.666666666666686,46.10666666666668,0.0,51.55037283403495,0.0,0.0,0.0,76.09957694544212,51.55551422822874,51.55808492532564,51.55037283403495,12.43753247303448,19.37071361097439,-0.12928638902566547,8.261206576644891,2.8,9.236100170605994,13859.176419626676,108.07176867535372,-1957.7592676024735,-0.0,-0.0,256.6867734418848,0.0,2.0,0.09065680829925717,0.0,0.0,1.1731935969095821,131.99922844444444,-110.13556157582411,0.20863258490407394,9.072961694433733,0.002846449198220821,-37.312887981840184,1.2245781306833985,0.38661656119676857,-2751.608929214695,54.245841586467556
2025-01-01 00:07:00,0.8628712648363535,0.10093655459895441,0.6586940472465954,0.014381187747272558,0.0016822759099825735,0.01097823412077659,0.012368389969115122,0.1357872498672382,0.664715625,0.05,0.0,0.0016778310303792445,0.6570162162162162,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,On,15670.38447536309,20.000000000000057,0.9250000000000003,2805.434856303581,19.25524725045045,0.664715625,1,17811.10370666667,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,48.307597498738176,51.666666666666686,46.10666666666668,0.0,51.54226569819836,0.0,0.0,0.0,75.4806210917784,51.54792585117931,51.55075592766978,51.54226569819836,12.43753247303448,19.624881068430742,0.0,8.359646960347261,2.8,9.236100170605994,13801.980643772815,54.655430833321134,-2004.3276676949713,-0.0,-0.0,256.6867734418848,0.0,2.0,0.09141112768617667,0.0,0.0,1.1829552760527244,131.99922844444444,-120.7629373371869,0.20534815242461485,9.189807939045735,0.002846270662732311,-38.438278903205536,1.2235151661258359,0.3869465396578527,-2803.5985956588647,52.81917018860501
2025-01-01 00:08:00,0.8628712648363535,0.10093655459895441,0.6586940472465954,0.014381187747272558,0.0016822759099825735,0.01097823412077659,0.012368389969115122,0.1357872498672382,0.664715625,0.05,0.0,0.0016778310303792445,0.6570162162162162,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,On,15670.38447536309,20.000000000000057,0.9250000000000003,2805.434856303581,19.25524725045045,0.664715625,1,17811.10370666667,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,47.92380654568117,51.666666666666686,46.10666666666668,0.0,51.53422466931529,0.0,0.0,0.0,74.88094772762682,51.54039919418908,51.54348645662597,51.53422466931529,12.43753247303448,19.870955295998737,0.0,8.451721810024354,2.8,9.236100170605994,13746.019624498003,4.59471054146843,-2049.8302026718397,-0.0,-0.0,256.6867734418848,0.0,2.0,0.09213877010499069,0.0,0.0,1.1923717274214345,131.99922844444444,-131.22142163512908,0.20222275905175366,9.302498934242186,0.002846086582663611,-39.51958479338909,1.2224878137895583,0.387254925953293,-2852.3011661127925,51.46102035068004
2025-01-01 00:09:00,0.8628712648363535,0.10093655459895441,0.6586940472465954,0.014381187747272558,0.0016822759099825735,0.01097823412077659,0.012368389969115122,0.1357872498672382,0.664715625,0.05,0.0,0.0016778310303792445,0.6570162162162162,0.0,0.08635322126562107,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.008858411898939683,0,On,0.002909354751866846,0,On,0.08182611539575875,0.061369586546819045,On,0.017740266761209877,0,On,0.0016778310303792445,On,0,0,Off,On,15670.38447536309,20.000000000000057,0.9250000000000003,2805.434856303581,19.25524725045045,0.664715625,1,17811.10370666667,17811.10370666667,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,10651.962604444445,Off,0.0,0,47.55168416554344,51.666666666666686,46.10666666666668,0.0,51.52624769145855,0.0,0.0,0.0,74.29950650866162,51.53293233447731,51.536274655986695,51.52624769145855,12.43753247303448,20.109378586192243,0.0,8.537938592497735,2.8,9.236100170605994,13691.478140954912,-42.34239936582071,-2094.307501629015,-0.0,-0.0,256.6867734418848,0.0,2.0,0.09284132279300589,0.0,0.0,1.201463491520941,131.99922844444444,-141.28560622104544,0.1992446635155886,9.411318162792105,0.0028458971651962013,-40.559349586648715,1.221494056562974,0.3875434693496105,-2897.97057077064,50.193315101238476
