Total P (MW),Total Loss P (MW),Total Load P (MW),Total Storage P (MW),Total Q (MVAR),Total Loss Q (MVAR),Total Load Q (MVAR),Total Storage Q (MVAR)
0.48191675767714787,0.06224410806937388,0.1920000000034327,0.24,0.011959695228683056,0.11512213591903031,1.7885495706360117e-11,0.0
0.4819167576788443,0.062244108143266946,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106585,1.3188186653856364e-16,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
0.4819167576788443,0.0622441081432634,0.19199999999999764,0.24,0.011959695205460495,0.11512213594106055,2.0866641747829818e-19,0.0
