Metric,Value
Total Electric Energy (kWh),608.0496516704153
Total Gas Energy (therms),130.31613249290646
Average Electric Power (kW),0.844513405097799
Peak Electric Power (kW),12.603106730845571
Other Electric Energy (kWh),304.77000723608074
HVAC Heating Electric Energy (kWh),17.288782051282052
Lighting Electric Energy (kWh),67.83834556171907
Water Heating Electric Energy (kWh),211.20251682133335
HVAC Cooling Electric Energy (kWh),6.950000000000004
HVAC Heating Gas Energy (therms),130.31613249290646
Average Temperature - Indoor (C),17.933180311463804
Unmet Heating Load (C-hours),51.308093429045414
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
