Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5345158898549875,0.2535979141117065,0.0,0.008908598164249793,0.004226631901861775,0.0,0.0688609644368047,0.4156549254181828,0.0,0.05,0.0,0.0,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,84.4432583985953,51.666666666666686,46.10666666666668,0.0,52.29353264287702,0.0,0.0,0.0,131.94259124780515,51.88779268982044,52.29353264287702,51.684922713292146,12.43753247303448,20.287083329007793,0.0,-2.50042726726348,-0.14864031475834105,-0.7910648328305251,2.8,9.236100170605994,-2472.484999892062,67.57381170642196,1420.7060739697445,363.54710857681556,-2972.072926381389,-0.0,-0.0,664.5878212505917,0.0,3.0,0.13041406442381126,0.0,0.0,1.6876939327481573,197.99884266666666,-164.99989476126478,0.20538675694685773,9.613283145157002,0.002975328956683437,-97.90607937158667,1.2171036896955918,0,0,67.57381170642196,0.3624556363775999,1392.817800847593,27.88827312215146,0.1085686398211009,508.095437037811,-144.54832846099544
2025-01-01 00:01:00,0.5345158898549875,0.2535979141117065,0.0,0.008908598164249793,0.004226631901861775,0.0,0.0688609644368047,0.4156549254181828,0.0,0.05,0.0,0.0,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,84.87697261074467,51.666666666666686,46.10666666666668,0.0,52.27927697981116,0.0,0.0,0.0,132.62026970428855,51.87463584754278,52.27927697981116,51.672315281408586,12.43753247303448,20.111511037404526,0.0,-2.3515975241525973,0.13593840727120582,-0.699675526703302,2.8,9.236100170605994,-2427.0789282005476,66.1526305390457,1285.7967680203562,348.8935057468685,-2928.9685038755892,-0.0,-0.0,664.5878212505917,0.0,3.0,0.1298261184434638,0.0,0.0,1.680085298907934,197.99884266666666,-162.69824557555,0.20820287846952396,9.556793196124492,0.0029748576167112875,-96.5530463339364,1.221390148930379,0,0,66.1526305390457,0.3624556363775999,1258.3943827720325,27.402385248323686,0.10834170049218828,494.12983882254224,-145.2363330756737
2025-01-01 00:02:00,0.5345158898549875,0.2535979141117065,0.0,0.008908598164249793,0.004226631901861775,0.0,0.0688609644368047,0.4156549254181828,0.0,0.05,0.0,0.0,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,85.29619024943628,51.666666666666686,46.10666666666668,0.0,52.264949641191095,0.0,0.0,0.0,133.27529726474418,51.861411429598434,52.264949641191095,51.65964232380211,12.43753247303448,19.94129838565162,0.0,-2.2061181960735676,0.39803431607386386,-0.613268480580512,2.8,9.236100170605994,-2384.459214622391,64.87599204593835,1161.5888358939046,335.5992540267685,-2887.418086388205,-0.0,-0.0,664.5878212505917,0.0,3.0,0.12925528382922757,0.0,0.0,1.6726981039814852,197.99884266666666,-161.62894948477705,0.21037666112040684,9.479136107956078,0.0029743944218219532,-95.23878743951146,1.2220998121970406,0,0,64.87599204593835,0.3624556363775999,1134.5909315736833,26.997904320221323,0.10812669512445307,480.973369764728,-145.37411573795947
2025-01-01 00:03:00,0.5345158898549875,0.2535979141117065,0.0,0.008908598164249793,0.004226631901861775,0.0,0.0688609644368047,0.4156549254181828,0.0,0.05,0.0,0.0,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,85.70166911171283,51.666666666666686,46.10666666666668,0.0,52.250553042522284,0.0,0.0,0.0,133.9088579870513,51.84812169465358,52.250553042522284,51.646906020719236,12.43753247303448,19.776163926968756,0.0,-2.0637952781787074,0.6394683076416712,-0.5311749215214863,2.8,9.236100170605994,-2343.611862772134,63.62620581882214,1047.1734226645553,323.158832915283,-2847.331931703399,-0.0,-0.0,664.5878212505917,0.0,3.0,0.1287006932965484,0.0,0.0,1.6655211244026529,197.99884266666666,-160.86775231932657,0.21250957526634964,9.40332052154792,0.0029739377971521215,-93.96083332682521,1.2227890966265011,0,0,63.62620581882214,0.3624556363775999,1020.5473300186767,26.62609264587877,0.10792202614398741,468.5168130509393,-145.35798013565625
2025-01-01 00:04:00,0.5345158898549875,0.2535979141117065,0.0,0.008908598164249793,0.004226631901861775,0.0,0.0688609644368047,0.4156549254181828,0.0,0.05,0.0,0.0,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,86.09405259299915,51.666666666666686,46.10666666666668,0.0,52.23608947306941,0.0,0.0,0.0,134.52195717656116,51.83476878330437,52.23608947306941,51.634108438421855,12.43753247303448,19.615868926997372,0.0,-1.924473971298074,0.8619080905133741,-0.4528732831183817,2.8,9.236100170605994,-2302.324853261279,62.420228928768864,941.7628133996736,311.55897744802553,-2808.632645841793,-0.0,-0.0,664.5878212505917,0.0,3.0,0.1281616157702972,0.0,0.0,1.6585448992972194,197.99884266666666,-158.2800286700774,0.2146028403937739,9.329921469346386,0.0029734875536089685,-92.71756521529365,1.2234589296684197,0,0,62.420228928768864,0.3624556363775999,915.4758203978862,26.28699300178729,0.107726448549238,456.67489752500137,-145.11592007697587
2025-01-01 00:05:00,0.5345158898549875,0.2535979141117065,0.0,0.008908598164249793,0.004226631901861775,0.0,0.0688609644368047,0.4156549254181828,0.0,0.05,0.0,0.0,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,86.47379894447127,51.666666666666686,46.10666666666668,0.0,52.221561114906955,0.0,0.0,0.0,135.11531085073636,51.821354735901515,52.221561114906955,51.621251546398796,12.43753247303448,19.460243866752236,-0.09531168880336338,-1.7880210820955067,1.066885876135435,-0.3779022045478206,2.8,9.236100170605994,-2260.488966409629,61.260132189681315,844.630021296713,300.67778378905865,-2771.261161232087,-0.0,-0.0,664.5878212505917,0.0,3.0,0.12763754701044036,0.0,0.0,1.651762903273547,197.99884266666666,-153.81562642813358,0.21665689929273702,9.258181172342132,0.0029730435108274115,-91.50782059757928,1.224109955421783,0,0,61.260132189681315,0.3624556363775999,818.6526483196308,25.977372977082183,0.10753885652838462,445.3727019402147,-144.69491815115606
2025-01-01 00:06:00,0.5345158898549875,0.2535979141117065,0.0,0.008908598164249793,0.004226631901861775,0.0,0.0688609644368047,0.4156549254181828,0.0,0.05,0.0,0.0,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,86.8413312937416,51.666666666666686,46.10666666666668,0.0,52.20697007374694,0.0,0.0,0.0,135.68958014647126,51.80788152139702,52.20697007374694,51.60833724522207,12.43753247303448,19.309132305621304,-0.24642324993429554,-1.6543201104536593,1.2558090701832607,-0.30586916701114875,2.8,9.236100170605994,-2219.509208153029,60.14664806287773,755.1075234673584,290.4217245386302,-2735.162853994862,-0.0,-0.0,664.5878212505917,0.0,3.0,0.12712802199130196,0.0,0.0,1.6451691184146628,197.99884266666666,-148.93417540875862,0.2186721300734486,9.18803712002624,0.002972605494829045,-90.33052233874905,1.2247427679374125,0,0,60.14664806287773,0.3624556363775999,729.413012564206,25.694510903152377,0.10735830727907343,434.5467084539949,-144.1249839153647
2025-01-01 00:07:00,1.0711205773549877,0.2535979141117065,0.5303891891891892,0.017852009622583126,0.004226631901861775,0.00883981981981982,0.0688609644368047,0.4156549254181828,0.5366046875000001,0.05,0.0,0.5303891891891892,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,On,12860.68081062364,20.0555555555556,0.925,2054.2856590985816,15.5441748996997,0.5366046875000001,1,14378.361782222222,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,87.19714205639019,51.666666666666686,46.10666666666668,0.0,52.19231838478906,0.0,0.0,0.0,136.24553446310966,51.794351042816714,52.19231838478906,51.59536737183054,12.43753247303448,19.16235179622239,-0.39320375933321117,-1.5232673194237627,1.4299705098733404,-0.23643927674735163,2.8,9.236100170605994,8108.629951422333,4685.500910942545,672.5821363242802,280.710447733897,-2700.2781459704615,-0.0,-0.0,664.5878212505917,0.0,3.0,0.1266324833445874,0.0,0.0,1.6387563317938534,197.99884266666666,-144.22437235670992,0.22064937295165843,9.120077556137735,0.0029721733375533696,-89.18442008240957,1.225358074589657,0,0,59.079089719234595,0.3624556363775999,647.1462293938524,25.435906930427794,0.10718399491849115,424.14289097711963,-143.4324432432226
2025-01-01 00:08:00,1.0711205773549877,0.2535979141117065,0.5303891891891892,0.017852009622583126,0.004226631901861775,0.00883981981981982,0.0688609644368047,0.4156549254181828,0.5366046875000001,0.05,0.0,0.5303891891891892,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,On,12860.68081062364,20.0555555555556,0.925,2054.2856590985816,15.5441748996997,0.5366046875000001,1,14378.361782222222,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,86.85103178079711,51.666666666666686,46.10666666666668,0.0,52.177608001187245,0.0,0.0,0.0,135.7047371574955,51.78076512646466,52.177608001187245,51.58234368910336,12.43753247303448,19.278307176020093,-0.2772483795355072,-1.090757751027229,1.5905578375161453,-0.16932732915792514,2.8,9.236100170605994,8075.381682939613,4681.50444620576,596.4905876689227,271.4752295562847,-2727.8221313653803,-0.0,-0.0,664.5878212505917,0.0,3.0,0.12702400516910106,0.0,0.0,1.6438230323118503,197.99884266666666,-149.92865544451092,0.21902937882037396,9.173184871990529,0.00297174687768662,-89.77974540248648,1.2248725035248733,0,0,55.082624982450646,0.3624556363775999,571.2913048674698,25.19928280145288,0.10701523217190008,414.1153468028746,-142.64011724658988
2025-01-01 00:09:00,1.0711205773549877,0.2535979141117065,0.5303891891891892,0.017852009622583126,0.004226631901861775,0.00883981981981982,0.0688609644368047,0.4156549254181828,0.5366046875000001,0.05,0.0,0.5303891891891892,0.0,0.23901458077837318,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0017815876934818599,0.0,On,0.040281543666364876,0,On,0.023287855006782533,0.0,On,0.09696881771368511,0,On,0.25609873244374937,0.19207404933281197,On,0,0,Off,On,12860.68081062364,20.0555555555556,0.925,2054.2856590985816,15.5441748996997,0.5366046875000001,1,14378.361782222222,14378.361782222222,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9252.254977777779,Off,0.0,0,86.51542763556292,51.666666666666686,46.10666666666668,0.0,52.162955786496006,0.0,0.0,0.0,135.18035568056706,51.76723313648153,52.162955786496006,51.5693718114743,12.43753247303448,19.390383249155956,-0.16517230639964353,-0.66755350304657,1.7386621210187487,-0.10429074934209522,2.8,9.236100170605994,8044.101879969373,4677.869102353338,526.3154345828165,262.65723825387283,-2754.5492887336613,-0.0,-0.0,664.5878212505917,0.0,3.0,0.12740206792441447,0.0,0.0,1.6487155584451283,197.99884266666666,-154.4813010464702,0.21747496341907324,9.224102172694245,0.0029713174009196896,-90.34643871649727,1.2244035559204516,0,0,51.447281130028024,0.3624556363775999,501.33286286566505,24.98257171715144,0.10685143392968684,404.4250968505976,-141.76785859672478
