Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,35.37625793559468,51.666666666666686,46.10666666666668,0.0,50.26323001527858,0.0,0.0,0.0,35.37625793559468,49.5782237097851,50.26323001527858,49.23572055703837,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3227.0159941019047,19.19271407275202,0.0,2.8,-920.510998239662,-1115.495486511332,-0.0,-0.0,199.9884183495794,0.0,1.0,0.05221548324011582,0.0,0.0,1.3319222708615952,65.99961422222222,-5.003930077909214,0.21334715207585342,9.014246142226272,0.0028872745427783097,-35.2382162682435,1.2217247456169449
2025-01-01 00:01:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,35.47913236682859,51.666666666666686,46.10666666666668,0.0,50.25781892495041,0.0,0.0,0.0,35.47913236682859,49.57325894836262,50.25781892495041,49.23097896006874,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3226.4137316401916,19.099315998692457,0.0,2.8,-912.4871396402842,-1106.380217087952,-0.0,-0.0,199.9884183495794,0.0,1.0,0.05208556387075817,0.0,0.0,1.328608263392431,65.99961422222222,-6.095340901911705,0.2151954098368891,8.993686348506447,0.002886941420976044,-34.96342958890255,1.2256853918153467
2025-01-01 00:02:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,35.57839639582465,51.666666666666686,46.10666666666668,0.0,50.2523926439629,0.0,0.0,0.0,35.57839639582465,49.5682797493756,50.2523926439629,49.226223302081955,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3225.558932774212,19.009006590036382,0.0,2.8,-904.8985715496073,-1097.5944376397556,-0.0,-0.0,199.9884183495794,0.0,1.0,0.051959844981044834,0.0,0.0,1.3254014025403122,65.99961422222222,-7.292552259431169,0.21638692622413178,8.95211144206014,0.0028866119648954004,-34.69661557844261,1.2260645077031462
2025-01-01 00:03:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,35.67423088359169,51.666666666666686,46.10666666666668,0.0,50.2469517091041,0.0,0.0,0.0,35.67423088359169,49.563286619513725,50.2469517091041,49.221454074718544,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3224.73576808101,18.92163090503261,0.0,2.8,-897.7329805284365,-1089.1203488440042,-0.0,-0.0,199.9884183495794,0.0,1.0,0.05183812044423003,0.0,0.0,1.3222964303858193,65.99961422222222,-8.601050034011752,0.21754622219891243,8.910732380145792,0.002886285124065146,-34.4372357230535,1.2264315370480119
2025-01-01 00:04:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,35.76680675854026,51.666666666666686,46.10666666666668,0.0,50.24149663027371,0.0,0.0,0.0,35.76680675854026,49.558280040084384,50.24149663027371,49.21667174498973,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3223.942617910207,18.837042513663686,0.0,2.8,-889.5012260925814,-1080.9412403890726,-0.0,-0.0,199.9884183495794,0.0,1.0,0.051720195051978425,0.0,0.0,1.31928836751838,65.99961422222222,-8.548404053088175,0.2186746256109878,8.871487815672912,0.002885960823664656,-34.18493305058761,1.2267870732188602
2025-01-01 00:05:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,35.85620122829134,51.666666666666686,46.10666666666668,0.0,50.23602789195966,0.0,0.0,0.0,35.85620122829134,49.55326046840659,50.23602789195966,49.21187675663006,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3223.177984471908,18.75517551434707,0.0,2.8,-880.6320379984455,-1073.0483983568358,-0.0,-0.0,199.9884183495794,0.0,1.0,0.05160598510962035,0.0,0.0,1.3163750790387732,65.99961422222222,-7.572057991189112,0.21977241828990882,8.833008527225287,0.0028856389925318946,-33.939540228823,1.2271313731338538
2025-01-01 00:06:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,35.94251130777598,51.666666666666686,46.10666666666668,0.0,50.23054596716831,0.0,0.0,0.0,35.94251130777598,49.5482283509639,50.23054596716831,49.2070695428617,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3222.4282242135005,18.675946970528344,-0.04627525169391333,2.8,-871.8821999064941,-1065.4316178254865,-0.0,-0.0,199.9884183495794,0.0,1.0,0.05149538260855194,0.0,0.0,1.3135538098434163,65.99961422222222,-6.439000430587047,0.22084015152058503,8.795920916964477,0.002885319561277831,-33.70084988823282,1.227464766599527
2025-01-01 00:07:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,36.025871840218244,51.666666666666686,46.10666666666668,0.0,50.22505131448064,0.0,0.0,0.0,36.025871840218244,49.54318412062466,50.22505131448064,49.20225052369667,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3221.705596638359,18.599241418579993,-0.12298080364226394,2.8,-863.3621927284227,-1058.0777364804871,-0.0,-0.0,199.9884183495794,0.0,1.0,0.051388233525122624,0.0,0.0,1.3108206310683461,65.99961422222222,-5.272874597514921,0.22187886674635776,8.759504849913787,0.0028850024626741167,-33.46857826121555,1.227787721648149
2025-01-01 00:08:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,36.1064172095819,51.666666666666686,46.10666666666668,0.0,50.21954437242989,0.0,0.0,0.0,36.1064172095819,49.538128191333065,50.21954437242989,49.19742010078466,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3220.996014891778,18.524943770809607,-0.1972784514126502,2.8,-855.1868999798529,-1050.9738109189232,-0.0,-0.0,199.9884183495794,0.0,1.0,0.05128438371261822,0.0,0.0,1.3081716107104697,65.99961422222222,-4.201507410509096,0.22288964654456053,8.725021054369742,0.002884687632398674,-33.24244271710945,1.228100706289166
2025-01-01 00:09:00,0.13999849852174773,0.09412137840853377,0.0,0.0023333083086957956,0.0015686896401422294,0.0,0.011360389688808842,0.0,0.1286381088329389,0.0,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007082196158107088,0,On,0.0031429376215605133,0,On,0.08585277706272268,0.06438958279704199,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,3219.6792266666666,Off,0.0,0.0,36.18428177802628,51.666666666666686,46.10666666666668,0.0,50.21402555957013,0.0,0.0,0.0,36.18428177802628,49.53306095817369,50.21402555957013,49.19257865747547,12.43753247303448,Off,0.0,20.222222222222257,0,0.0,0.0,0.0,0.0,0,0.0,0,3220.3112906364236,18.45293893923488,-0.26928328298737725,2.8,-847.325381866162,-1044.1070713324198,-0.0,-0.0,199.9884183495794,0.0,1.0,0.051183678410873804,0.0,0.0,1.3056028011186784,65.99961422222222,-3.206728883321686,0.22387361796939562,8.691091896734882,0.0028843750090151036,-33.022160911851934,1.228404190012143
