Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.6985898459661921,0.09412137840853377,0.0,1.6985898459661921,0.09412137840853377,0.0,0.011360389688808842,0.0,0.1286381088329389,1.5585913474444444,0.0,0.0,0.0,0.09412137840853377,0.0,0.0,1.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004278193530701754,0.0,0.007082196158107088,0.0,0.0031429376215605137,0.0,0.08585277706272268,0.06438958279704199,1558.5913474444446,19.222222222222253,0.4666666666666667,0.0,1.5025169724444443,0.056074374999999996,0.4666666666666667,1502.5169724444445,3219.6792266666666,0.0,0.0,35.50792680536486,51.66666666666668,46.10666666666668,0.0,50.102615329370494,0.0,0.0,0.0,35.50792680536486,49.430776982625225,50.102615329370494,49.094857809252595,12.43753247303448,0.0,20.222222222222253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3223.9306749519355,18.931709604789983,-0.04917166683852177,2.8,657.1100765363497,-1090.2566502970994,0.0,0.0,199.9884183495794,0.0,1.0,0.05185162092565679,0.0,0.0,1.3226408031803212,65.99961422222222,-11.21303896057484,0.2168216854230818,8.905431042342322,0.0028779638350806638,-33.086699921341975,1.226337251345479
2025-01-01 01:00:00,1.8642698516810063,0.09337808351824646,0.0,1.8642698516810066,0.09337808351824646,0.0,0.01103952517400621,0.0,0.1276470489792225,1.7255832775277777,0.0,0.0,0.0,0.09337808351824646,0.0,0.0,1.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.003957329015899122,0.0,0.007082196158107088,0.0,0.0031429376215605137,0.0,0.08585277706272268,0.06438958279704199,1725.583277527778,19.222222222222253,0.5166666666666667,0.0,1.6635009337777775,0.06208234374999999,0.5166666666666667,1663.5009337777778,3219.6792266666666,0.0,0.0,35.23562433803319,51.66666666666668,46.10666666666668,0.0,49.77854422052685,0.0,0.0,0.0,35.23562433803319,49.13312079964162,49.77854422052685,48.81040908919901,12.43753247303448,0.0,20.222222222222253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3220.3657045498544,18.86731605619841,-0.06851627157149665,2.5,882.167571913876,-1031.125474612165,0.0,0.0,198.67649398106036,0.0,1.0,0.04834408698097981,0.0,0.0,1.2331699740924256,65.99961422222222,-10.966724982797205,0.21643975240865682,8.85670649120066,0.0028611428990898075,-22.509299387653538,1.2266796717086048
2025-01-01 02:00:00,0.13769551429951232,0.09263478862795917,0.0,0.13769551429951232,0.09263478862795917,0.0,0.01103952517400621,0.0,0.1266559891255061,0.0,0.0,0.0,0.0,0.09263478862795917,0.0,0.0,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.003957329015899122,0.0,0.007082196158107088,0.0,0.0031429376215605137,0.0,0.08585277706272268,0.06438958279704199,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3219.6792266666666,0.0,0.0,36.66454869675756,51.66666666666668,46.10666666666668,0.0,49.45170141552293,0.0,0.0,0.0,36.66454869675756,48.83251523311819,49.45170141552293,48.52292214191582,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3198.7837855994885,17.33778124628658,0.0,1.6500000000000001,-695.365845794748,-882.1085173471022,0.0,-15.122625323562778,197.68543412734397,0.0,1.0,0.04295536394583751,0.0,0.000733008999203551,1.1144111534048167,65.99961422222222,4.1798627485729885,0.23785428412378692,8.12785126207453,0.00285324313805671,-5.0576314583761395,1.2331508165318885
2025-01-01 03:00:00,0.13649054476926084,0.09189149373767187,0.0,0.13649054476926084,0.09189149373767187,0.0,0.010825615497471124,0.0,0.1256649292717897,0.0,0.0,0.0,0.0,0.09189149373767187,0.0,0.0,1.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.003743419339364035,0.0,0.007082196158107088,0.0,0.0031429376215605137,0.0,0.08585277706272268,0.06438958279704199,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3219.6792266666666,0.0,0.0,38.225128909531676,51.66666666666668,46.10666666666668,0.0,49.108546668308435,0.0,0.0,0.0,38.225128909531676,48.516171804761115,49.108546668308435,48.219984372987454,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183.0245992594446,15.679333979917528,0.0,1.6500000000000001,-573.9925596423734,-773.4915183598519,0.0,-0.7273469058261238,196.4804645970925,0.0,1.0,0.04218099812453584,0.0,3.691491242934103e-05,1.0769023882178912,65.99961422222222,3.745841026212062,0.2638955194509177,7.329354980152227,0.0028512112324046465,-17.852393153642733,1.240226775275976
2025-01-01 04:00:00,0.14299948491554443,0.09333569884738457,0.0,0.14299948491554446,0.09333569884738457,0.0,0.010825615497471124,0.0,0.12467386941807332,0.0,0.007499999999999999,0.0,0.0,0.09114819884738458,0.0,0.002187500000000001,1.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003743419339364035,0.0,0.007082196158107088,0.0,0.0031429376215605137,0.0,0.08585277706272268,0.06438958279704199,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3219.6792266666666,0.0,0.0,38.94392843650686,51.66666666666668,46.10666666666668,0.0,48.756598702675284,0.0,0.0,0.0,38.94392843650686,48.191184829026184,48.756598702675284,47.90847789220164,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3160.6938419634193,14.735745617539456,0.0,0.55,-586.7368127990879,-781.1228215689649,0.0,0.0,195.48940474337607,0.0,1.0,0.04196721673269258,0.0,0.0,1.0705075801999728,65.99961422222222,-1.1033959734991015,0.2789953200399855,6.847520137649026,0.002838306554426685,3.725560222273236,1.2437166950471028
2025-01-01 05:00:00,0.1434273042686146,0.09333569884738457,0.0,0.1434273042686146,0.09333569884738457,0.0,0.011253434850541299,0.0,0.12467386941807332,0.0,0.007499999999999999,0.0,0.0,0.09114819884738458,0.0,0.002187500000000001,1.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0041712386924342105,0.0,0.007082196158107088,0.0,0.0031429376215605137,0.0,0.08585277706272268,0.06438958279704199,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3219.6792266666666,0.0,0.0,39.53027954396987,51.66666666666668,46.10666666666668,0.0,48.39903457641423,0.0,0.0,0.0,39.53027954396987,47.86055376519159,48.39903457641423,47.59131335958027,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3144.937890239417,13.900352837703046,0.0,-0.25000000000000006,-560.4852948511532,-752.5415774786705,0.0,0.0,195.91722409644626,0.0,1.0,0.040378244272943876,0.0,0.0,1.0299757747737415,65.99961422222222,-3.8609414689289525,0.2958176904175374,6.446369041178044,0.0028527320815748577,11.687189441472146,1.2466992682524305
2025-01-01 06:00:00,0.14594419816738513,0.09482228862795918,0.0,0.14594419816738513,0.09482228862795918,0.0,0.011788209041879018,0.0,0.1266559891255061,0.0,0.007499999999999999,0.0,0.0,0.09263478862795917,0.0,0.002187500000000001,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00470601288377193,0.0,0.007082196158107088,0.0,0.0031429376215605137,0.0,0.08585277706272268,0.06438958279704199,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3219.6792266666666,0.0,0.0,39.71606193942733,51.66666666666668,46.10666666666668,0.0,48.03853323816243,0.0,0.0,0.0,39.71606193942733,47.52680923946909,48.03853323816243,47.270947240122425,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3146.810649116975,13.406138883267438,0.0,0.3,-490.645485840748,-679.9805127958319,0.0,0.0,198.43411799521678,0.0,1.0,0.03948928791151575,0.0,0.0,1.0073001103512669,65.99961422222222,-9.09909104013279,0.30489599306266285,6.191554262906788,0.0028473051959268724,-12.598406149817675,1.2488533112023426
2025-01-01 07:00:00,0.19374484919962187,0.10777672753052735,0.0,0.19374484919962187,0.10777672753052735,0.0,0.030839234018369303,0.0,0.1479056151812526,0.0,0.014999999999999998,0.0,0.0,0.10340172753052736,0.0,0.004375000000000002,1.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004385148368969297,0.0,0.026454085649400005,0.0,0.010036645140549376,0.0,0.09822657589204747,0.07366993191903558,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3219.6792266666666,0.0,0.0,39.854761743034196,51.66666666666668,46.10666666666668,0.0,47.67703744240007,0.0,0.0,0.0,39.854761743034196,47.19178874800057,47.67703744240007,46.94916440080082,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3132.008862930655,12.951124562214483,0.0,-0.55,-487.0053335257202,-715.0571710844931,0.0,0.0,237.86860310940077,2.3231116877969944,1.0,0.04014894836522593,0.0,0.0,1.0241268520566509,65.99961422222222,-9.816765550627771,0.3138677238654818,5.958875648607252,0.0028452067684552793,10.290446370397207,1.2508410446114586
2025-01-01 08:00:00,1.489209236831457,0.1285701594127761,0.0,1.4892092368314567,0.1285701594127761,0.0,0.07219821779181818,0.7083040303703705,0.6937069886692682,0.0,0.014999999999999998,0.0,0.0,0.1241951594127761,0.0,0.004375000000000002,1.0,0.040633454002372095,0.030475090501779063,0.5017740441646271,0.0,0.0033155999862938598,0.0,0.06888261780552432,0.0,0.026339398620939522,0.0,0.12496009188132942,0.09372006891099703,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3219.6792266666666,708.3040303703705,0.2833333333333333,40.887942780317694,51.66666666666668,46.10666666666668,0.0,48.232421141349086,0.03312974121437453,80.73307755304222,708.3040303703705,40.887942780317694,47.898220844490126,48.2325147027544,47.73102713465535,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3120.047713268207,12.807793352526572,0.0,-1.4,-88.17333337493919,-786.8731607002104,0.0,0.0,682.6608818855199,177.99334036141104,1.0,0.04187353330461468,0.0,0.0,1.0681178858693887,65.99961422222222,16.038945439751288,0.3192146185182309,5.914717153499968,0.0028654427335987544,85.86393416301091,1.2520405559885783
2025-01-01 09:00:00,0.28350701020273406,0.1285701594127761,0.0,0.28350701020273406,0.1285701594127761,0.0,0.07227476423463756,0.0,0.19623224596809644,0.0,0.014999999999999998,0.0,0.0,0.1241951594127761,0.0,0.004375000000000002,1.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0026738709566885965,0.0,0.06960089327794898,0.0,0.03063870008439494,0.0,0.12496009188132942,0.09372006891099703,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3219.6792266666666,0.0,0.0,45.05516040418862,51.66666666666668,46.10666666666668,0.0,51.74944747545923,0.029597779916808255,80.73307755304222,0.0,45.05516040418862,51.69496096020529,51.76124755593202,51.65591762210554,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3129.9328287926064,12.966330977364015,0.0,-0.85,-354.1422147931385,-753.1387627443411,0.0,0.0,325.7594179932632,505.8607980584198,1.0,0.04121113152982445,0.0,0.0,1.0512212180353635,65.99961422222222,73.23712995793933,0.32178070094592065,6.063965785731366,0.0029173609294999227,81.53403999952135,1.2519354764242803
