Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.32536512517919325,0.16571943751709473,0.0,0.005422752086319887,0.002761990625284912,0.0,0.09501740149753528,0.23034772368165798,0.0,0.0,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,Off,0.0,0,74.49595824196828,51.666666666666686,46.10666666666668,0.0,50.48914161014677,0.0,0.0,0.0,116.39993475307544,47.623051476776695,50.48914161014677,46.19000641009166,12.43753247303448,19.958926830321964,0.0,-0.4504455864165817,2.8,9.236100170605994,-1351.0811544805815,3062.373327940098,-1623.5703605131957,-0.0,-0.0,378.35212443359706,0.0,1.0,0.07260446676032963,0.0,0,0.6795059751234376,65.99961422222222,-105.862918400983,0.1925479174836485,9.190056159376146,0.002732201234224572,-31.812078570012286,1.218645078893179,0.7249112727551998,3070.7566811644474,-8.383353224349287
2025-01-01 00:01:00,0.32536512517919325,0.16571943751709473,0.0,0.005422752086319887,0.002761990625284912,0.0,0.09501740149753528,0.23034772368165798,0.0,0.0,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,Off,0.0,0,74.77758022539571,51.666666666666686,46.10666666666668,0.0,50.47534296532222,0.0,0.0,0.0,116.8399691021808,47.61144449249518,50.47534296532222,46.17949525608166,12.43753247303448,19.842292792602933,0.0,-0.2550674560295915,2.8,9.236100170605994,-1340.4841963396066,2877.8170469687607,-1607.6549557685476,-0.0,-0.0,378.35212443359706,0.0,1.0,0.0723847650900825,0.0,0,0.6774497848594097,65.99961422222222,-111.18136500465586,0.19450385069529302,9.159943012368833,0.0027320906157464043,-31.52352850072192,1.2226915145509876,0.7249112727551998,2886.1793106813175,-8.362263712556878
2025-01-01 00:02:00,0.32536512517919325,0.16571943751709473,0.0,0.005422752086319887,0.002761990625284912,0.0,0.09501740149753528,0.23034772368165798,0.0,0.0,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,Off,0.0,0,75.0502936416842,51.666666666666686,46.10666666666668,0.0,50.461498501030775,0.0,0.0,0.0,117.26608381513158,47.59979362956558,50.461498501030775,46.168941193832985,12.43753247303448,19.728934760982135,0.0,-0.07146143946972858,2.8,9.236100170605994,-1331.6314097132245,2704.40595714092,-1592.2460124508411,-0.0,-0.0,378.35212443359706,0.0,1.0,0.07217102721063173,0.0,0,0.675449409776752,65.99961422222222,-117.73752169598035,0.19586892093551073,9.10789822091103,0.0027319813633939947,-31.24258390124272,1.223164834783228,0.7249112727551998,2712.723276096608,-8.317318955688057
2025-01-01 00:03:00,0.32536512517919325,0.16571943751709473,0.0,0.005422752086319887,0.002761990625284912,0.0,0.09501740149753528,0.23034772368165798,0.0,0.0,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,Off,0.0,0,75.31475168894265,51.666666666666686,46.10666666666668,0.0,50.44760970139403,0.0,0.0,0.0,117.6792995139729,47.58810027600413,50.44760970139403,46.15834556330918,12.43753247303448,19.61861069979426,0.0,0.10106460873796144,2.8,9.236100170605994,-1323.3510379182803,2541.4372056624693,-1577.3058261206372,-0.0,-0.0,378.35212443359706,0.0,1.0,0.07196281400518077,0.0,0,0.6735007401767044,65.99961422222222,-124.39733623124027,0.19720768468996974,9.05670589807145,0.0027318731266224115,-30.968630188146346,1.223625840197119,0.7249112727551998,2549.7346946471584,-8.297488984689199
2025-01-01 00:04:00,0.32536512517919325,0.16571943751709473,0.0,0.005422752086319887,0.002761990625284912,0.0,0.09501740149753528,0.23034772368165798,0.0,0.0,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,Off,0.0,0,75.57143980274554,51.666666666666686,46.10666666666668,0.0,50.43367794173663,0.0,0.0,0.0,118.08037469178991,47.57636571805428,50.43367794173663,46.147709606213105,12.43753247303448,19.51114099129296,0.0,0.2631623006860253,2.8,9.236100170605994,-1308.8220456717995,2388.3204113074275,-1562.8057049169659,-0.0,-0.0,378.35212443359706,0.0,1.0,0.07175980215105858,0.0,0,0.671600750078956,65.99961422222222,-124.3684651884305,0.19852159426402072,9.00698847910224,0.002731765879356775,-30.70126695825854,1.2240752538105932,0.7249112727551998,2396.597976213546,-8.277564906118622
2025-01-01 00:05:00,0.32536512517919325,0.16571943751709473,0.0,0.005422752086319887,0.002761990625284912,0.0,0.09501740149753528,0.23034772368165798,0.0,0.0,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,Off,0.0,0,75.82043840182617,51.666666666666686,46.10666666666668,0.0,50.4197045165203,0.0,0.0,0.0,118.46943500285339,47.56459116632527,50.4197045165203,46.13703449122776,12.43753247303448,19.406496879350403,0.0,0.4154692565327114,2.8,9.236100170605994,-1290.8634034679121,2244.4609901658987,-1548.7376589419462,-0.0,-0.0,378.35212443359706,0.0,1.0,0.07156195204451603,0.0,0,0.6697490688315989,65.99961422222222,-120.47786895956295,0.19981030117834325,8.958733579351993,0.0027316595970304346,-30.44043402907074,1.2245131700734724,0.7249112727551998,2252.710749118126,-8.249758952227431
2025-01-01 00:06:00,0.32536512517919325,0.16571943751709473,0.0,0.005422752086319887,0.002761990625284912,0.0,0.09501740149753528,0.23034772368165798,0.0,0.0,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,Off,0.0,0,76.06192350994027,51.666666666666686,46.10666666666668,0.0,50.40569070677706,0.0,0.0,0.0,118.84675548428167,47.552777818896544,50.40569070677706,46.1263213749563,12.43753247303448,19.30461396620689,0.0,0.5585924725377676,2.8,9.236100170605994,-1272.4332160366025,2109.2860108648083,-1535.0890853488497,-0.0,-0.0,378.35212443359706,0.0,1.0,0.07136915602158334,0.0,0,0.6679446888063967,65.99961422222222,-115.69625512135002,0.20107392245840786,8.911208541374332,0.0027315542553475835,-30.185990127993502,1.2249398336975883,0.7249112727551998,2117.4995726523825,-8.213561787574289
2025-01-01 00:07:00,0.32536512517919325,0.16571943751709473,0.0,0.005422752086319887,0.002761990625284912,0.0,0.09501740149753528,0.23034772368165798,0.0,0.0,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,Off,0.0,0,76.296179555345,51.666666666666686,46.10666666666668,0.0,50.39163776419257,0.0,0.0,0.0,119.21278055522657,47.540926846421854,50.39163776419257,46.11557138753649,12.43753247303448,19.20538742753458,0.0,0.6931017239244109,2.8,9.236100170605994,-1254.534619433624,1982.2559063992885,-1521.842209114655,-0.0,-0.0,378.35212443359706,0.0,1.0,0.07118122902408007,0.0,0,0.6661858780418742,65.99961422222222,-111.04453475256612,0.20231311662088494,8.865065927726675,0.002731449830574536,-29.937701909950317,1.225355660199508,0.7249112727551998,1990.4261695165003,-8.170263117211697
2025-01-01 00:08:00,0.32536512517919325,0.16571943751709473,0.4645728511809253,0.005422752086319887,0.002761990625284912,0.007742880853015421,0.09501740149753528,0.23034772368165798,0.0,0.4645728511809253,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,On,10550.56,0,77.88673788686516,51.666666666666686,46.10666666666668,0.0,50.37754689305893,0.0,0.0,10550.56,121.69802794822681,47.529039375239016,50.37754689305893,46.10478561632907,12.43753247303448,19.10870592999059,0.0,0.8195302069652373,2.8,9.236100170605994,-1237.307524166656,1862.8657790708817,-1508.9786712273306,-0.0,-0.0,378.35212443359706,0.0,1.0,0.07099797263409033,0.0,0,0.6644707795426505,65.99961422222222,-106.6809773729228,0.20352866987589788,8.820247588558907,0.0027313462998697214,-29.695320658538446,1.2257610941620734,0.7249112727551998,1870.986819228805,-8.121040157923263
2025-01-01 00:09:00,0.32536512517919325,0.16571943751709473,0.4645728511809253,0.005422752086319887,0.002761990625284912,0.007742880853015421,0.09501740149753528,0.23034772368165798,0.0,0.4645728511809253,0.0,0.0,0.16571943751709473,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.024126206140350874,0.0,On,0.0034653264826944984,0.0,On,0.06742586887448991,0,On,0.009388473658864959,0,On,0.18589449954026382,0.13942087465519784,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,17641.415533333333,On,10550.56,0,80.83315097620013,51.666666666666686,46.10666666666668,0.0,50.36344850399098,0.0,0.0,10550.56,126.30179840031269,48.568968110942464,50.36344850399098,47.67172791441821,12.43753247303448,19.014465170703293,0.0,0.9383770477099791,2.8,9.236100170605994,-1220.699668819464,1750.6431957091193,-1496.4813241093277,-0.0,-0.0,378.35212443359706,0.0,1.0,0.0708192007633743,0.0,0,0.6627976517069136,65.99961422222222,-102.57046914373316,0.2047213246871297,8.776007164166574,0.0027312436413355905,-29.45861299321717,1.2261565524275702,0.7249112727551998,1758.709988083775,-8.066792374655808
