Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,91.8795981284361,51.666666666666686,46.10666666666668,0.0,51.72009827234855,0.0,0.0,0.0,143.5618720756814,51.3892079377309,51.72009827234855,51.223762770422084,12.43753247303448,17.159826246218003,0.0,9.060892047344455,-0.27924856943230303,2.8,9.236100170605994,-2885.4494971130744,-3410.2240619092186,530.5016213630366,-3366.0066124538207,-0.0,-0.0,614.6550715703584,0.0,2.0,0.1798656070970471,0.0,0.0,1.0673458872967492,131.99922844444444,-134.09795622961252,0.22895606688269599,7.8725748230788,0.0027263006736919903,-100.49179561848038,1.2303993563293747,0.4244772460447054,-3463.444897378012,53.220835468793275,0.19916773237176685,799.2476701937246,-268.74604883068787
2025-01-01 00:01:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.0100276136275,51.666666666666686,46.10666666666668,0.0,51.70464019415289,0.0,0.0,0.0,143.76566814629297,51.37489246241606,51.70464019415289,51.21001859654764,12.43753247303448,17.096864511751647,0.0,8.990333112879599,-0.22529361236938475,2.8,9.236100170605994,-2871.491443348406,-3368.1052308730245,514.9764064353908,-3344.3443126489647,-0.0,-0.0,614.6550715703584,0.0,2.0,0.17949507211563115,0.0,0.0,1.0651470845634368,131.99922844444444,-141.80220226979998,0.2305239716553731,7.865219396545678,0.002726081229295101,-99.92980688440585,1.2342613594247291,0.424220932707892,-3422.3448299115307,54.239599038506135,0.19883106296539446,783.9157977984877,-268.93939136309683
2025-01-01 00:02:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.13751776873453,51.666666666666686,46.10666666666668,0.0,51.689160957408184,0.0,0.0,0.0,143.9648715136477,51.360556665287504,51.689160957408184,51.196254519227175,12.43753247303448,17.034977825463063,0.0,8.924098425189342,-0.1732607409616872,2.8,9.236100170605994,-2858.1763288946413,-3328.6226208920525,500.37044602408514,-3323.1061617827913,-0.0,-0.0,614.6550715703584,0.0,2.0,0.17913059515384777,0.0,0.0,1.0629842309059059,131.99922844444444,-149.72523868220856,0.2314114297754371,7.834838544354606,0.00272586369491703,-99.37655527656793,1.2345247479065726,0.4239801866898531,-3383.8053726812336,55.18275178918101,0.1985058461870723,769.1728567177981,-268.8024106937131
2025-01-01 00:03:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.26218978642781,51.666666666666686,46.10666666666668,0.0,51.67366105188739,0.0,0.0,0.0,144.15967154129345,51.34620100431317,51.67366105188739,51.18247098052607,12.43753247303448,16.97412148162034,0.0,8.861874022048069,-0.1228835626605883,2.8,9.236100170605994,-2845.5214086858905,-3291.5867359903095,486.8655183194188,-3302.2741309924527,-0.0,-0.0,614.6550715703584,0.0,2.0,0.17877192633881364,0.0,0.0,1.0608558435459936,131.99922844444444,-157.90234926379654,0.23228767032302933,7.8056373726143695,0.0027256474110512493,-98.83135275598781,1.234783862615886,0.42375389241935374,-3347.636227007821,56.0494910175118,0.19819046939522883,754.939124464183,-268.0736061447643
2025-01-01 00:04:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.38415940148394,51.666666666666686,46.10666666666668,0.0,51.65814094717078,0.0,0.0,0.0,144.35024906481866,51.3318259185783,51.65814094717078,51.16866840428207,12.43753247303448,16.914252789512318,0.0,8.803376789809779,-0.07392042611252733,2.8,9.236100170605994,-2828.355977221429,-3256.8227009514394,474.0927633481233,-3281.8310719880137,-0.0,-0.0,614.6550715703584,0.0,2.0,0.17841882672604606,0.0,0.0,1.0587605045560877,131.99922844444444,-161.17997680377374,0.23315314874791743,7.776330205026869,0.002725432358905593,-98.29389140855062,1.235038879884477,0.42354104265737064,-3313.666178960858,56.843478009418355,0.1978834632776124,741.1427995174057,-267.0500361692824
2025-01-01 00:05:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.50337837401833,51.666666666666686,46.10666666666668,0.0,51.6426010935552,0.0,0.0,0.0,144.53652870940363,51.31743182913588,51.6426010935552,51.15484719692622,12.43753247303448,16.855390148755188,0.0,8.74834923980614,-0.02617895653508897,2.8,9.236100170605994,-2807.6116647315353,-3224.1713471735475,461.9637313367597,-3261.7808011346847,-0.0,-0.0,614.6550715703584,0.0,2.0,0.1780714171553112,0.0,0.0,1.0566989310150643,131.99922844444444,-160.48593516720925,0.2340074251502148,7.748186888783126,0.0027252185204129083,-97.76428746102258,1.235289716208786,0.4233407200992611,-3281.739882785481,57.56853561193333,0.1975836578710715,727.7267372745852,-265.7630059378255
2025-01-01 00:06:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.61982790254075,51.666666666666686,46.10666666666668,0.0,51.62704194935467,0.0,0.0,0.0,144.71848109771992,51.30301916455497,51.62704194935467,51.14100777215513,12.43753247303448,16.797540995645292,0.0,8.696555597517317,0.02050372239472176,2.8,9.236100170605994,-2786.1346193636423,-3193.4898361284722,450.3902847288508,-3242.1233897586544,-0.0,-0.0,614.6550715703584,0.0,2.0,0.177729753808502,0.0,0.0,1.0546714563135775,131.99922844444444,-158.66630117534675,0.2348502201237306,7.719956818231634,0.0027250058772621336,-97.24258093546084,1.2355363347572446,0.42315208363671536,-3251.7154419472263,58.22560581875402,0.19729006088010595,714.64268963761,-264.2524049087592
2025-01-01 00:07:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.73357549849747,51.666666666666686,46.10666666666668,0.0,51.61146397599896,0.0,0.0,0.0,144.8962117164023,51.288588356334074,51.61146397599896,51.12715054650164,12.43753247303448,16.74068060328702,0.0,8.64777864547853,0.06626432852515274,2.8,9.236100170605994,-2765.017106463918,-3164.6338226103144,439.2889290285379,-3222.848032721804,-0.0,-0.0,614.6550715703584,0.0,2.0,0.17739370264240037,0.0,0.0,1.052677285021751,131.99922844444444,-156.82414531247213,0.2356817356630629,7.6922554074564715,0.002724794411072158,-96.72858855565946,1.2357788358405168,0.42297435727392213,-3223.46245454111,58.828631930795694,0.19700183831872212,701.8502362968009,-262.56130726826296
2025-01-01 00:08:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.84471774986083,51.666666666666686,46.10666666666668,0.0,51.59586762366336,0.0,0.0,0.0,145.06987148415755,51.27413982545293,51.59586762366336,51.11327592634771,12.43753247303448,16.68477339824567,-0.03744882397661442,8.60181816860523,0.11121659742030988,2.8,9.236100170605994,-2744.453403727213,-3137.49396079043,428.5900327721701,-3203.9403775349415,-0.0,-0.0,614.6550715703584,0.0,2.0,0.1770630648639603,0.0,0.0,1.0507152374758157,131.99922844444444,-155.16809776263057,0.23650234432781617,7.665063430296396,0.0027245841039004776,-96.22205188820737,1.236017366271795,0.42280682481264237,-3196.8610079038967,59.36704711346696,0.19671829589199685,689.3157856528368,-260.7257528806668
2025-01-01 00:09:00,0.5128817550019009,0.35146254681913675,0.0,0.008548029250031682,0.0058577091136522794,0.0,0.025366295390685377,0.4875154596112155,0.0,0.0,0.0,0.0,0.35146254681913675,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.005086641081871345,0.0,On,0.02027965430881403,0,On,0.018898730519032996,0,On,0.43179874108552685,0.323849055814145,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,29209.22536,Off,0.0,0,92.95335200248194,51.666666666666686,46.10666666666668,0.0,51.580253326428135,0.0,0.0,0.0,145.23961250387802,51.259673977842176,51.580253326428135,51.09938430354921,12.43753247303448,16.62978350958168,-0.09243871264060388,8.558487886531196,0.1554546092064765,2.8,9.236100170605994,-2724.4063412349196,-3111.925799983907,418.2347031512543,-3185.3861188352585,-0.0,-0.0,614.6550715703584,0.0,2.0,0.17673763918553234,0.0,0.0,1.0487841192087006,131.99922844444444,-153.67529397001988,0.23731243308096495,7.638361465565323,0.0027243749384133517,-95.72271064532714,1.2362520744437937,0.4226488189687913,-3171.7998136489364,59.874013665029636,0.19643885917151038,677.0115545066789,-258.7768513554246
