Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,4.868175978654771,0.1830789541810659,0.0,4.868175978654771,0.18307895418106593,0.0,0.10369576232077952,0.0,0.34068695411176964,4.373793262222222,0.05,0.0,0.0,0.16849562084773256,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.01858722587719298,0.0,0.003358753907945116,0.0,0.040874891267820714,0.0,0.040874891267820714,0.0,0.012482047611381821,0.0,0.1850184336483211,0.13876382523624078,0.05395163904464596,0.0,0.04959243965876499,0.0,4373.793262222222,20.000000000000057,0.4666666666666668,0.0,4.373793262222222,0.0,0.4666666666666667,4373.793262222222,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,0.0,0.0,37.19096823305446,51.66666666666668,46.10666666666668,0.0,51.64139286199586,0.0,0.0,0.0,37.19096823305446,51.6603936498499,51.66989404377693,51.64139286199586,12.43753247303448,19.695260523646787,-0.06523993076681987,0.6676331713534562,1.7415867322783805,2.8,9.236100170605994,2549.8765033829845,651.7431083188626,381.72240405841956,-1325.0204278543652,0.0,0.0,459.88657581820013,0.0,2.0,0.060167147796479324,0.0,0.0,1.1262099498313856,131.99922844444444,-84.02425435862847,0.21626812832463183,9.407336185719185,0.00301095666116073,-19.026137216251694,1.2230417464108752,0.0,0.0,69.6063420759977,0.27184172728319994,374.96354656012664,6.758857498292962
2025-01-01 01:00:00,4.079054576690607,0.17979064590216634,0.0,4.079054576690607,0.17979064590216634,0.0,0.08435366167419968,0.0,0.3519421639052957,3.592758751111111,0.05,0.0,0.0,0.165207312568833,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.017193183936403504,0.0,0.0026504452606913842,0.0,0.0322550162385524,0.0,0.0322550162385524,0.0,0.006549985380230065,0.0,0.18162508246350473,0.13621881184762852,0.06519156384561388,0.0,0.0599241979210077,0.0,3592.7587511111115,20.000000000000057,0.3833333333333334,0.0,3.592758751111111,0.0,0.38333333333333336,3592.7587511111115,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,0.0,0.0,36.97432759187482,51.66666666666668,46.10666666666668,0.0,51.44049188485605,0.0,0.0,0.0,36.97432759187482,51.473062056900524,51.48934714292277,51.44049188485605,12.43753247303448,19.693624333680262,-0.05746042572906855,2.5336350848989633,2.760012147966968,2.5,9.236100170605994,1946.5207959627887,-1560.5775281152964,-86.92734111976364,-1273.8885784212891,0.0,0.0,430.46553648487287,0.0,2.0,0.05684531316165445,0.0,0.0,1.0640317786126199,131.99922844444444,-84.2631629896841,0.21581747087829126,9.399388154076286,0.0030042525255317134,-8.3723116435193,1.2231128907122628,0.0,0.0,58.90713609688975,0.27184172728319994,-93.17166091496782,6.244319795204183
2025-01-01 02:00:00,0.46373308266256835,0.17904735101187905,0.0,0.4637330826625683,0.17904735101187902,0.0,0.08435366167419968,0.0,0.32937942098836864,0.0,0.05,0.0,0.0,0.1644640176785457,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.017193183936403504,0.0,0.0026504452606913842,0.0,0.0322550162385524,0.0,0.0322550162385524,0.0,0.006549985380230065,0.0,0.18162508246350473,0.13621881184762852,0.05395163904464596,0.0,0.04959243965876499,0.0,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,0.0,0.0,39.36979416629786,51.66666666666668,46.10666666666668,0.0,51.23572665523855,0.0,0.0,0.0,39.36979416629786,51.282012645663954,51.30515564087666,51.23572665523855,12.43753247303448,17.443243373694465,-0.012200431839871762,1.6682076725308161,2.4689567395511363,1.6500000000000001,9.236100170605994,-647.8206410786285,-2186.282316076482,-287.37991217040053,-1032.5815964408869,0.0,0.0,429.4744766311565,0.0,2.0,0.049913783076344746,0.0,0.0,0.9342872513161445,131.99922844444444,-44.71352126889813,0.2491354343225902,8.354071514469144,0.0030055934776614954,15.62634139917875,1.2325977409771647,0.0,0.0,67.60526218896224,0.27184172728319994,-291.56300493310374,4.183092762703182
2025-01-01 03:00:00,2.8264878779115366,0.17830405612159173,0.0,2.826487877911536,0.17830405612159173,0.0,0.08342430038034004,0.0,0.3499600441978629,2.343103533333333,0.05,0.0,0.0,0.1637207227882584,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.01626382264254386,0.0,0.0026504452606913842,0.0,0.0322550162385524,0.0,0.0322550162385524,0.0,0.006549985380230065,0.0,0.18162508246350473,0.13621881184762852,0.06519156384561388,0.0,0.0599241979210077,0.0,2343.1035333333334,16.666666666666686,0.25000000000000006,0.0,2.343103533333333,0.0,0.25,2343.1035333333334,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,0.0,0.0,40.38437697899102,51.66666666666668,46.10666666666668,0.0,51.024736790248625,0.0,0.0,0.0,40.38437697899102,51.07883451034208,51.10588337038881,51.024736790248625,12.43753247303448,16.36777620423063,-0.06236002136634289,1.5538732834794196,2.169604024600495,1.6500000000000001,9.236100170605994,1289.263633600031,-1138.3822144188223,-183.2675046726673,-958.7011823011159,0.0,0.0,427.5540554835805,0.0,2.0,0.0498044834670781,0.0,0.0,0.9322413789094093,131.99922844444444,-54.07206624910065,0.2667402578744203,7.853954470420093,0.003012171032226806,-3.0812676036315962,1.2371576901344274,0.0,0.0,65.65721083620788,0.27184172728319994,-186.3357439291768,3.068239256509515
2025-01-01 04:00:00,3.0593617793076002,0.17756076123130443,0.0,3.0593617793076002,0.17756076123130443,0.0,0.08342430038034004,0.0,0.4266270433717047,2.4993104355555555,0.05,0.0,0.0,0.1629774278979711,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.01626382264254386,0.0,0.0026504452606913842,0.0,0.0322550162385524,0.0,0.0322550162385524,0.0,0.006549985380230065,0.0,0.18162508246350473,0.13621881184762852,0.10565529312909833,0.0,0.09711852766508144,0.0,2499.3104355555556,16.666666666666686,0.2666666666666667,0.0,2.4993104355555555,0.0,0.26666666666666666,2499.3104355555556,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,0.0,0.0,40.201542911679624,51.66666666666668,46.10666666666668,0.0,50.86647310861263,0.0,0.0,0.0,40.201542911679624,50.875295622699035,50.879706879742244,50.86647310861263,12.43753247303448,16.323046267877885,-0.06356360503446527,0.620357158891933,2.060954944535919,0.55,9.236100170605994,1294.6380138449867,-3519.5777267083517,-538.6033746241067,-1065.6292839389648,0.0,0.0,426.5629956298641,0.0,2.0,0.0513788310525506,0.0,0.0,0.9617100504384243,131.99922844444444,-65.74404629035712,0.26695323081391215,7.823454963341677,0.0030075018506226557,18.997118104697552,1.2367714240599044,0.0,0.0,78.3610735741855,0.27184172728319994,-541.3553663176688,2.7519916935620525
2025-01-01 05:00:00,3.4836185781793736,0.185680565852115,0.0,3.4836185781793736,0.185680565852115,0.0,0.11879514776217265,0.4583387951851853,0.9820018085653489,1.8744828266666667,0.05,0.0,0.0,0.17109723251878167,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.45522350463008593,0.0,0.018122545230263156,0.0,0.0039729798126793775,0.0,0.04834981135961505,0.0,0.04834981135961505,0.0,0.009588107529865079,0.0,0.1924514886245855,0.1443386164684391,0.15061499233297,0.0,0.13844556071405228,0.0,1874.4828266666668,16.666666666666686,0.20000000000000007,0.0,1.8744828266666667,0.0,0.2,1874.4828266666668,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,458.33879518518523,0.08333333333333333,39.01270673872387,51.66666666666668,46.10666666666668,0.0,50.528511026114636,0.32180921693592485,848.8604264747743,458.33879518518523,39.01270673872387,49.9455939187793,50.54404204224258,49.6386043489837,12.43753247303448,16.420890506203833,-0.04104872996204358,-0.4939110657036867,0.8348550166221056,-0.25000000000000006,9.236100170605994,1095.5397169957355,-1592.8875931418984,-391.4185122136608,-1133.8985185548083,0.0,0.0,802.8014462247988,0.0,2.0,0.05163378922279303,0.0,0.0,0.966482362881904,131.99922844444444,-72.94947200758837,0.26707934130723177,7.89215358475675,0.003029280936933285,60.85645467095161,1.2357170035138714,0.0,0.0,82.95576895063444,0.27184172728319994,-393.39739088194654,1.9788786682857595
2025-01-01 06:00:00,4.552191308535839,0.22091888081023814,0.0,4.552191308535838,0.22091888081023814,0.0,0.46454971606169837,0.9166775903703706,0.7778604687704365,2.343103533333333,0.05,0.0,0.0,0.2063355474769048,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.22761175231504296,0.0,0.02044594846491228,0.0,0.017526270892198607,0.0,0.21328874835229375,0.0,0.21328874835229375,0.0,0.029217466232252663,0.0,0.23745378886131688,0.1780903416459876,0.12813514273103416,0.0,0.11778204418956686,0.0,2343.1035333333334,16.666666666666686,0.25000000000000006,0.0,2.343103533333333,0.0,0.25,2343.1035333333334,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,916.6775903703705,0.16666666666666666,39.9251620258374,51.66666666666668,46.10666666666668,0.0,51.34384104289818,0.3140034909564935,845.860919667443,916.6775903703705,39.9251620258374,50.61369231594578,51.34384104289818,50.24861795246958,12.43753247303448,16.328899036232773,-0.07140363013784363,0.32530916855903874,1.2993435004975733,0.3,9.236100170605994,1766.8026156227036,-2306.1137988576806,-353.86796389035385,-1079.468779368485,0.0,0.0,1048.139170487474,0.0,2.0,0.051238806371332754,0.0,0.0,0.9590890654825986,131.99922844444444,-76.35060216295246,0.27006116412693326,7.866944612945296,0.003045254619722412,8.042918700833114,1.2360979083294865,0.0,0.0,76.93587249214562,0.27184172728319994,-357.02398631726993,3.1560224269160506
2025-01-01 07:00:00,3.426962606515796,0.19344079440613016,0.0,3.426962606515796,0.19344079440613016,0.0,0.20895394702409822,0.0,0.3562844194916977,2.8117242399999998,0.05,0.0,0.0,0.17885746107279682,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.019051906524122808,0.0,0.007494362461265293,0.0,0.09120383901935505,0.0,0.09120383901935505,0.0,0.014263726024557609,0.0,0.19883422061507344,0.14912566546130504,0.05395163904464596,0.0,0.04959243965876499,0.0,2811.7242400000005,16.666666666666686,0.30000000000000004,0.0,2.8117242399999998,0.0,0.3,2811.7242400000005,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,0.0,0.0,37.65733377528519,51.66666666666668,46.10666666666668,0.0,51.05339156912128,0.0,0.0,0.0,37.65733377528519,48.66439663256709,51.05339156912128,47.46989916429,12.43753247303448,16.387204009108512,-0.0505422554134725,-0.51312966315496,0.8490747526631479,-0.55,9.236100170605994,1469.8211864887166,-2833.117491782995,-498.25548531462226,-1182.7361639623305,0.0,0.0,481.89769292221877,0.9730872648043108,0.517,0.05293511203214072,0.0,0.0,0.9908405508549702,34.12180055288889,-78.71973447117189,0.2680868172644882,7.881905762233261,0.0030342429719086724,-58.256982975814445,1.2358570396343478,0.0,0.0,85.10412339696018,0.27184172728319994,-501.35193602601737,3.0964507113951387
2025-01-01 08:00:00,3.588056222786583,0.18127723568274093,0.0,3.588056222786583,0.18127723568274093,0.0,0.08156557779262073,0.0,0.3323526005495178,3.1241380444444444,0.05,0.0,0.0,0.1666939023494076,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.01440510005482456,0.0,0.0026504452606913842,0.0,0.0322550162385524,0.0,0.0322550162385524,0.0,0.006549985380230065,0.0,0.18162508246350473,0.13621881184762852,0.05395163904464596,0.0,0.04959243965876499,0.0,3124.1380444444444,16.666666666666686,0.33333333333333337,0.0,3.1241380444444444,0.0,0.3333333333333333,3124.1380444444444,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,0.0,0.0,37.515464951133296,51.66666666666668,46.10666666666668,0.0,50.82723999769259,0.0,0.0,0.0,37.515464951133296,48.47456851694288,50.82723999769259,47.298232776568035,12.43753247303448,16.317968552002817,-0.06637213002166596,-1.3704115845446863,0.1820583059073492,-1.4,9.236100170605994,1446.9705095626196,-2852.0681987789476,-564.5684568334487,-1285.236790068054,0.0,0.0,297.6603438662823,70.86024576208125,0.0,0.054858396746127164,0.0,0.0,1.026840634963609,0.0,-64.76347979116456,0.26736342736210944,7.8251524620396635,0.0030112596364871127,-32.78491210171465,1.2367503589014137,0.0,0.0,91.81844553963882,0.27184172728319994,-568.5339328976916,3.965476064242809
2025-01-01 09:00:00,4.03231716250846,0.18127723568274093,0.0,4.03231716250846,0.18127723568274093,0.0,0.07877749391104179,0.0,0.31078091748630726,3.592758751111111,0.05,0.0,0.0,0.1666939023494076,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.011617016173245613,0.0,0.0026504452606913842,0.0,0.0322550162385524,0.0,0.0322550162385524,0.0,0.006549985380230065,0.0,0.18162508246350473,0.13621881184762852,0.042711714243678055,0.0,0.039260681396522286,0.0,3592.7587511111115,16.666666666666686,0.3833333333333334,0.0,3.592758751111111,0.0,0.38333333333333336,3592.7587511111115,9372.414133333334,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5206.70136,0.0,0.0,37.20088073539963,51.66666666666668,46.10666666666668,0.0,50.6025667452934,0.0,0.0,0.0,37.20088073539963,48.28580045086149,50.6025667452934,47.12741730364553,12.43753247303448,16.39825184856055,-0.04965115838694887,-1.042086544332256,0.2649565641290515,-0.85,9.236100170605994,1897.8334007920453,-1696.7929345184812,-395.0264242795469,-1230.7643685422024,0.0,0.0,294.87225998470336,211.89512542852862,0.0,0.0539842313435301,0.0,0.0,1.0104779883988537,0.0,-40.481491539344596,0.26597266579453,7.865247035811459,0.0030093583809116444,24.210423478614477,1.2370295250903676,0.0,0.0,85.65183432999376,0.27184172728319994,-402.5515018891353,7.525077609588335
