Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,9.948617266131158,0.19071399434690273,0.0,0.16581028776885265,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,9.372414133333333,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,On,9372.414133333334,20.000000000000057,1.0000000000000002,0.0,9.372414133333333,0.0,1,9372.414133333334,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,37.98092363822554,51.666666666666686,46.10666666666668,0.0,51.74062028894136,0.0,0.0,0.0,37.98092363822554,51.752879646398036,51.759009325126385,51.74062028894136,12.43753247303448,19.10905394477419,-0.3909460552258679,-2.8039101674303972,-0.8618775797735315,2.8,9.236100170605994,6720.865417698936,1981.7689631799883,1302.0010561508552,-1258.2744216773858,-0.0,-0.0,540.9943884346642,0.0,2.0,0.05920098697498031,0.0,0,1.1081253310625179,131.99922844444444,-59.785855725009924,0.22389600724064998,9.120808615258955,0.003014885407909509,-17.538638995402735,1.221980401853809,0,0,107.28613651332138,0.27184172728319994,1297.2915648880896,4.709491262765565
2025-01-01 00:01:00,9.948617266131158,0.19071399434690273,0.0,0.16581028776885265,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,9.372414133333333,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,On,9372.414133333334,20.000000000000057,1.0000000000000002,0.0,9.372414133333333,0.0,1,9372.414133333334,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,37.76729876991194,51.666666666666686,46.10666666666668,0.0,51.73718823943562,0.0,0.0,0.0,37.76729876991194,51.74968146373872,51.75592807589027,51.73718823943562,12.43753247303448,19.28945079667458,-0.21054920332547766,-2.611708738409788,-0.648292342469962,2.8,9.236100170605994,6693.050000070834,1978.842904076945,1226.4323968954836,-1278.6000533071312,-0.0,-0.0,540.9943884346642,0.0,2.0,0.059499165574634465,0.0,0,1.1137066444213164,131.99922844444444,-67.275641723366,0.2220304292542028,9.22710308166197,0.0030147637684404343,-18.140664669771937,1.224794050844721,0,0,104.36007741027802,0.27184172728319994,1221.6248281656462,4.8075687298374845
2025-01-01 00:02:00,9.948617266131158,0.19071399434690273,0.0,0.16581028776885265,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,9.372414133333333,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,On,9372.414133333334,20.000000000000057,1.0000000000000002,0.0,9.372414133333333,0.0,1,9372.414133333334,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,37.559899708925705,51.666666666666686,46.10666666666668,0.0,51.733775541123826,0.0,0.0,0.0,37.559899708925705,51.74650126935572,51.75286413347166,51.733775541123826,12.43753247303448,19.46451480733726,-0.03548519266279726,-2.423015525258611,-0.44798954185074846,2.8,9.236100170605994,6666.6116686917085,1976.221350267029,1155.6081127381315,-1298.4481988159644,-0.0,-0.0,540.9943884346642,0.0,2.0,0.05978803812554336,0.0,0,1.1191137669621296,131.99922844444444,-73.86582759365896,0.2196150916765772,9.306990079842503,0.003014638242641285,-18.722221185332117,1.2240613795934623,0,0,101.73852360036226,0.27184172728319994,1150.6636537391553,4.94445899897608
2025-01-01 00:03:00,9.948617266131158,0.19071399434690273,0.0,0.16581028776885265,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,9.372414133333333,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,On,9372.414133333334,20.000000000000057,1.0000000000000002,0.0,9.372414133333333,0.0,1,9372.414133333334,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,37.35843671648432,51.666666666666686,46.10666666666668,0.0,51.730381630897455,0.0,0.0,0.0,37.35843671648432,51.743338539005094,51.74981699305892,51.730381630897455,12.43753247303448,19.63449447225457,0.0,-2.237630133956728,-0.26012743545038125,2.8,9.236100170605994,6640.800773313458,1973.6628536716673,1089.1622716794705,-1317.835868121248,-0.0,-0.0,540.9943884346642,0.0,2.0,0.060068058142544414,0.0,0,1.1243551875853122,131.99922844444444,-80.28905366662558,0.21729755724699398,9.384590907887734,0.003014508615171608,-19.284217957299276,1.2233508312381394,0,0,99.18002700500058,0.27184172728319994,1084.1098379203374,5.052433759132946
2025-01-01 00:04:00,9.948617266131158,0.19071399434690273,0.0,0.16581028776885265,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,9.372414133333333,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,On,9372.414133333334,20.000000000000057,1.0000000000000002,0.0,9.372414133333333,0.0,1,9372.414133333334,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,37.162666015132494,51.666666666666686,46.10666666666668,0.0,51.72700597185026,0.0,0.0,0.0,37.162666015132494,51.74019277284037,51.74678617333543,51.72700597185026,12.43753247303448,19.799598808831526,0.0,-2.0553974987180452,-0.08392284407792286,2.8,9.236100170605994,6616.473876395839,1971.1967491334835,1026.8410458681424,-1336.776571815224,-0.0,-0.0,540.9943884346642,0.0,2.0,0.060339610372742866,0.0,0,1.1294381079953484,131.99922844444444,-85.67524689026803,0.21507222251952632,9.459362466218838,0.003014375019041618,-19.827486361933907,1.2226614578143118,0,0,96.71392246681665,0.27184172728319994,1021.685924203326,5.1551216648165035
2025-01-01 00:05:00,9.948617266131158,0.19071399434690273,0.0,0.16581028776885265,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,9.372414133333333,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,On,9372.414133333334,20.000000000000057,1.0000000000000002,0.0,9.372414133333333,0.0,1,9372.414133333334,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,36.9723198201115,51.666666666666686,46.10666666666668,0.0,51.72364804912249,0.0,0.0,0.0,36.9723198201115,51.737063491542315,51.743771212752236,51.72364804912249,12.43753247303448,19.960057488964505,0.0,-1.876187297587703,0.08138230983331052,2.8,9.236100170605994,6593.743777939773,1968.8240852813983,968.382340080066,-1355.2870950752804,-0.0,-0.0,540.9943884346642,0.0,2.0,0.060603110138942234,0.0,0,1.1343703022132923,131.99922844444444,-89.89482208627766,0.21293347497869788,9.53212209791139,0.003014237581839489,-20.35292122372975,1.2219922315303813,0,0,94.3412586147315,0.27184172728319994,963.1233488223015,5.258991257764552
2025-01-01 00:06:00,9.948617266131158,0.19071399434690273,0.0,0.16581028776885265,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,9.372414133333333,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,On,9372.414133333334,20.000000000000057,1.0000000000000002,0.0,9.372414133333333,0.0,1,9372.414133333334,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,36.78713795779659,51.666666666666686,46.10666666666668,0.0,51.720307372071225,0.0,0.0,0.0,36.78713795779659,51.733950238340526,51.74077167147518,51.720307372071225,12.43753247303448,20.116093665379164,0.0,-1.6998878227677507,0.23650457849732592,2.8,9.236100170605994,6571.9424248226005,1966.5443978691947,913.5328328052088,-1373.3843542406294,-0.0,-0.0,540.9943884346642,0.0,2.0,0.0608589587047421,0.0,0,1.13915928109972,131.99922844444444,-93.59891603810195,0.21087604359120884,9.603012210454366,0.0030140964252442786,-20.86138709732029,1.221342158075446,0,0,92.06157120252792,0.27184172728319994,908.168259177667,5.364573627541912
2025-01-01 00:07:00,0.5762031327978245,0.19071399434690273,0.0,0.009603385546630408,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,0.0,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,36.60690008482555,51.666666666666686,46.10666666666668,0.0,51.716983473581976,0.0,0.0,0.0,36.60690008482555,51.7308525783725,51.737787130767764,51.716983473581976,12.43753247303448,20.267896280012955,0.0,-1.5264011719708355,0.3821131831737587,2.8,9.236100170605994,-947.1580284273336,89.87225099004999,862.0544446865226,-1391.082092990288,-0.0,-0.0,540.9943884346642,0.0,2.0,0.06110749820079526,0.0,0,1.1438114486634534,131.99922844444444,-97.07032387170983,0.20889533342520478,9.671460961966968,0.0030139516652020176,-21.353623880457846,1.2207103913557458,0,0,89.87225099004999,0.27184172728319994,856.5835705836964,5.47087410282615
2025-01-01 00:08:00,0.5762031327978245,0.19071399434690273,0.0,0.009603385546630408,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,0.0,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,36.7487199499295,51.666666666666686,46.10666666666668,0.0,51.71367590646724,0.0,0.0,0.0,36.7487199499295,51.727770095329745,51.734817189761,51.71367590646724,12.43753247303448,20.14291591866469,0.0,-1.4239797571445798,0.5188314944941643,2.8,9.236100170605994,-928.7378019672362,88.82473814976105,813.725435493453,-1376.5048394574003,-0.0,-0.0,540.9943884346642,0.0,2.0,0.06090289989996817,0.0,0,1.1399817733248536,131.99922844444444,-93.22735094449997,0.21050594968591996,9.614753796278105,0.003013803412773924,-20.89665447805723,1.221230679583305,0,0,88.82473814976105,0.27184172728319994,808.1484418340686,5.57699365938431
2025-01-01 00:09:00,0.5762031327978245,0.19071399434690273,0.0,0.009603385546630408,0.003178566572448379,0.0,0.1575399384381506,0.0,0.36866319435967393,0.0,0.05,0.0,0.0,0.1761306610135694,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01858722587719298,0.0,On,0.005483679849706312,0.0,On,0.06673451635562565,0,On,0.06673451635562565,0.0,On,0.03027823430483709,0,On,0.1951984872027702,0.1463988654020776,On,0.05395163904464596,0,On,0.04959243965876499,0,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9372.414133333334,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5206.70136,Off,0.0,0.0,36.88629579504377,51.666666666666686,46.10666666666668,0.0,51.710355552302964,0.0,0.0,0.0,36.88629579504377,51.72467567034904,51.73183572937209,51.710355552302964,12.43753247303448,20.021571181969392,0.0,-1.3229659426257399,0.6472403570768597,2.8,9.236100170605994,-911.6098479971952,87.7420665264921,768.3393765950251,-1362.4101275340734,-0.0,-0.0,540.9943884346642,0.0,2.0,0.06070401832593839,0.0,0,1.1362591037998147,131.99922844444444,-90.19410889778588,0.21208303285259367,9.559197943526636,0.003013658394769868,-20.452462993802328,1.2217362580796753,0,0,87.7420665264921,0.27184172728319994,762.6570973922081,5.682279202816931
