Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Fireplace Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.24040267805793078,0.09299621018528025,0.19451410482337586,0.2404026780579308,0.09299621018528025,0.19451410482337583,0.021186292785723464,0.0,0.12782215450297654,0.07139423076923077,0.020000000000000004,0.0047564031298984516,0.1897577016934774,0.0,0.0,0.08716287685194692,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0035099780701754383,0.0,0.017676314715548026,0.0,0.011604985367047304,0.0,0.08290565617752652,0.06217924213314487,0.0047564031298984516,0.0,0.0,5208.19813076923,18.33333333333337,0.41565506588716844,0.0,5.5612500477198195,0.07139423076923077,0.45,5136.8039,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,21.649211707861625,51.66666666666668,46.10666666666668,0.0,50.39493506769511,0.0,0.0,0.0,21.649211707861625,48.72681620856361,50.39493506769511,47.89275677899787,12.43753247303448,18.047242351690464,-0.06467842948838462,6.847064033495976,0.5574117533607013,2.8,9.236100170605994,4276.458328032657,-1958.283854033962,296.98587893224953,-1076.7859086317574,0.0,0.0,278.9028830870806,0.0,1.0,0.05417485652896461,0.0,0.0,0.7010791134789744,65.99961422222222,-133.85677719189695,0.22374233432505458,8.412938313070603,0.0028092108616701575,-11.2281525635043,1.2301133573645555,0.38184453457453377,-2014.0058576898816,55.722003655919835,0.16417600539243143,483.18980622530387,-186.20392729305433
2025-01-01 01:00:00,0.20369050575751887,0.08192403385156342,0.18521594030387634,0.20369050575751885,0.08192403385156342,0.1852159403038763,0.011203290458820224,0.0,0.10373721529869863,0.06875,0.020000000000000004,0.0024863016360832813,0.18272963866779304,0.0,0.0,0.07609070051823008,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0032467297149122803,0.0,0.007956560743907944,0.0,0.0022829479410584864,0.0,0.0689755422231975,0.05173165666739811,0.0024863016360832813,0.0,0.0,5015.301903703704,18.33333333333337,0.4002604338172733,0.0,5.355277823730195,0.06875,0.43333333333333335,4946.551903703704,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,21.59119180446318,51.66666666666668,46.10666666666668,0.0,50.26601907571776,0.0,0.0,0.0,21.59119180446318,48.61759085992504,50.26601907571776,47.793376752028685,12.43753247303448,18.019677210514438,-0.06101245110304667,7.159440723886954,2.032620735151198,2.5,9.236100170605994,4029.4029714151643,-1717.7831855430277,-58.57426227012188,-1065.1572568769172,0.0,0.0,212.5449911763323,0.0,1.0,0.052623781139661846,0.0,0.0,0.6810065811541304,65.99961422222222,-133.2866665879547,0.22383408710272876,8.395990504356039,0.002805438401330969,-12.792964198110433,1.2302922069170925,0.29971739725218277,-1770.2901216122923,52.50693606926445,0.11579868275747922,95.51929163112827,-154.09355390125015
2025-01-01 02:00:00,0.19492502562586647,0.08129944298359339,0.16369935094228705,0.1949250256258665,0.08129944298359339,0.16369935094228705,0.011203290458820224,0.0,0.10290442747473857,0.060817307692307684,0.020000000000000004,0.0020539013515470587,0.16164544959074004,0.0,0.0,0.07546610965026004,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0032467297149122803,0.0,0.007956560743907944,0.0,0.0022829479410584864,0.0,0.0689755422231975,0.05173165666739811,0.0020539013515470587,0.0,0.0,4436.613222507122,18.33333333333337,0.35407653760758795,0.0,4.737361151761328,0.060817307692307684,0.38333333333333336,4375.795914814816,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,21.509140349439985,51.66666666666668,46.10666666666668,0.0,50.13766384947026,0.0,0.0,0.0,21.509140349439985,48.50875961375423,50.13766384947026,47.69430749589622,12.43753247303448,18.02663621626395,-0.06740388584444232,7.657569449839896,2.3152196162719902,1.6500000000000001,9.236100170605994,3399.3977185013046,-1581.689647911386,-227.9261725759672,-1117.0028492323252,0.0,0.0,205.37600176068267,0.0,1.0,0.05206904833876553,0.0,0.0,0.6738277604762727,65.99961422222222,-125.58865653417597,0.2235605400470668,8.396537815723743,0.002803139570033904,-1.8984449696654957,1.2302647163196605,0.20835776426065908,-1630.2385388544878,48.54889094310211,0.07729133985185131,-67.85506695379979,-160.07110562216744
2025-01-01 03:00:00,0.1992052004368592,0.08067485211562332,0.17732307670911954,0.1992052004368592,0.08067485211562332,0.1773230767091195,0.011027791555311452,0.0,0.10207163965077849,0.06610576923076923,0.020000000000000004,0.0016215010670108357,0.1757015756421087,0.0,0.0,0.07484151878228998,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.003071230811403509,0.0,0.007956560743907944,0.0,0.0022829479410584864,0.0,0.0689755422231975,0.05173165666739811,0.0016215010670108357,0.0,0.0,4822.405676638177,18.33333333333337,0.38486580174737817,0.0,5.149305599740573,0.06610576923076923,0.4166666666666667,4756.299907407407,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,21.405449159427086,51.66666666666668,46.10666666666668,0.0,50.00987901458236,0.0,0.0,0.0,21.405449159427086,48.40033253556536,50.00987901458236,47.59555929605687,12.43753247303448,18.064733128454076,-0.05096838033377278,7.519476440843884,2.133384601348649,1.6500000000000001,9.236100170605994,3756.1154921635093,-1854.980219790388,-217.14039656380197,-1140.795733665758,0.0,0.0,198.03151344152425,0.0,1.0,0.053089657653197966,0.0,0.0,0.6870355088528304,65.99961422222222,-123.52596425043349,0.2229348086999524,8.413231283231145,0.002802066850823011,-22.80480602588124,1.2301043882654945,0.25498186310095383,-1907.8586441297953,52.87842433940727,0.09741602916415003,-45.846683512160354,-171.29371305164162
2025-01-01 04:00:00,0.20630510492059143,0.08005026124765328,0.19851536585730664,0.20630510492059143,0.08005026124765328,0.19851536585730664,0.011027791555311452,0.0,0.10123885182681842,0.07403846153846153,0.020000000000000004,0.0017296011381448915,0.19678576471916173,0.0,0.0,0.07421692791431994,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.003071230811403509,0.0,0.007956560743907944,0.0,0.0022829479410584864,0.0,0.0689755422231975,0.05173165666739811,0.0017296011381448915,0.0,0.0,5401.094357834757,18.33333333333337,0.43104969795706355,0.0,5.767222271709442,0.07403846153846153,0.4666666666666667,5327.055896296296,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,21.352132111369198,51.66666666666668,46.10666666666668,0.0,49.88262232740757,0.0,0.0,0.0,21.352132111369198,48.29227134572486,49.88262232740757,47.49709585488351,12.43753247303448,18.031672521214514,-0.06703187110404348,7.2732633357611665,2.1455887652207504,0.55,9.236100170605994,4216.3928777386245,-1786.535098848302,-337.8526329938855,-1266.8949390360729,0.0,0.0,198.78277601548658,0.0,1.0,0.05495979204662917,0.0,0.0,0.7112369972671523,65.99961422222222,-116.58931707554702,0.22263850879550773,8.384234052738664,0.002793708997558202,3.559906561487259,1.2296731655331212,0.2297876404378236,-1842.5540154010112,56.0189165527091,0.09899143901792533,-168.3389973948865,-169.513635598999
2025-01-01 05:00:00,0.23574264118914742,0.08005026124765328,0.2760402592821026,0.23574264118914742,0.08005026124765328,0.2760402592821026,0.011378789362328997,0.0,0.10123885182681842,0.103125,0.020000000000000004,0.0019458012804130028,0.2740944580016896,0.0,0.0,0.07421692791431994,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0034222286184210525,0.0,0.007956560743907944,0.0,0.0022829479410584864,0.0,0.0689755422231975,0.05173165666739811,0.0019458012804130028,0.0,0.0,7522.952855555555,20.000000000000057,0.6003906507259099,0.0,8.032916735595295,0.103125,0.65,7419.827855555556,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,20.155467784354368,51.66666666666668,46.10666666666668,0.0,49.75878909613676,0.0,0.0,0.0,20.155467784354368,48.18727401140895,49.75878909613676,47.40151646904505,12.43753247303448,19.625199213140924,-0.09735343586066782,7.371825730203195,1.3740246918791381,-0.25000000000000006,9.236100170605994,6033.305277752947,-1906.0623694031938,-360.8410453405204,-1542.2024756194867,0.0,0.0,202.3018746183489,0.0,1.0,0.05889451862539529,0.0,0.0,0.7621564606190976,65.99961422222222,-149.7469768014709,0.2020633898082929,9.131578569595284,0.0028023135591689467,8.011204982037215,1.2223607874216111,0.20244445452777507,-1961.9666941091348,55.9043247059409,0.08427436950103563,-164.96780976292044,-195.87323557759993
2025-01-01 06:00:00,0.21933734871122412,0.08129944298359339,0.2277086186713846,0.21933734871122412,0.08129944298359339,0.2277086186713846,0.011817536621100926,0.0,0.10290442747473857,0.0846153846153846,0.020000000000000004,0.0028106018494854484,0.22489801682189914,0.0,0.0,0.07546610965026004,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0038609758771929823,0.0,0.007956560743907944,0.0,0.0022829479410584864,0.0,0.0689755422231975,0.05173165666739811,0.0028106018494854484,0.0,0.0,6172.679266096866,20.000000000000057,0.4926282262366441,0.0,6.5911111676679335,0.0846153846153846,0.5333333333333333,6088.063881481482,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,20.031943450766835,51.66666666666668,46.10666666666668,0.0,49.63891172566725,0.0,0.0,0.0,20.031943450766835,48.085839305941676,49.63891172566725,47.30930309607889,12.43753247303448,19.69848455086615,-0.058581750409744573,7.011681343647736,1.2219025713144744,0.3,9.236100170605994,4770.634594961741,-2059.392825021388,-300.0977664402437,-1488.0138973358873,0.0,0.0,217.0786007084201,0.0,1.0,0.05836298627982441,0.0,0.0,0.7552778780165024,65.99961422222222,-131.10937450765746,0.20066046745734265,9.158128145513068,0.0027958846407499633,-26.357417708609546,1.2220587251271993,0.24121939660699984,-2122.2205473308118,62.82772230942389,0.09295253277176876,-111.39172612814546,-188.7060403120982
2025-01-01 07:00:00,0.23935383465151613,0.08685192534088733,0.22143725614363866,0.2393538346515161,0.08685192534088733,0.22143725614363863,0.02417100502354575,0.0,0.11321167578181653,0.08197115384615385,0.020000000000000004,0.003567302347423839,0.2178699537962148,0.0,0.0,0.08101859200755399,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0035977275219298247,0.0,0.020573277501615927,0.0,0.005186886438411183,0.0,0.07471327638500264,0.056034957288751956,0.003567302347423839,0.0,0.0,5979.783039031338,20.000000000000057,0.47723359416674893,0.0,6.385138943678311,0.08197115384615385,0.5166666666666667,5897.811885185186,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,19.978960553664955,51.66666666666668,46.10666666666668,0.0,49.51960853972243,0.0,0.0,0.0,19.978960553664955,47.98481934094354,49.51960853972243,47.21742474155409,12.43753247303448,19.67202431682921,-0.06875078824862056,6.830360422472685,1.0613078838791827,-0.55,9.236100170605994,4515.565210771177,-2321.4832190479137,-412.69860273553695,-1597.455474099671,0.0,0.0,250.4260288120733,4.8084660682030655,1.0,0.059900597558669694,0.0,0.0,0.7751761707175042,65.99961422222222,-117.18838297256505,0.20072187933318225,9.141682865433522,0.0027921095031575023,9.059131609930464,1.2221720022645868,0.24458110283036827,-2387.464758643508,65.98153959559401,0.0995969491480649,-217.8214268726445,-194.87717586289247
2025-01-01 08:00:00,1.249029612864963,0.10673781364240371,0.2144091931179543,1.249029612864963,0.10673781364240371,0.21440919311795428,0.07978428483432598,0.9166775903703706,0.1532408145833434,0.07932692307692307,0.020000000000000004,0.003567302347423839,0.21084189077053045,0.0,0.0,0.10090448030907037,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.002720233004385965,0.0,0.07706405182994001,0.0,0.01870150750458288,0.0,0.10039500629639776,0.0752962547222983,0.003567302347423839,0.0,0.0,5786.886811965812,20.000000000000057,0.4618389620968538,0.0,6.179166719688689,0.07932692307692307,0.5,5707.559888888889,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,916.6775903703705,0.16666666666666666,21.617202459194594,51.66666666666668,46.10666666666668,0.0,50.84245127504797,0.06574876255404864,169.36040452018565,916.6775903703705,21.617202459194594,50.3431466695307,50.84477889679066,50.091166745029376,12.43753247303448,19.696202446444193,-0.06306871420008875,6.275974958257441,0.567766871916271,-1.4,9.236100170605994,4379.045068880558,-2573.8649886959247,-482.0930446886449,-1721.923357507864,0.0,0.0,344.2707263305828,344.1090701891508,1.0,0.061732088405582086,0.0,0.0,0.7988775713591781,65.99961422222222,-30.18911190797307,0.20123061714893362,9.167890351730437,0.0028020753476351782,64.19884737811677,1.222637812474439,0.26075376824932234,-2645.9762340326756,72.11124533675054,0.10919442675104572,-284.5600723269081,-197.53297236173682
2025-01-01 09:00:00,0.33382850247614765,0.10673781364240371,0.2072730300211359,0.33382850247614765,0.10673781364240371,0.2072730300211359,0.08071030428394514,0.0,0.1564355058845102,0.0766826923076923,0.020000000000000004,0.003459202276289783,0.2038138277448461,0.0,0.0,0.10090448030907037,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0021937362938596492,0.0,0.0785165679900855,0.0,0.021896198805749632,0.0,0.10039500629639776,0.0752962547222983,0.003459202276289783,0.0,0.0,5593.990584900284,20.000000000000057,0.44644433002695866,0.0,5.973194495699064,0.0766826923076923,0.48333333333333334,5517.307892592593,11415.119777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2972.9133511111113,0.0,0.0,21.800080707591754,51.66666666666668,46.10666666666668,0.0,51.399486217658215,0.09340386804246983,254.15427148129874,0.0,21.800080707591754,50.64649409573373,51.399615345795375,50.26986890663433,12.43753247303448,19.70859136517874,-0.05058770724218302,6.192192255729667,0.8182841846606929,-0.85,9.236100170605994,4426.173396667461,-2325.1468670622585,-391.16139943835697,-1649.348532599823,0.0,0.0,346.80738668344634,989.4703506249643,1.0,0.060732980582142625,0.0,0.0,0.7859480746884792,65.99961422222222,134.7239576835528,0.20308089271740304,9.2080162353488,0.0028288078763297657,121.89440344406033,1.2231797193725578,0.25755978721590395,-2396.869875444012,71.72300838175332,0.10627186078098923,-238.92371381412667,-152.2376856242303
