Metric,Value
Total Electric Energy (kWh),1424.666680917037
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.9787037234958846
Peak Electric Power (kW),10.669121170187626
Other Electric Energy (kWh),171.2035839650945
HVAC Heating Electric Energy (kWh),1064.1940299311389
Lighting Electric Energy (kWh),41.41541285354438
Water Heating Electric Energy (kWh),113.10365416725926
HVAC Cooling Electric Energy (kWh),34.75
Average Temperature - Indoor (C),18.868137851213945
Unmet Heating Load (C-hours),44.327273768934006
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
