Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.31632619550089,51.666666666666686,46.10666666666668,0.0,50.47677943005655,0.0,0.0,0.0,36.31632619550089,50.08090782153975,50.47677943005655,49.882972017281354,12.43753247303448,18.87887399502198,0.0,7.709319397482935,2.8,9.236100170605994,-429.7678768869532,-1691.3837786117551,-649.852021600278,-0.0,-0.0,203.8199434970798,0.0,1.0,0.031012815151191503,0.0,0.0,0.5770998290652893,65.99961422222222,16.264201216244928,0.21968651310784357,8.901486536214488,0.002915534016774208,-2.136260104646122,1.223016868367841,0.2675783395601506,-1711.9453406297973,20.561562018042206
2025-01-01 00:01:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.38247595650079,51.666666666666686,46.10666666666668,0.0,50.47129322158747,0.0,0.0,0.0,36.38247595650079,50.0758111294128,50.47129322158747,49.87807008332546,12.43753247303448,18.81691036402611,0.0,7.676672242793786,2.8,9.236100170605994,-426.67063176420993,-1679.006104346852,-646.0000378083998,-0.0,-1.30786004767636,203.8199434970798,0.0,1.0,0.030948253558283886,0.0,6.265631889365648e-05,0.5770643749053745,65.99961422222222,16.817322594786475,0.2211820461416623,8.895641173730498,0.0029155192999409216,-2.1314172332926473,1.2268497868707946,0.2675018233352923,-1700.0745517577059,21.06844741085392
2025-01-01 00:02:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.44626284923835,51.666666666666686,46.10666666666668,0.0,50.46579726821034,0.0,0.0,0.0,36.44626284923835,50.07070515372108,50.46579726821034,49.873159096476456,12.43753247303448,18.756968310965828,0.0,7.646494473915723,2.8,9.236100170605994,-422.2581273580354,-1667.6515340984258,-642.2824639557748,-0.0,-0.9263757270239042,203.8199434970798,0.0,1.0,0.030885741357639305,0.0,4.4547068790633345e-05,0.5755641362066748,65.99961422222222,17.13076882768342,0.22201150203342895,8.868356253712824,0.002915504662344519,-1.9864488069543664,1.2271017269271212,0.26743107522104564,-1689.1073209083722,21.455786809946396
2025-01-01 00:03:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.50781546642101,51.666666666666686,46.10666666666668,0.0,50.46029192122508,0.0,0.0,0.0,36.50781546642101,50.06559022607337,50.46029192122508,49.86823937849752,12.43753247303448,18.69893764310028,0.0,7.61852922489789,2.8,9.236100170605994,-417.9622222670664,-1657.1159345354245,-638.691629134947,-0.0,-0.5574870523920669,203.8199434970798,0.0,1.0,0.03082516899831572,0.0,2.6905993159223743e-05,0.5741087069035595,65.99961422222222,17.46695042319275,0.22281788245115236,8.841423783163494,0.0029154910231256924,-1.845872533871616,1.2273457315159555,0.2673654973786099,-1678.9490287643387,21.83309422891423
2025-01-01 00:04:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.56728305060882,51.666666666666686,46.10666666666668,0.0,50.45477751281429,0.0,0.0,0.0,36.56728305060882,50.06046666003152,50.45477751281429,49.86331123364014,12.43753247303448,18.64269040119691,0.0,7.592564968377,2.8,9.236100170605994,-413.2987287716735,-1647.3327094881024,-635.2188534312863,-0.0,-0.20034042235397354,203.8199434970798,0.0,1.0,0.030766407811705747,0.0,9.703356728183876e-06,0.5726951393483928,65.99961422222222,18.300521584886965,0.22360266658088085,8.8147806853915,0.002915478351641727,-1.7094023746702856,1.2275823294592672,0.26730459741322704,-1669.5217802974564,22.189070809353968
2025-01-01 00:05:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.624767906031366,51.666666666666686,46.10666666666668,0.0,50.449254352974236,0.0,0.0,0.0,36.624767906031366,50.055334748212445,50.449254352974236,49.85837494583155,12.43753247303448,18.588138948341893,0.0,7.568418765344575,2.8,9.236100170605994,-408.57778966181763,-1638.2356902048887,-631.8580299067023,-0.0,-0.0,203.8199434970798,0.0,1.0,0.03070937072311037,0.0,0.0,0.571453204380535,65.99961422222222,19.460296747804854,0.22436680254117058,8.789696167452323,0.0029154666192552172,-1.5894486821034544,1.2278118809846423,0.2672479492942579,-1660.758262123675,22.522571918786383
2025-01-01 00:06:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.680368336427584,51.666666666666686,46.10666666666668,0.0,50.44372273649167,0.0,0.0,0.0,36.680368336427584,50.050194768875514,50.44372273649167,49.85343078506743,12.43753247303448,18.535199071749314,0.0,7.545931372704141,2.8,9.236100170605994,-404.11474317172735,-1629.7667946735353,-628.6033278176468,-0.0,-0.0,203.8199434970798,0.0,1.0,0.030653973823973567,0.0,0.0,0.5704223550085339,65.99961422222222,20.668641148839654,0.22511120882779448,8.764812746077485,0.002915455712203653,-1.4897728159890657,1.228034732766475,0.26719518202114895,-1652.5999248072003,22.83313013366506
2025-01-01 00:07:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.73418378572987,51.666666666666686,46.10666666666668,0.0,50.43818294353862,0.0,0.0,0.0,36.73418378572987,50.04504698648398,50.43818294353862,49.84847900795667,12.43753247303448,18.483785564579012,0.0,7.524962700693712,2.8,9.236100170605994,-399.7941273069837,-1621.8742591150449,-625.4489164397494,-0.0,-0.0,203.8199434970798,0.0,1.0,0.03060013177645366,0.0,0.0,0.5694204389854711,65.99961422222222,21.834845635685824,0.22583683938020443,8.740741740140368,0.002915445490999037,-1.3929352201473957,1.2282512364239704,0.2671459690763346,-1644.9953020534367,23.121042938391867
2025-01-01 00:08:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.786299584776906,51.666666666666686,46.10666666666668,0.0,50.43263523950308,0.0,0.0,0.0,36.786299584776906,50.03989165154501,50.43263523950308,49.84351985756598,12.43753247303448,18.433825336364265,0.0,7.5053882430897065,2.8,9.236100170605994,-395.6350703509712,-1614.5116481240884,-622.3897646691352,-0.0,-0.0,203.8199434970798,0.0,1.0,0.03054777157266442,0.0,0.0,0.5684460977491376,65.99961422222222,22.93475082108413,0.22654450783978614,8.718094853997062,0.002915435935873509,-1.298803515649811,1.2284616931485828,0.2671000201344598,-1637.8986905254549,23.387042401366344
2025-01-01 00:09:00,0.19398033521221708,0.11031519255939101,0.0,0.0032330055868702847,0.0018385865426565169,0.0,0.013032800649549686,0.0,0.1309475345626674,0.0,0.05,0.0,0.0,0.09573185922605768,0.0,0.01458333333333334,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008377839026742669,0,On,0.0033050555945904336,0,On,0.08800008481942125,0.06600006361456591,On,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,6066.865071111111,Off,0.0,19.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3792.3401777777776,Off,0.0,0.0,36.83679483189806,51.666666666666686,46.10666666666668,0.0,50.427079877086854,0.0,0.0,0.0,36.83679483189806,50.03472900259026,50.427079877086854,49.83855356534197,12.43753247303448,18.385250641324244,0.0,7.487096364025097,2.8,9.236100170605994,-391.62996958268184,-1607.6370395191182,-619.4212176215553,-0.0,-0.0,203.8199434970798,0.0,1.0,0.03049682549369578,0.0,0.0,0.5674980711568719,65.99961422222222,23.971304541793657,0.22723497108866403,8.69488390297835,0.002915427027990097,-1.2072548695133303,1.2286663822106216,0.2670570747625106,-1631.2691460391634,23.632106520045124
