Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.19045648459380787,0.13027955287515938,0.0,0.003174274743230131,0.0021713258812526563,0.0,0.011989836019532667,0.1784666485742752,0.0,0.0,0.0,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14023.452666666666,Off,0.0,0,85.88418257374866,51.666666666666686,46.10666666666668,0.0,51.13915617631822,0.0,0.0,0.0,134.19403527148228,51.176552152990894,51.19525014132724,51.13915617631822,12.43753247303448,19.021186436844253,0.0,8.967153942239257,-0.995382522033179,-2.655708930917097,2.8,9.236100170605994,-1160.867394108106,-3077.857011151054,1803.7565417106441,1462.7331101073103,-1337.6992407444118,-0.0,-0.0,246.75120641479225,0.0,1.0,0.06327879680324239,0.0,0,0.8188935902601681,65.99961422222222,-69.91935977848655,0.20571351935249343,8.782202885962771,0.002753751955704956,-25.97204821009365,1.2225404898826526,0.38897674762539247,-3126.2671118826174,48.410100731563965,0.3624556363775999,1792.7843932863295,10.972148424314728,0.22846339098589286,1624.3718796163262,-161.63876950901587
2025-01-01 00:01:00,0.19045648459380787,0.13027955287515938,0.0,0.003174274743230131,0.0021713258812526563,0.0,0.011989836019532667,0.1784666485742752,0.0,0.0,0.0,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14023.452666666666,Off,0.0,0,86.136589662946,51.666666666666686,46.10666666666668,0.0,51.12487556315654,0.0,0.0,0.0,134.5884213483531,51.16317080478504,51.1823184255993,51.12487556315654,12.43753247303448,18.913275852493083,-0.031168591951374225,8.888935540422873,-0.7119478382511769,-2.583198119834087,2.8,9.236100170605994,-1145.6047292517308,-3034.9248934509246,1669.3310380383957,1433.258983373371,-1324.8742389642605,-0.0,-0.0,246.75120641479225,0.0,1.0,0.06309183540830283,0.0,0,0.8164741149275674,65.99961422222222,-67.4816967022627,0.20769994178604656,8.754979801042502,0.002753627476977508,-25.710384199215202,1.2265648008608667,0.38871594680128824,-3084.5469570458426,49.62206359491802,0.3624556363775999,1658.901372365368,10.429665673028044,0.22795142711830899,1599.1909781209235,-165.9319947475526
2025-01-01 00:02:00,0.19045648459380787,0.13027955287515938,0.0,0.003174274743230131,0.0021713258812526563,0.0,0.011989836019532667,0.1784666485742752,0.0,0.0,0.0,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14023.452666666666,Off,0.0,0,86.38077650004927,51.666666666666686,46.10666666666668,0.0,51.1105533632451,0.0,0.0,0.0,134.96996328132698,51.1497501298132,51.169348513097255,51.1105533632451,12.43753247303448,18.80840343499556,-0.13604100944889552,8.815674801601777,-0.4509749701729757,-2.5134029739909294,2.8,9.236100170605994,-1130.941462231147,-2994.76693937462,1545.606436933748,1407.1043172955074,-1312.4571305702,-0.0,-0.0,246.75120641479225,0.0,1.0,0.06290996654023226,0.0,0,0.8141205422009248,65.99961422222222,-65.2355380757394,0.20905634410462184,8.706145416671468,0.002753504656647431,-25.45564304493583,1.2270054779169022,0.3884715173415801,-3045.5180987115464,50.75115933692618,0.3624556363775999,1535.6283999454142,9.978036988333955,0.22745754884962024,1575.0370025132117,-167.93268521770426
2025-01-01 00:03:00,0.19045648459380787,0.13027955287515938,0.0,0.003174274743230131,0.0021713258812526563,0.0,0.011989836019532667,0.1784666485742752,0.0,0.0,0.0,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14023.452666666666,Off,0.0,0,86.61710600670628,51.666666666666686,46.10666666666668,0.0,51.09619094625984,0.0,0.0,0.0,135.33922813547855,51.13629140884736,51.15634164014113,51.09619094625984,12.43753247303448,18.70643459427809,-0.23800985016636744,8.747023694836633,-0.21063154402166487,-2.4459112770368496,2.8,9.236100170605994,-1116.881595283438,-2957.189301521493,1431.667559768709,1381.9896835589154,-1300.428126329597,-0.0,-0.0,246.75120641479225,0.0,1.0,0.06273297130821606,0.0,0,0.8118300394049353,65.99961422222222,-63.20467536863325,0.21038459736743212,8.658144575659982,0.002753383096907599,-25.20745970686797,1.2274342593059708,0.3882423279366471,-3008.9862500227623,51.79694850126942,0.3624556363775999,1422.0999371536814,9.56762261502753,0.22697894804039018,1551.7586394322343,-169.76895587331882
2025-01-01 00:04:00,0.7138158595938078,0.13027955287515938,0.5172972972972972,0.01189693099323013,0.0021713258812526563,0.00862162162162162,0.011989836019532667,0.1784666485742752,0.523359375,0.0,0.5172972972972972,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,On,10486.073053543543,19.444444444444457,0.9250000000000002,4060.738988123123,15.160489369369367,0.523359375,1,14023.452666666666,14023.452666666666,Off,0.0,0,86.84592059591691,51.666666666666686,46.10666666666668,0.0,51.08178962141118,0.0,0.0,0.0,135.69675093112016,51.122795866113826,51.14329898846515,51.08178962141118,12.43753247303448,18.60724236190155,-0.3372020825429054,8.682664145153987,0.010759881256235282,-2.380463916103712,2.8,9.236100170605994,9383.276045105154,1138.7286274719313,1326.7209511889666,1358.3828187936142,-1288.7686601199437,-0.0,-0.0,246.75120641479225,0.0,1.0,0.06256064281594317,0.0,0,0.8095999290856721,65.99961422222222,-60.779554733237525,0.21168564442584,8.611596558230701,0.00275326276438201,-24.965558155559382,1.2278516541211695,0.3880273428081041,-2974.774403204796,52.76404255360412,0.3624556363775999,1317.5236290367823,9.197322152184398,0.22651387838747106,1529.2592676757772,-170.87644888216292
2025-01-01 00:05:00,0.7138158595938078,0.13027955287515938,0.5172972972972972,0.01189693099323013,0.0021713258812526563,0.00862162162162162,0.011989836019532667,0.1784666485742752,0.523359375,0.0,0.5172972972972972,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,On,10486.073053543543,19.444444444444457,0.9250000000000002,4060.738988123123,15.160489369369367,0.523359375,1,14023.452666666666,14023.452666666666,Off,0.0,0,86.3649115278523,51.666666666666686,46.10666666666668,0.0,51.067350640860425,0.0,0.0,0.0,134.9451742622692,51.10926467248857,51.13022168830265,51.067350640860425,12.43753247303448,18.773764501275377,-0.17067994316908042,8.824794992590602,0.21473982032660355,-2.3168093503843465,2.8,9.236100170605994,9356.412570228018,1060.7467727188323,1230.0353206170228,1336.0146453273287,-1308.3659601967822,-0.0,-0.0,246.75120641479225,0.0,1.0,0.06284985892872785,0.0,0,0.8133426870539652,65.99961422222222,-68.04572953353471,0.20948227076281262,8.6891784416724,0.0027531436271319245,-25.307458539554478,1.227151338656773,0.3885019546175974,-3050.374303109243,50.38208770495206,0.3624556363775999,1221.171799099769,8.863521517253663,0.2260606305352486,1507.4462030874488,-171.43155776011997
2025-01-01 00:06:00,0.7138158595938078,0.13027955287515938,0.5172972972972972,0.01189693099323013,0.0021713258812526563,0.00862162162162162,0.011989836019532667,0.1784666485742752,0.523359375,0.0,0.5172972972972972,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,On,10486.073053543543,19.444444444444457,0.9250000000000002,4060.738988123123,15.160489369369367,0.523359375,1,14023.452666666666,14023.452666666666,Off,0.0,0,85.89882344026452,51.666666666666686,46.10666666666668,0.0,51.05299218325212,0.0,0.0,0.0,134.2169116254133,51.095808423394864,51.117216543466235,51.05299218325212,12.43753247303448,18.934775527092537,-0.009668917351920214,8.957341397804871,0.40272270157191753,-2.254736777834602,2.8,9.236100170605994,9331.142032977641,988.1198837658967,1140.9393648294076,1314.7219255132886,-1327.4255463804773,-0.0,-0.0,246.75120641479225,0.0,1.0,0.0631290991157717,0.0,0,0.8169563461446127,65.99961422222222,-74.25668060021766,0.20737585733641106,8.764220059386284,0.0027530227893903876,-25.63619190731878,1.2264749638944012,0.38894403960195284,-3121.030454234787,48.411349877560454,0.3624556363775999,1132.3763288816422,8.563035947765567,0.22561777028031868,1486.2418965509617,-171.51997103767297
2025-01-01 00:07:00,0.7138158595938078,0.13027955287515938,0.5172972972972972,0.01189693099323013,0.0021713258812526563,0.00862162162162162,0.011989836019532667,0.1784666485742752,0.523359375,0.0,0.5172972972972972,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,On,10486.073053543543,19.444444444444457,0.9250000000000002,4060.738988123123,15.160489369369367,0.523359375,1,14023.452666666666,14023.452666666666,Off,0.0,0,85.44663171509522,51.666666666666686,46.10666666666668,0.0,51.038711761704626,0.0,0.0,0.0,133.5103620548363,51.08242479404099,51.104281310209174,51.038711761704626,12.43753247303448,19.090656714602417,0.0,9.08115348761773,0.5760072479167638,-2.194067103430366,2.8,9.236100170605994,9306.486208346354,920.1042592999729,1058.8167001668767,1294.3616154650258,-1345.9814869636723,-0.0,-0.0,246.75120641479225,0.0,1.0,0.0633990634643627,0.0,0,0.8204499662168673,65.99961422222222,-80.35656464830905,0.2053587832891886,8.836263216472862,0.002752900314511759,-25.952662426091454,1.2258208526670975,0.38935653940081405,-3187.164880149316,46.530151326165964,0.3624556363775999,1050.5237544754343,8.292945691442466,0.22518407743169067,1465.5805883246346,-171.2189728596089
2025-01-01 00:08:00,0.7138158595938078,0.13027955287515938,0.5172972972972972,0.01189693099323013,0.0021713258812526563,0.00862162162162162,0.011989836019532667,0.1784666485742752,0.523359375,0.0,0.5172972972972972,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,On,10486.073053543543,19.444444444444457,0.9250000000000002,4060.738988123123,15.160489369369367,0.523359375,1,14023.452666666666,14023.452666666666,Off,0.0,0,85.00755019465306,51.666666666666686,46.10666666666668,0.0,51.02450706000233,0.0,0.0,0.0,132.82429717914542,51.069111619277805,51.091413898915555,51.02450706000233,12.43753247303448,19.241700222224278,0.0,9.19694074671427,0.7357859829028675,-2.1346487710193878,2.8,9.236100170605994,9282.519076207891,856.380259662511,983.1013540287643,1274.8110793624955,-1364.058552064268,-0.0,-0.0,246.75120641479225,0.0,1.0,0.06366029331365042,0.0,0,0.8238305527635978,65.99961422222222,-86.2466316861767,0.20342490787808082,8.90617270857776,0.0027527762615595754,-26.257572336644447,1.2251877106840006,0.3897419081337778,-3249.1299914252827,44.77126296467118,0.3624556363775999,975.0507762448583,8.050577783905995,0.22475851857496792,1445.4066868838297,-170.59560752133422
2025-01-01 00:09:00,0.7138158595938078,0.13027955287515938,0.5172972972972972,0.01189693099323013,0.0021713258812526563,0.00862162162162162,0.011989836019532667,0.1784666485742752,0.523359375,0.0,0.5172972972972972,0.0,0.13027955287515938,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.0003591651424095072,0.0,On,0.008120692806947723,0,On,0.004760578074062633,0,On,0.13864132001768337,0.1039809900132625,On,0,0,Off,On,10486.073053543543,19.444444444444457,0.9250000000000002,4060.738988123123,15.160489369369367,0.523359375,1,14023.452666666666,14023.452666666666,Off,0.0,0,84.58090176122543,51.666666666666686,46.10666666666668,0.0,51.01037589288932,0.0,0.0,0.0,132.15765900191474,51.05586685644498,51.078612338222804,51.01037589288932,12.43753247303448,19.388157507694316,0.0,9.30532210937629,0.8831539542485562,-2.0763539678877314,2.8,9.236100170605994,9259.25003827613,796.6362823329068,913.2736237170441,1255.9655918218339,-1381.6776917960003,-0.0,-0.0,246.75120641479225,0.0,1.0,0.0639132560693317,0.0,0,0.8271041545017289,65.99961422222222,-91.89652988620495,0.20156887653816086,8.974107855609084,0.002752650686286922,-26.55152947866812,1.2245744214013128,0.39010228325867596,-3307.23419417318,43.131488382964136,0.3624556363775999,905.4401381694933,7.833485547550807,0.2243402220208512,1425.6733130771677,-169.70772125533387
