Metric,Value
Total Electric Energy (kWh),33.32333890529576
Total Gas Energy (therms),0.2864865915615706
Average Electric Power (kW),1.3884724543873237
Peak Electric Power (kW),6.409643354459229
Lighting Electric Energy (kWh),1.1992776664243474
Other Electric Energy (kWh),12.068106088871419
HVAC Heating Electric Energy (kWh),20.055955150000003
Water Heating Gas Energy (therms),0.2864865915615706
Average Temperature - Indoor (C),16.81460142154078
Unmet Heating Load (C-hours),1.435750853514179
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),20.055955150000003
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),1.0
Total Hot Water Unmet Demand (kWh),0.0
