Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.38315613964316064,0.25270400703212614,0.0,0.38315613964316064,0.25270400703212614,0.0,0.015993637783312854,0.3671625018598478,0.0,0.0,0.0,0.25270400703212614,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0025193987573099413,0.0,0.006737119513001456,0.0,0.006737119513001456,0.0,0.030223825817012794,0.0,0.30012068803617936,0.22509051602713445,0.0,0.0,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,5077.457,0.0,0.0,89.96806380914124,51.66666666666668,46.10666666666668,0.0,49.563929000402126,0.0,0.0,0.0,140.57509970178316,49.59694098071721,49.613446970874755,49.563929000402126,12.43753247303448,16.065251622108047,-0.007004983366788231,0.5863580313973936,-0.35057385989391027,2.8,9.236100170605994,-111.02598888717672,0.06257189074354415,128.1356132731442,-585.8207474601237,0.0,0.0,494.1469199250725,0.0,2.0,0.033779852780228,0.0,0.0,1.693425581311091,131.99922844444444,-19.3521613521255,0.31372035006023224,8.238027609915141,0.003466432301188023,-10.550559020274031,1.238074867908317,0.0,0.0,31.51204722109655,0.03960245963642352,163.53538059136216,-35.39976731821794
2025-01-01 01:00:00,1.1945474775242717,0.2443720063422426,0.0,1.1945474775242717,0.24437200634224257,0.0,0.011279988936155933,0.3370246552547822,0.8462428333333335,0.0,0.0,0.2443720063422426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0023304438505116955,0.0,0.004474772542822119,0.0,0.004474772542822119,0.0,0.0111953134651253,0.0,0.28993180348316766,0.2174488526123757,0.0,0.0,846.2428333333335,15.000000000000057,0.16666666666666663,0.0,0.8462428333333335,0.0,0.16666666666666666,846.2428333333335,5077.457,0.0,0.0,90.50061154633127,51.66666666666668,46.10666666666668,0.0,48.42677466829809,0.0,0.0,0.0,141.4072055411426,48.45999299550872,48.476602159114044,48.42677466829809,12.43753247303448,14.729819260358768,-0.05944110342613573,2.52502721978972,1.3106300538498552,2.5,9.236100170605994,651.5678204338179,-747.5562367065736,20.489449504074305,-463.7431856059031,0.0,0.0,460.00864639156083,0.0,2.0,0.029159254672399208,0.0,0.0,1.4617893131585307,131.99922844444444,-21.69190701850653,0.34031431094556813,7.600230269855004,0.003462145730985107,7.196553553169541,1.2438596579869494,0.0,0.0,25.914648716501997,0.029032675924503936,49.77016422772672,-29.280714723652412
2025-01-01 02:00:00,1.2782513111574387,0.2436816690671178,0.0,1.2782513111574385,0.2436816690671178,0.0,0.011279988936155933,0.33610420555461584,0.9308671166666668,0.0,0.0,0.2436816690671178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0023304438505116955,0.0,0.004474772542822119,0.0,0.004474772542822119,0.0,0.0111953134651253,0.0,0.28993180348316766,0.2174488526123757,0.0,0.0,930.8671166666667,15.000000000000057,0.1833333333333333,0.0,0.9308671166666668,0.0,0.18333333333333332,930.8671166666667,5077.457,0.0,0.0,87.61754832657138,51.66666666666668,46.10666666666668,0.0,47.31696159366288,0.0,0.0,0.0,136.90241926026778,47.34953401966236,47.3658202326621,47.31696159366288,12.43753247303448,14.69388445827107,-0.05725159150563828,1.6847772274538475,1.2783817741383634,1.6500000000000001,9.236100170605994,733.9804818983271,-993.3306129781084,-15.751035957503625,-443.7149650755372,0.0,0.0,459.08819669139444,0.0,2.0,0.02596730702235834,0.0,0.0,1.3017730502117346,131.99922844444444,-26.086443050863508,0.34294028436790125,7.605307010199126,0.003481004851163376,22.107306933268077,1.2440006402027348,0.0,0.0,29.74013846910983,0.01749065114135297,13.160303383061231,-28.911339340564854
2025-01-01 03:00:00,1.0233320415194067,0.242991331791993,0.03871440426507711,1.0233320415194067,0.24299133179199298,0.03871440426507711,0.011154018998290436,0.33518375585444943,0.6769942666666667,0.03871440426507711,0.0,0.242991331791993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.002204473912646199,0.0,0.004474772542822119,0.0,0.004474772542822119,0.0,0.0111953134651253,0.0,0.28993180348316766,0.2174488526123757,0.0,0.0,676.9942666666667,15.000000000000057,0.13333333333333333,0.0,0.6769942666666667,0.0,0.13333333333333333,676.9942666666667,5077.457,879.2133333333333,0.0,89.98365072105656,51.66666666666668,46.10666666666668,0.0,48.23400545677695,0.0,0.0,879.2133333333333,140.59945425165085,48.25558710965273,48.26637793609062,48.23400545677695,12.43753247303448,14.775119848943195,-0.048011911824919845,1.5347559750996216,1.1026188573708093,1.6500000000000001,9.236100170605994,493.742771830593,-616.211905849124,10.730017670558896,-477.2156119583976,0.0,0.0,458.0417770533625,0.0,2.0,0.027838913915126554,0.0,0.0,1.3955990064997084,131.99922844444444,-28.67880659770535,0.34312724731051586,7.6683706127887605,0.0035011341866749367,3.667125362650666,1.2436348671726223,0.0,0.0,29.126285226056325,0.022574855054298255,41.66182751011172,-30.931809839552823
2025-01-01 04:00:00,1.5301572918192403,0.2423009945168682,0.0,1.5301572918192403,0.2423009945168682,0.0,0.011154018998290436,0.334263306154283,1.1847399666666667,0.0,0.0,0.2423009945168682,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.002204473912646199,0.0,0.004474772542822119,0.0,0.004474772542822119,0.0,0.0111953134651253,0.0,0.28993180348316766,0.2174488526123757,0.0,0.0,1184.7399666666668,15.000000000000057,0.2333333333333333,0.0,1.1847399666666667,0.0,0.23333333333333334,1184.7399666666668,5077.457,0.0,0.0,100.12646773682427,51.66666666666668,46.10666666666668,0.0,52.041527412957535,0.0,0.0,0.0,156.44760583878795,52.073742814218264,52.08985051484864,52.041527412957535,12.43753247303448,14.756086277598335,-0.053894290077216515,0.6244462533122693,1.0370140686799152,0.55,9.236100170605994,843.2530225550346,-1544.16389547598,-24.801517474771778,-532.7884713885585,0.0,0.0,457.12132735319614,0.0,2.0,0.028622604780116814,0.0,0.0,1.434886393784922,131.99922844444444,-28.87180674293648,0.3430323487376628,7.651279431592352,0.003497455563281598,14.125796725359958,1.243136077373704,0.0,0.0,34.654439062262604,0.020842316291548254,4.508962402737143,-29.310479877508914
2025-01-01 05:00:00,1.5304092316949713,0.2423009945168682,0.0,1.5304092316949713,0.2423009945168682,0.0,0.01140595887402143,0.334263306154283,1.1847399666666667,0.0,0.0,0.2423009945168682,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0024564137883771927,0.0,0.004474772542822119,0.0,0.004474772542822119,0.0,0.0111953134651253,0.0,0.28993180348316766,0.2174488526123757,0.0,0.0,1184.7399666666668,15.000000000000057,0.2333333333333333,0.0,1.1847399666666667,0.0,0.23333333333333334,1184.7399666666668,5077.457,0.0,0.0,96.76483844426677,51.66666666666668,46.10666666666668,0.0,50.81357883911905,0.0,0.0,0.0,151.1950600691668,50.84605584896856,50.86229435389331,50.81357883911905,12.43753247303448,14.781255456883864,-0.05065693267923219,-0.410255992125764,-0.09639102156678162,-0.25000000000000006,9.236100170605994,817.0963791235341,-847.8852843321822,-27.06339948861908,-558.8018622752965,0.0,0.0,457.37326722892715,0.0,2.0,0.028243482311639166,0.0,0.0,1.4158805179823597,131.99922844444444,-29.26699916342996,0.3454214886949985,7.697564169256749,0.003529487330615001,17.9531953797994,1.2423797811263755,0.0,0.0,36.542587161310585,0.016110296973477264,6.365886278419473,-33.42928576703856
2025-01-01 06:00:00,1.4339317594720737,0.26950855681066954,0.03871440426507711,1.4339317594720737,0.2695085568106695,0.03871440426507711,0.03237472737221811,0.38606563209985545,1.0154914000000002,0.03871440426507711,0.0,0.26950855681066954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0027713386330409356,0.0,0.014801694369588586,0.0,0.014801694369588586,0.0,0.026720889685629252,0.0,0.32436765380790333,0.2432757403559274,0.0,0.0,1015.4914000000001,15.000000000000057,0.19999999999999998,0.0,1.0154914000000002,0.0,0.2,1015.4914000000001,5077.457,879.2133333333333,0.0,94.93827182867297,51.66666666666668,46.10666666666668,0.0,50.82140488524333,0.34902300722624174,923.1086430777664,879.2133333333333,148.3410497323015,50.14055648590548,50.83734380695758,49.78419336452232,12.43753247303448,14.774971837269703,-0.04803056550653286,0.327786441935818,-0.2420156047973546,0.3,9.236100170605994,769.0875471991237,-1092.9248813333295,-14.287787889452106,-539.9226389754562,0.0,0.0,527.7338521499647,0.0,2.0,0.02837951186241946,0.0,0.0,1.42269984672853,131.99922844444444,-31.116785975384907,0.3457757220443852,7.697259231221298,0.003531783656616578,-0.14056998383046515,1.2424050700336409,0.0,0.0,34.212667094916924,0.021032580765808953,15.793891005515237,-30.081678894967343
2025-01-01 07:00:00,1.4842405608964824,0.28791369669000194,0.030971523412061684,1.4842405608964826,0.2879136966900019,0.030971523412061684,0.04546940251901047,0.4232797583774719,1.0154914000000002,0.030971523412061684,0.0,0.28791369669000194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.00258238372624269,0.0,0.02144350939638389,0.0,0.02144350939638389,0.0,0.039394829457469215,0.0,0.34706694091334706,0.26030020568501017,0.0,0.0,1015.4914000000001,15.000000000000057,0.19999999999999998,0.0,1.0154914000000002,0.0,0.2,1015.4914000000001,5077.457,703.3706666666666,0.0,94.09176875394222,51.66666666666668,46.10666666666668,0.0,51.49868903690253,0.14403958296634758,395.79619619222376,703.3706666666666,147.0183886780347,49.75101608385805,51.49868903690253,48.87717960733581,12.43753247303448,14.755999672176236,-0.04828190506390942,-0.514036674462276,-0.5109934001121628,-0.55,9.236100170605994,766.7402947899926,-1324.8787871935142,-32.5761264635633,-591.4768292880435,0.0,0.0,576.4537034769926,1.1597194836221858,2.0,0.02926765741535534,0.0,0.0,1.4672236760375086,131.99922844444444,-30.62969939895636,0.34677648619804224,7.695278118938638,0.0035377819116553257,13.317810264376494,1.2424823442339488,0.0,0.0,37.850854425386665,0.020870194302320014,-2.0849986653042216,-30.491127798259075
2025-01-01 08:00:00,1.8472299441902513,0.29527839821346025,0.030971523412061684,1.8472299441902513,0.29527839821346025,0.030971523412061684,0.0495276258892522,0.44371378496766567,1.3539885333333335,0.030971523412061684,0.0,0.29527839821346025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0019525340369152045,0.0,0.0237875459261685,0.0,0.0237875459261685,0.0,0.05000925401638519,0.0,0.3559660932444585,0.26697456993334373,0.0,0.0,1353.9885333333334,15.000000000000057,0.26666666666666666,0.0,1.3539885333333335,0.0,0.26666666666666666,1353.9885333333334,5077.457,703.3706666666666,0.0,95.53501597021713,51.66666666666668,46.10666666666668,0.0,51.5550509608921,0.1837276711377052,498.97764490690065,703.3706666666666,149.27346245346428,50.26659696969911,51.5550509608921,49.62236997410262,12.43753247303448,14.713118421898008,-0.0608230640668545,-1.3676519753334162,-1.070071458922824,-1.4,9.236100170605994,968.2620281873948,-1354.9325943921722,-39.48285901975199,-651.2386830090894,0.0,0.0,550.8233021075836,84.32112322873083,1.25,0.030562737502000805,0.0,0.0,1.5321476341980278,82.49951777777778,-14.513417577766123,0.34855170920019085,7.686088825236039,0.0035443610476843536,-1.4250547930121429,1.243246363851793,0.0,0.0,40.844957346811256,0.02245080895157824,-9.888437890167904,-29.59442112958408
2025-01-01 09:00:00,3.395863923964079,0.2457526808924922,0.0,3.395863923964079,0.24575268089249216,0.0,0.01052416930896295,0.338865554655115,3.0464742000000005,0.0,0.0,0.2457526808924922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0015746242233187133,0.0,0.004474772542822119,0.0,0.004474772542822119,0.0,0.0111953134651253,0.0,0.28993180348316766,0.2174488526123757,0.0,0.0,3046.4742,18.33333333333337,0.6,0.0,3.0464742000000005,0.0,0.6,3046.4742,5077.457,0.0,0.0,86.28888539877127,51.66666666666668,46.10666666666668,0.0,50.683344434074904,0.0,0.0,0.0,134.8263834355801,49.88748009751032,50.683344434074904,49.48954792922803,12.43753247303448,17.752069293051473,-0.24410580947344387,-0.9523955580901754,-0.511841453912344,-0.85,9.236100170605994,1947.7634425674494,-884.7850978385476,-28.435526356847568,-814.2508922503343,0.0,0.0,329.0944977202562,243.147012009246,0.0,0.03313118686932996,0.0,0.0,1.6609071611040571,0.0,-4.25952290247278,0.2856589953949557,9.092697666363993,0.0035209876640911264,-35.76443194801114,1.230898569708141,0.0,0.0,37.359526997968004,0.022806102769851178,-11.114306841228442,-17.321219515619127
