Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,84.3509228992076,51.666666666666686,46.10666666666668,0.0,50.08010336290748,0.0,0.0,0.0,131.79831703001187,50.13946604808713,50.16914739067697,50.08010336290748,12.43753247303448,18.700462888321475,0.0,-2.705748481658365,-2.371797558100013,2.8,9.236100170605994,-190.04289088106214,47.63666890435585,238.54892880799258,-748.8456916584978,-0.0,-0.0,593.2335267047135,0.0,2.0,0.03613806677711115,0.0,0,1.811645750431107,131.99922844444444,-34.43072592727799,0.26442480247632655,9.451220795900896,0.0034734391783729415,-19.02996162738871,1.2233530037285785,0,0,47.63666890435585,0.04130130429777897,278.370324436261,-39.821395628268434
2025-01-01 00:01:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,84.67804906240664,51.666666666666686,46.10666666666668,0.0,50.061557604129185,0.0,0.0,0.0,132.30945166001038,50.121942773727426,50.15213535852655,50.061557604129185,12.43753247303448,18.56099025017938,0.0,-2.5477576492168614,-2.242852989581263,2.8,9.236100170605994,-180.7391651944272,46.59168861381608,230.2710356347214,-739.7332235640864,-0.0,-0.0,593.2335267047135,0.0,2.0,0.0360142166040012,0.0,0,1.8054369888725914,131.99922844444444,-34.23946833505438,0.2674959106870485,9.411006598176265,0.0034730860948788867,-18.549382546671477,1.2275134545726982,0,0,46.59168861381608,0.04119548928707417,270.7345144065751,-40.46347877185372
2025-01-01 00:02:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,84.99204817591654,51.666666666666686,46.10666666666668,0.0,50.042940420189275,0.0,0.0,0.0,132.80007527486958,50.104351541350056,50.13505710193045,50.042940420189275,12.43753247303448,18.42634194129116,0.0,-2.393463459404329,-2.1225592349460833,2.8,9.236100170605994,-172.2970075856091,45.65570180742827,222.76575057046395,-730.9767871683632,-0.0,-0.0,593.2335267047135,0.0,2.0,0.035894558041771434,0.0,0,1.799438357924697,131.99922844444444,-34.553747121959475,0.2697362417140811,9.348815427500933,0.003472743094584722,-18.085119361638444,1.2280805671033919,0,0,45.65570180742827,0.04109652769593712,263.6414745893829,-40.87572401891893
2025-01-01 00:03:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,85.29370164173459,51.666666666666686,46.10666666666668,0.0,50.0242547052474,0.0,0.0,0.0,133.2714088152103,50.086695078001576,50.11791526437867,50.0242547052474,12.43753247303448,18.296229468793506,0.0,-2.2426528497572518,-2.0098014336051286,2.8,9.236100170605994,-164.2574200237317,44.739824014457284,215.8743070686213,-722.5534989512943,-0.0,-0.0,593.2335267047135,0.0,2.0,0.03577884508160909,0.0,0,1.7936375248629606,131.99922844444444,-34.937447777151085,0.27192098564005124,9.28890497809827,0.0034724088335017314,-17.63612049321875,1.2286290754875144,0,0,44.739824014457284,0.04100354881106715,257.0196012242249,-41.145294155603615
2025-01-01 00:04:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,85.58363061240267,51.666666666666686,46.10666666666668,0.0,50.00550318120988,0.0,0.0,0.0,133.72442283187917,50.068975948398105,50.10071233199222,50.00550318120988,12.43753247303448,18.17042390138854,0.0,-2.095154705283761,-1.9036479645273845,2.8,9.236100170605994,-155.85625939936017,43.85674182550757,209.515190610957,-714.4447686161996,-0.0,-0.0,593.2335267047135,0.0,2.0,0.03566688352547027,0.0,0,1.788024754300507,131.99922844444444,-34.64501748787418,0.27405217866043274,9.23116028815291,0.003472083016633883,-17.20164094199148,1.229159895317785,0,0,43.85674182550757,0.04091582270032278,250.80936595836525,-41.294175347408206
2025-01-01 00:05:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,85.86222454383166,51.666666666666686,46.10666666666668,0.0,49.986688433040015,0.0,0.0,0.0,134.15972584973696,50.05119658821596,50.08345066580394,49.986688433040015,12.43753247303448,18.048782530821782,0.0,-1.9508208709185906,-1.8032967350495692,2.8,9.236100170605994,-147.04417769947156,43.00788230372607,203.61813744367004,-706.637900133106,-0.0,-0.0,593.2335267047135,0.0,2.0,0.0355585549988973,0.0,0,1.7825941119801303,131.99922844444444,-33.63980427107917,0.27613052906706786,9.174936200830372,0.0034717653637576012,-16.7812082930983,1.229673582950936,0,0,43.00788230372607,0.04083271830700833,244.95985461719317,-41.341717173523115
2025-01-01 00:06:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,86.1298361717477,51.666666666666686,46.10666666666668,0.0,49.967812959807404,0.0,0.0,0.0,134.57786901835578,50.033359352224906,50.06613254843366,49.967812959807404,12.43753247303448,17.931176253189157,0.0,-1.809521107554642,-1.7080572179821485,2.8,9.236100170605994,-138.34002612668496,42.19373514938432,198.1225786089961,-699.1213274489979,-0.0,-0.0,593.2335267047135,0.0,2.0,0.035453752526251096,0.0,0,1.7773402350814238,131.99922844444444,-32.45222538240065,0.2781566207577774,9.120752460234037,0.003471455604224841,-16.374393092347415,1.2301706406829354,0,0,42.19373514938432,0.04075369036651984,239.42749020174693,-41.304911592750855
2025-01-01 00:07:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,86.38693139195846,51.666666666666686,46.10666666666668,0.0,49.94887918278079,0.0,0.0,0.0,134.9795802999351,50.01546652191648,50.04876019148433,49.94887918278079,12.43753247303448,17.817433716974666,0.0,-1.6711389850777152,-1.6173353735907694,2.8,9.236100170605994,-129.94617056372897,41.41375244134567,192.97659983284655,-691.8810374525544,-0.0,-0.0,593.2335267047135,0.0,2.0,0.0353523307922131,0.0,0,1.7722558387686789,131.99922844444444,-31.29865981588815,0.28013188660696176,9.067954857438288,0.003471153476103726,-15.980632211840767,1.2306517525974077,0,0,41.41375244134567,0.040678268324610155,234.17497455548835,-41.198374722641795
2025-01-01 00:08:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,86.63949132201107,51.666666666666686,46.10666666666668,0.0,49.99752028199586,0.0,0.0,0.0,135.3742051906423,49.997520281995854,49.99752028199586,49.99752028199586,12.43753247303448,17.707373145438265,0.0,-1.5355690696939264,-1.5306204728467527,2.8,9.236100170605994,-121.89077043760733,40.66680558122635,188.1356856387526,-684.9026255058066,-0.0,-0.0,593.2335267047135,0.0,2.0,0.035254134470833316,0.0,0,1.7673331363609137,131.99922844444444,-30.221671636514394,0.28205806912879716,9.016461764016611,0.003470858728639335,-15.599329682520374,1.2311176504092567,0,0,40.66680558122635,0.04060604652964444,229.17037981796292,-41.03469417921033
2025-01-01 00:09:00,0.4843824121789342,0.27562899727640244,0.0,0.008073040202982237,0.004593816621273374,0.0,0.02956771960438888,0.45481469257454527,0.0,0.0,0.0,0.27562899727640244,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0025193987573099413,0.0,On,0.013524160423539468,0,On,0.013524160423539468,0.0,On,0.08730936287267528,0,On,0.33068734169521435,0.2480155062714107,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5077.457,Off,0.0,0,86.87701033541076,51.666666666666686,46.10666666666668,0.0,49.9784330060136,0.0,0.0,0.0,135.7453286490793,49.97952157463571,49.980065858946766,49.9784330060136,12.43753247303448,17.600819255946135,0.0,-1.40271490400387,-1.4474736698624824,2.8,9.236100170605994,-114.1545727241488,39.95143854933771,183.5616898168338,-678.1723613512606,-0.0,-0.0,593.2335267047135,0.0,2.0,0.03515901335330663,0.0,0,1.762564597705918,131.99922844444444,-29.21573807760173,0.2839369203755748,8.967317802676712,0.0034705711228163803,-15.229910348819313,1.231569041784304,0,0,39.95143854933771,0.04053667563779663,224.3863722208141,-40.824682403980304
