Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),Water Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.6585798816823775,0.21115902825827995,0.22062398688856458,0.6173176358554879,0.0,0.034264245826889486,0.006998,0.21129166666666668,0.009332320221897915,0.0,51.66666666666668,20.22829596783914,-0.07323082168827112
2025-01-01 01:00:00,0.3119242469280385,0.19889045558366222,0.24236397058823528,0.28559902656938463,0.0,0.019327220358653877,0.006998,0.24236397058823528,0.0,0.0,51.66666666666668,20.256925016835552,-0.053844153406980705
2025-01-01 02:00:00,0.27681650159291993,0.1858667217988339,0.2982941176470588,0.2559299971172932,0.0,0.01388850447562669,0.006998,0.2982941176470588,0.0,0.0,51.66666666666668,21.738369153472654,-0.17032909461374982
2025-01-01 03:00:00,0.27317066950934227,0.18469320851269486,0.29207965686274506,0.2529796328626138,0.0,0.013193036646728456,0.006998,0.29207965686274506,0.0,0.0,51.66666666666668,21.939722918318818,-0.057891888909257956
2025-01-01 04:00:00,0.26895551934440837,0.18084758668273376,0.2787274139990629,0.2485204082338353,0.0,0.013437111110573028,0.006998,0.26722181372549014,0.011505600273572772,0.0,51.66666666666668,21.88885184386634,-0.0657001634358025
2025-01-01 05:00:00,0.28423970689196465,0.18566899992484753,0.30178831391083993,0.2578775592389365,0.0,0.019364147653028074,0.006998,0.26100735294117644,0.0407809609696635,0.0,51.66666666666668,21.914335050079348,-0.06458081748064029
2025-01-01 06:00:00,0.6268371190518235,0.22331859865125128,0.26693113465855467,0.5719802143749089,0.0,0.04785890467691462,0.006998,0.25479289215686274,0.012138242501691881,0.0,51.66666666666668,21.906989200475753,-0.06526824847866533
2025-01-01 07:00:00,0.9013746886570064,0.3295094390791521,0.32476947190016253,0.8124234732869469,0.0,0.0819532153700596,0.006998,0.25479289215686274,0.0699765797432998,0.0,51.66666666666668,21.937061403625023,-0.05401441809275773
2025-01-01 08:00:00,3.1749944324447976,0.6779854135012113,0.2685943756742989,3.0783760240965146,0.0,0.0896204083482829,0.006998,0.25479289215686274,0.013801483517436153,0.0,51.66666666666668,21.9477067394563,-0.05277006405574974
2025-01-01 09:00:00,0.4727242407507146,0.23818228724008922,0.26646612107097156,0.3734949537547591,0.0,0.09223128699595545,0.006998,0.26100735294117644,0.005458768129795082,0.0,51.66666666666668,21.919290491783443,-0.06084556443308546
2025-01-01 10:00:00,0.5307035730321117,0.2987535656635519,0.2470429624805605,0.43260490030633325,0.0,0.09110067272577846,0.006998,0.24236397058823528,0.004678991892325217,0.0,51.66666666666668,21.967225621878843,-0.04840065362090004
2025-01-01 11:00:00,3.30910858430864,0.6874591620477236,0.2295630096267611,3.2316411115455725,0.0,0.07046947276306735,0.006998,0.18021936274509803,0.04934364688166307,0.0,51.66666666666668,21.902480357038403,-0.06771355209567596
