Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2605036517136574,0.16004444415487407,0.0,0.004341727528560957,0.0026674074025812345,0.0,0.017035319271596867,0.0,0.2034683324420605,0.0,0.04000000000000001,0.0,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.60611799984725,51.666666666666686,46.10666666666668,0.0,51.81581073116241,0.0,0.0,0.0,39.60611799984725,51.57830491195692,51.81581073116241,51.45955200235418,12.43753247303448,17.544031885040916,-0.28930144829245563,4.811280405738537,0.11844217219375114,-2.395032466830323,2.8,9.236100170605994,-117.94433267827236,-1265.40855111507,912.3365708964565,2158.4796420229222,-395.91175792719736,-0.0,-0.0,275.42964096071944,0.0,1.0,0.020604614163198167,0.0,0,0.19283880267620326,65.99961422222222,2.5377842882055646,0.2142449507111768,7.922642975425735,0.0026133891906993142,37.65915357566266,1.2288569118035377,0.5183445990828611,-1358.6539392616908,93.24538814662075,0.25371894546431994,886.6612250106853,25.675345885771232,0.3550248033900439,2403.6133837302477,-245.13374170732547
2025-01-01 00:01:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.61795886644792,51.666666666666686,46.10666666666668,0.0,51.8098709417756,0.0,0.0,0.0,39.61795886644792,51.572746525111775,51.8098709417756,51.454184316779866,12.43753247303448,17.52828505963309,-0.30504827370027954,4.851955847469546,0.21547706912153028,-2.337761121023164,2.8,9.236100170605994,4938.131104357467,912.9731420112043,878.3627526212099,2123.9580023524795,-395.26533875337856,-0.0,-0.0,275.42964096071944,0.0,1.0,0.020592965844577975,0.0,0,0.19272978593858722,65.99961422222222,-0.8655495074643724,0.21509517029296119,7.937913294325584,0.0026135190527061813,37.66020143088832,1.2325132303008757,0.5185390853388927,-1386.650973565594,92.2737983455005,0.25371894546431994,854.5764869205296,23.78626570068023,0.3543206064868972,2372.4003015171957,-248.4422991647161
2025-01-01 00:02:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.522740197021434,51.666666666666686,46.10666666666668,0.0,51.80392947768455,0.0,0.0,0.0,39.522740197021434,51.567186476500204,51.80392947768455,51.448814975908036,12.43753247303448,17.604553781969678,-0.22877955136369366,4.9705267468424275,0.30864650057516935,-2.282235962585743,2.8,9.236100170605994,4926.31572731729,826.3720003384342,845.8730749092323,2091.3473713324465,-398.4001659771778,-0.0,-0.0,275.42964096071944,0.0,1.0,0.02064935719105252,0.0,0,0.19325755314884993,65.99961422222222,-9.546099323842164,0.21407266550883258,7.974755215603564,0.0026136485330728945,37.60544852576368,1.2321898296373421,0.5191056064837112,-1468.3801780049791,87.40186111211527,0.25371894546431994,823.769870941707,22.103203967525218,0.353636541565727,2342.230390151283,-250.88301881883606
2025-01-01 00:03:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.430258840378464,51.666666666666686,46.10666666666668,0.0,51.79800225132018,0.0,0.0,0.0,39.430258840378464,51.561639791031155,51.79800225132018,51.44345856088665,12.43753247303448,17.678483184787776,-0.1548501485455951,5.082783334150392,0.39812297243089867,-2.2282232124814327,2.8,9.236100170605994,4915.064772294925,745.4674380701299,814.6725129979968,2060.805093174477,-401.4483063748658,-0.0,-0.0,275.42964096071944,0.0,1.0,0.020703955219068718,0.0,0,0.19376853667262445,65.99961422222222,-17.74891394851963,0.21308705300650513,8.010250904691116,0.002613777859126463,37.55213174148,1.2318765073995845,0.5196413892414052,-1545.9166701045535,84.0337909433853,0.25371894546431994,794.1843377406057,20.488175257391173,0.3529698373187967,2312.9689105752086,-252.16381740073177
2025-01-01 00:04:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.34034628396298,51.666666666666686,46.10666666666668,0.0,51.79208885563594,0.0,0.0,0.0,39.34034628396298,51.5561060845457,51.79208885563594,51.4381146990006,12.43753247303448,17.750217718964247,-0.08311561436912385,5.189231511402593,0.4840654888882281,-2.175513094843632,2.8,9.236100170605994,4905.468885626732,668.7548358850961,784.7102234938897,2032.003101072734,-404.4148445915139,-0.0,-0.0,275.42964096071944,0.0,1.0,0.020756872580741423,0.0,0,0.19426379082224954,65.99961422222222,-24.378262400063875,0.21213588150292423,8.044482798132652,0.002613907034669174,37.50016058114592,1.2315726367856703,0.5201489395946134,-1619.5844686609428,80.98898731474075,0.25371894546431994,765.7673123338121,18.9429111600775,0.35231799571088146,2284.4957379558246,-252.49263688309068
2025-01-01 00:05:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.25283834125728,51.666666666666686,46.10666666666668,0.0,51.78618890863669,0.0,0.0,0.0,39.25283834125728,51.550584996534276,51.78618890863669,51.43278304048308,12.43753247303448,17.81989814104631,-0.013435192287062137,5.290261733543938,0.5666272465930222,-2.123928634799137,2.8,9.236100170605994,4897.831334714618,595.9860887057957,755.932412553189,2004.563826351854,-407.3048105915667,-0.0,-0.0,275.42964096071944,0.0,1.0,0.020808218523944575,0.0,0,0.19474433804973712,65.99961422222222,-29.125847312125806,0.21121680760018915,8.077531115493452,0.002614036063264204,37.44944716892309,1.2312776082956671,0.5206301991970658,-1689.6315204289504,78.26729190344807,0.25371894546431994,738.4681400144683,17.464272538720756,0.3516789048208974,2256.7098268678856,-252.14600051603145
2025-01-01 00:06:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.167583907176684,51.666666666666686,46.10666666666668,0.0,51.78030205273539,0.0,0.0,0.0,39.167583907176684,51.54507618952948,51.78030205273539,51.427463257926526,12.43753247303448,17.887653987074884,0.0,5.386214330940358,0.6459553519619817,-2.0733235840414497,2.8,9.236100170605994,4891.0180305681215,526.8688596021866,728.2875115573765,1978.3055227272994,-410.12285842052233,-0.0,-0.0,275.42964096071944,0.0,1.0,0.02085809341090588,0.0,0,0.19521111764624166,65.99961422222222,-33.12110362966652,0.2103276904369323,8.110142894293967,0.00261416494824212,37.3999107646883,1.230990861435403,0.5210868598970063,-1756.2740631591807,75.79260553006925,0.25371894546431994,712.2381798193676,16.04933173800901,0.3510508174989763,2229.5277886078275,-251.22226588052803
2025-01-01 00:07:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.08446947996574,51.666666666666686,46.10666666666668,0.0,51.77442795280847,0.0,0.0,0.0,39.08446947996574,51.53957934727024,51.77442795280847,51.42215504450113,12.43753247303448,17.953582494580264,0.0,5.477388975578601,0.7221909221815423,-2.023574330103297,2.8,9.236100170605994,4884.543419376434,461.1651417422918,701.7261581088493,1953.0562039080226,-412.87237457464903,-0.0,-0.0,275.42964096071944,0.0,1.0,0.020906573305952768,0.0,0,0.19566484149861096,65.99961422222222,-36.846198667226815,0.20946686265724668,8.14170460475114,0.0026142936927196605,37.35149046118309,1.230711973636759,0.5215204107139653,-1819.7026719598819,73.5174964708757,0.25371894546431994,687.0307711335133,14.695386975336001,0.3504322546081908,2202.8792901295706,-249.82308622154798
2025-01-01 00:08:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,39.00340092363912,51.666666666666686,46.10666666666668,0.0,51.76856629060655,0.0,0.0,0.0,39.00340092363912,51.53409416942455,51.76856629060655,51.416858108833544,12.43753247303448,18.017764272105214,0.0,5.564054449453135,0.7954692049207756,-1.974577283418894,2.8,9.236100170605994,4878.295035705381,398.6688753693436,676.2010947453133,1928.6700111918783,-415.55611209492827,-0.0,-0.0,275.42964096071944,0.0,1.0,0.020953721630008092,0.0,0,0.1961061031639353,65.99961422222222,-40.41084481800087,0.20863291225102357,8.172262432387555,0.002614422299653024,37.304135638208805,1.230440593665913,0.5219321858039018,-1880.0886390800754,71.4071972181209,0.25371894546431994,662.8011941068632,13.399900638450093,0.34982197529657416,2176.7054621676434,-248.03545097576503
2025-01-01 00:09:00,0.6049328183803241,0.16004444415487407,0.295225,0.010082213639672068,0.0026674074025812345,0.004920416666666667,0.017035319271596867,0.0,0.2034683324420605,0.3444291666666667,0.04000000000000001,0.295225,0.0,0.0,0.14837777748820738,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044079922263760596,0.0,On,0.012573485692234114,0,On,0.005631295791117287,0,On,0.1581946425022875,0.1186459818767156,On,On,5058.832351657591,18.33333333333337,0.8000000000000002,2207.350317231298,8.652191877777778,0.3444291666666667,1,6921.753502222223,6921.753502222223,Off,0.0,22.222222222222285,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,4002.179093333333,Off,0.0,0.0,38.92429312572319,51.666666666666686,46.10666666666668,0.0,51.762716761875794,0.0,0.0,0.0,38.92429312572319,51.528620368871536,51.762716761875794,51.41157217236942,12.43753247303448,18.080272185839846,0.0,5.646455184171271,0.8659197244071196,-1.9262460932685952,2.8,9.236100170605994,4872.266259962208,339.19835579106893,651.6671012272636,1905.0228939156855,-418.176551602269,-0.0,-0.0,275.42964096071944,0.0,1.0,0.02099959576118488,0.0,0,0.19653543964458356,65.99961422222222,-43.81918105383313,0.20782455950652312,8.201858178653143,0.002614550771865396,37.25780055162124,1.2301764038821865,0.5223233967133639,-1937.588205919883,69.43624447965396,0.25371894546431994,639.5066213541647,12.160479873098883,0.34921894466128856,2150.9572497266445,-245.93435581095903
