Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.8432117975694796,0.1397464149447245,0.485169375,0.8432117975694796,0.1397464149447245,0.485169375,0.08654804773993727,0.1906328123295425,0.5660309375000001,0.0,0.485169375,0.0,0.1397464149447245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.027264309210526312,0.0,0.05928373852941096,0.0,0.00430425906990973,0.0,0.12194491062429641,0.09145868296822228,8538.600601861233,23.888888888888914,0.41333333333333333,3402.560560305433,14.218912780833334,0.5660309375000001,0.5166666666666667,11375.130224666667,22016.38108,0.0,0.0,64.06495684886953,51.66666666666668,46.10666666666668,0.0,48.39821685593431,0.0,0.0,0.0,100.10149507635863,47.43402170337421,48.39821685593431,46.951924127094166,12.43753247303448,23.592017776728184,-0.058881988194324046,10.197247215374093,2.8,9.236100170605994,6322.820375760301,-3209.641080279913,-2561.821601398291,0.0,-48.49928034013866,532.6431732146679,0.0,4.0,0.09453240332041875,0.0,0.0017785954987979214,0.7024028780226909,263.9984568888889,-138.1025175771716,0.16443431713679899,11.021420482272392,0.0029050756894323047,39.2123924957922,1.2070580484116051,0.697447682006408,-6724.083258032621,111.88161744727641
2025-01-01 01:00:00,0.5474123833128068,0.13853922164531196,0.2502451367060309,0.5474123833128068,0.13853922164531196,0.2502451367060309,0.0845032245491478,0.18902322126365906,0.2738859375,0.015485761706030842,0.23475937500000002,0.0,0.13853922164531196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06277405156945293,0.04708053867708968,0.0,0.0,0.025219486019736836,0.0,0.05928373852941096,0.0,0.00430425906990973,0.0,0.12194491062429641,0.09145868296822228,4131.580936384468,22.222222222222285,0.2,1646.400271115532,6.8801190875,0.2738859375,0.25,5504.09527,22016.38108,351.6853333333333,0.0,66.7128085331761,51.66666666666668,46.10666666666668,0.0,47.72318413325209,0.0,0.0,351.6853333333333,104.23876333308768,46.842302194860174,47.72318413325209,46.40186122566423,12.43753247303448,22.02760325289618,-0.05369696477786986,9.74171544139617,2.5,9.236100170605994,2391.2661114910497,-3341.025819836726,-2197.9426197626517,0.0,-0.8937841033749054,528.9887589579951,0.0,4.0,0.08630284667332593,0.0,3.3836320867940114e-05,0.6296594922443534,263.9984568888889,-70.46717998538723,0.1812924198240136,10.345508616574984,0.002912512441643577,58.60784845239654,1.2135099330883714,0.5531014792785471,-5105.138605588318,117.71251463606
2025-01-01 02:00:00,0.7466524797469235,0.1373320283458994,0.4301448925590463,0.7466524797469235,0.13733202834589942,0.4301448925590463,0.0845032245491478,0.18741363019777568,0.47473562500000005,0.023228642559046265,0.40691625000000003,0.0,0.1373320283458994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.025219486019736836,0.0,0.05928373852941096,0.0,0.00430425906990973,0.0,0.12194491062429641,0.09145868296822228,7161.4069563997455,22.222222222222285,0.3466666666666667,2853.7604699335884,11.925539751666665,0.47473562500000005,0.43333333333333335,9540.431801333332,22016.38108,527.528,0.0,78.90978766906376,51.66666666666668,46.10666666666668,0.0,51.27695201906803,0.0,0.0,527.528,123.29654323291214,51.29926567761653,51.310422506890795,51.27695201906803,12.43753247303448,21.916630988648112,-0.060807046537176744,10.799102336139466,1.6500000000000001,9.236100170605994,5402.1699057663145,-1867.9107733251874,-2181.6068534859824,0.0,0.0,527.3791678921116,0.0,4.0,0.08222475305983136,0.0,0.0,0.5996708984644745,263.9984568888889,-105.00936503955899,0.1832021834910222,10.309087832975402,0.002923874203538765,79.96877543999457,1.213956932684296,0.40298771160620706,-4812.44754895486,90.77630569608371
2025-01-01 03:00:00,0.7619387357205137,0.13612483504648684,0.42256687500000006,0.7619387357205137,0.13612483504648684,0.422566875,0.08314000908862149,0.18580403913189222,0.49299468750000003,0.0,0.42256687500000006,0.0,0.13612483504648684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05955486943768611,0.04466615207826457,0.0,0.0,0.023856270559210524,0.0,0.05928373852941096,0.0,0.00430425906990973,0.0,0.12194491062429641,0.09145868296822228,7436.845685492042,22.222222222222285,0.36000000000000004,2963.5204880079573,12.384214357500001,0.49299468750000003,0.45,9907.371485999998,22016.38108,0.0,0.0,77.20660742693397,51.66666666666668,46.10666666666668,0.0,50.64287505540787,0.0,0.0,0.0,120.63532410458433,50.67413059485807,50.68975836458318,50.64287505540787,12.43753247303448,21.90051101853934,-0.05988619713263563,10.705416506538059,1.6500000000000001,9.236100170605994,5596.0034240542545,-2549.58377304146,-2243.973505430404,0.0,0.0,524.4063613657019,0.0,4.0,0.0847004425977099,0.0,0.0,0.6177262761245138,263.9984568888889,-121.27511737308518,0.18415052463413992,10.31549148078411,0.0029362267923319866,42.54660132983619,1.2140140896901708,0.48184666166883894,-5609.277511399256,96.17325034983772
2025-01-01 04:00:00,0.8101330844360776,0.13674844278513923,0.453868125,0.8101330844360776,0.13674844278513923,0.45386812500000007,0.09330121782236435,0.18731905411371316,0.5295128125,0.0,0.453868125,0.0,0.13674844278513923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.023856270559210524,0.0,0.06944494726315381,0.0,0.004987797066860803,0.0,0.12438597867504966,0.09328948400628723,7987.723143676639,22.222222222222285,0.3866666666666667,3183.0405241566955,13.301563569166666,0.5295128125,0.48333333333333334,10641.250855333334,22016.38108,0.0,0.0,74.26692768351042,51.66666666666668,46.10666666666668,0.0,49.85616113654193,0.06156624867890597,160.13900973447807,0.0,116.04207450548503,49.61155060522758,49.88806186091177,49.45734461520057,12.43753247303448,21.935164359346064,-0.052952174150999315,10.388623680435394,0.55,9.236100170605994,5953.229854833714,-2104.4698187925856,-2442.164266694754,0.0,0.0,535.911710317713,0.0,4.0,0.08689313958202999,0.0,0.0,0.6337177692177284,263.9984568888889,-128.24073246588281,0.18395987120230742,10.331869660711602,0.0029408103750254255,78.35860498307953,1.2132984974125647,0.4415292579979323,-5387.946092094481,100.43574914519998
2025-01-01 05:00:00,0.8062894499813471,0.14102031187395744,0.44563065426507714,0.806289449981347,0.14102031187395744,0.44563065426507714,0.13652216993972355,0.19503165504162345,0.47473562500000005,0.03871440426507711,0.40691625000000003,0.0,0.14102031187395744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.026582701480263156,0.0,0.1099394684594604,0.0,0.007004572543013474,0.0,0.13008180412680728,0.09756135309510543,7161.4069563997455,22.222222222222285,0.3466666666666667,2853.7604699335884,11.925539751666665,0.47473562500000005,0.43333333333333335,9540.431801333332,22016.38108,879.2133333333333,0.0,73.81314663498802,51.66666666666668,46.10666666666668,0.0,50.27758494185806,0.2510012443524754,665.3939261620357,879.2133333333333,115.33304161716879,49.413904497951286,50.27758494185806,48.98206427599791,12.43753247303448,21.945727242574502,-0.05531018052029649,10.742000845475054,-0.25000000000000006,9.236100170605994,5073.875379618794,-2696.027080046696,-2543.5309824385886,0.0,0.0,586.4465555813593,0.0,4.0,0.08703667352360002,0.0,0.0,0.6347645723335592,263.9984568888889,-130.44714992372218,0.1849850843051837,10.353897680191263,0.0029606004703276604,88.15107394850747,1.212631944549052,0.39775329686287864,-5643.15548290669,93.36793292640546
2025-01-01 06:00:00,1.025584706521411,0.155355247453961,0.44563065426507714,1.025584706521411,0.155355247453961,0.44563065426507714,0.31558684359476563,0.23526223792664538,0.47473562500000005,0.03871440426507711,0.40691625000000003,0.0,0.155355247453961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.013273567737430101,0.0,0.029990740131578944,0.0,0.2855961034631867,0.0,0.014848340250600545,0.0,0.1459758694350452,0.10948190207628386,7161.4069563997455,22.222222222222285,0.3466666666666667,2853.7604699335884,11.925539751666665,0.47473562500000005,0.43333333333333335,9540.431801333332,22016.38108,879.2133333333333,0.0,74.02594776089386,51.66666666666668,46.10666666666668,0.0,51.135743294423285,0.25122996438931056,680.7541985243222,879.2133333333333,115.66554337639666,49.4433766598405,51.135743294423285,48.59719334254911,12.43753247303448,21.923558027772017,-0.0596654106681117,10.16294358779863,0.3,9.236100170605994,5361.532088692611,-2956.899894626085,-2463.6981541664436,0.0,0.0,799.8262234855393,0.0,4.0,0.08669670119930489,0.0,0.0,0.6322851302972325,263.9984568888889,-136.00293702622955,0.18564759366298322,10.351387892459268,0.002967256816238458,32.82000214386947,1.2127181179031923,0.4571821890323255,-5915.981212157593,105.32084759791958
2025-01-01 07:00:00,1.094380691658697,0.16346545950454372,0.44563065426507714,1.094380691658697,0.16346545950454372,0.44563065426507714,0.38208508523514095,0.23755998142355597,0.47473562500000005,0.03871440426507711,0.40691625000000003,0.0,0.16346545950454372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.027945916940789472,0.0,0.3541391682943515,0.0,0.01960603541749762,0.0,0.15357030337072203,0.11517772752804148,7161.4069563997455,22.222222222222285,0.3466666666666667,2853.7604699335884,11.925539751666665,0.47473562500000005,0.43333333333333335,9540.431801333332,22016.38108,879.2133333333333,0.0,75.09861610313045,51.66666666666668,46.10666666666668,0.0,51.54884770316599,0.11755807734059234,317.7724431261719,879.2133333333333,117.34158766114133,49.82662049664281,51.54884770316599,48.96550689338122,12.43753247303448,21.92564616914031,-0.05087296284586499,9.9553628233796,-0.55,9.236100170605994,5208.680236565398,-3460.090828323349,-2630.446594240896,0.0,0.0,812.4379556840797,4.043749480874565,3.084,0.08874248802307166,0.0,0.0,0.6472051972724696,203.54281026133333,-134.71808127752962,0.18599211722400566,10.358851893742072,0.0029732307538857085,29.365411583215252,1.212705035172589,0.46253113403528895,-6420.844307082621,106.993008825683
2025-01-01 08:00:00,1.0528391514642343,0.15828519140448524,0.453868125,1.0528391514642343,0.15828519140448524,0.45386812500000007,0.29500147148548744,0.22832486747874695,0.5295128125,0.0,0.453868125,0.0,0.15828519140448524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.021129839638157892,0.0,0.27387163184732954,0.0,0.017277945606099906,0.0,0.1450536881714273,0.10879026612857044,7987.723143676639,22.222222222222285,0.3866666666666667,3183.0405241566955,13.301563569166666,0.5295128125,0.48333333333333334,10641.250855333334,22016.38108,0.0,0.0,76.94072060650387,51.66666666666668,46.10666666666668,0.0,51.79604955160313,0.10491879035460407,290.86473196670516,0.0,120.2198759476623,50.53179118184792,51.79604955160313,49.89966199697032,12.43753247303448,21.887588278104555,-0.07166735787903782,9.343315699990217,-1.4,9.236100170605994,5737.32875692748,-3646.366243540477,-2810.9790724559994,0.0,0.0,623.1939377006789,294.15379025331004,1.667,0.09129784199803201,0.0,0.0,0.6658415732667423,110.02135690844443,-62.60925199383789,0.1867677305738618,10.350305771838366,0.0029772415047825806,37.451484532609385,1.213428384056326,0.4889985900121388,-6945.415816774863,116.00904907769024
2025-01-01 09:00:00,0.9703857155397013,0.15136883192735098,0.5082331542650772,0.9703857155397013,0.15136883192735098,0.5082331542650771,0.2070367589289305,0.21557708161077083,0.547771875,0.03871440426507711,0.46951875000000004,0.0,0.15136883192735098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.017040193256578944,0.0,0.18999656567235157,0.0,0.013751972374302784,0.0,0.1358318755352483,0.1018739066514362,8263.161872768937,22.222222222222285,0.4,3292.800542231064,13.760238175,0.547771875,0.5,11008.19054,22016.38108,879.2133333333333,0.0,74.90320712904871,51.66666666666668,46.10666666666668,0.0,51.26497835550335,0.1699742090604711,457.77442874168173,879.2133333333333,117.03626113913862,49.748042888824166,51.26497835550335,48.98957515548457,12.43753247303448,21.906076974590665,-0.05829612261096404,9.247780788015081,-0.85,9.236100170605994,6110.740033203165,-3044.4373255938217,-2705.756325177742,0.0,0.0,479.10522347445624,848.5460969032822,1.0,0.09002230917137194,0.0,0.0,0.656539022785045,65.99961422222222,74.22926213751366,0.18726127140595358,10.373524991872431,0.002987070756408504,94.85142095369238,1.2139539730982216,0.4835362196123775,-6450.3620085597695,113.12414073488407
