Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.5573144249404135,0.33587597783317763,0.0,0.00928857374900689,0.005597932963886294,0.0,0.018824278296595696,0.4884901466438177,0.0,0.05,0.0,0.0,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.40890766708584,51.666666666666686,46.10666666666668,0.0,51.49446978254599,0.0,0.0,0.0,75.63891822982163,51.51553134394921,51.52606212465083,51.49446978254599,12.43753247303448,19.525010308267778,0.0,5.588878102128265,2.8,9.236100170605994,-134.58658111441207,-755.31215981865,-687.870122687522,-0.0,-0.0,571.1075585643014,0.0,2.0,0.03155893947159911,0.0,0,0.2953604495202705,131.99922844444444,-17.82401699119137,0.1992985033265285,9.014013797466362,0.002752933763680981,70.30501744564187,1.2204365565695836,0.21747338182655995,-790.4115762637498,35.0994164450998
2025-01-01 00:01:00,0.5573144249404135,0.33587597783317763,0.0,0.00928857374900689,0.005597932963886294,0.0,0.018824278296595696,0.4884901466438177,0.0,0.05,0.0,0.0,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.4650019037722,51.666666666666686,46.10666666666668,0.0,51.48641649041748,0.0,0.0,0.0,75.72656547464406,51.507988902135764,51.518775107994905,51.48641649041748,12.43753247303448,19.48038189949063,-0.01961810050942603,5.599853608748487,2.8,9.236100170605994,-137.13544381984457,-758.4584132955669,-685.1102918484485,-0.0,-0.0,571.1075585643014,0.0,2.0,0.031516417868666234,0.0,0,0.2949624893870449,131.99922844444444,-23.132710535697385,0.20045383836029074,9.017074940257146,0.002753177872789392,70.33428245852542,1.2241880992130416,0.21747338182655995,-793.5222061193043,35.06379282373743
2025-01-01 00:02:00,0.5573144249404135,0.33587597783317763,0.0,0.00928857374900689,0.005597932963886294,0.0,0.018824278296595696,0.4884901466438177,0.0,0.05,0.0,0.0,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.51972983962777,51.666666666666686,46.10666666666668,0.0,51.47835401187813,0.0,0.0,0.0,75.81207787441839,51.500437720453206,51.511479574740754,51.47835401187813,12.43753247303448,19.43664762081266,-0.06335237918739622,5.61027213755893,2.8,9.236100170605994,-139.92789270094113,-761.4464849373808,-682.4100634475222,-0.0,-0.0,571.1075585643014,0.0,2.0,0.031474725618866675,0.0,0,0.2945722911785978,131.99922844444444,-28.625387817720167,0.2010176017185804,8.997180611193151,0.0027534213351227397,70.36262907382373,1.2243709043655557,0.21747338182655995,-796.4749797715938,35.02849483421315
2025-01-01 00:03:00,0.5573144249404135,0.33587597783317763,0.0,0.00928857374900689,0.005597932963886294,0.0,0.018824278296595696,0.4884901466438177,0.0,0.05,0.0,0.0,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.57314559346303,51.666666666666686,46.10666666666668,0.0,51.47028257453653,0.0,0.0,0.0,75.89553998978599,51.492878011780654,51.50417573040272,51.47028257453653,12.43753247303448,19.393771922527677,-0.10622807747238028,5.620159356964113,2.8,9.236100170605994,-142.91995982491142,-764.2757771511425,-679.7669892020466,-0.0,-0.0,571.1075585643014,0.0,2.0,0.03143383014801862,0.0,0,0.29418955003281577,131.99922844444444,-34.2605291871661,0.20157236803981987,8.977741698320227,0.002753664859213099,70.39002553630962,1.2245501702138273,0.21747338182655995,-799.2771720470298,35.001394895887294
2025-01-01 00:04:00,0.5573144249404135,0.33587597783317763,0.0,0.00928857374900689,0.005597932963886294,0.0,0.018824278296595696,0.4884901466438177,0.0,0.05,0.0,0.0,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.62530083913315,51.666666666666686,46.10666666666668,0.0,51.46220239698665,0.0,0.0,0.0,75.97703256114555,51.48530998056511,51.496863772354345,51.46220239698665,12.43753247303448,19.35172086223749,-0.14827913776256807,5.629540531726258,2.8,9.236100170605994,-142.91052016093272,-766.9571437159625,-677.1787380027913,-0.0,-0.0,571.1075585643014,0.0,2.0,0.03139370032167347,0.0,0,0.29381397456206393,131.99922844444444,-36.83934072244273,0.2021184704051984,8.958740043320017,0.00275390844245808,70.41650971165005,1.2247260357440615,0.21747338182655995,-801.9359433734978,34.97879965753536
2025-01-01 00:05:00,0.5573144249404135,0.33587597783317763,0.0,0.00928857374900689,0.005597932963886294,0.0,0.018824278296595696,0.4884901466438177,0.0,0.05,0.0,0.0,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.67615846490453,51.666666666666686,46.10666666666668,0.0,51.45411368921504,0.0,0.0,0.0,76.05649760141333,51.47773382320244,51.489543890196146,51.45411368921504,12.43753247303448,19.310519161164724,-0.1894808388353333,5.638439824528206,2.8,9.236100170605994,-139.87045045436844,-769.5009103444772,-674.6465984332867,-0.0,-0.0,571.1075585643014,0.0,2.0,0.03135436094328456,0.0,0,0.29344579690212536,131.99922844444444,-36.33141058538301,0.20265550792295775,8.940189530239106,0.002754152082360314,70.44204865949811,1.2248983944650083,0.21747338182655995,-804.4581418323878,34.95723148791062
2025-01-01 00:06:00,0.5573144249404135,0.33587597783317763,0.0,0.00928857374900689,0.005597932963886294,0.0,0.018824278296595696,0.4884901466438177,0.0,0.05,0.0,0.0,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.72568242129894,51.666666666666686,46.10666666666668,0.0,51.44601666738294,0.0,0.0,0.0,76.1338787832796,51.470149741870785,51.48221627911471,51.44601666738294,12.43753247303448,19.270190844319675,-0.22980915568038185,5.646880305487602,2.8,9.236100170605994,-135.8685337645653,-771.9147220175,-672.1718116896025,-0.0,-0.0,571.1075585643014,0.0,2.0,0.0313158361769823,0.0,0,0.29308524320535306,131.99922844444444,-34.804280639264185,0.20318308606134464,8.921407000733076,0.0027543957763312104,70.4666101803422,1.2250671427438236,0.21747338182655995,-806.8503058550639,34.9355838375638
2025-01-01 00:07:00,0.5573144249404135,0.33587597783317763,0.0,0.00928857374900689,0.005597932963886294,0.0,0.018824278296595696,0.4884901466438177,0.0,0.05,0.0,0.0,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.773894512788495,51.666666666666686,46.10666666666668,0.0,51.43791155364927,0.0,0.0,0.0,76.20921017623202,51.46255794436503,51.47488113972291,51.43791155364927,12.43753247303448,19.230721711080932,-0.269278288919125,5.6548840970543965,2.8,9.236100170605994,-131.8994770108103,-774.2048286172776,-669.7532743429733,-0.0,-0.0,571.1075585643014,0.0,2.0,0.03127811366610148,0.0,0,0.2927321978255862,131.99922844444444,-33.25376123213829,0.20370129333664985,8.903779673257166,0.0027546395216929745,70.49020834572293,1.2252323370845175,0.21747338182655995,-809.1187052890762,34.913876671798505
2025-01-01 00:08:00,1.07547484160708,0.33587597783317763,0.4441375000000001,0.017924580693451334,0.005597932963886294,0.007402291666666668,0.018824278296595696,0.4884901466438177,0.5181604166666667,0.05,0.0,0.4441375000000001,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,On,7184.6246757463705,20.000000000000057,0.7999999999999999,3746.6453898091854,13.016387061111113,0.5181604166666667,1,10413.109648888889,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.82084250398741,51.666666666666686,46.10666666666668,0.0,51.42979856653842,0.0,0.0,0.0,76.28256641248032,51.454958635082775,51.46753866935496,51.42979856653842,12.43753247303448,19.19208040231304,-0.30791959768701815,5.66247245045488,2.8,9.236100170605994,7056.51608042834,2970.2682554331845,-667.3888435090314,-0.0,-0.0,571.1075585643014,0.0,2.0,0.031241164593151502,0.0,0,0.29238639105962416,131.99922844444444,-31.82731037330074,0.2042104401322204,8.885898614498632,0.002754883315806798,70.51287815848944,1.2253941060394247,0.21747338182655995,-811.2693630635931,34.89222868759238
2025-01-01 00:09:00,1.07547484160708,0.33587597783317763,0.4441375000000001,0.017924580693451334,0.005597932963886294,0.007402291666666668,0.018824278296595696,0.4884901466438177,0.5181604166666667,0.05,0.0,0.4441375000000001,0.0,0.3212926444998443,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.004021034356725146,0.0,On,0.000501392006083502,0.0,On,0.014301851933787049,0,On,0.01762579509142294,0,On,0.3675990847802989,0.2756993135852241,On,0.04247415888593561,0,On,0,0,Off,On,7184.6246757463705,20.000000000000057,0.7999999999999999,3746.6453898091854,13.016387061111113,0.5181604166666667,1,10413.109648888889,10413.109648888889,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8749.931093333333,Off,0.0,0,48.66903692328512,51.666666666666686,46.10666666666668,0.0,51.421677916618265,0.0,0.0,0.0,76.045370192633,51.44735201097958,51.46018905816024,51.421677916618265,12.43753247303448,19.284773024398884,-0.21522697560117265,5.870481119850924,2.8,9.236100170605994,7044.619508058121,2910.6069077216616,-673.0662414511952,-0.0,-0.0,571.1075585643014,0.0,2.0,0.03132976842190791,0.0,0,0.2932156352335059,131.99922844444444,-38.04648480135581,0.2030522747400561,8.929401819517022,0.0027551271561308253,70.37609903798446,1.2250055143894663,0.21747338182655995,-870.2222660708578,34.18378398333374
