Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,5.840836208422823,0.22135741092803943,0.0,5.8408362084228225,0.22135741092803943,0.0,0.016464626036993467,0.0,0.36921254705249473,5.445159035333334,0.010000000000000002,0.0,0.0,0.21844074426137275,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004021034356725146,0.0,0.0004214696063103766,0.0,0.012022122073957945,0.0,0.010534836014340918,0.0,0.25618957519930124,0.19214218139947586,0.06742338535632338,0.0,0.0,0.0,4229.732883266015,16.666666666666686,0.3,1215.4261520673194,5.2492552853333345,0.19590375000000002,0.3,5249.255285333334,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,0.0,0.0,40.75329505593581,51.66666666666668,46.10666666666668,0.0,51.3955596938475,0.0,0.0,0.0,40.75329505593581,51.425188446669935,51.44000282308116,51.3955596938475,12.43753247303448,16.3979590075427,-0.05537281658073331,7.562055600170382,1.6742556833881763,2.8,9.236100170605994,3774.634248696329,-2020.5833607100583,1070.1456734269866,-1000.2381484011488,0.0,0.0,630.3185885803249,0.0,5.0,0.05642437793127117,0.0,0.0,0.5280763520168262,329.99807111111113,-85.17907474886125,0.2815408722307153,8.073396761014603,0.0031864567659221103,112.47079464586537,1.2368387159956487,0.5313357645624712,-3297.793253793852,61.783741016474124,0.7249112727551998,1063.5116908170332,6.633982609953419
2025-01-01 01:00:00,5.505352423638263,0.22086695440225423,0.0,5.505352423638263,0.22086695440225423,0.0,0.01621118614565598,0.0,0.33649103745556996,5.142650200037038,0.010000000000000002,0.0,0.0,0.21795028773558756,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0037194567799707597,0.0,0.00042310004966167395,0.0,0.012068629316023545,0.0,0.010646611462768938,0.0,0.25641225192698425,0.1923091889452381,0.03524404234535086,0.0,0.0,0.0,3994.7477230845693,16.666666666666686,0.2833333333333333,1147.9024769524683,4.957629991703704,0.18502020833333338,0.2833333333333333,4957.629991703705,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,0.0,0.0,40.57386584030233,51.66666666666668,46.10666666666668,0.0,51.17544713075332,0.0,0.0,0.0,40.57386584030233,51.21986594158261,51.24207534699727,51.17544713075332,12.43753247303448,16.346304892316443,-0.05540472739595608,7.839459137513256,2.665377987320085,2.5,9.236100170605994,3552.082404473307,-1639.2813445109568,-150.87058425070853,-984.4085049743749,0.0,0.0,629.5073947320974,0.0,5.0,0.054517304038976984,0.0,0.0,0.5102280272148064,329.99807111111113,-87.76420836898482,0.28450779981479907,8.076350021164023,0.003209545011590293,116.06883526569963,1.2371019772056049,0.4188334873042629,-2844.2546337868293,57.070812323404375,0.7249112727551998,-157.01049008974138,6.1399058390328625
2025-01-01 02:00:00,4.279801201787815,0.2156167828222448,0.0,4.279801201787815,0.21561678282224483,0.0,0.015585396235236297,0.0,0.3216009467007261,3.9326148588518524,0.010000000000000002,0.0,0.0,0.21270011615557813,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0037194567799707597,0.0,0.00040190428609480786,0.0,0.011464035169170729,0.0,0.008886148150027619,0.0,0.25028864191570155,0.1877164814367761,0.02911464367659419,0.0,0.0,0.0,3054.8070823587886,16.666666666666686,0.21666666666666665,877.807776493064,3.7911288171851862,0.14148604166666667,0.21666666666666667,3791.1288171851857,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,0.0,0.0,40.27874663792158,51.66666666666668,46.10666666666668,0.0,50.95670763613439,0.0,0.0,0.0,40.27874663792158,51.01569346913833,51.0451863856403,50.95670763613439,12.43753247303448,16.39524082833366,-0.04833296282108067,8.465834976922597,2.229093094750492,1.6500000000000001,9.236100170605994,2545.4084877797327,-1694.1164369370179,-546.5633867920993,-1040.911192648111,0.0,0.0,620.5495654363802,0.0,5.0,0.05390104306312624,0.0,0.0,0.504460434200064,329.99807111111113,-89.03696736732475,0.2858079885361787,8.128649401142207,0.003234318461521237,124.43867437134357,1.236874558176795,0.2949760013777484,-2621.1549985039633,49.23078507388174,0.7249112727551998,-549.881209218213,3.317822426113664
2025-01-01 03:00:00,5.788420650312199,0.21713041684560672,0.0,5.788420650312198,0.21713041684560672,0.0,0.015450533834848275,0.0,0.31781108114401585,5.445159035333334,0.010000000000000002,0.0,0.0,0.21421375017894004,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003518405062134503,0.0,0.0004041461457028417,0.0,0.01152798262701093,0.0,0.009207502564258178,0.0,0.25318343937558063,0.18988757953168542,0.022985245007837517,0.0,0.0,0.0,4229.732883266015,16.666666666666686,0.3,1215.4261520673194,5.2492552853333345,0.19590375000000002,0.3,5249.255285333334,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,0.0,0.0,39.92378794242295,51.66666666666668,46.10666666666668,0.0,50.78992236183769,0.057862544350466553,154.2279652870855,0.0,39.92378794242295,50.72175149150906,50.799112776889956,50.67847564129248,12.43753247303448,16.404771748182696,-0.04893987958034834,8.347067281220442,1.898570403018112,1.6500000000000001,9.236100170605994,3699.058172144809,-1802.4860741442992,-237.56026512072881,-1063.0634012871599,0.0,0.0,622.5516003258472,0.0,5.0,0.05503653537237323,0.0,0.0,0.5150875187758248,329.99807111111113,-90.16291015989303,0.287795275869081,8.162091823257565,0.003258963824575917,97.98704076043103,1.2368154684756556,0.3586651425775914,-3072.9755736045595,55.06334739294089,0.7249112727551998,-239.33661938858702,1.7763542678581885
2025-01-01 04:00:00,5.802676982099693,0.22332026215031175,0.0,5.802676982099693,0.22332026215031175,0.0,0.017881486948401658,0.0,0.3296364598179565,5.445159035333334,0.010000000000000002,0.0,0.0,0.22040359548364508,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003518405062134503,0.0,0.00048648353494336013,0.0,0.013876598351323797,0.0,0.011247404498069548,0.0,0.26231318521058394,0.19673488890793792,0.024517594675026688,0.0,0.0,0.0,4229.732883266015,16.666666666666686,0.3,1215.4261520673194,5.2492552853333345,0.19590375000000002,0.3,5249.255285333334,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,0.0,0.0,38.29095238676798,51.66666666666668,46.10666666666668,0.0,50.38303354643449,0.08928788542710066,236.21137278182783,0.0,38.29095238676798,49.24890629592923,50.38303354643449,48.6818426706766,12.43753247303448,16.371246859344282,-0.056750081038736626,8.054321736844951,1.7402056586021906,0.55,9.236100170605994,3584.0026120574016,-1663.3270777091118,-1135.8528072689758,-1194.0309967461228,0.0,0.0,634.6365002377017,0.0,5.0,0.05716583207742435,0.0,0.0,0.5350156292413842,329.99807111111113,-86.33577470019196,0.28987216876502064,8.163645248530905,0.0032770828030435715,117.02071367600362,1.2363649564793542,0.32483846593826354,-2938.7204120415913,59.96718226516013,0.7249112727551998,-1137.6258278730113,1.773020604035384
2025-01-01 05:00:00,6.815664501666058,0.22006361500794777,0.0,6.815664501666057,0.22006361500794777,0.0,0.022934894237482014,1.0083453494074075,0.3292252226878333,5.445159035333334,0.010000000000000002,0.0,0.0,0.2171469483412811,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0039205084978070175,0.0,0.0006440251237624709,0.0,0.018370360615912525,0.0,0.012113664223386706,0.0,0.2579709890207653,0.19347824176557393,0.02758229400940502,0.0,0.0,0.0,4229.732883266015,16.666666666666686,0.3,1215.4261520673194,5.2492552853333345,0.19590375000000002,0.3,5249.255285333334,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,1008.3453494074075,0.18333333333333332,38.1614766617479,51.66666666666668,46.10666666666668,0.0,50.35988031526622,0.13416004040205085,350.5985892863712,1008.3453494074075,38.1614766617479,49.075204512853134,50.36016788404637,48.43257904286645,12.43753247303448,16.35059931190409,-0.0593158573360759,8.25038194483651,0.3994396923349189,-0.25000000000000006,9.236100170605994,3444.3935533640974,-1860.0500301804175,-622.4426705986575,-1271.127293337146,0.0,0.0,571.5908043044567,0.0,4.01625,0.058106646980152686,0.0,0.0,0.5438207259029905,265.07095061999996,-85.80284086922764,0.2922116318653946,8.178039385055333,0.0033010208000249976,68.5355563336649,1.235814517531466,0.2880741214315063,-3132.4058448713,56.92966262356309,0.7249112727551998,-623.2740346420402,0.8313640433827032
2025-01-01 06:00:00,5.861732211616352,0.23390410908321185,0.0,5.861732211616352,0.23390410908321185,0.0,0.03868513538787533,0.0,0.36788804089514165,5.445159035333334,0.010000000000000002,0.0,0.0,0.23098744241654517,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00442313779239766,0.0,0.0011604680552859208,0.0,0.03310152954019175,0.0,0.020063692992829656,0.0,0.2746717435969909,0.20600380769774315,0.039841091346918364,0.0,0.0,0.0,4229.732883266015,16.666666666666686,0.3,1215.4261520673194,5.2492552853333345,0.19590375000000002,0.3,5249.255285333334,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,0.0,0.0,39.97358018721437,51.66666666666668,46.10666666666668,0.0,51.43564197312897,0.1873785510417657,508.1908844706492,0.0,39.97358018721437,50.72889014217151,51.43742351514043,50.37373268468131,12.43753247303448,16.3782197707768,-0.04970296158330833,7.830667153437167,1.0049272869531496,0.3,9.236100170605994,3472.9149786372864,-2074.1647944554084,-669.195184291621,-1213.2109204898761,0.0,0.0,546.5763992820871,0.0,3.01625,0.05740272190931237,0.0,0.0,0.5372326836926656,199.07133639777777,-90.18338342093925,0.2919292045473341,8.194213606443805,0.003303661316291237,-18.95575913811864,1.2356946111936709,0.3395992470380006,-3353.2377851624883,63.646838639760624,0.7249112727551998,-671.6174946965347,2.4223104049136475
2025-01-01 07:00:00,10.591391554614594,0.2535063634872738,0.0,10.591391554614594,0.2535063634872738,0.0,0.06044265215341479,1.0083453494074075,0.4373384941648807,9.07526505888889,0.010000000000000002,0.0,0.0,0.2505896968206071,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.019356247686331967,0.0,0.004121560215643275,0.0,0.001907618721017952,0.0,0.05441347321675356,0.0,0.033295111700496566,0.0,0.2990548452782804,0.22429113395871025,0.05056753901724254,0.0,0.0,0.0,7049.5548054433575,18.33333333333337,0.49999999999999994,2025.7102534455323,8.74875880888889,0.32650625000000005,0.5,8748.75880888889,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,1008.3453494074075,0.18333333333333332,37.83228349395088,51.66666666666668,46.10666666666668,0.0,51.34089305693836,0.33842087058383535,913.681172079634,1008.3453494074075,37.83228349395088,50.42381641841871,51.34287100457784,49.96330015151942,12.43753247303448,17.945626480358474,-0.11201427790676609,8.194640718910751,0.48241359576657866,-0.55,9.236100170605994,5953.642932874024,-1937.9604911076415,-984.0498738496067,-1528.7975447753997,0.0,0.0,568.8473887491963,1.0112837010198612,2.26625,0.06263982135537885,0.0,0.0,0.5862467530014457,149.5716257311111,-135.96171654312965,0.26398341717753376,8.921629481357241,0.0032983111380938193,-32.916608518499054,1.2290464965706982,0.3481105854864281,-4021.9599442123967,58.28919965922312,0.7249112727551998,-986.6469716999705,2.5970978503638595
2025-01-01 08:00:00,10.248214800053653,0.25165871437238735,0.0,10.24821480005365,0.25165871437238735,0.0,0.05666947665276182,1.2833486265185186,0.4279493085860728,8.470247388296297,0.010000000000000002,0.0,0.0,0.24874204770572067,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.009678123843165983,0.0,0.0031163016264619883,0.0,0.0018138682283183516,0.0,0.051739306797981485,0.0,0.03604758211803657,0.0,0.29571469436303527,0.2217860207722764,0.05056753901724254,0.0,0.0,0.0,6579.584485080467,18.33333333333337,0.4666666666666666,1890.6629032158303,8.165508221629631,0.3047391666666667,0.4666666666666667,8165.5082216296305,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,1283.3486265185188,0.23333333333333334,38.24329809662365,51.66666666666668,46.10666666666668,0.0,51.58703066773091,0.3068526649234214,826.3856647472195,1283.3486265185188,38.24329809662365,50.845348730063236,51.589980117149416,50.47155831181089,12.43753247303448,18.022151360265926,-0.0631179423030123,7.468056643504235,-0.24839845957451015,-1.4,9.236100170605994,5366.872355166685,-2356.886787965631,-1099.110966163477,-1665.2345803829642,0.0,0.0,541.8484435038799,59.17496180081865,2.0,0.06484645849860525,0.0,0.0,0.6068986934488746,131.99922844444444,-89.32599303469806,0.26247080355631325,8.956644922508495,0.0032943878925456777,7.694785174032507,1.2293022833537957,0.36865751255422247,-4321.897063467944,74.34737228648233,0.7249112727551998,-1103.6225293573953,4.511563193917957
2025-01-01 09:00:00,7.445133077568497,0.25165871437238735,0.0,7.445133077568497,0.25165871437238735,0.0,0.05606632149925306,0.0,0.42136354425442696,6.957703211814816,0.010000000000000002,0.0,0.0,0.24874204770572067,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0025131464729532165,0.0,0.0018138682283183516,0.0,0.051739306797981485,0.0,0.040672291296745905,0.0,0.29571469436303527,0.2217860207722764,0.049035189350053375,0.0,0.0,0.0,5404.6586841732405,18.33333333333337,0.38333333333333325,1553.0445276415746,6.707381753481483,0.25032145833333336,0.38333333333333336,6707.3817534814825,17497.51761777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1327.3190622222223,0.0,0.0,38.275277061316594,51.66666666666668,46.10666666666668,0.0,51.66150767386616,0.15878679415497485,432.05078679734635,0.0,38.275277061316594,50.95743338217793,51.66150767386616,50.60539623633383,12.43753247303448,18.069406131212506,-0.04976556021055772,7.365405777931953,-0.15194161064611847,-0.85,9.236100170605994,4301.730342201291,-2324.9884532449837,-667.2805769505962,-1594.3310978027284,0.0,0.0,539.6938762426586,178.7524522848902,2.0,0.06378324648297594,0.0,0.0,0.5969480809083538,131.99922844444444,-48.29112041187964,0.2624462805478911,8.991603210406177,0.003302339439811653,72.75165051886901,1.229713537904231,0.36421101074596074,-3953.1435075705863,75.1105266840283,0.7249112727551998,-680.2729152015252,12.99233825092888
