Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,32.668024358654385,51.666666666666686,46.10666666666668,0.0,49.469482840901314,0.0,0.0,0.0,32.668024358654385,47.29971414252122,49.469482840901314,46.21482979333117,12.43753247303448,19.302589979560427,-0.19741002043963007,6.641062548429101,-0.9816439990454866,-2.258961975783928,2.8,9.236100170605994,10036.322812157992,5236.276526681981,2723.5468750068353,2564.48223055289,-1294.459303096778,-0.0,-0.0,393.96927938933396,0.0,2.0,0.060189209531591216,0.0,0,0.43896413202253093,131.99922844444444,-10.337561083571188,0.204002518283101,8.941619278452187,0.0027792962264195425,25.391682872925706,1.2213453095039157,0.6763145686553819,-3385.460679397843,44.52124969549688,0.5436834545663999,2679.4423103979225,44.10456460891301,0.4397702767260414,2899.378672320459,-334.8964417675688
2025-01-01 00:01:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,32.53053592938075,51.666666666666686,46.10666666666668,0.0,49.46618868659277,0.0,0.0,0.0,32.53053592938075,47.29696333240366,49.46618868659277,46.2123506553091,12.43753247303448,19.41798599216713,-0.08201400783292812,6.849659051447851,-0.7682647628094872,-2.2078651771359685,2.8,9.236100170605994,10005.560238339807,5036.840877263697,2570.9024900304503,2526.9921562625277,-1308.4561812647037,-0.0,-0.0,393.96927938933396,0.0,2.0,0.060417554527864285,0.0,0,0.4406294681163383,131.99922844444444,-27.103256733831103,0.20313895172546487,9.018284417476291,0.002779364877336783,25.070864410450618,1.2244298307599373,0.6775724809355547,-3575.9535736689227,35.57849454829235,0.5436834545663999,2528.254796746336,42.6476932841144,0.43894057686067117,2864.6793018857975,-337.68714562326977
2025-01-01 00:02:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,32.397010866638944,51.666666666666686,46.10666666666668,0.0,49.4629070483169,0.0,0.0,0.0,32.397010866638944,47.29422409949561,49.4629070483169,46.209882625084965,12.43753247303448,19.529987231331805,0.0,7.047196182805765,-0.5679443524606228,-2.1581695258073323,2.8,9.236100170605994,9975.275899138867,4848.126618110775,2427.7219735044887,2491.1079879584886,-1322.0989175589418,-0.0,-0.0,393.96927938933396,0.0,2.0,0.0606388125548648,0.0,0,0.4422431184455443,131.99922844444444,-43.74485964053362,0.2017336679354433,9.070368414368973,0.0027794324901076113,24.75969726052127,1.2239612224470684,0.6787615521096694,-3756.9655089769417,27.876170703389406,0.5436834545663999,2386.31997071287,41.402002791618685,0.4381321213723009,2831.0276955194213,-339.9197075609332
2025-01-01 00:03:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,32.26723619636049,51.666666666666686,46.10666666666668,0.0,49.45963756758604,0.0,0.0,0.0,32.26723619636049,47.2914961100619,49.45963756758604,46.20742538129983,12.43753247303448,19.638776406897556,0.0,7.234475427956881,-0.37984730820893464,-2.109682844055222,2.8,9.236100170605994,9945.600003703983,4669.153713016816,2293.288132096106,2458.441289738995,-1335.404629154136,-0.0,-0.0,393.96927938933396,0.0,2.0,0.06085337857587026,0.0,0,0.4438079635050687,131.99922844444444,-60.11504348022403,0.2003792320880537,9.120613294071873,0.0027794992892672963,24.457612386076242,1.2235063956781995,0.6798869557134867,-3929.131948448759,21.069705081247893,0.5436834545663999,2253.045876441708,40.242255654397944,0.4373418931744248,2798.286459388929,-339.845169649934
2025-01-01 00:04:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,32.14102854974451,51.666666666666686,46.10666666666668,0.0,49.456379905172085,0.0,0.0,0.0,32.14102854974451,47.288779048300825,49.456379905172085,46.2049786198652,12.43753247303448,19.744510801659914,0.0,7.412173982833887,-0.20319704242152714,-2.0622055750322508,2.8,9.236100170605994,9919.86569843545,4499.178032352468,2167.04839185846,2427.0197284454835,-1348.3878297500708,-0.0,-0.0,393.96927938933396,0.0,2.0,0.061061593973983544,0.0,0,0.44532649302585514,131.99922844444444,-72.86614815282329,0.19907270521766535,9.169108495101902,0.0027795652979615156,24.164151009522975,1.2230646633363655,0.6809530671196977,-4092.9884007621704,14.950476730311323,0.5436834545663999,2127.882271297149,39.16612056131096,0.43656673019399767,2766.314829355948,-339.29510091046467
2025-01-01 00:05:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,32.018172098793386,51.666666666666686,46.10666666666668,0.0,49.45313373842952,0.0,0.0,0.0,32.018172098793386,47.28607261385127,49.45313373842952,46.20254205156214,12.43753247303448,19.847375611476323,0.0,7.5808798026563675,-0.03726577392969804,-2.0155992950379065,2.8,9.236100170605994,9898.358664170535,4337.58708400845,2048.4802475849847,2397.0648205779044,-1361.0669287283627,-0.0,-0.0,393.96927938933396,0.0,2.0,0.06126385194360096,0.0,0,0.44680157460224884,131.99922844444444,-81.69408343944538,0.1978109033926825,9.215958380247777,0.0027796305381864984,23.878784274168687,1.2226352246169099,0.6819636838949285,-4248.999941935947,9.37106956006997,0.5436834545663999,2010.313493927512,38.16675365747299,0.43580444681419844,2735.0146154157014,-337.9497948377973
2025-01-01 00:06:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,31.898464262664145,51.666666666666686,46.10666666666668,0.0,49.44989876423003,0.0,0.0,0.0,31.898464262664145,47.28337652452587,49.44989876423003,46.200115404673795,12.43753247303448,19.947544665296604,0.0,7.741114282927074,0.11862824584985793,-1.969739064171715,2.8,9.236100170605994,9878.680930881113,4183.863723988733,1937.0943600179016,2368.333303331045,-1373.4594015778057,-0.0,-0.0,393.96927938933396,0.0,2.0,0.06146052020715458,0.0,0,0.4482358900597709,131.99922844444444,-88.97934387942252,0.19659088176121706,9.261974901706575,0.0027796950306008994,23.60101746059592,1.2222173290801532,0.6829221690946111,-4397.580131302842,4.227898907248193,0.5436834545663999,1899.8564988637813,37.23786115412027,0.43505306192831056,2704.2977228741247,-335.96441954307977
2025-01-01 00:07:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,31.781755064629472,51.666666666666686,46.10666666666668,0.0,49.44667469776454,0.0,0.0,0.0,31.781755064629472,47.280690515195616,49.44667469776454,46.197698423911156,12.43753247303448,20.045146597279494,0.0,7.893347806046559,0.26512343161900176,-1.9245205525443212,2.8,9.236100170605994,9859.809003098946,4037.558889896265,1832.432788683479,2340.6346920003434,-1385.5775317494001,-0.0,-0.0,393.96927938933396,0.0,2.0,0.0616518750869264,0.0,0,0.4496314546362291,131.99922844444444,-95.73314148999557,0.19541033255097756,9.307240047333995,0.0027797587946102593,23.330478930733243,1.221810417305974,0.6838315499383172,-4539.103854092269,-0.5532123957924924,0.5436834545663999,1796.0589443825759,36.3738443009032,0.4343109183394995,2674.0907512987396,-333.45605929839616
2025-01-01 00:08:00,1.2508662306737197,0.20384108991399183,0.7953594592675892,0.02084777051122866,0.0033973514985665304,0.013255990987793153,0.017041208015442757,0.0,0.258337522658277,0.9254875,0.05,0.002084459267588995,0.7932750000000002,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,On,10947.150396949008,20.000000000000057,0.8,8577.215956384327,23.24859856666667,0.9254875,1,18598.878853333335,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,31.66792015259706,51.666666666666686,46.10666666666668,0.0,49.44346126778695,0.0,0.0,0.0,31.66792015259706,47.27801433336026,49.44346126778695,46.19529086614692,12.43753247303448,20.14028803090669,0.0,8.038010476200899,0.40281753085447797,-1.8798568842030894,2.8,9.236100170605994,9841.502656928391,3898.273555567256,1734.0669561788934,2313.8081794249197,-1397.4311851773832,-0.0,-0.0,393.96927938933396,0.0,2.0,0.06183814763673446,0.0,0,0.45098995342334486,131.99922844444444,-102.18583423256821,0.1942672825869799,9.350383354655902,0.002779821848685139,23.06685794582976,1.2214140235941775,0.6846945864081965,-4673.916062011618,-5.026338805452447,0.5436834545663999,1698.4973030760996,35.56965310279383,0.4335766340277977,2644.3326871529166,-330.5245077279965
2025-01-01 00:09:00,0.32537873067371975,0.20384108991399183,0.002084459267588995,0.005422978844561996,0.0033973514985665304,3.474098779314992e-05,0.017041208015442757,0.0,0.258337522658277,0.0,0.05,0.002084459267588995,0.0,0.0,0.0,0.1892577565806585,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00035126975859438276,0.0,On,0.012145886721760656,0,On,0.00599384721739894,0,On,0.1915525675547178,0.14366442566603832,On,0.002084459267588995,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18598.878853333335,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,11370.279897777778,Off,0.0,0.0,31.556845789794888,51.666666666666686,46.10666666666668,0.0,49.44025821429714,0.0,0.0,0.0,31.556845789794888,47.275347736990625,49.44025821429714,46.19289249833738,12.43753247303448,20.23306647643044,0.0,8.175499644303843,0.5322701387548847,-1.8356762020218915,2.8,9.236100170605994,-1123.4078668208372,-4811.5695047496965,1641.5957957657574,2287.7169874950073,-1409.029363391852,-0.0,-0.0,393.96927938933396,0.0,2.0,0.06201954924887196,0.0,0,0.45231292811995766,131.99922844444444,-108.34778281831913,0.19315992654142572,9.392897244533387,0.0027798842105174,22.809870146471802,1.221027721898783,0.6855138197591607,-4802.337782887306,-9.231721862390085,0.5436834545663999,1606.7750799140958,34.82071585166159,0.4328490646513239,2614.973117360224,-327.2561298652167
