Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Lighting Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.535127362710757,0.20384108991399183,0.2532882092675891,1.535127362710757,0.20384108991399183,0.25328820926758905,0.017041208015442757,0.9166775903703706,0.258337522658277,0.2930710416666667,0.05,0.002084459267588995,0.25120375000000006,0.0,0.0,0.1892577565806585,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.004544051535087718,0.0,0.00035126975859438276,0.0,0.012145886721760656,0.0,0.00599384721739894,0.0,0.1915525675547178,0.14366442566603832,0.002084459267588995,0.0,0.0,3466.597625700519,20.000000000000057,0.25333333333333335,2716.11838618837,7.362056212777778,0.2930710416666667,0.31666666666666665,5889.644970222223,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,916.6775903703705,0.16666666666666666,32.98542770259375,51.66666666666668,46.10666666666668,0.0,49.6728398160791,0.0,0.0,916.6775903703705,32.98542770259375,47.95290468312547,49.67289829298011,47.09287863974766,12.43753247303448,19.70357255406557,-0.04422563261975707,7.454700707490861,1.6487449355864308,-1.0403537010806463,2.8,9.236100170605994,2448.4212886045734,-1393.9550397668438,844.728651615085,1843.6521914546454,-1343.550715377423,0.0,0.0,393.96927938933396,0.0,2.0,0.060979770869846524,0.0,0.0,0.4447297513811914,131.99922844444444,-68.59490110785666,0.19972459937683798,9.151350954763958,0.0027812073849150707,23.956523450294025,1.223176202706017,0.6812026077570497,-4133.828353534893,23.754927579678377,0.5436834545663999,815.7091282067292,29.01952340835573,0.41938637569970233,2108.584206901605,-264.93201544695944
2025-01-01 01:00:00,0.6320139824447676,0.20270125664112632,0.26551460370805796,0.6320139824447676,0.20270125664112632,0.26551460370805796,0.01670040415031118,0.0,0.256817744961123,0.30849583333333336,0.05,0.0010896037080578838,0.2644250000000001,0.0,0.0,0.18811792330779298,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05927133018900624,0.044453497641754665,0.0,0.0,0.004203247669956139,0.0,0.00035126975859438276,0.0,0.012145886721760656,0.0,0.00599384721739894,0.0,0.1915525675547178,0.14366442566603832,0.0010896037080578838,0.0,0.0,3649.0501323163357,20.000000000000057,0.26666666666666666,2859.0719854614426,7.7495328555555565,0.30849583333333336,0.3333333333333333,6199.6262844444445,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,0.0,0.0,37.21201751067655,51.66666666666668,46.10666666666668,0.0,51.663911440071644,0.0,0.0,0.0,37.21201751067655,51.6718768358705,51.67585953376993,51.663911440071644,12.43753247303448,19.689059337837797,-0.050337243710246324,7.800311203249847,2.7271143108532354,0.5718204006404027,2.5,9.236100170605994,2637.213280859302,-746.213937605108,-138.97693121794845,625.890691460195,-1333.1693104664257,0.0,0.0,392.1086978270484,0.0,2.0,0.05946591688013642,0.0,0.0,0.4336891079207859,131.99922844444444,-70.77623881765668,0.2002030399458831,9.149604430447228,0.0027852273515688282,28.108162080296374,1.223293354251361,0.5371944782665583,-3618.1944049329136,12.908481866363482,0.5436834545663999,-162.5780860661748,23.60115484822633,0.3099178819863292,835.5658984155226,-209.67520695532767
2025-01-01 02:00:00,0.6459189964142802,0.20156142336826083,0.27854635741100436,0.6459189964142802,0.20156142336826083,0.27854635741100436,0.01670040415031118,0.0,0.255297967263969,0.323920625,0.05,0.0009001074110043388,0.27764625000000004,0.0,0.0,0.1869780900349275,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.004203247669956139,0.0,0.00035126975859438276,0.0,0.012145886721760656,0.0,0.00599384721739894,0.0,0.1915525675547178,0.14366442566603832,0.0009001074110043388,0.0,0.0,3831.5026389321524,20.000000000000057,0.28,3002.0255847345147,8.137009498333335,0.323920625,0.35,6509.607598666667,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,0.0,0.0,36.98320969318629,51.66666666666668,46.10666666666668,0.0,51.462661193642376,0.0,0.0,0.0,36.98320969318629,51.48431622716636,51.49514374392835,51.462661193642376,12.43753247303448,19.697646993162387,-0.054492123240951075,8.526723337258854,2.4628744363625326,0.9114078510821509,1.6500000000000001,9.236100170605994,2759.865923248376,-415.28493317967224,-554.6293586409389,-25.448023059029932,-1393.5833729166536,0.0,0.0,390.58892012989435,0.0,2.0,0.05896313477973366,0.0,0.0,0.43002228275366144,131.99922844444444,-68.64226289701807,0.20048528801356114,9.159627360333353,0.002790619190413776,40.188565767810836,1.2232536309469924,0.3792098658901781,-3401.538764088924,-15.771753825262923,0.5436834545663999,-578.8005862413208,24.171227600381915,0.1852621171303563,204.20463130832192,-229.65265436735186
2025-01-01 03:00:00,0.6459072870570938,0.2015719280233262,0.2783568611139508,0.6459072870570938,0.2015719280233262,0.27835686111395086,0.016523899977128213,0.0,0.2554627620799656,0.323920625,0.05,0.0007106111139507938,0.27764625000000004,0.0,0.0,0.18698859468999288,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05623177479469822,0.042173831096023656,0.0,0.0,0.003976045093201754,0.0,0.0003526947880410131,0.0,0.012195160095885447,0.0,0.006144635826641681,0.0,0.19308635145862568,0.14481476359396922,0.0007106111139507938,0.0,0.0,3831.5026389321524,20.000000000000057,0.28,3002.0255847345147,8.137009498333335,0.323920625,0.35,6509.607598666667,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,0.0,0.0,36.75683462498551,51.66666666666668,46.10666666666668,0.0,51.262871839890245,0.0,0.0,0.0,36.75683462498551,51.29799708353676,51.315559705360016,51.262871839890245,12.43753247303448,19.705393333145718,-0.05434147350525891,8.412715648431009,2.1668994411120015,0.764484886089164,1.6500000000000001,9.236100170605994,2738.178721002397,-999.0377172035994,-344.93997582260306,67.23230448197457,-1416.4136122574737,0.0,0.0,390.46984589943446,0.0,2.0,0.05992579028693638,0.0,0.0,0.43704299697211546,131.99922844444444,-67.38015157171667,0.20083428071003714,9.170290109080465,0.002796834005873988,17.010088899164973,1.2232167150935267,0.4609541963278178,-3985.349559371161,-15.713742566953092,0.5436834545663999,-369.6577267092553,24.717750886652244,0.23312452437389794,324.93689377425574,-257.7045892922812
2025-01-01 04:00:00,0.6674789014920477,0.21576993378953951,0.2784042351882142,0.6674789014920477,0.21576993378953951,0.2784042351882142,0.01713861812043168,0.0,0.276419658371616,0.323920625,0.05,0.00075798518821418,0.27764625000000004,0.0,0.0,0.2011866004562062,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.003976045093201754,0.0,0.0003699732700814062,0.0,0.012792599757148523,0.0,0.008170857763341009,0.0,0.2135368035107308,0.16015260263304804,0.00075798518821418,0.0,0.0,3831.5026389321524,20.000000000000057,0.28,3002.0255847345147,8.137009498333335,0.323920625,0.35,6509.607598666667,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,0.0,0.0,36.232101514639176,51.66666666666668,46.10666666666668,0.0,51.019372940136876,0.03557744446953117,95.78471145454051,0.0,36.232101514639176,50.814811271080224,51.037247993472484,50.6946553832163,12.43753247303448,19.678127803323534,-0.058550678014501756,8.036284360288413,2.066826798988325,0.85400299577825,0.55,9.236100170605994,2620.736810834111,-767.5075007845157,-1061.919690040408,-204.4234105570664,-1559.7093258405062,0.0,0.0,410.60992869074096,0.0,2.0,0.06187501666656363,0.0,0.0,0.4512588418470909,131.99922844444444,-61.66643094827627,0.20117952887667104,9.15557308961595,0.002798257431337616,44.89654005135624,1.2227554613706881,0.41651350941425913,-3764.7451517380928,-4.787933780937388,0.5436834545663999,-1086.9017779083938,24.98208786798568,0.2348816982514296,50.797614571591545,-255.22102512865794
2025-01-01 05:00:00,0.6431066435967266,0.19928175682252977,0.278498983336741,0.6431066435967265,0.1992817568225298,0.278498983336741,0.016927606727065565,0.0,0.25225841186966097,0.323920625,0.05,0.0008527333367409524,0.27764625000000004,0.0,0.0,0.18469842348919646,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.004430450246710526,0.0,0.00035126975859438276,0.0,0.012145886721760656,0.0,0.00599384721739894,0.0,0.1915525675547178,0.14366442566603832,0.0008527333367409524,0.0,0.0,3831.5026389321524,20.000000000000057,0.28,3002.0255847345147,8.137009498333335,0.323920625,0.35,6509.607598666667,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,0.0,0.0,35.810095625721175,51.66666666666668,46.10666666666668,0.0,50.79344858244385,0.0,0.0,0.0,35.810095625721175,50.447640049485805,50.79344858244385,50.27473578300678,12.43753247303448,19.682770269383255,-0.05236657227593113,8.358812746119595,0.8357638608602974,0.09684967157861535,-0.25000000000000006,9.236100170605994,2511.2198191270295,-1103.4162509928387,-755.5309658356911,-337.8699111141902,-1649.7660330879294,0.0,0.0,387.7765673123407,0.0,2.0,0.06281896341908999,0.0,0.0,0.45814311180383027,131.99922844444444,-58.293354029534676,0.20188311623554625,9.16734998813065,0.002810356094403973,51.23662746104309,1.2221134172329036,0.3710630974130169,-4085.486918730347,-19.954916997006503,0.5436834545663999,-787.1707621720545,31.63979633636351,0.1850022171756795,-24.735645948880368,-313.1342651653098
2025-01-01 06:00:00,0.6737286571704502,0.2091664352251374,0.2788779759308481,0.6737286571704502,0.2091664352251374,0.2788779759308481,0.030506090985467197,0.0,0.26930194118498296,0.323920625,0.05,0.0012317259308480424,0.27764625000000004,0.0,0.0,0.19458310189180406,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.00499845668859649,0.0,0.0007169679403358979,0.0,0.02479066635653481,0.0,0.009857805329244167,0.0,0.20169258336388657,0.15126943752291488,0.0012317259308480424,0.0,0.0,3831.5026389321524,20.000000000000057,0.28,3002.0255847345147,8.137009498333335,0.323920625,0.35,6509.607598666667,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,0.0,0.0,35.57998228788174,51.66666666666668,46.10666666666668,0.0,50.59664380639423,0.0,0.0,0.0,35.57998228788174,50.26731028779048,50.59664380639423,50.102643528488606,12.43753247303448,19.69960814608851,-0.049600117614339585,7.8404359118819915,1.3044372229106156,-0.2153067425556308,0.3,9.236100170605994,2602.6993805225675,-1313.1708359636382,-689.0784536990489,-124.26822056784057,-1584.2927751836503,0.0,0.0,417.6887797794226,0.0,2.0,0.062139194877946856,0.0,0.0,0.45318551209515656,131.99922844444444,-62.199263005357395,0.20186920864560337,9.178190910773695,0.0028130785718165265,10.334185095673368,1.2220411956691137,0.43583198040515647,-4313.403478540604,-1.792942157548564,0.5436834545663999,-717.6874514824083,28.608997783359378,0.20843352207540594,149.6541041755709,-273.9223247434114
2025-01-01 07:00:00,0.7651330562617473,0.23637009020937147,0.2792095944506918,0.7651330562617473,0.23637009020937147,0.2792095944506918,0.07138942652434656,0.0,0.3198230047374008,0.323920625,0.05,0.0015633444506917464,0.27764625000000004,0.0,0.0,0.22178675687603813,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.004657652823464912,0.0,0.001875695009127206,0.0,0.06485607869175443,0.0,0.024107328902683155,0.0,0.23492456794855737,0.176193425961418,0.0015633444506917464,0.0,0.0,3831.5026389321524,20.000000000000057,0.28,3002.0255847345147,8.137009498333335,0.323920625,0.35,6509.607598666667,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,0.0,0.0,34.82645916127214,51.66666666666668,46.10666666666668,0.0,50.32758428444689,0.08011237187482262,211.55755484484263,0.0,34.82645916127214,49.601420964009364,50.32758428444689,49.23833930379062,12.43753247303448,19.687347846994435,-0.051727693838758707,7.605444916893148,0.8583136956072734,-0.4575363675806603,-0.55,9.236100170605994,2577.703799100794,-1752.206932126745,-978.5621728611329,-315.74649990699,-1702.7677997251149,0.0,0.0,506.76693994979274,6.803047139308125,2.0,0.06380471814183003,0.0,0.0,0.4653322902233869,131.99922844444444,-57.79798005603676,0.2022852383022431,9.176822234019829,0.0028167728763501603,44.58887553329089,1.2220896025829022,0.441229108638607,-4759.876583936697,5.644067075437324,0.5436834545663999,-1009.3223834816656,30.760210620532668,0.20695533747199352,-36.70428289342953,-279.0422170135605
2025-01-01 08:00:00,1.8956323992702175,0.2704223697535936,0.2792095944506918,1.8956323992702175,0.27042236975359357,0.2792095944506918,0.12418384043967268,1.0083453494074075,0.38918258442313736,0.323920625,0.05,0.0015633444506917464,0.27764625000000004,0.0,0.0,0.2558390364202603,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.0035216399396929823,0.0,0.003391570082980247,0.0,0.11727063041699945,0.0,0.04806386919612358,0.0,0.2788078296436995,0.2091058722327746,0.0015633444506917464,0.0,0.0,3831.5026389321524,20.000000000000057,0.28,3002.0255847345147,8.137009498333335,0.323920625,0.35,6509.607598666667,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,1008.3453494074075,0.18333333333333332,33.80193987160815,51.66666666666668,46.10666666666668,0.0,50.17908564415443,0.16789557169844066,442.3116324398721,1008.3453494074075,33.80193987160815,48.66434307068066,50.17908564415443,47.906971783943774,12.43753247303448,19.691359146295063,-0.055688231793625205,6.928501019457196,0.17041168753949065,-0.9310131779232445,-1.4,9.236100170605994,2668.2196136609255,-2126.9634949649007,-1094.8065547160256,-412.0985013144756,-1832.5263471960623,0.0,0.0,625.8491052321955,424.549106438849,2.0,0.06571443836292142,0.0,0.0,0.47926001390976075,131.99922844444444,43.394216692639745,0.2031611524245155,9.195544206841138,0.002828374106597845,103.16134577722444,1.2226384134967991,0.46839720443701294,-5158.926001843565,29.936922144149946,0.5436834545663999,-1128.6832038847724,33.87664916874671,0.22300373356078382,-139.99714014438257,-272.101361170093
2025-01-01 09:00:00,0.8827986568308465,0.2704223697535936,0.26594097037642844,0.8827986568308464,0.27042236975359357,0.26594097037642844,0.12654413692369473,0.0,0.3977586865738182,0.30849583333333336,0.05,0.00151597037642836,0.2644250000000001,0.0,0.0,0.2558390364202603,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.0028400322094298243,0.0,0.003477071849778068,0.0,0.12022703286448683,0.0,0.056639971346804444,0.0,0.2788078296436995,0.2091058722327746,0.00151597037642836,0.0,0.0,3649.0501323163357,20.000000000000057,0.26666666666666666,2859.0719854614426,7.7495328555555565,0.30849583333333336,0.3333333333333333,6199.6262844444445,18598.878853333335,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11370.279897777778,0.0,0.0,36.11798549912454,51.66666666666668,46.10666666666668,0.0,51.61612606423793,0.1405245030831433,383.53465041094944,0.0,36.11798549912454,50.69727581401797,51.61612606423793,50.23785068890799,12.43753247303448,19.673266812359877,-0.06329451437089191,6.616287834422148,0.08893761824155219,-0.8163453992175917,-0.85,9.236100170605994,2735.999619124001,-1643.8037913447647,-653.1909485848433,-154.89038116876355,-1751.150876232253,0.0,0.0,636.7855038668986,1049.2963089700863,2.0,0.06458988857865798,0.0,0.0,0.47105859335935085,131.99922844444444,201.31485917301973,0.20505254015912597,9.21589196866678,0.002850121426702888,165.98223283141576,1.2233117171459718,0.46076124183063677,-4550.338488148717,47.46271134251013,0.5436834545663999,-683.3035356979774,30.112587113133973,0.22914512774441764,-11.031967056096079,-143.85841411266745
