Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.19596210503966124,0.09380424153238646,0.06951975858530672,0.19596210503966127,0.09380424153238645,0.06951975858530672,0.010871996750111745,0.1286798518792931,0.05641025641025642,0.030971523412061684,0.03854823517324504,0.0,0.09380424153238646,0.0,1.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.003103307748538012,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,960.7886291509972,15.5555555555556,0.4269444627384249,0.0,1.129737411359534,0.05641025641025642,0.5333333333333333,904.3783727407408,1695.709448888889,703.3706666666666,0.0,97.00463135149431,51.66666666666668,46.10666666666668,0.0,51.40906243354252,0.0,0.0,703.3706666666666,151.56973648670984,51.34560821412936,51.45190300482779,51.27104053313751,12.43753247303448,15.2396875584166,-0.051532660445216885,2.8,345.89984229200377,-821.9983484652712,0.0,0.0,199.2509328423814,0.0,1.0,0.05069434602510323,0.0,0.0,0.943342237169969,65.99961422222222,7.85862876389647,0.2725824737138233,7.1289366034381585,0.0028633572377093344,-28.72786740995482,1.2420480790331252
2025-01-01 01:00:00,0.18780145614517563,0.09314677746083903,0.033729705776589416,0.18780145614517563,0.09314677746083903,0.033729705776589416,0.010639248668971394,0.12780323311722985,0.049358974358974364,0.0,0.033729705776589416,0.0,0.09314677746083903,0.0,1.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0028705596673976605,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,840.6900505071226,15.5555555555556,0.37357640489612176,0.0,0.9885202349395922,0.049358974358974364,0.4666666666666667,791.3310761481482,1695.709448888889,0.0,0.0,94.74096174529201,51.66666666666668,46.10666666666668,0.0,50.623511273990964,0.0,0.0,0.0,148.03275272701876,50.65810782404453,50.67540609907131,50.623511273990964,12.43753247303448,15.347533042189394,-0.04059250952541689,2.5,288.0313231332679,-755.8449781137658,0.0,0.0,198.14156599917777,0.0,1.0,0.04512348975972555,0.0,0.0,0.8396773430665635,65.99961422222222,5.044684740733408,0.269744874264795,7.169620450902837,0.0028530404464866322,-16.365084269374435,1.2416517187662648
2025-01-01 02:00:00,0.2010274014856765,0.09248931338929162,0.04336676456990067,0.20102740148567652,0.09248931338929162,0.04336676456990067,0.010639248668971394,0.12692661435516664,0.06346153846153847,0.0,0.04336676456990067,0.0,0.09248931338929162,0.0,1.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0028705596673976605,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,1080.8872077948718,15.5555555555556,0.48031252058072804,0.0,1.2709545877794757,0.06346153846153847,0.6,1017.4256693333334,1695.709448888889,0.0,0.0,91.64287354017196,51.66666666666668,46.10666666666668,0.0,49.46102336704095,0.0,0.0,0.0,143.1919899065187,49.49367343300584,49.509998465988296,49.46102336704095,12.43753247303448,15.337800995735215,-0.018680143703700983,1.6500000000000001,569.0391264376009,-714.1055917373519,0.0,0.0,197.26494723711457,0.0,1.0,0.03984005056450492,0.0,0.0,0.7413608296647954,65.99961422222222,4.99256314296632,0.269653011344217,7.1617566340206,0.0028504202924406513,0.6860358940368343,1.2416951767947582
2025-01-01 03:00:00,0.13653407887464789,0.09183184931774419,0.0,0.13653407887464789,0.09183184931774419,0.0,0.010484083281544494,0.1260499955931034,0.0,0.0,0.0,0.0,0.09183184931774419,0.0,1.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.0027153942799707604,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,1695.709448888889,0.0,0.0,91.33715394176076,51.66666666666668,46.10666666666668,0.0,48.322955496500285,0.0,0.0,0.0,142.71430303400118,48.35641780042854,48.373148952392675,48.322955496500285,12.43753247303448,14.314461114573788,-0.0027239548278990295,1.6500000000000001,-468.0333990013574,-679.7579099123639,0.0,0.0,196.23316308762443,0.0,1.0,0.04115383945438427,0.0,0.0,0.7658083794947929,65.99961422222222,15.491347823382105,0.28804656104282206,6.656738912866336,0.0028502878541643794,-16.523143728039585,1.2461158841190485
2025-01-01 04:00:00,0.13565746011258467,0.09117438524619677,0.0,0.13565746011258467,0.09117438524619677,0.0,0.010484083281544494,0.12517337683104016,0.0,0.0,0.0,0.0,0.09117438524619677,0.0,1.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0027153942799707604,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,1695.709448888889,0.0,0.0,90.57036369678491,51.66666666666668,46.10666666666668,0.0,47.18871065962855,0.0,0.0,0.0,141.5161932762264,47.22194063052206,47.238555615968814,47.18871065962855,12.43753247303448,13.465770231804946,0.0,0.55,-482.32380728706266,-689.0093193202679,0.0,0.0,195.3565443255612,0.0,1.0,0.0408374833328701,0.0,0.0,0.7599214884544426,65.99961422222222,11.32896770764397,0.30320556729186227,6.217129608503409,0.002840870874368624,3.368806116060759,1.2492253318313475
2025-01-01 05:00:00,0.13596779088743846,0.09117438524619677,0.03871440426507711,0.13596779088743846,0.09117438524619677,0.03871440426507711,0.010794414056398296,0.12517337683104016,0.0,0.03871440426507711,0.0,0.0,0.09117438524619677,0.0,1.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003025725054824562,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,1695.709448888889,879.2133333333333,0.0,98.05633116155242,51.66666666666668,46.10666666666668,0.0,49.21563678526425,0.0,0.0,879.2133333333333,153.21301743992566,49.231667483917064,49.23968283324348,49.21563678526425,12.43753247303448,12.742716542580775,0.0,-0.25000000000000006,-458.9071409405311,-660.9024157898481,0.0,0.0,195.66687510041498,0.0,1.0,0.038680088229950345,0.0,0.0,0.7197757506666413,65.99961422222222,6.328399748902037,0.31889945526606406,5.860858867416912,0.0028515512101488613,13.045305577111918,1.2517482947220169
2025-01-01 06:00:00,0.13810894188013217,0.09248931338929162,0.0,0.13810894188013217,0.09248931338929162,0.0,0.011182327524965547,0.12692661435516664,0.0,0.0,0.0,0.0,0.09248931338929162,0.0,1.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.003413638523391813,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,1695.709448888889,0.0,0.0,106.23121125174147,51.66666666666668,46.10666666666668,0.0,51.75330631271104,0.0,0.0,0.0,165.98626758084603,51.78736116203887,51.804388586702785,51.75330631271104,12.43753247303448,12.194438662247098,0.0,0.3,-400.56513660170197,-597.0428905130341,0.0,0.0,197.8080260931087,0.0,1.0,0.038209532230348155,0.0,0.0,0.711019441843589,65.99961422222222,-1.3302721817765815,0.3302151607083906,5.576554609953692,0.0028483297504982032,-10.555579009247058,1.2541558106181703
2025-01-01 07:00:00,0.15196917491286185,0.09380424153238646,0.008432426444147354,0.15196917491286185,0.09380424153238645,0.008432426444147354,0.010949579443825196,0.1286798518792931,0.012339743589743591,0.0,0.008432426444147354,0.0,0.09380424153238646,0.0,1.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0031808904422514625,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,210.17251262678064,12.222222222222285,0.09339410122403044,0.0,0.24713005873489804,0.012339743589743591,0.11666666666666667,197.83276903703705,1695.709448888889,0.0,0.0,104.10321337330927,51.66666666666668,46.10666666666668,0.0,50.44085319344435,0.0,0.0,0.0,162.66127089579575,50.47615614357712,50.493807618643515,50.44085319344435,12.43753247303448,11.676291099861544,-0.08748090197096794,-0.55,-220.44805502567047,-625.1185965056914,0.0,0.0,199.3285155360948,1.4083244536816883,1.0,0.03874443514042095,0.0,0.0,0.72097314570648,65.99961422222222,-4.830486682854644,0.341612504868366,5.308583195860515,0.002847595786569367,11.451603395429665,1.2564378578659712
2025-01-01 08:00:00,0.17498663340445728,0.09446170560393388,0.024092646983278156,0.17498663340445728,0.09446170560393388,0.024092646983278152,0.010173752506690694,0.1295564706413563,0.03525641025641026,0.0,0.024092646983278156,0.0,0.09446170560393388,0.0,1.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0024050635051169594,0.0,0.007768689001573734,0.0,0.0036075298361111104,0.0,0.0900075715606528,0.06750567867048958,600.4928932193732,12.222222222222285,0.26684028921151554,0.0,0.7060858820997087,0.03525641025641026,0.3333333333333333,565.236482962963,1695.709448888889,0.0,0.0,99.88880521482172,51.66666666666668,46.10666666666668,0.0,49.169574529116936,0.0,0.0,0.0,156.07625814815893,49.20491265772513,49.22258172202923,49.169574529116936,12.43753247303448,11.975737437865346,-0.021171841076620446,-1.4,74.97319404248745,-732.8429580381566,0.0,0.0,199.42930736102355,118.15707482874834,1.0,0.04144520731542239,0.0,0.0,0.7712302782157078,65.99961422222222,7.893951500247244,0.3363973487851701,5.480086817663764,0.0028584241349238274,45.760143881673564,1.2557007900170278
2025-01-01 09:00:00,0.2225594859811708,0.10265968170582163,0.04680620278429245,0.2225594859811708,0.10265968170582163,0.04680620278429244,0.02818449945667207,0.1485416531911654,0.045833333333333344,0.015485761706030842,0.0313204410782616,0.0,0.10265968170582163,0.0,1.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0019395673428362575,0.0,0.026244932113835814,0.0,0.011662077583403211,0.0,0.10093820636316979,0.07570365477237731,780.6407611851852,12.222222222222285,0.3468923759749702,0.0,0.9179116467296213,0.045833333333333344,0.43333333333333335,734.8074278518519,1695.709448888889,351.6853333333333,0.0,96.32915093167382,51.66666666666668,46.10666666666668,0.0,47.93139468762036,0.05732615075169061,139.863343647044,351.6853333333333,150.51429833074036,47.86981698536609,47.96461728481008,47.80580553704923,12.43753247303448,11.98385423206627,-0.05558425256019861,-0.85,384.87935357255793,-687.7438904268131,0.0,0.0,235.6600924246378,381.73209042117827,1.0,0.04056330104934447,0.0,0.0,0.7548193863658713,65.99961422222222,56.32239038954788,0.33946035569674854,5.521019453565094,0.0028846629500432373,85.10410854192334,1.2562754563346532
