occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.582,0.0177,0.0502,0.0,0.0,0.0,0.183,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.273,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0909,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.62,0,0,0,0
1.0,0.596,0.0217,0.0651,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.196,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.602,0.0278,0.105,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.606,0.0306,0.125,0.0,0.0,0.0,0.204,0,0,0,0
0.85,0.633,0.0394,0.171,0.0,0.0,0.6,0.364,0,0,0,0
0.75,0.651,0.0453,0.201,0.0,0.0,1.0,0.0,0,0,0,0
0.75,0.668,0.0538,0.23,0.0,0.0,0.467,0.0909,0,0,0,0
0.75,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.715,0.0726,0.308,0.0,0.0,0.0,0.271,0,0,0,0
0.75,0.739,0.0813,0.348,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.748,0.0917,0.36,0.0,0.0,0.0,0.0543,0,0,0,0
