Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.27721831453116225,0.17425448387579234,0.03139805555555556,0.27721831453116225,0.17425448387579234,0.03139805555555556,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.03139805555555556,0.0,0.159671150542459,0.0,0.01458333333333334,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0028521290204678363,0.0,0.005307489990067545,0.0,0.006163828130681486,0.0,0.17127035353385686,0.12845276515039264,552.1117817037036,16.666666666666686,0.16999999999999998,0.0,0.9201863028395062,0.0,0.2833333333333333,552.1117817037036,1948.6298177777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,0.0,0.0,86.92865377202955,51.66666666666668,46.10666666666668,0.0,49.51990645318978,0.0,0.0,0.0,135.82602151879618,48.66924616439292,49.51990645318978,48.243916019994494,12.43753247303448,16.29705361647491,-0.06297487142032715,2.8,279.95820889159677,-534.4596863636646,0.0,0.0,281.2290040060145,0.0,1.0,0.0303799893170021,0.0,0.0,0.774938425328316,65.99961422222222,-18.922890454456965,0.2666227124639579,7.802405809347788,0.0029975431828550255,-7.181034807811826,1.2374104344242682
2025-01-01 01:00:00,0.27596379200822496,0.17347402424099068,0.042479722222222224,0.27596379200822496,0.17347402424099068,0.042479722222222224,0.007945709334000293,0.21801808267422465,0.0,0.05,0.0,0.042479722222222224,0.0,0.15889069090765734,0.0,0.01458333333333334,1.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.0026382193439327484,0.0,0.005307489990067545,0.0,0.006163828130681486,0.0,0.17127035353385686,0.12845276515039264,746.9747634814814,16.666666666666686,0.22999999999999998,0.0,1.2449579391358025,0.0,0.38333333333333336,746.9747634814814,1948.6298177777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,0.0,0.0,84.12628410430374,51.66666666666668,46.10666666666668,0.0,48.360464118342485,0.0,0.0,0.0,131.44731891297457,47.604519714347056,48.360464118342485,47.226547512349356,12.43753247303448,16.27389345934586,-0.07876052533483889,2.5,519.0248108262024,-487.0844284526144,0.0,0.0,279.97448148307717,0.0,1.0,0.027148386484565294,0.0,0.0,0.6925060984395907,65.99961422222222,-20.840005685741932,0.26677402687179524,7.788213402889895,0.002994626505768589,0.8259238666088152,1.2375717956798207
2025-01-01 02:00:00,0.27492317916182274,0.172693564606189,0.08637985674539503,0.27492317916182274,0.172693564606189,0.08637985674539503,0.007945709334000293,0.21697746982782243,0.0,0.05,0.030971523412061684,0.055408333333333344,0.0,0.15811023127285567,0.0,0.01458333333333334,1.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0026382193439327484,0.0,0.005307489990067545,0.0,0.006163828130681486,0.0,0.17127035353385686,0.12845276515039264,974.3149088888889,16.666666666666686,0.3,0.0,1.6238581814814816,0.0,0.5,974.3149088888889,1948.6298177777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,703.3706666666666,0.0,86.02171463873212,51.66666666666668,46.10666666666668,0.0,48.828858961266455,0.0,0.0,703.3706666666666,134.40892912301894,48.388662665587646,48.83344083572774,48.16398264328696,12.43753247303448,16.387418219505467,-0.04056010175339126,1.6500000000000001,763.5647117382173,-468.22356630354693,0.0,0.0,278.93386863667496,0.0,1.0,0.024272966170155164,0.0,0.0,0.6191593415544923,65.99961422222222,-21.460499483799655,0.26519427240024485,7.847438520674527,0.0029986053682563127,11.368720738659983,1.237083429466034
2025-01-01 03:00:00,0.27373995986439714,0.17191310497138737,0.035091944444444446,0.27373995986439714,0.17191310497138734,0.035091944444444446,0.007803102882976902,0.21593685698142023,0.0,0.05,0.0,0.035091944444444446,0.0,0.157329771638054,0.0,0.01458333333333334,1.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.002495612892909357,0.0,0.005307489990067545,0.0,0.006163828130681486,0.0,0.17127035353385686,0.12845276515039264,617.066108962963,16.666666666666686,0.19,0.0,1.0284435149382718,0.0,0.31666666666666665,617.066108962963,1948.6298177777778,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,0.0,0.0,92.95453910457795,51.66666666666668,46.10666666666668,0.0,51.006252353481514,0.0,0.0,0.0,145.24146735090304,51.03915672533506,51.05560891126185,51.006252353481514,12.43753247303448,16.394424765663917,-0.04560711616430793,1.6500000000000001,375.2531415468871,-499.1358089432827,0.0,0.0,277.7506493392494,0.0,1.0,0.025909214412049086,0.0,0.0,0.6608970664361095,65.99961422222222,-20.42780781204253,0.26556598807255205,7.857238400830469,0.003004106926479737,-1.7919703615054232,1.2370495067515277
2025-01-01 04:00:00,0.2726993470179949,0.1711326453365857,0.11081666666666669,0.2726993470179949,0.1711326453365857,0.11081666666666667,0.007803102882976902,0.214896244135018,0.0,0.05,0.0,0.11081666666666669,0.0,0.15654931200325237,0.0,0.01458333333333334,1.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.002495612892909357,0.0,0.005307489990067545,0.0,0.006163828130681486,0.0,0.17127035353385686,0.12845276515039264,1948.6298177777778,19.500000000000057,0.6,0.0,3.2477163629629633,0.0,1.0,1948.6298177777778,1948.6298177777778,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,0.0,0.0,87.14112206099405,51.66666666666668,46.10666666666668,0.0,49.878361113984546,0.0,0.0,0.0,136.15800322030321,49.91198329709489,49.92879438865007,49.878361113984546,12.43753247303448,17.4338639084075,-1.521710308370171,0.55,1590.8786617870323,-609.140464255102,0.0,0.0,276.71003649284717,0.0,1.0,0.02750075231644633,0.0,0.0,0.7014943117022127,65.99961422222222,-25.320728228490587,0.24824629967926098,8.341992148340626,0.0029998501888509467,8.278142863688414,1.2320526440226012
2025-01-01 05:00:00,0.27298455992004167,0.1711326453365857,0.11081666666666669,0.27298455992004167,0.1711326453365857,0.11081666666666667,0.008088315785023685,0.214896244135018,0.0,0.05,0.0,0.11081666666666669,0.0,0.15654931200325237,0.0,0.01458333333333334,1.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0027808257949561406,0.0,0.005307489990067545,0.0,0.006163828130681486,0.0,0.17127035353385686,0.12845276515039264,1948.6298177777778,19.500000000000057,0.6,0.0,3.2477163629629633,0.0,1.0,1948.6298177777778,1948.6298177777778,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,0.0,0.0,81.18174757260552,51.66666666666668,46.10666666666668,0.0,48.82962330483962,0.0,0.0,0.0,126.84648058219612,48.864921375827585,48.88257041132157,48.82962330483962,12.43753247303448,18.607783266213936,-0.3932980729253938,-0.25000000000000006,1508.076432301351,-697.1731972441178,0.0,0.0,276.9952493948939,0.0,1.0,0.02810354545235808,0.0,0.0,0.7168704712744854,65.99961422222222,-20.37543762720287,0.23130868457318923,8.901850590216744,0.003012353205281663,11.113756881216839,1.2264665194769224
2025-01-01 06:00:00,0.33389115007551473,0.19434996940690022,0.09234722222222223,0.3338911500755147,0.1943499694069002,0.09234722222222223,0.025885265551343677,0.258005884524171,0.0,0.05,0.0,0.09234722222222223,0.0,0.17976663607356688,0.0,0.01458333333333334,1.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0031373419225146203,0.0,0.022747923628829055,0.0,0.018317036426081776,0.0,0.20014555993480518,0.15010916995110382,1623.8581814814816,19.500000000000057,0.5,0.0,2.706430302469136,0.0,0.8333333333333334,1623.8581814814816,1948.6298177777778,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,0.0,0.0,76.2118199064668,51.66666666666668,46.10666666666668,0.0,47.82582240670592,0.04803725510467814,117.08971490484195,0.0,119.08096860385436,47.77435821619814,47.86548295523892,47.70896557241125,12.43753247303448,19.364528957553997,0.0,0.3,1220.3027447772065,-724.9407464867968,0.0,0.0,335.8805751023006,0.0,1.0,0.028938977782725597,0.0,0.0,0.7381808347445953,65.99961422222222,-14.495265319778857,0.22041326516932666,9.24728389029113,0.0030094699446601533,-7.6795546789653555,1.2232953119517687
2025-01-01 07:00:00,0.40773611216734607,0.22202428443883868,0.10300235674539503,0.40773611216734607,0.22202428443883868,0.10300235674539503,0.046336116596785576,0.31139999557056053,0.0,0.05,0.030971523412061684,0.07203083333333334,0.0,0.20744095110550537,0.0,0.01458333333333334,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.002923432245979533,0.0,0.04341268435080604,0.0,0.034812060763219965,0.0,0.23496342095125206,0.17622256571343897,1266.6093815555555,19.500000000000057,0.38999999999999996,0.0,2.1110156359259262,0.0,0.65,1266.6093815555555,1948.6298177777778,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,703.3706666666666,0.0,86.0254829560477,51.66666666666668,46.10666666666668,0.0,51.22545145153877,0.0,0.0,703.3706666666666,134.41481711882452,51.228252171495406,51.265689033396626,51.189414949615866,12.43753247303448,19.21220697711992,-0.04980263772500327,-0.55,899.9363859045563,-770.0947452579007,0.0,0.0,407.2882869229807,2.9436539616861435,1.0,0.029530843848192427,0.0,0.0,0.7532782645689515,65.99961422222222,-3.8665373160791514,0.22249752372055684,9.176543425001693,0.0030088708436160996,9.0239481939628,1.2239339283831379
2025-01-01 08:00:00,0.43020140732047735,0.22943308960631187,0.07387777777777779,0.43020140732047735,0.22943308960631184,0.07387777777777779,0.05041382074243952,0.32978758657803786,0.0,0.05,0.0,0.07387777777777779,0.0,0.21484975627297853,0.0,0.01458333333333334,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0022103999908625735,0.0,0.04820342075157694,0.0,0.043321244880733085,0.0,0.24380121499481405,0.1828509112461105,1299.0865451851853,19.500000000000057,0.4,0.0,2.1651442419753084,0.0,0.6666666666666666,1299.0865451851853,1948.6298177777778,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,0.0,0.0,82.47419906101338,51.66666666666668,46.10666666666668,0.0,50.37778046068509,0.1341043093990689,350.67402545198536,0.0,128.86593603283342,49.93573731198581,50.39697295802383,49.69552324029743,12.43753247303448,19.188628449984883,-0.058685107417240916,-1.4,931.57417789143,-833.190049609764,0.0,0.0,426.94044932017374,225.53836057941757,0.96675,0.030607532334798862,0.0,0.0,0.7807426350028466,63.80512704933333,38.73723299583485,0.2237936110694659,9.182698750403757,0.0030205465451830673,33.28268593656504,1.2245989912907744
2025-01-01 09:00:00,0.27718937899488905,0.17503494351059398,0.09930846785650614,0.27718937899488905,0.175034943510594,0.09930846785650614,0.007090070627859942,0.22009930836702907,0.0,0.05,0.030971523412061684,0.06833694444444445,0.0,0.16045161017726067,0.0,0.01458333333333334,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0017825806377923979,0.0,0.005307489990067545,0.0,0.006163828130681486,0.0,0.17127035353385686,0.12845276515039264,1201.6550542962964,19.500000000000057,0.37,0.0,2.002758423827161,0.0,0.6166666666666667,1201.6550542962964,1948.6298177777778,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2306.4696444444444,703.3706666666666,0.0,88.16245824324236,51.66666666666668,46.10666666666668,0.0,52.048290170361724,0.0,0.0,703.3706666666666,137.75384100506616,52.023112028627565,52.090733185111894,51.968079943010316,12.43753247303448,19.211471881733328,-0.037611859143842824,-0.85,735.8517485460748,-799.4331285548693,0.0,0.0,215.20045424751905,640.984740461822,0.0,0.030155114815863644,0.0,0.0,0.769202284673678,0.0,118.42936855712878,0.22450632643137744,9.211650038374906,0.0030331515785675966,12.702797918507267,1.2251082656122088
