Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.72969745782449,51.666666666666686,46.10666666666668,0.0,50.10509278860583,0.0,0.0,0.0,138.64015227785075,49.205889145878544,50.10509278860583,48.75628732451491,12.43753247303448,16.163923710296054,-0.0027429563706320437,2.8,-247.51735377034834,-527.362814422128,-0.0,-0.0,281.2290040060145,0.0,1.0,0.030280138951790957,0.0,0.0,0.772391423616835,65.99961422222222,-1.383543354234753,0.26824710912333466,7.719133760755456,0.002999515840559453,-7.167384372661111,1.2344312439132166
2025-01-01 00:01:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.73403263021432,51.666666666666686,46.10666666666668,0.0,50.084979567507226,0.0,0.0,0.0,138.64692598470987,49.18745621380185,50.084979567507226,48.73869453694917,12.43753247303448,16.14382426678129,-0.022842399885394826,2.8,-249.88448045058243,-526.3072343597568,-0.0,-0.0,281.2290040060145,0.0,1.0,0.030265048478474884,0.0,0.0,0.7720064930131079,65.99961422222222,-4.806250096840142,0.2693700385832758,7.731607382744143,0.0029994487816785726,-7.130037501919865,1.238123243380282
2025-01-01 00:02:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.73811429292367,51.666666666666686,46.10666666666668,0.0,50.06486644797907,0.0,0.0,0.0,138.65330358269324,49.16902238112546,50.06486644797907,48.721100347698666,12.43753247303448,16.1238184348949,-0.042848231771785095,2.8,-252.29669936965286,-525.2573434639717,-0.0,-0.0,281.2290040060145,0.0,1.0,0.03025002758745249,0.0,0.0,0.7716233373274867,65.99961422222222,-8.26835991169569,0.2697083030442488,7.72219497055092,0.0029993822711424324,-7.092892224143448,1.2382089201757176
2025-01-01 00:03:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.74195510937948,51.666666666666686,46.10666666666668,0.0,50.04475348524109,0.0,0.0,0.0,138.65930485840542,49.15058770051412,50.04475348524109,48.703504808150655,12.43753247303448,16.103901547775077,-0.0627651188916083,2.8,-254.74407391750827,-524.2128864250121,-0.0,-0.0,281.2290040060145,0.0,1.0,0.030235072790314975,0.0,0.0,0.7712418675769899,65.99961422222222,-11.760191498510626,0.270045543955928,7.712259173963831,0.0029993161116836625,-7.05592231602494,1.2382942277882567
2025-01-01 00:04:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.74556614932905,51.666666666666686,46.10666666666668,0.0,50.02464073172155,0.0,0.0,0.0,138.66494710832663,49.13215222200186,50.02464073172155,48.685907967142015,12.43753247303448,16.084069529863978,-0.08259713680270764,2.8,-255.19123345094675,-523.1736396670709,-0.0,-0.0,281.2290040060145,0.0,1.0,0.030220181041852655,0.0,0.0,0.770862006083842,65.99961422222222,-13.246597789890314,0.27038182593154403,7.702937028897378,0.002999250301598401,-7.019121290173693,1.238379183514036
2025-01-01 00:05:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.74869063414724,51.666666666666686,46.10666666666668,0.0,50.00452823740847,0.0,0.0,0.0,138.66982911585507,49.113715993323,50.00452823740847,48.668309871280265,12.43753247303448,16.064418129210082,-0.10224853745660312,2.8,-254.42394707491331,-522.1446055803622,-0.0,-0.0,281.2290040060145,0.0,1.0,0.03020542425812977,0.0,0.0,0.7704855872964027,65.99961422222222,-13.508345500565643,0.2707154880266897,7.693143181066205,0.002999184839244868,-6.982636058696222,1.2384633771981859
2025-01-01 00:06:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.75118680967567,51.666666666666686,46.10666666666668,0.0,49.98441610885856,0.0,0.0,0.0,138.67372939011824,49.09527911555575,49.98441610885856,48.65071061890435,12.43753247303448,16.04500027820811,-0.12166638845857491,2.8,-253.4253707668417,-521.128532573204,-0.0,-0.0,281.2290040060145,0.0,1.0,0.030190842214021813,0.0,0.0,0.7701136257996037,65.99961422222222,-13.525842199652224,0.2710456013503534,7.684043678473644,0.002999119721590301,-6.9465475788089535,1.2385465818342234
2025-01-01 00:07:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.75304824864895,51.666666666666686,46.10666666666668,0.0,49.964304483854505,0.0,0.0,0.0,138.676637888514,49.07684171922668,49.964304483854505,48.633110336912765,12.43753247303448,16.025818502981537,-0.14084816368514907,2.8,-252.37305683048572,-520.1255265990261,-0.0,-0.0,281.2290040060145,0.0,1.0,0.03017643683515433,0.0,0.0,0.76974617071266,65.99961422222222,-13.476534237474102,0.2713721059530951,7.674504257156151,0.002999054944836392,-6.910859269212196,1.2386287862039853
2025-01-01 00:08:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.75429194966162,51.666666666666686,46.10666666666668,0.0,49.944193501590384,0.0,0.0,0.0,138.67858117134628,49.05840393619755,49.944193501590384,48.615509153501144,12.43753247303448,16.006866600342875,-0.15980006632381105,2.8,-251.36450755768226,-519.1352375760283,-0.0,-0.0,281.2290040060145,0.0,1.0,0.03016220349075447,0.0,0.0,0.7693831039129556,65.99961422222222,-13.458273987668425,0.2716950933434482,7.665089679239672,0.0029989905051539534,-6.875561133860337,1.2387100164835663
2025-01-01 00:09:00,0.27721831453116225,0.17425448387579234,0.0,0.004620305242186038,0.0029042413979298723,0.0,0.008159619010535381,0.21905869552062687,0.0,0.05,0.0,0.0,0.0,0.159671150542459,0,0.01458333333333334,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.005307489990067545,0,On,0.006163828130681486,0,On,0.1712703535338569,0.12845276515039264,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1948.6298177777778,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2306.4696444444444,Off,0.0,0,88.75494685453293,51.666666666666686,46.10666666666668,0.0,49.924083297510755,0.0,0.0,0.0,138.6796044602077,49.03996589479884,49.924083297510755,48.59790719344288,12.43753247303448,15.988133912341159,-0.17853275432552707,2.8,-250.39016675460954,-518.1570840995636,-0.0,-0.0,281.2290040060145,0.0,1.0,0.030148134202796415,0.0,0.0,0.7690242218955217,65.99961422222222,-13.46208666106047,0.2720147332028786,7.6563599558332145,0.0029989263988099324,-6.840636344930367,1.2387903179536484
