Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.4621692180868498,0.2839778675600566,0.015485761706030842,0.3952056929077808,0.0,0.016963525179068992,0.05,0.015485761706030842,0.0,50.116657911694304,20.08678290176097,0.0
2025-01-01 01:00:00,0.4175239405195104,0.26816361181818466,0.015485761706030842,0.35441118366004715,0.0,0.013112756859463297,0.05,0.015485761706030842,0.0,52.16384166421503,20.00877418782211,0.0
2025-01-01 02:00:00,0.41660349081934406,0.26747327454305986,0.0,0.3534907339598808,0.0,0.013112756859463297,0.05,0.0,0.0,51.1700983840432,19.925375529836057,0.0
2025-01-01 03:00:00,0.4166364627975977,0.2674887201297166,0.015485761706030842,0.35367916486919027,0.0,0.012957297928407403,0.05,0.015485761706030842,0.0,50.083502434624855,19.785743737814382,0.0
2025-01-01 04:00:00,0.4263990254740452,0.2735537331030722,0.04645728511809253,0.3633003566623934,0.0,0.013098668811651802,0.05,0.04645728511809253,0.0,51.720524132290976,19.607109143760788,0.0
2025-01-01 05:00:00,0.4314917344884007,0.27153721064083924,0.030971523412061684,0.36351283890977354,0.0,0.017978895578627203,0.05,0.030971523412061684,0.0,51.40122752810109,19.3510959169285,0.0
2025-01-01 06:00:00,0.6029455845382424,0.3278681222869369,0.1084003319422159,0.4877969016783691,0.0,0.06514868285987332,0.05,0.1084003319422159,0.0,51.44166227863935,19.29585777936317,0.0
2025-01-01 07:00:00,0.6409601003379392,0.33923058302523956,0.13162897450126215,0.5182919276167292,0.0,0.07266817272121,0.05,0.13162897450126215,0.0,51.68245390754817,19.297972255172475,0.0
2025-01-01 08:00:00,0.5629157030549915,0.3131011715526661,0.11614321279523132,0.46371990070990277,0.0,0.04919580234508862,0.05,0.11614321279523132,0.0,51.6107102522025,19.040308915236285,0.0
2025-01-01 09:00:00,0.43159309811475866,0.27327485292356524,0.030971523412061684,0.3662372989287476,0.0,0.015355799186011036,0.05,0.030971523412061684,0.0,51.36246761817528,18.623767269631035,0.0
2025-01-01 10:00:00,0.9405342721677763,0.26885394909330945,0.0,0.35533163336021356,0.5231988197222223,0.01200381908534049,0.05,0.0,0.0,50.239448962450275,18.670606140119688,-0.8121257658393736
2025-01-01 11:00:00,0.9405342721677763,0.26885394909330945,0.0,0.35533163336021356,0.5231988197222223,0.01200381908534049,0.05,0.0,0.0,49.13978352961024,19.037198132691184,-0.46280186730887246
2025-01-01 12:00:00,0.9693975917671608,0.2766874955227045,0.030971523412061684,0.3791313753796471,0.5231988197222223,0.01706739666529144,0.05,0.030971523412061684,0.0,51.39704219295906,19.470154814291245,-0.085287491345879
2025-01-01 13:00:00,0.8013645685145746,0.27396519019869003,0.0,0.36986711401401356,0.3662391738055556,0.0152582806950053,0.05,0.0,0.0,50.453724612297385,20.049633757786104,0.0
2025-01-01 14:00:00,0.4579178611185472,0.2792081486004957,0.05420016597110795,0.38851039404083176,0.0,0.019407467077715467,0.05,0.05420016597110795,0.0,51.82589139366023,20.25647948730085,0.0
2025-01-01 15:00:00,0.6355291334193677,0.3200581740473698,0.06194304682412337,0.5334171497923775,0.0,0.052111983626990065,0.05,0.06194304682412337,0.0,51.75826560331355,20.628277335241464,0.0
2025-01-01 16:00:00,0.5407592512000429,0.2983342208183953,0.030971523412061684,0.45513183813766944,0.0,0.0356274130623733,0.05,0.030971523412061684,0.0,52.21416880296934,20.81912249799036,0.0
2025-01-01 17:00:00,0.7537940369851586,0.3381995832239808,0.147114736207293,0.6241409957474875,0.0,0.079653041237671,0.05,0.147114736207293,0.0,51.6004859815199,20.670997454054838,0.0
2025-01-01 18:00:00,1.0454494776403476,0.3783983151722149,0.06194304682412337,0.8667954648481733,0.0,0.12865401279217425,0.05,0.06194304682412337,0.0,51.76486560181987,20.92670393031261,0.0
2025-01-01 19:00:00,1.1537126742841342,0.37086724711215474,0.06194304682412337,0.9823918692452775,0.0,0.12132080503885675,0.05,0.06194304682412337,0.0,51.76354682196628,21.130621835349164,0.0
2025-01-01 20:00:00,1.1055913925561254,0.3502133374609237,0.030971523412061684,0.9634849295802365,0.0,0.09210646297588877,0.05,0.030971523412061684,0.0,51.60092757907655,21.234317056921835,0.0
2025-01-01 21:00:00,0.6749331599102678,0.2990091125068633,0.0,0.5839952606273953,0.0,0.040937899282872496,0.05,0.0,0.0,51.50114260205951,21.07005551798706,0.0
2025-01-01 22:00:00,0.5472980518568867,0.2874449995223373,0.0,0.46696325303104746,0.0,0.030334798825839233,0.05,0.0,0.0,50.431034335235616,20.69125658508673,0.0
2025-01-01 23:00:00,0.4328882859099273,0.27186328720000213,0.0,0.36744820363961206,0.0,0.015440082270315288,0.05,0.0,0.0,49.38391600163694,20.245775332410883,0.0
2025-01-02 00:00:00,0.4187002989367821,0.26885394909330945,0.0,0.35533163336021356,0.0,0.01336866557656856,0.05,0.0,0.0,48.359852038974324,19.926002005155222,0.0
2025-01-02 01:00:00,0.4175239405195104,0.26816361181818466,0.030971523412061684,0.35441118366004715,0.0,0.013112756859463297,0.05,0.030971523412061684,0.0,47.889716695178876,19.712555912068755,0.0
2025-01-02 02:00:00,0.41660349081934406,0.26747327454305986,0.0,0.3534907339598808,0.0,0.013112756859463297,0.05,0.0,0.0,51.30171669777265,19.513814583747585,0.0
2025-01-02 03:00:00,0.41551243530777415,0.26678293726793506,0.0,0.3525702842597144,0.0,0.012942151048059788,0.05,0.0,0.0,50.2565145642815,19.36533452236196,0.0
2025-01-02 04:00:00,0.4310677630429277,0.2749652988266353,0.030971523412061684,0.3667169521225398,0.0,0.014350810920387907,0.05,0.030971523412061684,0.0,50.64204962413586,19.16752575912111,0.0
2025-01-02 05:00:00,0.7720136833322647,0.29281152261739696,0.05420016597110795,0.6921899273218032,0.0,0.02982375601046149,0.05,0.05420016597110795,0.0,51.153500322133546,19.166053611305085,0.0
2025-01-02 06:00:00,0.49630884857093255,0.2932847620596417,0.030971523412061684,0.41044413438311333,0.0,0.03586471418781925,0.05,0.030971523412061684,0.0,51.11116832867105,19.068665977951746,0.0
2025-01-02 07:00:00,0.4914486426668915,0.29184230516276516,0.0696859276771388,0.40861676525990676,0.0,0.03283187740698472,0.05,0.0696859276771388,0.0,51.88920568696766,18.776779827335144,0.0
2025-01-02 08:00:00,0.4878070873843589,0.2901128154832104,0.06194304682412337,0.4077973334795816,0.0,0.030009753904777337,0.05,0.06194304682412337,0.0,52.00114398798363,18.517697719136663,0.0
2025-01-02 09:00:00,0.4678280372507985,0.2835591174809533,0.08517168938316963,0.3936163620215491,0.0,0.024211675229249458,0.05,0.08517168938316963,0.0,51.1594357221524,18.273180587285385,0.0
2025-01-02 10:00:00,0.9653450967092388,0.2753068209724549,0.03871440426507711,0.3749167841817492,0.5231988197222223,0.01722949280526738,0.05,0.03871440426507711,0.0,50.85890928378339,18.178672422797284,-1.2972962587729129
2025-01-02 11:00:00,1.024924140670035,0.290733217808537,0.0,0.4223631769841062,0.5231988197222223,0.02936214396370634,0.05,0.0,0.0,51.855674010013075,18.534889836294806,-0.9651101637052496
2025-01-02 12:00:00,1.392283906742987,0.31137168187311137,0.030971523412061684,0.7752481038211233,0.5231988197222223,0.043836983199641556,0.05,0.030971523412061684,0.0,51.24079850684699,19.185186924778634,-0.3164008173274518
