Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.97831979200326,51.666666666666686,46.10666666666668,0.0,50.984446166495964,0.0,0.0,0.0,129.6536246750051,51.0197630696255,51.03742152119027,50.984446166495964,12.43753247303448,20.093050037989453,0.0,2.8,-56.88803367516266,-825.3258546457047,-0.0,-0.0,743.5394248540057,0.0,5.0,0.03662150602148945,0.0,0.0,0.511400989450395,329.99807111111113,24.898396116536322,0.2312865247223502,9.900108944906782,0.0033123391147102683,151.7168672631489,1.2176615878044783
2025-01-01 00:01:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.91982902533073,51.666666666666686,46.10666666666668,0.0,50.96618768059248,0.0,0.0,0.0,129.56223285207926,51.002524943311684,51.02069357467129,50.96618768059248,12.43753247303448,20.09758030039723,0.0,2.8,-59.272419955771,-825.6386005140333,-0.0,-0.0,743.5394248540057,0.0,5.0,0.03662578837473241,0.0,0.0,0.5114607903685862,329.99807111111113,22.826755704256637,0.23195196722401393,9.92701294697525,0.0033131269139482474,151.612114351574,1.2211990891092916
2025-01-01 00:02:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.86220432858516,51.666666666666686,46.10666666666668,0.0,50.94794272225374,0.0,0.0,0.0,129.4721942634143,50.98529896801789,51.00397709089996,50.94794272225374,12.43753247303448,20.10179997509301,0.0,2.8,-61.6066188495077,-825.9299471677427,-0.0,-0.0,743.5394248540057,0.0,5.0,0.03662977698880934,0.0,0.0,0.5115164893664449,329.99807111111113,20.78390346422936,0.23194604368993907,9.929920393314656,0.0033139118887730574,151.50856384772652,1.221180939276713
2025-01-01 00:03:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.80540171531582,51.666666666666686,46.10666666666668,0.0,50.92971109981295,0.0,0.0,0.0,129.38344018018097,50.96808496382453,50.987271895830325,50.92971109981295,12.43753247303448,20.105725275373178,0.0,2.8,-63.90985779235717,-826.2010052941424,-0.0,-0.0,743.5394248540057,0.0,5.0,0.03663348721988595,0.0,0.0,0.5115683008851344,329.99807111111113,18.751722647779584,0.23194429872384775,9.932671694280732,0.0033146963391217543,151.40590338493823,1.2211640161750665
2025-01-01 00:04:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.74938122514659,51.666666666666686,46.10666666666668,0.0,50.911492631301215,0.0,0.0,0.0,129.29590816429155,50.95088275994992,50.97057782427428,50.911492631301215,12.43753247303448,20.109370923142755,0.0,2.8,-65.53479329617619,-826.4527837728982,-0.0,-0.0,743.5394248540057,0.0,5.0,0.03663693301032312,0.0,0.0,0.5116164196227411,329.99807111111113,17.378565622716337,0.23194652080193492,9.935274628674449,0.0033154802687995867,151.3040920723571,1.2211482583984963
2025-01-01 00:05:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.6940585755249,51.666666666666686,46.10666666666668,0.0,50.893287143560215,0.0,0.0,0.0,129.20946652425766,50.93369219391383,50.953894719090634,50.893287143560215,12.43753247303448,20.11276816735566,0.0,2.8,-66.26165287449322,-826.6874341297328,-0.0,-0.0,743.5394248540057,0.0,5.0,0.03664014391915344,0.0,0.0,0.5116612583563501,329.99807111111113,16.886356401233844,0.23195226138615746,9.937745667203611,0.003316263681441202,151.2030411997655,1.2211335357364739
2025-01-01 00:06:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.63933784420271,51.666666666666686,46.10666666666668,0.0,50.8750944820064,0.0,0.0,0.0,129.12396538156673,50.91651312074507,50.93722244011442,50.8750944820064,12.43753247303448,20.115952612516615,0.0,2.8,-66.8263684558379,-826.9074102106014,-0.0,-0.0,743.5394248540057,0.0,5.0,0.036643153616882036,0.0,0.0,0.5117032872777016,329.99807111111113,16.541616900757813,0.23196100958444782,9.939448392302282,0.003317046580307027,151.10264923575738,1.2211196998608598
2025-01-01 00:07:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.58518069922229,51.666666666666686,46.10666666666668,0.0,50.856914513194575,0.0,0.0,0.0,129.03934484253483,50.899345415399644,50.920560866502186,50.856914513194575,12.43753247303448,20.11893841947952,0.0,2.8,-67.28935670361113,-827.1136857291517,-0.0,-0.0,743.5394248540057,0.0,5.0,0.03664597550303056,0.0,0.0,0.5117426935044042,329.99807111111113,16.2849041715349,0.23197256244444775,9.941700621935926,0.003317828968228233,151.00287637528294,1.221106691747911
2025-01-01 00:08:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.53155511393471,51.666666666666686,46.10666666666668,0.0,50.83874711212962,0.0,0.0,0.0,128.955554865523,50.882188960796675,50.90390988513021,50.83874711212962,12.43753247303448,20.12173740713213,0.0,2.8,-67.71234295320625,-827.3070732504974,-0.0,-0.0,743.5394248540057,0.0,5.0,0.036648620761462136,0.0,0.0,0.5117796332135048,329.99807111111113,16.055305443285484,0.23198675072379082,9.943853431287728,0.003318610847868887,150.9036894812053,1.2210944621336868
2025-01-01 00:09:00,0.48676631511458557,0.291035696177872,0.0,0.008112771918576426,0.004850594936297867,0.0,0.01934663435376029,0.4174196807608253,0.0,0.05,0.0,0.0,0.27645236284453867,0.0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.015934518125690116,0,On,0.048816530301440335,0,On,0.3317851624527293,0.24883887183954692,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,504.37538222222224,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2154.658808888889,Off,0.0,0,82.4784352300621,51.666666666666686,46.10666666666668,0.0,50.82059216087709,0.0,0.0,0.0,128.87255504697202,50.86504364650861,50.88726938932438,50.82059216087709,12.43753247303448,20.12435910203781,0.0,2.8,-68.12141564018589,-827.4882274893031,-0.0,-0.0,743.5394248540057,0.0,5.0,0.036651098407758036,0.0,0.0,0.5118142323030804,329.99807111111113,15.827386995111537,0.23200343816131205,9.94591185220822,0.0033193922217541164,150.80506196360562,1.221082971305676
