occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.617,0.0509,0.0789,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.61,0.0464,0.075,0.0,0.0,0.0,0.124,0,0,0,0
1.0,0.589,0.0312,0.0615,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.582,0.0217,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.947,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.569,0.0177,0.0496,0.0,0.0,0.0,0.141,0,0,0,0
0.8,0.589,0.0196,0.0504,0.0,0.0,0.0,0.141,0,0,0,0
0.8,0.589,0.0196,0.0504,0.0,0.0,0.0,0.0706,0,0,0,0
0.8,0.582,0.0189,0.0502,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.571,0.0203,0.0656,0.0,0.0,0.0,0.128,0,0,0,0
0.8,0.607,0.0329,0.126,0.0,0.0,0.0,0.155,0,0,0,0
0.8,0.642,0.0455,0.187,0.0,0.0,0.0,0.0,0,0,0,0
0.853,0.678,0.0581,0.248,0.0,0.0,0.0,0.326,0,0,0,0
1.0,0.729,0.0787,0.334,0.0,0.0,0.0,0.286,0,0,0,0
1.0,0.798,0.11,0.447,0.0,0.0,0.0,0.141,0,0,0,0
0.947,0.786,0.105,0.426,0.0,0.0,0.0,0.743,0,0,0,0
0.747,0.738,0.0866,0.346,0.0,0.0,0.0,0.0706,0,0,0,0
0.6,0.707,0.0769,0.293,0.0,0.0,0.0,0.0,0,0,0,0
