Metric,Value
Total Electric Energy (kWh),14.284118948387592
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.595171622849483
Peak Electric Power (kW),3.7879660586785944
Lighting Electric Energy (kWh),1.0264807264062124
Water Heating Electric Energy (kWh),2.66655634962963
Other Electric Energy (kWh),2.939107118740638
HVAC Heating Electric Energy (kWh),6.45197475361111
HVAC Cooling Electric Energy (kWh),1.2
Average Temperature - Indoor (C),21.284858976032346
Unmet Heating Load (C-hours),1.219048249708554
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),6.45197475361111
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),0.9999999999999997
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
