Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,7.2640476336940685,0.19955003941644123,0.0,0.12106746056156781,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,6.947250688888889,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,On,6947.250688888889,20.611111111111143,1.0,0.0,6.947250688888889,0.0,1,6947.250688888889,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,21.602661886992852,51.666666666666686,46.10666666666668,0.0,51.82103787556338,0.0,0.0,0.0,21.602661886992852,51.43674420080875,51.82103787556338,51.24459736343144,12.43753247303448,20.77251972622352,0.0,2.8,5151.956157587917,-2183.1653554387535,-0.0,-0.0,384.1098731756666,0.0,2.0,0.0932094638846162,0.0,0,1.7344818718597568,131.99922844444444,3.7609509621145207,0.18974521056692067,9.671621648787335,0.002831649204229206,-34.22383262840503,1.2151988743653714
2025-01-01 00:01:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,21.51635842934163,51.666666666666686,46.10666666666668,0.0,51.81776661832361,0.0,0.0,0.0,21.51635842934163,51.433712448197866,51.81776661832361,51.241685363135005,12.43753247303448,20.892030990798325,0.0,2.8,-1829.6062266039526,-2204.304018008286,-0.0,-0.0,384.1098731756666,0.0,2.0,0.09349029224523958,0.0,0,1.7397076470150383,131.99922844444444,-9.412081771333192,0.18888908252934006,9.74924647159198,0.0028314119172147935,-34.578387482168544,1.2182534504793316
2025-01-01 00:02:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,21.60958703545784,51.666666666666686,46.10666666666668,0.0,51.81450822617857,0.0,0.0,0.0,21.60958703545784,51.43069280755424,51.81450822617857,51.23878509824207,12.43753247303448,20.75662056218037,0.0,2.8,-1810.079296661354,-2180.3592641533246,-0.0,-0.0,384.1098731756666,0.0,2.0,0.09317208233442886,0.0,0,1.7337862598645821,131.99922844444444,-13.829905683695983,0.19045398385331255,9.688363954269427,0.0028311727730580376,-34.02613241199946,1.2188149074203887
2025-01-01 00:03:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,21.69971211782565,51.666666666666686,46.10666666666668,0.0,51.81123601482619,0.0,0.0,0.0,21.69971211782565,51.42766008305678,51.81123601482619,51.235872117172086,12.43753247303448,20.625604002247435,0.0,2.8,-1792.4921215492263,-2157.2902523166526,-0.0,-0.0,384.1098731756666,0.0,2.0,0.09286384783779895,0.0,0,1.7280504995200294,131.99922844444444,-19.31174240824042,0.19198177637922792,9.628990338712315,0.002830937556702062,-33.490597416881165,1.2193586413979163
2025-01-01 00:04:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,21.786910229017714,51.666666666666686,46.10666666666668,0.0,51.80795044566458,0.0,0.0,0.0,21.786910229017714,51.42461471025909,51.80795044566458,51.232946842556345,12.43753247303448,20.498731044388258,0.0,2.8,-1771.2008164847316,-2135.043584419608,-0.0,-0.0,384.1098731756666,0.0,2.0,0.09256503368569828,0.0,0,1.7224900370061011,131.99922844444444,-20.267105240790066,0.19347418550554768,9.571008666097192,0.00283070614563679,-32.97087399964072,1.2198856440374635
2025-01-01 00:05:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,21.871206574934856,51.666666666666686,46.10666666666668,0.0,51.80465195384643,0.0,0.0,0.0,21.871206574934856,51.42155709993702,51.80465195384643,51.23000967298232,12.43753247303448,20.375966307956563,0.0,2.8,-1747.0322202266336,-2113.6043065972103,-0.0,-0.0,384.1098731756666,0.0,2.0,0.0922755881187996,0.0,0,1.7171039091629305,131.99922844444444,-17.53778680508993,0.19493047245782547,9.51513742596983,0.002830478424141693,-32.46681842574417,1.2203960185124463
2025-01-01 00:06:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,21.952644507515707,51.666666666666686,46.10666666666668,0.0,51.8013409707742,0.0,0.0,0.0,21.952644507515707,51.41848765932903,51.8013409707742,51.22706100360645,12.43753247303448,20.25724864145607,0.0,2.8,-1722.6731811453858,-2092.953348956115,-0.0,-0.0,384.1098731756666,0.0,2.0,0.09199539717133687,0.0,0,1.7118899952664306,131.99922844444444,-13.829705364937524,0.19635024458248657,9.460631942480802,0.0028302542778091797,-31.978194704395232,1.2208899770524955
2025-01-01 00:07:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,22.03133198893868,51.666666666666686,46.10666666666668,0.0,51.798017921403066,0.0,0.0,0.0,22.03133198893868,51.41540678958948,51.798017921403066,51.224101223682695,12.43753247303448,20.142425141640583,0.0,2.8,-1699.1401370263675,-2073.0561924157473,-0.0,-0.0,384.1098731756666,0.0,2.0,0.09172412844163849,0.0,0,1.7068421098430502,131.99922844444444,-10.19381778628695,0.19773427578426642,9.40813880120362,0.0028300335941881644,-31.50443927260684,1.2213681160982597
2025-01-01 00:08:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,22.107397145495295,51.666666666666686,46.10666666666668,0.0,51.79468321463787,0.0,0.0,0.0,22.107397145495295,51.412314876721155,51.79468321463787,51.221130707762796,12.43753247303448,20.031314256970422,-0.0797968541407208,2.8,-1676.5893229850712,-2053.874022513724,-0.0,-0.0,384.1098731756666,0.0,2.0,0.09146137940974033,0.0,0,1.7019527626278337,131.99922844444444,-6.825173647013983,0.1990837717792538,9.357564489116946,0.002829816265097417,-31.04488600617935,1.221831154704329
2025-01-01 00:09:00,0.31679694480517967,0.19955003941644123,0.0,0.005279949080086328,0.0033258339902740206,0.0,0.011035760970557668,0.0,0.255761183834622,0.0,0.05,0.0,0.0,0.1849667060831079,0.0,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003103307748538012,0.0,On,0.007932453222019655,0,On,0.009138909057144734,0,On,0.20980428677082164,0.15735321507811617,On,0,0,Off,Off,0.0,20.611111111111143,0.0,0.0,0.0,0.0,0,0.0,6947.250688888889,Off,0.0,21.611111111111143,0,0.0,0.05,0.0,0.0,0,0,0,4744.528217777778,Off,0.0,0.0,22.180965957528496,51.666666666666686,46.10666666666668,0.0,51.79133724033618,0.0,0.0,0.0,22.180965957528496,51.409212288745366,51.79133724033618,51.21814981294996,12.43753247303448,19.92373746520806,-0.18737364590308303,2.8,-1654.956718898245,-2035.3692269840594,-0.0,-0.0,384.1098731756666,0.0,2.0,0.09120675225505674,0.0,0,1.6972145508038858,131.99922844444444,-3.6973650898522195,0.20039998752892135,9.308109903412923,0.002829602187332421,-30.598879340281254,1.2222798027111155
