occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.575,0.0189,0.379,0.0595,0.0,0.158,0,0,0,0
1.0,0.631,0.0311,0.211,0.0999,0.0,0.131,0,0,0,0
0.9,0.635,0.034,0.211,0.12,0.0,0.0,0,0,0,0
0.5,0.651,0.0453,0.211,0.201,0.0,0.165,0,0,0,0
0.5,0.651,0.0453,0.211,0.201,0.0,0.165,0,0,0,0
0.5,0.651,0.0453,0.211,0.201,0.0,0.0788,0,0,0,0
0.5,0.657,0.0481,0.211,0.211,0.0,0.0835,0,0,0,0
0.5,0.68,0.0595,0.211,0.248,0.0,0.111,0,0,0,0
0.5,0.68,0.0595,0.211,0.248,0.0,0.0788,0,0,0,0
0.5,0.68,0.0595,0.211,0.248,0.0,0.0925,0,0,0,0
0.5,0.682,0.0618,0.211,0.251,0.0,0.247,0,0,0,0
0.5,0.69,0.0711,0.211,0.262,0.0,0.0788,0,0,0,0
0.5,0.69,0.0711,0.211,0.262,0.0,0.0939,0,0,0,0
0.5,0.69,0.0711,0.211,0.262,0.0,0.0626,0,0,0,0
0.5,0.69,0.0734,0.211,0.264,0.0,0.0788,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.14,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.0788,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.0901,0,0,0,0
0.5,0.69,0.0845,0.211,0.268,0.0,0.03,0,0,0,0
0.5,0.69,0.0917,0.211,0.262,0.0,0.0788,0,0,0,0
0.5,0.69,0.0917,0.211,0.262,0.0,0.246,0,0,0,0
0.4,0.664,0.0765,0.253,0.22,0.0,0.265,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
