occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,lighting_garage,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.584,0.0304,0.355,0.0645,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0827,0,0,0,0
1.0,0.587,0.0325,0.344,0.0664,0.0664,0.0,0.0,0.0,0.0,0.0,0.0,0.0448,0,0,0,0
0.933,0.578,0.0233,0.373,0.0577,0.0577,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0,0,0,0
0.909,0.574,0.02,0.383,0.0545,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0,0,0,0
0.909,0.574,0.02,0.383,0.0545,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0,0,0,0
0.909,0.574,0.02,0.383,0.0545,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.909,0.565,0.0178,0.411,0.0528,0.0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.909,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.909,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.909,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.909,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.909,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.909,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.909,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.976,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.421,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0192,0.393,0.0593,0.0593,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0,0,0,0
1.0,0.574,0.02,0.383,0.0619,0.0619,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0,0,0,0
1.0,0.574,0.02,0.383,0.0619,0.0619,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0,0,0,0
1.0,0.574,0.02,0.383,0.0619,0.0619,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0,0,0,0
1.0,0.624,0.0388,0.27,0.162,0.162,0.0,0.0,0.0,0.0,0.0,0.733,0.144,0,0,0,0
1.0,0.643,0.0457,0.23,0.198,0.198,0.0,0.0,0.0,0.0,0.0,0.267,0.0647,0,0,0,0
1.0,0.654,0.0499,0.202,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0818,0,0,0,0
0.933,0.659,0.0514,0.191,0.227,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0,0,0,0
0.842,0.698,0.0698,0.163,0.295,0.295,0.0,0.0,0.0,0.0,0.0,0.733,0.0647,0,0,0,0
0.818,0.712,0.0765,0.153,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.267,0.0647,0,0,0,0
0.818,0.728,0.0827,0.125,0.348,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.813,0,0,0,0
0.818,0.734,0.085,0.115,0.358,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0,0,0,0
0.818,0.744,0.0982,0.115,0.374,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.818,0.748,0.103,0.115,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0,0,0,0
0.685,0.731,0.0952,0.143,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0,0,0,0
0.636,0.725,0.0923,0.153,0.339,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0,0,0,0
0.57,0.707,0.0943,0.181,0.314,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0,0,0,0
0.479,0.684,0.0855,0.219,0.274,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0,0,0,0
0.388,0.661,0.0725,0.258,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0,0,0,0
0.364,0.655,0.0691,0.268,0.221,0.221,0.0,0.0,0.0,0.0,0.0,0.733,0.0647,0,0,0,0
0.364,0.655,0.0742,0.268,0.217,0.217,0.0,0.0,0.0,0.0,0.0,1.0,0.194,0,0,0,0
0.297,0.638,0.0653,0.296,0.186,0.186,0.0,0.0,0.0,0.0,0.0,0.333,0.0647,0,0,0,0
0.273,0.631,0.0613,0.306,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0,0,0,0
0.339,0.648,0.0721,0.278,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0,0,0,0
