Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 07:16:00,0.2731641979284047,0.12746212564633413,0.004093517989035984,0.004552736632140078,0.0021243687607722357,6.82252998172664e-05,0.058157899408710245,0.16500629851969448,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,76.07033533931732,51.666666666666686,46.10666666666668,0.0,51.32791623982375,0.0,0.0,0.0,118.85989896768332,50.40708386907484,51.32791623982375,49.94666768370039,12.43753247303448,22.0838595799729,0.0,-0.0034566384763774216,-0.6623070321398569,0.0,9.236100170605994,-466.6154465497582,-1012.6769169029702,-20.946614954917322,-782.0297314183465,-0.0,-0.0,347.22440356211627,0.0,1.066,0.026923749841388435,0.0,0,1.3497207055003593,70.35558876088889,-31.810118693527926,0.2245463731030112,11.133436449674424,0.003628901953922552,-39.98594890051653,1.2115749433184244,0,0,35.46879637078027,0.01958968277842392,17.06473350495873,-38.011348459876054
2025-01-01 07:17:00,0.2731641979284047,0.12746212564633413,0.004093517989035984,0.004552736632140078,0.0021243687607722357,6.82252998172664e-05,0.058157899408710245,0.16500629851969448,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,76.47924559988836,51.666666666666686,46.10666666666668,0.0,51.310578362207,0.0,0.0,0.0,119.49882124982555,50.39128082494717,51.310578362207,49.931632056317255,12.43753247303448,21.915611114790554,0.0,1.3877787807814457e-17,-0.666040972913309,0.0,9.236100170605994,-455.1266085823213,-1081.9372535694924,-20.848961846589752,-772.480765652236,-0.0,-0.0,347.22440356211627,0.0,1.066,0.026799170289556893,0.0,0,1.3434753792891305,70.35558876088889,-29.870246492201627,0.2268161383089981,11.059883239513482,0.0036281528390502047,-39.419602375907075,1.2122663386099097,0,0,35.44926574330996,0.019596133671169077,17.16659181034425,-38.015553656934
2025-01-01 07:18:00,0.2731641979284047,0.12746212564633413,0.004093517989035984,0.004552736632140078,0.0021243687607722357,6.82252998172664e-05,0.058157899408710245,0.16500629851969448,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,76.87294388113789,51.666666666666686,46.10666666666668,0.0,51.293151364016715,0.0,0.0,0.0,120.11397481427794,50.37539283276631,51.293151364016715,49.916513567141116,12.43753247303448,21.75294701135577,0.0,-0.003452069094870891,-0.6697248821227746,0.0,9.236100170605994,-444.112285454955,-1011.1263489678724,-20.752022991245816,-763.2931874430006,-0.0,-0.0,347.22440356211627,0.0,1.066,0.026678446913804978,0.0,0,1.3374233679292649,70.35558876088889,-28.043501574070547,0.22903439073839366,10.989002881670201,0.0036274147555635555,-38.870317072094764,1.2129355458626463,0,0,35.45167978777431,0.01960249604713625,17.267145564673214,-38.01916855591903
2025-01-01 07:19:00,0.2731641979284047,0.12746212564633413,0.004093517989035984,0.004552736632140078,0.0021243687607722357,6.82252998172664e-05,0.058157899408710245,0.16500629851969448,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,77.25215924715214,51.666666666666686,46.10666666666668,0.0,51.27563859918044,0.0,0.0,0.0,120.7064988236752,50.359423052707385,51.27563859918044,49.901315279470865,12.43753247303448,21.595598716829475,-0.12662350539281064,0.0,-0.6733584472509999,0.0,9.236100170605994,-433.54639197659833,-1080.540738261075,-20.65584135548765,-754.4475385654317,-0.0,-0.0,347.22440356211627,0.0,1.066,0.026561405757159377,0.0,0,1.3315559507436605,70.35558876088889,-26.323256973282827,0.2312026647784992,10.919999405290593,0.0036266873583124843,-38.33732371870245,1.213583596293013,0,0,35.43080478729208,0.019608769453007942,17.366383763733385,-38.022225119221034
2025-01-01 07:20:00,0.2731641979284047,0.12746212564633413,0.004093517989035984,0.004552736632140078,0.0021243687607722357,6.82252998172664e-05,0.058157899408710245,0.16500629851969448,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,77.61757708967588,51.666666666666686,46.10666666666668,0.0,51.25804326088606,0.0,0.0,0.0,121.27746420261856,50.343374493487886,51.25804326088606,49.886040109788794,12.43753247303448,21.44331380310339,-0.2789084191188955,-0.003450271356768439,-0.6769414430140173,0.0,9.236100170605994,-423.40383177953595,-1009.9241003981649,-20.560456020259785,-745.9256661136557,-0.0,-0.0,347.22440356211627,0.0,1.066,0.026447882627738086,0.0,0,1.3258648965912567,70.35558876088889,-24.70256922799658,0.23332245371199598,10.853429626984061,0.003625970318301291,-37.81989658851856,1.2142114615795356,0,0,35.42392628485773,0.01961495358537806,17.464297803538045,-38.02475382379783
2025-01-01 07:21:00,0.5427371145950713,0.12746212564633413,0.23515601798903601,0.009045618576584522,0.0021243687607722357,0.003919266966483934,0.058157899408710245,0.16500629851969448,0.26957291666666666,0.05,0.0,0.004093517989035984,0.23106250000000003,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,On,4783.629326976013,22.222222222222285,0.7999999999999999,903.3630785795431,6.771774361111111,0.26957291666666666,1,5417.419488888889,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,77.9698421364528,51.666666666666686,46.10666666666668,0.0,51.240368391208946,0.0,0.0,0.0,121.82787833820748,50.32725002144027,51.240368391208946,49.87069083655594,12.43753247303448,21.295854854703816,-0.4263673675184698,1.3877787807814457e-17,-0.6804737260589635,0.0,9.236100170605994,3413.2420769770906,780.6843881198586,-20.46590232304592,-737.7106208725812,-0.0,-0.0,347.22440356211627,0.0,1.066,0.02633772247771665,0.0,0,1.3203424327338489,70.35558876088889,-23.17516729325441,0.23539520902005567,10.788520903524148,0.003625263321734825,-37.31735068417244,1.2148200577663288,0,0,35.39773963827138,0.019621048281351416,17.56088134272608,-38.026783665772
2025-01-01 07:22:00,0.5427371145950713,0.12746212564633413,0.23515601798903601,0.009045618576584522,0.0021243687607722357,0.003919266966483934,0.058157899408710245,0.16500629851969448,0.26957291666666666,0.05,0.0,0.004093517989035984,0.23106250000000003,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,On,4783.629326976013,22.222222222222285,0.7999999999999999,903.3630785795431,6.771774361111111,0.26957291666666666,1,5417.419488888889,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,77.31135907897958,51.666666666666686,46.10666666666668,0.0,51.222616890076,0.0,0.0,0.0,120.79899856090559,50.31105236895966,51.222616890076,49.85527010840149,12.43753247303448,21.52502387523289,-0.19719834698939565,0.17768943818988564,-0.6839552297661521,0.0,9.236100170605994,3397.301564926292,-1000.7277349653127,-20.37221202772373,-750.4933753847919,-0.0,-0.0,347.22440356211627,0.0,1.066,0.026508825143355907,0.0,0,1.3289200198805173,70.35558876088889,-26.332924831842327,0.23206846095186617,10.887068040221468,0.003624566069129667,-37.94543014249439,1.213875800807325,0,0,34.16669375228527,0.019627053509350404,17.656130167028277,-38.02834219475201
2025-01-01 07:23:00,0.5427371145950713,0.12746212564633413,0.23515601798903601,0.009045618576584522,0.0021243687607722357,0.003919266966483934,0.058157899408710245,0.16500629851969448,0.26957291666666666,0.05,0.0,0.004093517989035984,0.23106250000000003,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,On,4783.629326976013,22.222222222222285,0.7999999999999999,903.3630785795431,6.771774361111111,0.26957291666666666,1,5417.419488888889,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,76.67445410557815,51.666666666666686,46.10666666666668,0.0,51.205011434418246,0.0,0.0,0.0,119.80383453996586,50.29499151141715,51.205011434418246,49.83998154991661,12.43753247303448,21.746287915973838,0.0,0.17780931811880016,-0.6873859590585318,0.0,9.236100170605994,3382.2699005479476,-1002.8645726869127,-20.279413666926846,-762.9180017043735,-0.0,-0.0,347.22440356211627,0.0,1.066,0.026673498902217152,0.0,0,1.3371753180205233,70.35558876088889,-28.939962890605113,0.22890416437308234,10.982513836458526,0.0036238565297199202,-38.54589407694695,1.2129655342219714,0,0,34.21993483635578,0.019632969359960704,17.750042053183417,-38.02945572011026
2025-01-01 07:24:00,0.5427371145950713,0.12746212564633413,0.23515601798903601,0.009045618576584522,0.0021243687607722357,0.003919266966483934,0.058157899408710245,0.16500629851969448,0.26957291666666666,0.05,0.0,0.004093517989035984,0.23106250000000003,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,On,4783.629326976013,22.222222222222285,0.7999999999999999,903.3630785795431,6.771774361111111,0.26957291666666666,1,5417.419488888889,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,76.05800609097123,51.666666666666686,46.10666666666668,0.0,51.1875472646182,0.0,0.0,0.0,118.84063451714255,50.279062966126915,51.1875472646182,49.82482081688128,12.43753247303448,21.960060324158285,0.0,0.1778041334726011,-0.6907659851024854,0.0,9.236100170605994,3367.6994020831626,-1003.4574539264463,-20.18753293372813,-774.9989479992214,-0.0,-0.0,347.22440356211627,0.0,1.066,0.02683211109656613,0.0,0,1.345126742473612,70.35558876088889,-31.42951506054247,0.22589069760758648,11.073770379709167,0.003623135221371782,-39.120284739469994,1.212087410310724,0,0,34.24714380294929,0.0196387960366149,17.842616629150747,-38.030149562878876
2025-01-01 07:25:00,0.5427371145950713,0.12746212564633413,0.23515601798903601,0.009045618576584522,0.0021243687607722357,0.003919266966483934,0.058157899408710245,0.16500629851969448,0.26957291666666666,0.05,0.0,0.004093517989035984,0.23106250000000003,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,On,4783.629326976013,22.222222222222285,0.7999999999999999,903.3630785795431,6.771774361111111,0.26957291666666666,1,5417.419488888889,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,75.4610692522632,51.666666666666686,46.10666666666668,0.0,51.1702198682241,0.0,0.0,0.0,117.90792070666124,50.26326248330852,51.1702198682241,49.80978379085074,12.43753247303448,22.166689331106692,0.0,0.17780148384839278,-0.6940954401761231,0.0,9.236100170605994,3353.607340951172,-1003.8643951155473,-20.096592867156403,-786.7478816824894,-0.0,-0.0,347.22440356211627,0.0,1.066,0.02698497417968079,0.0,0,1.352789956907038,70.35558876088889,-33.772642509265026,0.2230180042470534,11.162404936631301,0.003622402634110551,-39.66992104241801,1.2112398638145103,0,0,34.250594848671845,0.01964453384658938,17.93385523820318,-38.03044810535958
2025-01-01 07:26:00,0.5427371145950713,0.12746212564633413,0.23515601798903601,0.009045618576584522,0.0021243687607722357,0.003919266966483934,0.058157899408710245,0.16500629851969448,0.26957291666666666,0.05,0.0,0.004093517989035984,0.23106250000000003,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,On,4783.629326976013,22.222222222222285,0.7999999999999999,903.3630785795431,6.771774361111111,0.26957291666666666,1,5417.419488888889,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,74.88274313660743,51.666666666666686,46.10666666666668,0.0,51.153024941311855,0.0,0.0,0.0,117.00428615094911,50.24758600966087,51.153024941311855,49.79486654383538,12.43753247303448,22.366506470633702,0.0,0.17780114778365252,-0.6973745127787785,0.0,9.236100170605994,3339.9703587011795,-1004.1594371286228,-20.006613959809783,-798.1762995904737,-0.0,-0.0,347.22440356211627,0.0,1.066,0.027132382590572886,0.0,0,1.360179721910727,70.35558876088889,-35.981206851273285,0.22027682419729125,11.247256422456928,0.00362165923424864,-40.19604698601569,1.2104214108426863,0,0,34.251080932083056,0.01965018319243991,18.023760808966458,-38.03037476877624
2025-01-01 07:27:00,0.2731641979284047,0.12746212564633413,0.004093517989035984,0.004552736632140078,0.0021243687607722357,6.82252998172664e-05,0.058157899408710245,0.16500629851969448,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,74.32217988849854,51.666666666666686,46.10666666666668,0.0,51.13595837849093,0.0,0.0,0.0,116.12840607577897,50.232029678945224,51.13595837849093,49.780065329172366,12.43753247303448,22.55982386117424,0.0,0.17780110044858116,-0.7006034429563426,0.0,9.236100170605994,-500.13443542592347,-2864.4576440450733,-19.917614288660424,-809.2952962718474,-0.0,-0.0,347.22440356211627,0.0,1.066,0.02727461135784847,0.0,0,1.3673098250070848,70.35558876088889,-38.06354271619226,0.21765866674603598,11.329196683892928,0.003620905465645534,-40.699826144488114,1.209630658780767,0,0,34.25684838108439,0.019655744563830416,18.112337730758647,-38.02995201941907
2025-01-01 07:28:00,0.2731641979284047,0.12746212564633413,0.004093517989035984,0.004552736632140078,0.0021243687607722357,6.82252998172664e-05,0.058157899408710245,0.16500629851969448,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,74.77678214533584,51.666666666666686,46.10666666666668,0.0,51.11901626130959,0.0,0.0,0.0,116.83872210208726,50.216589801058475,51.11901626130959,49.76537657093292,12.43753247303448,22.374910347215586,0.0,-0.0033359508329544596,-0.7037825178606799,0.0,9.236100170605994,-486.8520533355014,-1012.6235578292819,-19.82960964821216,-798.6583905336796,-0.0,-0.0,347.22440356211627,0.0,1.066,0.027138573384729164,0.0,0,1.3604900740386974,70.35558876088889,-35.41806636393801,0.22007254127268153,11.249064196767865,0.003620141751096651,-40.08871644029982,1.2103880959584656,0,0,35.49696906272517,0.019661218529784714,18.199591734777368,-38.02920138298953
2025-01-01 07:29:00,0.2731641979284047,0.12746212564633413,0.004093517989035984,0.004552736632140078,0.0021243687607722357,6.82252998172664e-05,0.058157899408710245,0.16500629851969448,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.1128787923130008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.027787757841233777,0,On,0.027787757841233777,0.0,On,0.014501242102360024,0,On,0.08971394853117419,0.06728546139838062,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,75.21384210766291,51.666666666666686,46.10666666666668,0.0,51.10197493679693,0.0,0.0,0.0,117.5216282932233,50.20105548294752,51.10197493679693,49.75059575602282,12.43753247303448,22.19644018283581,0.0,1.3877787807814457e-17,-0.7069120676757229,0.0,9.236100170605994,-474.51740593579086,-1080.2578569969785,-19.742613513196527,-788.4453062366887,-0.0,-0.0,347.22440356211627,0.0,1.066,0.027006947643021684,0.0,0,1.3538915136596255,70.35558876088889,-33.296503261218426,0.2224301466498382,11.17199427389938,0.003619389974497431,-39.496950042298025,1.211120050234567,0,0,35.424669908247964,0.019666605731587825,18.285529784823705,-38.02814329802023
2025-01-01 07:30:00,0.2798969793309181,0.1283526685177833,0.004093517989035984,0.004664949655515302,0.002139211141963055,6.82252998172664e-05,0.06107113208561379,0.16882584724530433,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.11376933518444995,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.029244374179685548,0,On,0.029244374179685548,0.0,On,0.017133400332704368,0,On,0.09090133902643971,0.06817600426982977,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,75.6343335585164,51.666666666666686,46.10666666666668,0.0,51.08483827263888,0.0,0.0,0.0,118.17864618518188,50.185430368893044,51.08483827263888,49.735726417020125,12.43753247303448,22.02405409450399,0.0,-0.003449673938855688,-0.7099924620426463,-1.1,9.236100170605994,-540.7014740871364,-12340.513101139733,-49.632519868835956,-860.4564042820107,-0.0,-0.0,349.5180930912944,4.029016673391982,1.0,0.028189452000503053,0.0,0,1.413171912008279,65.99961422222222,-29.763162896420145,0.2247336555488019,11.097133707759735,0.003618649742826689,-23.521133052477943,1.2118279027240402,0,0,35.39961627071066,0.022543478859334918,-11.60572294162679,-38.02679692720916
2025-01-01 07:31:00,0.2798969793309181,0.1283526685177833,0.004093517989035984,0.004664949655515302,0.002139211141963055,6.82252998172664e-05,0.06107113208561379,0.16882584724530433,0.0,0.05,0.0,0.004093517989035984,0.0,0.0,0.11376933518444995,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.00258238372624269,0.0,On,0.029244374179685548,0,On,0.029244374179685548,0.0,On,0.017133400332704368,0,On,0.09090133902643971,0.06817600426982977,On,0.004093517989035984,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,5417.419488888889,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,4036.4684133333335,Off,0.0,0,76.0606188239469,51.666666666666686,46.10666666666668,0.0,51.0676099218498,0.0,0.0,0.0,118.84471691241703,50.16971790087958,51.0676099218498,49.720771890394474,12.43753247303448,21.84942119266859,0.0,-1.1034472342017825,-0.7270353509707672,-1.1,9.236100170605994,-527.5596330327637,-1265.7647234715037,-48.97950670362215,-850.1652490516307,-0.0,-0.0,349.5180930912944,4.027999691675981,1.0,0.028064244216021723,0.0,0,1.4068950917213632,65.99961422222222,-26.912477072427386,0.227114028217087,11.02071624487381,0.003618209179253042,-23.08754238861757,1.212545598769042,0,0,42.840368295060145,0.022517874124520894,-11.085960278645743,-37.89354642497641
