Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,44.21664777966794,51.666666666666686,46.10666666666668,0.0,51.07772927177532,0.43224958350615933,1164.4223355573151,0.0,44.21664777966794,49.55409510032448,51.07772927177532,48.79227801459906,12.43753247303448,11.559994831070181,0.0,2.8,9.236100170605994,171.8262954799172,-464.745734188075,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04070932583527964,0.0,0,0.5268211102998565,263.9984568888889,-53.387378580144144,0.37197549932457324,5.536528278495953,0.0030842682171993646,115.42678235577677,1.2543286148012744
2025-01-01 00:01:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,44.105530890328964,51.666666666666686,46.10666666666668,0.0,51.05877831564091,0.4324616829016455,1164.422335557315,0.0,44.105530890328964,49.452321687052276,51.05877831564091,48.649093372757974,12.43753247303448,11.556775891499365,0.0,2.8,9.236100170605994,168.01752143281715,-464.52222833212517,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04070470518993145,0.0,0,0.5267613143326502,263.9984568888889,-57.419658483194084,0.37320647415477654,5.555853017291354,0.0030848074141788494,115.36771437656935,1.2580064851660775
2025-01-01 00:02:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,43.994762207488066,51.666666666666686,46.10666666666668,0.0,51.03982440727731,0.4326740236383678,1164.4223355573151,0.0,43.994762207488066,49.35055763037478,51.03982440727731,48.50592424192352,12.43753247303448,11.553266582652684,0.0,2.8,9.236100170605994,164.2061142169818,-464.2786047708888,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04069966771529004,0.0,0,0.5266961241599011,263.9984568888889,-61.47468926026576,0.3733578582343706,5.554774427238337,0.0030853447596585408,115.30986890996984,1.258021583981543
2025-01-01 00:03:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,43.88432500017484,51.666666666666686,46.10666666666668,0.0,51.02086751713392,0.4328866064522856,1164.422335557315,0.0,43.88432500017484,49.248802900971256,51.02086751713392,48.36277059288993,12.43753247303448,11.549481254868416,0.0,2.8,9.236100170605994,160.40916110240516,-464.01587082785954,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04069423400658537,0.0,0,0.526625806305353,263.9984568888889,-65.5343763178717,0.3735160844060869,5.553539455831524,0.0030858818292667637,115.25299634777471,1.2580379030581044
2025-01-01 00:04:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,43.77420397256719,51.666666666666686,46.10666666666668,0.0,51.00190761717287,0.4330994320645804,1164.422335557315,0.0,43.77420397256719,49.14705747092982,51.00190761717287,48.219632397808304,12.43753247303448,11.545433026408041,0.0,2.8,9.236100170605994,158.06362585871165,-463.7349484105408,-0.0,-0.0,689.9594082481365,0.0,4.0,0.040688422890488546,0.0,0,0.526550604405754,263.9984568888889,-68.16083397888389,0.37368083801237206,5.552155513523452,0.0030864186270208264,115.19705444034727,1.2580553845198863
2025-01-01 00:05:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,43.66434374942787,51.666666666666686,46.10666666666668,0.0,50.98294468073923,0.43331250118303816,1164.4223355573151,0.0,43.66434374942787,49.04532131362657,50.98294468073923,48.07650963007025,12.43753247303448,11.541169463939168,0.0,2.8,9.236100170605994,157.49036439582034,-463.43914913561315,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04068230264376416,0.0,0,0.5264714020336071,263.9984568888889,-69.02989471670294,0.3738509518096566,5.550649451830912,0.003086955156766577,115.14188584450322,1.2580738182609126
2025-01-01 00:06:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,43.55468234395266,51.666666666666686,46.10666666666668,0.0,50.963978686184745,0.43352581446120453,1164.4223355573151,0.0,43.55468234395266,48.94359440710048,50.963978686184745,47.93340226755834,12.43753247303448,11.536743821166166,0.0,2.8,9.236100170605994,157.05974867952182,-463.13217662031695,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04067594970783355,0.0,0,0.5263891884205847,263.9984568888889,-69.76748294829765,0.3740251156936387,5.549051330733572,0.0030874914217071904,115.08731383386812,1.25809296902356
2025-01-01 00:07:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,43.44520787033025,51.666666666666686,46.10666666666668,0.0,50.94500961746552,0.43373937249138206,1164.4223355573151,0.0,43.44520787033025,48.841876734610096,50.94500961746552,47.79031029318238,12.43753247303448,11.53216629684733,0.0,2.8,9.236100170605994,156.79199729380588,-462.8147460371215,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04066937872030572,0.0,0,0.5263041529926047,263.9984568888889,-70.35266491720905,0.3742030833931694,5.547366910438647,0.0030880274243234554,115.03330517523177,1.2581127918001163
2025-01-01 00:08:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,43.3359085402667,51.666666666666686,46.10666666666668,0.0,50.9260374596122,0.43395317585539883,1164.4223355573151,0.0,43.3359085402667,48.740168280414835,50.9260374596122,47.64723369081615,12.43753247303448,11.527447006872185,0.0,2.8,9.236100170605994,156.60577051426054,-462.48756638897805,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04066260420005865,0.0,0,0.5262164836390824,263.9984568888889,-70.86607134489783,0.3743846102938436,5.545601904155939,0.0030885631669608856,114.9798268288809,1.258133241945724
2025-01-01 00:09:00,0.49821326517431475,0.22059026087443986,0.0,0.008303554419571913,0.003676504347907331,0.0,0.10735840384988812,0.0,0.3908548613244266,0.0,0.0,0.0,0.22059026087443986,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.02105986842105263,0.0,On,0.08629853542883549,0,On,0.040563769040580344,0,On,0.22973670519725023,0.17230252889793762,On,0.05617074445125967,0,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,9120.372977777777,Off,0.0,0.0,43.22677518169235,51.666666666666686,46.10666666666668,0.0,50.9070621987211,0.43416722512465417,1164.4223355573151,0.0,43.22677518169235,48.63846902976674,50.9070621987211,47.50417244528956,12.43753247303448,11.522593819764495,0.0,2.8,9.236100170605994,156.4391817890222,-462.15119045859467,-0.0,-0.0,689.9594082481365,0.0,4.0,0.04065563744010796,0.0,0,0.5261263265034111,263.9984568888889,-71.36903600051956,0.3745695070824387,5.543760756539877,0.003089098651830428,114.92685319577703,1.258154284744309
