Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.515842486105869,0.2826126641491671,0.0,0.00859737476843115,0.004710211069152785,0.0,0.027257659462855077,0.4885848266430139,0.0,0.0,0.0,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,16777.148826666667,Off,0.0,0,85.29165538166677,51.666666666666686,46.10666666666668,0.0,48.77039355628354,0.0,0.0,0.0,133.26821153385433,48.818933641570496,48.84320368421399,48.77039355628354,12.43753247303448,17.029651011575055,-0.2481267662027733,3.5356854810511846,2.8,9.236100170605994,-699.7511642314419,-484.0343643139123,-1172.4486436510063,-0.0,-0.0,475.42467886039105,0.0,1.0,0.06322399399529709,0.0,0,0.5917140309395705,65.99961422222222,-2.7271994408267233,0.21977581348289182,7.654373274616294,0.0025949460801320636,10.048543006085065,1.2310489269541642,0.005127338408735637,-4.915886184924628,-479.1184781289877
2025-01-01 00:01:00,0.515842486105869,0.2826126641491671,0.0,0.00859737476843115,0.004710211069152785,0.0,0.027257659462855077,0.4885848266430139,0.0,0.0,0.0,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,16777.148826666667,Off,0.0,0,85.34342896767969,51.666666666666686,46.10666666666668,0.0,48.75163374194641,0.0,0.0,0.0,133.3491077619995,48.80121493706228,48.82600553462022,48.75163374194641,12.43753247303448,16.992605042019466,-0.285172735758362,3.469406713867283,2.8,9.236100170605994,-702.7053471497477,-479.61785726869766,-1168.3471175784885,-0.0,-0.0,475.42467886039105,0.0,1.0,0.06316727212677341,0.0,0,0.5911831703699414,65.99961422222222,-9.782908431650213,0.22093902875055788,7.659147232591518,0.002594980669342908,10.084772329217767,1.2348025963689628,0.005127338408735637,-4.473008237289136,-475.1448490314085
2025-01-01 00:02:00,1.1419706111058692,0.2826126641491671,0.6188756756756757,0.019032843518431153,0.004710211069152785,0.010314594594594596,0.027257659462855077,0.4885848266430139,0.626128125,0.0,0.6188756756756757,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,On,10922.242651174187,17.77777777777783,0.9250000000000002,6481.03430049248,18.13745819099099,0.626128125,1,16777.148826666667,16777.148826666667,Off,0.0,0,85.39378896374589,51.666666666666686,46.10666666666668,0.0,48.7328631762272,0.0,0.0,0.0,133.42779525585294,48.78348547697817,48.808796627353665,48.7328631762272,12.43753247303448,16.956075155596253,-0.32170262218157575,3.404282289397215,2.8,9.236100170605994,10216.380875370633,6006.67737609918,-1164.3079746386272,-0.0,-0.0,475.42467886039105,0.0,1.0,0.06311133405913492,0.0,0,0.5906596454011172,65.99961422222222,-16.978480025318362,0.2214543858652606,7.641319346661575,0.0025950152777360993,10.120413496970837,1.2349580557554014,0.005127338408735637,-4.037843663841069,-470.31908072945834
2025-01-01 00:03:00,1.1419706111058692,0.2826126641491671,0.6188756756756757,0.019032843518431153,0.004710211069152785,0.010314594594594596,0.027257659462855077,0.4885848266430139,0.626128125,0.0,0.6188756756756757,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,On,10922.242651174187,17.77777777777783,0.9250000000000002,6481.03430049248,18.13745819099099,0.626128125,1,16777.148826666667,16777.148826666667,Off,0.0,0,84.91066928197097,51.666666666666686,46.10666666666668,0.0,48.71408217054686,0.0,0.0,0.0,132.67292075307964,48.76574555498094,48.79157724719798,48.71408217054686,12.43753247303448,17.11836027457395,-0.15941750320387982,3.587032978655518,2.8,9.236100170605994,10180.458945938324,5995.912369520549,-1182.2918038811224,-0.0,-0.0,475.42467886039105,0.0,1.0,0.06335979175071539,0.0,0,0.5929849635740557,65.99961422222222,-34.91658021513304,0.2191910082139779,7.720023518864604,0.0025950500040688006,9.924244697306744,1.2342675815112,0.005127338408735637,-5.258992662631549,-479.8629383092991
2025-01-01 00:04:00,1.1419706111058692,0.2826126641491671,0.6188756756756757,0.019032843518431153,0.004710211069152785,0.010314594594594596,0.027257659462855077,0.4885848266430139,0.626128125,0.0,0.6188756756756757,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,On,10922.242651174187,17.77777777777783,0.9250000000000002,6481.03430049248,18.13745819099099,0.626128125,1,16777.148826666667,16777.148826666667,Off,0.0,0,84.44156025463066,51.666666666666686,46.10666666666668,0.0,48.69540825413473,0.0,0.0,0.0,131.9399378978604,48.748105997489986,48.77445486916763,48.69540825413473,12.43753247303448,17.275524253788582,-0.0022535239892462755,3.76687525404957,2.8,9.236100170605994,10149.751610812376,5986.752263242954,-1199.805977580096,-0.0,-0.0,475.42467886039105,0.0,1.0,0.0636002859195975,0.0,0,0.5952357510535256,65.99961422222222,-48.109741642107025,0.21702383267943764,7.79501456223306,0.002595084076334497,9.734218418804968,1.2335996313535562,0.005127338408735637,-6.460707498449438,-487.8213297510765
2025-01-01 00:05:00,1.1419706111058692,0.2826126641491671,0.6188756756756757,0.019032843518431153,0.004710211069152785,0.010314594594594596,0.027257659462855077,0.4885848266430139,0.626128125,0.0,0.6188756756756757,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,On,10922.242651174187,17.77777777777783,0.9250000000000002,6481.03430049248,18.13745819099099,0.626128125,1,16777.148826666667,16777.148826666667,Off,0.0,0,83.9854734483039,51.666666666666686,46.10666666666668,0.0,48.67683833611845,0.0,0.0,0.0,131.22730226297486,48.73056389389651,48.75742667278554,48.67683833611845,12.43753247303448,17.427932561848362,0.0,3.944054447965819,2.8,9.236100170605994,10122.830548826507,5978.539088935678,-1216.8819847661596,-0.0,-0.0,475.42467886039105,0.0,1.0,0.06383338282120807,0.0,0,0.5974173074300774,65.99961422222222,-57.95479644191175,0.21494523248765385,7.868477263312676,0.0025951175142909567,9.549903412631505,1.2329525826807446,0.005127338408735637,-7.6446274942395585,-494.8505840625624
2025-01-01 00:06:00,1.1419706111058692,0.2826126641491671,0.6188756756756757,0.019032843518431153,0.004710211069152785,0.010314594594594596,0.027257659462855077,0.4885848266430139,0.626128125,0.0,0.6188756756756757,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,On,10922.242651174187,17.77777777777783,0.9250000000000002,6481.03430049248,18.13745819099099,0.626128125,1,16777.148826666667,16777.148826666667,Off,0.0,0,83.54160829305931,51.666666666666686,46.10666666666668,0.0,48.65836954349766,0.0,0.0,0.0,130.53376295790517,48.71311653893131,48.74049003664813,48.65836954349766,12.43753247303448,17.575880857199113,0.0,4.118766443821219,2.8,9.236100170605994,10097.646814423428,5971.080007528662,-1233.5446055341038,-0.0,-0.0,475.42467886039105,0.0,1.0,0.0640595414955522,0.0,0,0.5995339288639916,65.99961422222222,-66.47591007704762,0.21294886181895287,7.939279922052467,0.0025951503363238616,9.370949996441386,1.2323251176196313,0.005127338408735637,-8.812061552526233,-501.14223141129224
2025-01-01 00:07:00,1.1419706111058692,0.2826126641491671,0.6188756756756757,0.019032843518431153,0.004710211069152785,0.010314594594594596,0.027257659462855077,0.4885848266430139,0.626128125,0.0,0.6188756756756757,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,On,10922.242651174187,17.77777777777783,0.9250000000000002,6481.03430049248,18.13745819099099,0.626128125,1,16777.148826666667,16777.148826666667,Off,0.0,0,83.10934771672133,51.666666666666686,46.10666666666668,0.0,48.639999179748564,0.0,0.0,0.0,129.85835580737708,48.69576139363764,48.72364250058218,48.639999179748564,12.43753247303448,17.71959657613598,0.0,4.291178901399608,2.8,9.236100170605994,10073.349962282322,5964.279689123022,-1249.8118261998304,-0.0,-0.0,475.42467886039105,0.0,1.0,0.06427911635101238,0.0,0,0.6015889322670823,65.99961422222222,-74.5055415524269,0.21102955979684185,8.00755684822361,0.0025951825597112215,9.197088107106271,1.2317162143083984,0.005127338408735637,-9.964129984143868,-506.790481385314
2025-01-01 00:08:00,1.1419706111058692,0.2826126641491671,0.6188756756756757,0.019032843518431153,0.004710211069152785,0.010314594594594596,0.027257659462855077,0.4885848266430139,0.626128125,0.0,0.6188756756756757,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,On,10922.242651174187,17.77777777777783,0.9250000000000002,6481.03430049248,18.13745819099099,0.626128125,1,16777.148826666667,16777.148826666667,Off,0.0,0,82.68817493011406,51.666666666666686,46.10666666666668,0.0,48.621724684391694,0.0,0.0,0.0,129.2002733283032,48.67849604725089,48.70688172868049,48.621724684391694,12.43753247303448,17.859269908382238,0.0,4.461437690564379,2.8,9.236100170605994,10049.762687993747,5958.044073510389,-1265.6981324406188,-0.0,-0.0,475.42467886039105,0.0,1.0,0.06449240463041157,0.0,0,0.6035850995380847,65.99961422222222,-82.20650960021271,0.20918287669964825,8.074096039796718,0.002595214200883147,9.028091146234356,1.2311250140610734,0.005127338408735637,-11.101807498618106,-511.88841948347283
2025-01-01 00:09:00,0.515842486105869,0.2826126641491671,0.0,0.00859737476843115,0.004710211069152785,0.0,0.027257659462855077,0.4885848266430139,0.0,0.0,0.0,0.0,0.2826126641491671,0,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004021034356725146,0.0,On,0.02323662510612993,0,On,0.02849771625952754,0,On,0.33067423737766755,0.24800567803325058,On,0.04338794811444759,0,On,0.03988227673681583,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,16777.148826666667,Off,0.0,0,82.27762551079441,51.666666666666686,46.10666666666668,0.0,48.60354361089393,0.0,0.0,0.0,128.55878986061626,48.66131819636554,48.69020548910135,48.60354361089393,12.43753247303448,17.995071634323548,0.0,4.629669275177409,2.8,9.236100170605994,-895.3644818082128,-528.7422861605099,-1281.2164147514397,-0.0,-0.0,475.42467886039105,0.0,1.0,0.06469967370070258,0.0,0,0.6055249329671482,65.99961422222222,-89.57274591716394,0.207404801930804,8.139011728980615,0.0025952452755621845,8.863755194352162,1.2305507449429627,0.005127338408735637,-12.225939133628085,-516.5163470268818
