Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7036809236058691,0.2826126641491671,0.18566270270270271,0.7036809236058691,0.2826126641491671,0.18566270270270271,0.027257659462855077,0.4885848266430139,0.1878384375,0.0,0.18566270270270271,0.0,0.2826126641491671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.0,0.0,0.004021034356725146,0.0,0.02323662510612993,0.0,0.02849771625952754,0.0,0.33067423737766755,0.24800567803325058,0.04338794811444759,0.0,0.03988227673681583,0.0,0.0,0.0,3276.6727953522563,17.77777777777783,0.2775,1944.310290147744,5.441237457297297,0.1878384375,0.3,5033.144648,16777.148826666667,0.0,0.0,82.82526694581787,51.66666666666668,46.10666666666668,0.0,48.27689104657074,0.0,0.0,0.0,129.41447960284043,48.308867038807165,48.32485503492538,48.27689104657074,12.43753247303448,17.43929714150748,-0.06698147744219322,4.16314017992954,2.8,9.236100170605994,2464.844375920135,1531.1934759469093,-1218.3644746791322,0.0,0.0,475.42467886039105,0.0,1.0,0.06385047850630811,0.0,0.0,0.5975773061284033,65.99961422222222,-68.88862361338012,0.2148958299203269,7.8739735483008255,0.0025959009416140983,9.377966632062849,1.2328453914244644,0.005127338408735637,-9.108569016553796,-404.0082451842807
2025-01-01 01:00:00,0.7508801495859306,0.28174748949626915,0.21660648648648648,0.7508801495859307,0.28174748949626915,0.2166064864864865,0.026956081886100693,0.5047792239498299,0.21914484375,0.0,0.21660648648648648,0.0,0.28174748949626915,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04498908195069148,0.0337418114630186,0.0,0.0,0.0037194567799707597,0.0,0.02323662510612993,0.0,0.02849771625952754,0.0,0.33067423737766755,0.24800567803325058,0.05242710397162417,0.0,0.04819108439031913,0.0,0.0,0.0,3822.7849279109655,17.77777777777783,0.3237500000000001,2268.3620051723683,6.348110366846847,0.21914484375,0.35,5872.002089333333,16777.148826666667,0.0,0.0,79.90859442350838,51.66666666666668,46.10666666666668,0.0,47.2622559135865,0.0,0.0,0.0,124.85717878673182,47.294896813760644,47.31121726384772,47.2622559135865,12.43753247303448,17.5123374863795,-0.04570088335517421,5.365618810245668,2.5,9.236100170605994,3079.416224730164,1893.9223876438637,-1127.200947540612,0.0,0.0,473.96953507977275,0.0,1.0,0.05767644300058898,0.0,0.0,0.5397944422915373,65.99961422222222,-90.1372907199625,0.21410084054461945,7.911980331237205,0.002598151715937614,16.267117601580495,1.2325937896551338,0.005127338408735637,-19.17271670928407,-355.26690081922
2025-01-01 02:00:00,0.6802012761213868,0.2808823148433713,0.20374791777859064,0.6802012761213867,0.2808823148433713,0.20374791777859064,0.026956081886100693,0.4862776942352861,0.16696750000000002,0.03871440426507711,0.16503351351351353,0.0,0.2808823148433713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438355157468276,0.03287663681012069,0.0,0.0,0.0037194567799707597,0.0,0.02323662510612993,0.0,0.02849771625952754,0.0,0.33067423737766755,0.24800567803325058,0.04338794811444759,0.0,0.03988227673681583,0.0,0.0,0.0,2912.5980403131166,17.77777777777783,0.2466666666666667,1728.2758134646613,4.836655517597597,0.16696750000000002,0.26666666666666666,4473.906353777778,16777.148826666667,879.2133333333333,0.0,81.76954844405009,51.66666666666668,46.10666666666668,0.0,47.91321409025356,0.0,0.0,879.2133333333333,127.76491944382825,47.944677746081105,47.96040957399488,47.91321409025356,12.43753247303448,17.525270474046078,-0.04869221258784447,6.1198556828605275,1.6500000000000001,9.236100170605994,2214.649488864124,1311.8661821066646,-1077.4674117957866,0.0,0.0,472.8159688759089,0.0,1.0,0.05183646572479214,0.0,0.0,0.4851380329746205,65.99961422222222,-93.29710852911496,0.2143258404002579,7.923856872472668,0.0026029702725792023,30.87227681184556,1.2325355164243836,0.005127338408735637,-29.997629470750024,-386.4120018872466
2025-01-01 03:00:00,0.6961946217103666,0.28001714019047336,0.16503351351351353,0.6961946217103666,0.28001714019047336,0.16503351351351353,0.026755030168264436,0.5024720915421022,0.16696750000000002,0.0,0.16503351351351353,0.0,0.28001714019047336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042681949542963706,0.03201146215722277,0.0,0.0,0.003518405062134503,0.0,0.02323662510612993,0.0,0.02849771625952754,0.0,0.33067423737766755,0.24800567803325058,0.05242710397162417,0.0,0.04819108439031913,0.0,0.0,0.0,2912.5980403131166,17.77777777777783,0.2466666666666667,1728.2758134646613,4.836655517597597,0.16696750000000002,0.26666666666666666,4473.906353777778,16777.148826666667,0.0,0.0,93.14275760501071,51.66666666666668,46.10666666666668,0.0,52.17789281132223,0.0,0.0,0.0,145.53555875782922,52.21055286996413,52.226882899285094,52.17789281132223,12.43753247303448,17.495680113286642,-0.04082651926651,6.362712202907297,1.6500000000000001,9.236100170605994,2150.640826325516,1280.3321688339843,-1138.730961624359,0.0,0.0,471.4613509542088,0.0,1.0,0.05500103247460924,0.0,0.0,0.51475524677878,65.99961422222222,-94.68760331744973,0.2152065602066731,7.9167981980669815,0.002608947404320253,7.593608612567795,1.2326562188992038,0.005127338408735637,-31.63015843453444,-416.3134861961426
2025-01-01 04:00:00,0.8651167710759444,0.3169926895435385,0.23726341530395356,0.8651167710759443,0.3169926895435385,0.2372634153039536,0.028381122594555476,0.6280262734813888,0.20870937500000003,0.030971523412061684,0.20629189189189187,0.0,0.3169926895435385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152838333909982,0.031146287504324854,0.0,0.0,0.003518405062134503,0.0,0.02486271753242097,0.0,0.0422984970896132,0.0,0.3811285360522849,0.28584640203921363,0.08496806505745985,0.0,0.078102791942931,0.0,0.0,0.0,3640.7475503913956,17.77777777777783,0.3083333333333334,2160.3447668308268,6.045819396996998,0.20870937500000003,0.3333333333333333,5592.3829422222225,16777.148826666667,703.3706666666666,0.0,88.4043514415272,51.66666666666668,46.10666666666668,0.0,51.09222930495951,0.18537254974951584,496.5573258510706,703.3706666666666,138.13179912738624,50.32633928899012,51.10206899991571,49.93355458604923,12.43753247303448,17.414781549825115,-0.07291925683276664,6.50917721798034,0.55,9.236100170605994,2842.6542833648027,1708.5826067348942,-1240.5206484422336,0.0,0.0,532.6571557741157,0.0,1.0,0.056137126074703295,0.0,0.0,0.5253879588419613,65.99961422222222,-90.2297743584753,0.2161965935287723,7.874200952312086,0.002608731472635353,33.755978835713314,1.2324211529651588,0.005127338408735637,-40.17881067189813,-411.58334942403417
2025-01-01 05:00:00,0.9099328731797086,0.30265072417684696,0.20629189189189187,0.9099328731797085,0.30265072417684696,0.2062918918918919,0.028170495550756004,0.6730530026289525,0.20870937500000003,0.0,0.20629189189189187,0.0,0.30265072417684696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152838333909982,0.031146287504324854,0.0,0.0,0.0039205084978070175,0.0,0.024249987052948986,0.0,0.03705599268337936,0.0,0.36200591556336287,0.2715044366725221,0.12112468848616618,0.0,0.11133802255694421,0.0,0.0,0.0,3640.7475503913956,17.77777777777783,0.3083333333333334,2160.3447668308268,6.045819396996998,0.20870937500000003,0.3333333333333333,5592.3829422222225,16777.148826666667,0.0,0.0,87.01284874970881,51.66666666666668,46.10666666666668,0.0,51.64247121154652,0.08942465398400776,248.01054341913624,0.0,135.95757617142002,49.917726463789144,51.64247121154652,49.055354089910466,12.43753247303448,17.524522496112255,-0.04125103111516945,6.465150484124953,-0.25000000000000006,9.236100170605994,2757.0055190673943,1630.3511530115136,-1296.9486441991603,0.0,0.0,509.419987269385,0.0,1.0,0.05545367537683619,0.0,0.0,0.518991536505633,65.99961422222222,-96.21337439422625,0.21565908796887356,7.938282466249706,0.0026217851987279076,42.38335718838865,1.2313277410311139,0.005127338408735637,-45.33383023215788,-484.6597835871552
2025-01-01 06:00:00,0.8475788600543008,0.2808823148433713,0.21660648648648648,0.8475788600543008,0.2808823148433713,0.2166064864864865,0.027659762898527594,0.6007742534057733,0.21914484375,0.0,0.21660648648648648,0.0,0.2808823148433713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438355157468276,0.03287663681012069,0.0,0.0,0.00442313779239766,0.0,0.02323662510612993,0.0,0.02849771625952754,0.0,0.33067423737766755,0.24800567803325058,0.10304637677181303,0.0,0.0947204072499376,0.0,0.0,0.0,3822.7849279109655,17.77777777777783,0.3237500000000001,2268.3620051723683,6.348110366846847,0.21914484375,0.35,5872.002089333333,16777.148826666667,0.0,0.0,83.79552727412967,51.66666666666668,46.10666666666668,0.0,50.40701613644385,0.0,0.0,0.0,130.93051136582758,48.592540415740466,50.40701613644385,47.68530255538879,12.43753247303448,17.417195924593507,-0.061372620495162046,6.182798925777624,0.3,9.236100170605994,2948.896616854197,1779.997236451626,-1251.10713083816,0.0,0.0,473.51964988833583,0.0,1.0,0.05562278490282619,0.0,0.0,0.5205742343545109,65.99961422222222,-96.3008301069443,0.21730993365670045,7.889660341999332,0.0026240406835354255,5.540007672496532,1.231780827174661,0.005127338408735637,-39.63383804467948,-448.7309306760624
2025-01-01 07:00:00,1.058587386964787,0.2826126641491671,0.536358918918919,1.058587386964787,0.2826126641491671,0.536358918918919,0.027358185321773205,0.4885848266430139,0.5426443750000001,0.0,0.536358918918919,0.0,0.2826126641491671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.0,0.0,0.004121560215643275,0.0,0.02323662510612993,0.0,0.02849771625952754,0.0,0.33067423737766755,0.24800567803325058,0.04338794811444759,0.0,0.03988227673681583,0.0,0.0,0.0,9465.94363101763,21.111111111111143,0.8016666666666669,5616.896393760149,15.719130432192193,0.5426443750000001,0.8666666666666667,14540.195649777777,16777.148826666667,0.0,0.0,74.31240283128264,51.66666666666668,46.10666666666668,0.0,49.28559839057037,0.0,0.0,0.0,116.11312942387913,47.597390430118324,49.28559839057037,46.75328644989231,12.43753247303448,19.9525452304385,-0.7365618201860279,9.854850932739172,-0.55,9.236100170605994,8089.248718231492,4908.1122169087175,-1672.1226757600846,0.0,0.0,475.52520471930916,5.48659881137427,1.0,0.06163418313551604,0.0,0.0,0.5768349742266631,65.99961422222222,-180.09744174536218,0.18606132376930784,9.080062687302592,0.0026274251532457825,35.82412093615452,1.2211374687624754,0.005127338408735637,-70.3183421232685,-638.465834728163
2025-01-01 08:00:00,1.4029367632860938,0.37912771551684626,0.5622702337326559,1.402936763286094,0.37912771551684626,0.5622702337326559,0.1969512321517345,0.7781313123843595,0.42785421875,0.1393718553542776,0.4228983783783784,0.0,0.37912771551684626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.0031163016264619883,0.0,0.19383493052527254,0.0,0.1893574668439676,0.0,0.4582074063307093,0.34365555474803183,0.04338794811444759,0.0,0.03988227673681583,0.0,0.0,0.0,7463.532478302362,21.111111111111143,0.6320833333333334,4428.706772003195,12.393929763843845,0.42785421875,0.6833333333333333,11464.385031555556,16777.148826666667,3165.1679999999997,0.0,78.11563970921154,51.66666666666668,46.10666666666668,0.0,51.30752831255537,0.9508521374569376,2575.2878589630313,3165.1679999999997,122.05568704564301,49.853153072348455,51.30752831255538,49.12596545224499,12.43753247303448,20.821042206321884,-0.052078502394301056,11.413038137093654,-1.4,9.236100170605994,6419.80404483045,3657.5572582033983,-1920.182679703994,0.0,0.0,925.7374154639033,353.1897115461091,1.0,0.06535827359100378,0.0,0.0,0.61168877633167,65.99961422222222,-49.283169231820445,0.1769301516595161,9.499395410909193,0.0026405457969473443,95.30691946393948,1.2180780258630162,0.005127338408735637,-86.83858986299786,-684.3109239367985
2025-01-01 09:00:00,0.8843139115886359,0.2984817410318346,0.30943783783783785,0.8843139115886359,0.2984817410318346,0.30943783783783785,0.05246246382837147,0.5187873852602645,0.3130640625,0.0,0.30943783783783785,0.0,0.2984817410318346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.0025131464729532165,0.0,0.04994931735541826,0.0,0.05488946921056798,0.0,0.3506794403506937,0.2630095802630202,0.034348792257271006,0.0,0.03157346908331254,0.0,0.0,0.0,5461.121325587093,21.111111111111143,0.4625000000000001,3240.51715024624,9.068729095495495,0.3130640625,0.5,8388.574413333334,16777.148826666667,0.0,0.0,77.0337490545705,51.66666666666668,46.10666666666668,0.0,51.377221481400476,0.1021505147119539,276.5652708506368,0.0,120.3652328977664,49.46814623548347,51.377221481400476,48.51360861252497,12.43753247303448,20.797832221720594,-0.06502805251675123,11.476759806065507,-0.85,9.236100170605994,4242.929821931853,2585.47958821364,-1840.8284717894373,0.0,0.0,489.574475518615,920.2648826486918,0.13325,0.0643763193758324,0.0,0.0,0.6024986564082059,8.794448595111112,133.06249261558213,0.1787579889410942,9.517835086273143,0.00266269368551953,110.55424887012761,1.2187695147901374,0.005127338408735637,-83.38763575108678,-571.649926281513
