occupants,plug_loads_other,plug_loads_tv,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.827,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.8,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.8,0.592,0.0261,0.102,0.0,0.0,0,0,0,0
0.8,0.597,0.0276,0.11,0.0,0.0,0,0,0,0
0.8,0.597,0.0276,0.11,0.0,0.164,0,0,0,0
0.8,0.597,0.0276,0.11,0.0,0.0818,0,0,0,0
0.8,0.648,0.0477,0.195,0.0,0.0756,0,0,0,0
0.8,0.656,0.0508,0.208,0.0,0.164,0,0,0,0
0.627,0.615,0.0356,0.14,0.0,0.164,0,0,0,0
0.6,0.609,0.0333,0.129,0.0,0.0,0,0,0,0
0.6,0.657,0.0565,0.208,0.0,0.245,0,0,0,0
0.6,0.664,0.06,0.22,0.0,0.0,0,0,0,0
0.6,0.664,0.06,0.22,0.0,0.0818,0,0,0,0
0.6,0.664,0.06,0.22,0.0,0.0,0,0,0,0
0.6,0.664,0.0681,0.224,0.0,0.164,0,0,0,0
0.6,0.664,0.0693,0.225,0.0,0.245,0,0,0,0
0.6,0.664,0.0693,0.225,0.0,0.0,0,0,0,0
0.6,0.664,0.0693,0.225,0.0,0.475,0,0,0,0
0.427,0.664,0.0756,0.22,0.867,0.0177,0,0,0,0
0.4,0.664,0.0765,0.22,1.0,0.409,0,0,0,0
0.573,0.708,0.103,0.294,0.2,0.318,0,0,0,0
0.6,0.715,0.107,0.305,0.0,0.0,0,0,0,0
0.6,0.715,0.116,0.295,0.0,0.0,0,0,0,0
0.6,0.715,0.118,0.294,0.0,0.0,0,0,0,0
0.6,0.715,0.118,0.294,0.0,0.0818,0,0,0,0
0.6,0.715,0.118,0.294,0.0,0.0818,0,0,0,0
0.427,0.671,0.0918,0.219,0.0,0.0818,0,0,0,0
0.4,0.664,0.0879,0.207,0.0,0.409,0,0,0,0
0.4,0.664,0.0879,0.207,0.0,0.0,0,0,0,0
