Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.5951382869996418,0.14237550866559529,0.10679296874872707,0.00991897144999403,0.002372925144426588,0.0017798828124787845,0.20172034137463757,0.0,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Off,0.0,0.0,32.549740057629606,51.666666666666686,46.10666666666668,0.0,50.04697105066275,0.5103167828599893,1338.052999492364,0.0,32.549740057629606,48.4910501589523,50.04697105066275,47.71308971309708,12.43753247303448,20.469105317041038,-0.14200579407010494,2.8,2370.773401818884,-851.9447966777956,-0.0,-0.0,610.8548714564724,0.0,2.0,0.036998084801466664,0.0,0,0.688476306023098,131.99922844444444,0.6291673820872425,0.2126890719184437,9.85221443779556,0.0031166527677094456,16.087660163237747,1.2162455151953833
2025-01-01 00:01:00,0.5951382869996418,0.14237550866559529,0.10679296874872707,0.00991897144999403,0.002372925144426588,0.0017798828124787845,0.20172034137463757,0.0,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Off,0.0,0.0,32.25661250319558,51.666666666666686,46.10666666666668,0.0,50.01359995599877,0.5107699923310749,1338.0529994923636,0.0,32.25661250319558,48.29869754723045,50.01359995599877,47.44124634284629,12.43753247303448,20.533390082148355,-0.0777210289627881,2.8,2362.7751377445347,-856.4447357082707,-0.0,-0.0,610.8548714564724,0.0,2.0,0.03705867820029487,0.0,0,0.689603854100748,131.99922844444444,-2.8691576617870496,0.2124734632832908,9.904952855521717,0.0031167642136667307,15.927913203038432,1.2195312405559215
2025-01-01 00:02:00,0.5951382869996418,0.14237550866559529,0.10679296874872707,0.00991897144999403,0.002372925144426588,0.0017798828124787845,0.20172034137463757,0.0,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Off,0.0,0.0,31.966013618723537,51.666666666666686,46.10666666666668,0.0,49.98023690572808,0.5112238979617003,1338.0529994923638,0.0,31.966013618723537,48.10638607350507,49.98023690572808,47.16946065739357,12.43753247303448,20.595541626894768,-0.015569484216374718,2.8,2355.053944933068,-860.8042712869575,-0.0,-0.0,610.8548714564724,0.0,2.0,0.03711722936278742,0.0,0,0.6906933993645782,131.99922844444444,-6.230814894566954,0.21166800645829714,9.933263015286819,0.0031168742557079205,15.773231998053053,1.2192731276546793
2025-01-01 00:03:00,0.5951382869996418,0.14237550866559529,0.10679296874872707,0.00991897144999403,0.002372925144426588,0.0017798828124787845,0.20172034137463757,0.0,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Off,0.0,0.0,31.67782640713267,51.666666666666686,46.10666666666668,0.0,49.94688153140505,0.5116785063435428,1338.052999492364,0.0,31.67782640713267,47.91411538289852,49.94688153140505,46.89773230864526,12.43753247303448,20.655660154530604,0.0,2.8,2347.5492453834004,-865.0295423213888,-0.0,-0.0,610.8548714564724,0.0,2.0,0.037173835800454316,0.0,0,0.6917467563507887,131.99922844444444,-9.510243409803067,0.21089234219316977,9.960467638581946,0.0031169832521636682,15.623341078914425,1.2190235598182755
2025-01-01 00:04:00,0.5951382869996418,0.14237550866559529,0.10679296874872707,0.00991897144999403,0.002372925144426588,0.0017798828124787845,0.20172034137463757,0.0,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Off,0.0,0.0,31.39194223212985,51.666666666666686,46.10666666666668,0.0,49.913533481976565,0.512133823871071,1338.0529994923636,0.0,31.39194223212985,47.72188513695271,49.913533481976565,46.62606096444079,12.43753247303448,20.71383869858425,0.0,2.8,2340.9117161387035,-869.1262675942356,-0.0,-0.0,610.8548714564724,0.0,2.0,0.03722858798437333,0.0,0,0.6927656085841823,131.99922844444444,-12.051047381653312,0.21014492584925848,9.986617361043848,0.0031170912349431762,15.478020216798928,1.218782140748178
2025-01-01 00:05:00,0.5951382869996418,0.14237550866559529,0.10679296874872707,0.00991897144999403,0.002372925144426588,0.0017798828124787845,0.20172034137463757,0.0,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Off,0.0,0.0,31.108230591496977,51.666666666666686,46.10666666666668,0.0,49.8801924225391,0.5125898567566792,1338.052999492364,0.0,31.108230591496977,47.52969501245576,49.8801924225391,46.35444630741409,12.43753247303448,20.77018910165333,0.0,2.8,2335.237694739428,-873.1015708113628,-0.0,-0.0,610.8548714564724,0.0,2.0,0.03728159380798327,0.0,0,0.6937519637923643,131.99922844444444,-13.749765563801297,0.20942400274434927,10.011772695048755,0.0031171982345089204,15.337006984089417,1.2185483971201578
2025-01-01 00:06:00,3.09503486477742,0.14237550866559529,0.10679296874872707,0.051583914412957,0.002372925144426588,0.0017798828124787845,0.20172034137463757,2.499896577777778,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Lower On,2499.896577777778,1.0,31.02463630737634,51.666666666666686,46.10666666666668,0.0,49.84685803758852,0.513046610984376,1338.0529994923638,2499.896577777778,31.02463630737634,47.337544704510655,49.84685803758852,46.08288803797173,12.43753247303448,20.82482154636892,0.0,2.8,2329.9512356373675,-876.9625401799566,-0.0,-0.0,610.8548714564724,0.0,2.0,0.037332959319203905,0.0,0,0.6947077953607261,131.99922844444444,-15.175255297268418,0.20872787362291642,10.035993175838577,0.003117304279587889,15.200043427434455,1.2183218635077733
2025-01-01 00:07:00,3.09503486477742,0.14237550866559529,0.10679296874872707,0.051583914412957,0.002372925144426588,0.0017798828124787845,0.20172034137463757,2.499896577777778,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Lower On,2499.896577777778,1.0,31.141019276332827,51.666666666666686,46.10666666666668,0.0,49.81353978883323,0.513503958246308,1338.0529994923638,2499.896577777778,31.141019276332827,47.496245669128186,49.81353978883323,46.337598609275666,12.43753247303448,20.87782057785682,0.0,2.8,2324.9271878553373,-880.7145238364753,-0.0,-0.0,610.8548714564724,0.0,2.0,0.0373827662113809,0.0,0,0.6956346234742491,131.99922844444444,-16.447319422779998,0.20805519899876193,10.060025698625738,0.003117409397197897,15.066930593194005,1.2181021816466429
2025-01-01 00:08:00,3.09503486477742,0.14237550866559529,0.10679296874872707,0.051583914412957,0.002372925144426588,0.0017798828124787845,0.20172034137463757,2.499896577777778,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Lower On,2499.896577777778,1.0,31.259196549857734,51.666666666666686,46.10666666666668,0.0,49.780247147618375,0.5139617691792646,1338.0529994923638,2499.896577777778,31.259196549857734,47.65493030037106,49.780247147618375,46.59227187674742,12.43753247303448,20.9292623176677,0.0,2.8,2320.1014191519544,-884.3623322808509,-0.0,-0.0,610.8548714564724,0.0,2.0,0.03743108805712182,0.0,0,0.6965338172037204,131.99922844444444,-17.625279681787354,0.2074047718076146,10.083213704374893,0.0031175136130428215,14.937489201353419,1.2178890289057906
2025-01-01 00:09:00,3.09503486477742,0.14237550866559529,0.10679296874872707,0.051583914412957,0.002372925144426588,0.0017798828124787845,0.20172034137463757,2.499896577777778,0.2876487148557735,0.10576923076923077,0.10679296874872707,0.0,0.0,0.14237550866559529,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.01861984649122807,0.0,On,0.1831004948834095,0,On,0.09781470330164636,0,On,0.15019161740547138,0.1126437130541035,On,0,0,Off,On,2611.23415965812,21.111111111111143,0.8005208676345466,0.0,3.1297934010043607,0.10576923076923077,1,2505.464928888889,2505.464928888889,Lower On,2499.896577777778,1.0,31.379086096401352,51.666666666666686,46.10666666666668,0.0,49.746979837882144,0.5144200478881575,1338.052999492364,2499.896577777778,31.379086096401352,47.81359834642369,49.746979837882144,46.846907600694465,12.43753247303448,20.97921701901935,0.0,2.8,2315.4255866149892,-887.9104120758666,-0.0,-0.0,610.8548714564724,0.0,2.0,0.037477992734558055,0.0,0,0.6974066396546605,131.99922844444444,-18.75303242373645,0.2067754816010192,10.105595233885396,0.0031176169516427704,14.811553769763766,1.217682107610493
