Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.1629891221023625,0.13310586977885136,0.06585566406171503,1.1629891221023625,0.13310586977885136,0.06585566406171503,0.12213069077612328,0.7499689733333335,0.2256650990185469,0.06522435897435898,0.06585566406171503,0.0,0.0,0.13310586977885136,0.0,1.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.01861984649122807,0.0,0.1035108442848952,0.0,0.048190605980078356,0.0,0.1378320988898128,0.10337407416735958,0.0,0.0,1610.2610651225073,21.111111111111143,0.49365453504130374,0.0,1.930039263952689,0.06522435897435898,0.6166666666666667,1545.0367061481484,2505.464928888889,749.9689733333333,0.3,34.691771079566685,51.66666666666668,46.10666666666668,0.0,51.06887510777435,0.12837727181393227,334.51324987309096,749.9689733333333,34.691771079566685,50.59388265712817,51.07359962202996,50.35166191754947,12.43753247303448,20.818672358709463,-0.04099451968908093,2.8,1189.8106030247188,-876.6168049844297,0.0,0.0,470.14677131682765,0.0,2.0,0.03732686278713758,0.0,0.0,0.6945943484647827,131.99922844444444,-13.980428430186645,0.208990160441482,10.035515031301566,0.003119677909229424,14.673802228539008,1.2182875025260853
2025-01-01 01:00:00,0.29654243723067764,0.1259090288281727,0.04627695312444839,0.29654243723067764,0.1259090288281727,0.0462769531244484,0.06733604385201265,0.0,0.18337306004533163,0.04583333333333333,0.04627695312444839,0.0,0.0,0.1259090288281727,0.0,1.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.01722335800438596,0.0,0.050112685847626695,0.0,0.015494354941101308,0.0,0.129227370809291,0.09692052810696823,0.0,0.0,1131.5348025185187,21.111111111111143,0.34689237597497014,0.0,1.3562438071018896,0.04583333333333333,0.43333333333333335,1085.7014691851853,2505.464928888889,0.0,0.0,33.90334308430064,51.66666666666668,46.10666666666668,0.0,51.29486061763312,0.11075823340158679,300.7921561358843,0.0,33.90334308430064,49.99190527606315,51.30003544812701,49.33525277478427,12.43753247303448,20.870033193539758,-0.03873253269975212,2.5,647.150259611498,-842.2386679792019,0.0,0.0,373.6624163851384,0.0,2.0,0.03518733021832458,0.0,0.0,0.6547810044093606,131.99922844444444,-15.808291312957229,0.20878261497890105,10.066086951541228,0.0031262657701409636,20.561541551114587,1.2181292042875052
2025-01-01 02:00:00,0.26634061522063396,0.11616988185370354,0.05161660156188475,0.26634061522063396,0.11616988185370354,0.05161660156188475,0.053621964446934706,0.0,0.1615968559019044,0.05112179487179487,0.05161660156188475,0.0,0.0,0.11616988185370354,0.0,1.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.01722335800438596,0.0,0.03639860644254874,0.0,0.0067036800969662805,0.0,0.11723290136371518,0.08792467602278636,0.0,0.0,1262.0965105014247,21.111111111111143,0.3869184193566975,0.0,1.5127334771521077,0.05112179487179487,0.48333333333333334,1210.9747156296296,2505.464928888889,0.0,0.0,32.67357830095129,51.66666666666668,46.10666666666668,0.0,50.8292457185485,0.0,0.0,0.0,32.67357830095129,48.743472840808835,50.8292457185485,47.700586401939,12.43753247303448,20.722276236882077,-0.07330870264612166,1.6500000000000001,760.0763206952231,-828.894069041896,0.0,0.0,339.01174569782347,0.0,2.0,0.033194076401856835,0.0,0.0,0.6176896784152713,131.99922844444444,-12.137866462129008,0.21142249019939716,10.012094341274036,0.0031371663816082587,30.854720478179086,1.2187336686304961
2025-01-01 03:00:00,0.2820467681705613,0.11542658696341625,0.0694154296866726,0.28204676817056135,0.11542658696341625,0.0694154296866726,0.0526909721223733,0.0,0.16060579604818798,0.06875,0.0694154296866726,0.0,0.0,0.11542658696341625,0.0,1.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.01629236567982456,0.0,0.03639860644254874,0.0,0.0067036800969662805,0.0,0.11723290136371518,0.08792467602278636,0.0,0.0,1697.302203777778,21.111111111111143,0.5203385639624553,0.0,2.0343657106528346,0.06875,0.65,1628.5522037777778,2505.464928888889,0.0,0.0,32.221503609989796,51.66666666666668,46.10666666666668,0.0,50.512384604547265,0.0,0.0,0.0,32.221503609989796,48.470414977329774,50.512384604547265,47.44943016372102,12.43753247303448,20.836480896460348,-0.03637653670660435,1.6500000000000001,1153.8419898317666,-865.2099475081678,0.0,0.0,337.0896935195457,0.0,2.0,0.03447580848492618,0.0,0.0,0.6415407013695161,131.99922844444444,-15.339959957389208,0.21072435429196118,10.076209759739516,0.003149015955624752,14.336382231099488,1.2182513267757442
2025-01-01 04:00:00,0.27047878523992186,0.11468329207312895,0.05873613281179989,0.27047878523992186,0.11468329207312895,0.05873613281179989,0.0526909721223733,0.0,0.15961473619447158,0.058173076923076925,0.05873613281179989,0.0,0.0,0.11468329207312895,0.0,1.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.01629236567982456,0.0,0.03639860644254874,0.0,0.0067036800969662805,0.0,0.11723290136371518,0.08792467602278636,0.0,0.0,1436.178787811966,21.111111111111143,0.4402864771990006,0.0,1.7213863705523984,0.058173076923076925,0.55,1378.005710888889,2505.464928888889,0.0,0.0,31.829108965375244,51.66666666666668,46.10666666666668,0.0,50.19933856891527,0.0,0.0,0.0,31.829108965375244,48.200409669105206,50.19933856891527,47.200945219200186,12.43753247303448,20.902465889700597,-0.03380262293070242,0.55,809.4951734715486,-947.5117824001903,0.0,0.0,336.09863366582925,0.0,2.0,0.03541862880829042,0.0,0.0,0.6590851082477764,131.99922844444444,-15.27046560605647,0.2099952393698896,10.105315026336493,0.003152324192833043,28.28890166674335,1.2174044003753839
2025-01-01 05:00:00,0.26352666732494207,0.11468329207312895,0.04983671874940597,0.26352666732494207,0.11468329207312895,0.04983671874940597,0.05455295677149611,0.0,0.15961473619447158,0.049358974358974364,0.04983671874940597,0.0,0.0,0.11468329207312895,0.0,1.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.01815435032894737,0.0,0.03639860644254874,0.0,0.0067036800969662805,0.0,0.11723290136371518,0.08792467602278636,0.0,0.0,1218.5759411737893,21.111111111111143,0.37357640489612176,0.0,1.460570253802035,0.049358974358974364,0.4666666666666667,1169.216966814815,2505.464928888889,0.0,0.0,31.66090984634558,51.66666666666668,46.10666666666668,0.0,49.88958652706221,0.0,0.0,0.0,31.66090984634558,47.932974259990345,49.88958652706221,46.954668126454415,12.43753247303448,20.778347080033146,-0.05274270891354226,-0.25000000000000006,569.1161360354466,-976.2916983624121,0.0,0.0,337.96061831495206,0.0,2.0,0.03527078783309232,0.0,0.0,0.6563340196703698,131.99922844444444,-11.128725090882742,0.2127648693138631,10.06671350991183,0.0031713374234896186,32.49635790610153,1.2172930050068171
2025-01-01 06:00:00,0.287227293484804,0.11616988185370354,0.0694154296866726,0.287227293484804,0.11616988185370354,0.0694154296866726,0.056880437582899616,0.0,0.1615968559019044,0.06875,0.0694154296866726,0.0,0.0,0.11616988185370354,0.0,1.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.02048183114035088,0.0,0.03639860644254874,0.0,0.0067036800969662805,0.0,0.11723290136371518,0.08792467602278636,0.0,0.0,1697.302203777778,21.111111111111143,0.5203385639624553,0.0,2.0343657106528346,0.06875,0.65,1628.5522037777778,2505.464928888889,0.0,0.0,31.372092393616196,51.66666666666668,46.10666666666668,0.0,49.5829452720716,0.0,0.0,0.0,31.372092393616196,47.667944863788605,49.5829452720716,46.71044465964711,12.43753247303448,20.760326036748772,-0.06411643264283763,0.3,1081.9734987138213,-945.5580146444712,0.0,0.0,342.27021883378836,0.0,2.0,0.0351693298873096,0.0,0.0,0.6544460464927309,131.99922844444444,-12.040909253273792,0.21336567232171513,10.064633210742135,0.003176683927317135,9.358721058162851,1.2173638562680262
2025-01-01 07:00:00,0.2913385657310357,0.11765647163427814,0.07297519531163017,0.29133856573103567,0.11765647163427814,0.07297519531163017,0.055483949096057514,0.0,0.16357897560933718,0.07227564102564103,0.07297519531163017,0.0,0.0,0.11765647163427814,0.0,1.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.019085342653508773,0.0,0.03639860644254874,0.0,0.0067036800969662805,0.0,0.11723290136371518,0.08792467602278636,0.0,0.0,1784.3433424330485,21.111111111111143,0.5470225928836069,0.0,2.13869215735298,0.07227564102564103,0.6833333333333333,1712.0677014074074,2505.464928888889,0.0,0.0,30.951884498538153,51.66666666666668,46.10666666666668,0.0,49.27970597937028,0.0,0.0,0.0,30.951884498538153,47.40560541144771,49.27970597937028,46.468555127486425,12.43753247303448,20.85794548572815,-0.037236549039177724,-0.55,1093.611852152556,-1019.9308384643358,0.0,0.0,342.8558500543791,1.439256356386502,2.0,0.03613932669207287,0.0,0.0,0.6724961650483581,131.99922844444444,-13.656501870536252,0.21251477840515293,10.115332874119888,0.0031832216829227483,26.74876223957004,1.216954643756355
2025-01-01 08:00:00,0.2823862024234835,0.11839976652456542,0.0676355468741938,0.2823862024234835,0.11839976652456542,0.06763554687419382,0.05082898747325049,0.0,0.16457003546305357,0.06698717948717949,0.0676355468741938,0.0,0.0,0.11839976652456542,0.0,1.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.014430381030701754,0.0,0.03639860644254874,0.0,0.0067036800969662805,0.0,0.11723290136371518,0.08792467602278636,0.0,0.0,1653.7816344501427,21.111111111111143,0.5069965495018794,0.0,1.9822024873027617,0.06698717948717949,0.6333333333333333,1586.794454962963,2505.464928888889,0.0,0.0,30.597287385341005,51.66666666666668,46.10666666666668,0.0,48.97995132414068,0.0,0.0,0.0,30.597287385341005,47.146042880462936,48.97995132414068,46.22908865862407,12.43753247303448,20.901970574118895,-0.03790763774947432,-1.4,893.6660784471085,-1100.564517753635,0.0,0.0,339.19194828528845,91.48845886202031,2.0,0.03732212426735379,0.0,0.0,0.6945061720466177,131.99922844444444,1.2570134653124958,0.21316354025117876,10.157390481849403,0.003200106585216876,57.297108913690614,1.2173316299920627
2025-01-01 09:00:00,0.9829591020114158,0.1317370950493742,0.04271718749949083,0.9829591020114158,0.1317370950493742,0.04271718749949083,0.15621665571243554,0.5833092014814816,0.20112555250980638,0.0423076923076923,0.04271718749949083,0.0,0.0,0.1317370950493742,0.0,1.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.011637404057017544,0.0,0.14457925165541802,0.0,0.02547609244397405,0.0,0.1350160060634602,0.10126200454759514,0.0,0.0,1044.493663863248,21.111111111111143,0.3202083470538186,0.0,1.2519173604017444,0.0423076923076923,0.4,1002.1859715555557,2505.464928888889,583.3092014814815,0.23333333333333334,33.62427136029923,51.66666666666668,46.10666666666668,0.0,50.987715737591216,0.13760254894235371,375.113446732688,583.3092014814815,33.62427136029923,49.63833719055354,50.987715737591216,48.96364791703471,12.43753247303448,20.79233618017941,-0.04544666902422989,-0.85,511.67777928355207,-1047.3468394468712,0.0,0.0,479.89031624224407,264.3616911035668,2.0,0.03665598614367922,0.0,0.0,0.6821103867742285,131.99922844444444,34.64063862493103,0.2167757096999964,10.146840599452524,0.003231111538769819,93.22879162369964,1.2183740372872267
