Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.720992980303358,0.06119330511639337,0.004326788840472296,0.028683216338389297,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,1.593691261880342,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,On,1593.691261880342,21.111111111111143,1.0,0.0,1.4879220311111112,0.10576923076923077,1,1487.9220311111112,1487.9220311111112,Off,0.0,0.0,30.75018082394259,51.666666666666686,46.10666666666668,0.0,49.92785517984548,0.0,0.0,0.0,30.75018082394259,47.59790586425595,49.92785517984548,46.432931206461184,12.43753247303448,21.23707283563368,0.0,2.8,1340.8782268630143,-495.8728038149603,-0.0,-0.0,253.6290173629456,0.0,1.0,0.020637670143061587,0.0,0,0.5264295334744882,65.99961422222222,-10.569248565312794,0.18575885831652425,9.904362156332159,0.0028525524358639855,32.222128088608166,1.2132659455140542
2025-01-01 00:01:00,1.720992980303358,0.06119330511639337,0.004326788840472296,0.028683216338389297,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,1.593691261880342,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,On,1593.691261880342,21.111111111111143,1.0,0.0,1.4879220311111112,0.10576923076923077,1,1487.9220311111112,1487.9220311111112,Off,0.0,0.0,30.707734549551187,51.666666666666686,46.10666666666668,0.0,49.92276411644765,0.0,0.0,0.0,30.707734549551187,47.59359033399927,49.92276411644765,46.42900344277509,12.43753247303448,21.26921679003202,0.0,2.8,1337.8348875370198,-497.1337770521252,-0.0,-0.0,253.6290173629456,0.0,1.0,0.020654141152555372,0.0,0,0.5268496790521411,65.99961422222222,-12.351614654142546,0.1859543642975135,9.942705020263206,0.0028528591690200355,32.175961937552785,1.216676979010405
2025-01-01 00:02:00,1.720992980303358,0.06119330511639337,0.004326788840472296,0.028683216338389297,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,1.593691261880342,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,On,1593.691261880342,21.111111111111143,1.0,0.0,1.4879220311111112,0.10576923076923077,1,1487.9220311111112,1487.9220311111112,Off,0.0,0.0,30.666318113927005,51.666666666666686,46.10666666666668,0.0,49.917679535195646,0.0,0.0,0.0,30.666318113927005,47.58928076072161,49.917679535195646,46.42508137348459,12.43753247303448,21.300481574886433,0.0,2.8,1334.8337222110156,-498.36148042018453,-0.0,-0.0,253.6290173629456,0.0,1.0,0.02067015731482181,0.0,0,0.5272582223020101,65.99961422222222,-14.125076612087252,0.18561790317279028,9.957067419318076,0.0028531646039907546,32.13056856567555,1.2165475679189997
2025-01-01 00:03:00,0.1273017184230159,0.06119330511639337,0.004326788840472296,0.0021216953070502653,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,0.0,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,1487.9220311111112,Off,0.0,0.0,30.62588862211337,51.666666666666686,46.10666666666668,0.0,49.91260128290554,0.0,0.0,0.0,30.62588862211337,47.58497699989369,49.91260128290554,46.42116485838777,12.43753247303448,21.330903913477396,0.0,2.8,-261.81599260513076,-499.55725613908453,-0.0,-0.0,253.6290173629456,0.0,1.0,0.02068573779694836,0.0,0,0.5276556521417319,65.99961422222222,-15.887753828991801,0.18529167882011413,9.970970277857676,0.0028534696405033474,32.085859987726636,1.2164216645088086
2025-01-01 00:04:00,0.1273017184230159,0.06119330511639337,0.004326788840472296,0.0021216953070502653,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,0.0,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,1487.9220311111112,Off,0.0,0.0,30.678047076555124,51.666666666666686,46.10666666666668,0.0,49.9075292127709,0.0,0.0,0.0,30.678047076555124,47.58067891300624,49.9075292127709,46.41725376312391,12.43753247303448,21.281753000238698,0.0,2.8,-259.6007089945656,-497.62590373040956,-0.0,-0.0,253.6290173629456,0.0,1.0,0.02066056365245718,0.0,0,0.5270135053757333,65.99961422222222,-15.60382262710161,0.18587076105798658,9.949691682161383,0.002853774284096446,32.10570220167817,1.2166245040193449
2025-01-01 00:05:00,0.1273017184230159,0.06119330511639337,0.004326788840472296,0.0021216953070502653,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,0.0,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,1487.9220311111112,Off,0.0,0.0,30.728233263503196,51.666666666666686,46.10666666666668,0.0,49.902449563185414,0.0,0.0,0.0,30.728233263503196,47.57637350611668,49.902449563185414,46.41333547758232,12.43753247303448,21.234289914719945,0.0,2.8,-257.21406506347387,-495.76369256509156,-0.0,-0.0,253.6290173629456,0.0,1.0,0.020636243922446368,0.0,0,0.5263931531734224,65.99961422222222,-15.079389861327897,0.18643256425792437,9.928555986332587,0.0028540790652616037,32.12422993499037,1.2168204345841074
2025-01-01 00:06:00,0.1273017184230159,0.06119330511639337,0.004326788840472296,0.0021216953070502653,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,0.0,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,1487.9220311111112,Off,0.0,0.0,30.776528821757513,51.666666666666686,46.10666666666668,0.0,49.89736262734827,0.0,0.0,0.0,30.776528821757513,47.572061056016246,49.89736262734827,46.409410270350236,12.43753247303448,21.18844476607468,0.0,2.8,-254.292691928977,-493.9675926692282,-0.0,-0.0,253.6290173629456,0.0,1.0,0.02061274382723432,0.0,0,0.5257937083682032,65.99961422222222,-13.954116622694405,0.1869777012677061,9.908273307658341,0.002854383973207817,32.141496601419725,1.2170097384778171
2025-01-01 00:07:00,0.1273017184230159,0.06119330511639337,0.004326788840472296,0.0021216953070502653,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,0.0,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,1487.9220311111112,Off,0.0,0.0,30.82298969297594,51.666666666666686,46.10666666666668,0.0,49.89226868632092,0.0,0.0,0.0,30.82298969297594,47.56774182803882,49.89226868632092,46.40547839889778,12.43753247303448,21.144169738428975,0.0,2.8,-251.81962009534968,-492.23546244626493,-0.0,-0.0,253.6290173629456,0.0,1.0,0.020590039817856377,0.0,0,0.5252145702686998,65.99961422222222,-13.213175012030348,0.18750654632900848,9.888818715704105,0.0028546889975876047,32.15753789318266,1.2171926072540762
2025-01-01 00:08:00,0.1273017184230159,0.06119330511639337,0.004326788840472296,0.0021216953070502653,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,0.0,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,1487.9220311111112,Off,0.0,0.0,30.86772424999283,51.666666666666686,46.10666666666668,0.0,49.88716801284658,0.0,0.0,0.0,30.86772424999283,47.56341607966736,49.88716801284658,46.401540113077765,12.43753247303448,21.101371943700915,0.0,2.8,-249.3874812677282,-490.56341998390246,-0.0,-0.0,253.6290173629456,0.0,1.0,0.02056808514971215,0.0,0,0.5246545465049399,65.99961422222222,-12.453078646771313,0.18802000591934412,9.870143065445218,0.002854994128350866,32.17242640130094,1.21736941938223
2025-01-01 00:09:00,0.1273017184230159,0.06119330511639337,0.004326788840472296,0.0021216953070502653,0.0010198884186065561,7.211314734120493e-05,0.04403067086492561,0.0,0.08327104755809031,0.0,0.004326788840472296,0.0,0.0,0.06119330511639337,0.0,1,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.0269178967421186,0,On,0.0016799740695657857,0,On,0.0439307990473016,0.03294809928547619,On,0.004326788840472296,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,1487.9220311111112,Off,0.0,0.0,30.910811716597447,51.666666666666686,46.10666666666668,0.0,49.88206086355744,0.0,0.0,0.0,30.910811716597447,47.55908405317562,49.88206086355744,46.39759564798471,12.43753247303448,21.059983532184695,0.0,2.8,-247.06568238592544,-488.9485873608322,-0.0,-0.0,253.6290173629456,0.0,1.0,0.020546845829915596,0.0,0,0.5241127699800556,65.99961422222222,-11.746112388038753,0.18851871400711329,9.851472246621643,0.0028552993560475126,32.186214594084426,1.2175404503477412
