Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,3.274562395262597,0.11537844026702032,0.0,0.05457603992104328,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,3.0827855774358977,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,On,3082.7855774358977,17.5555555555556,1.0,0.0,2.977016346666667,0.10576923076923075,1,2977.016346666667,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.413987669646495,51.666666666666686,46.10666666666668,0.0,50.881310109006954,0.0,0.0,0.0,23.413987669646495,50.94308608326331,50.97397407039149,50.881310109006954,12.43753247303448,17.69362111183955,0.0,6.15125277892341,2.8,9.236100170605994,2675.7536970817973,-1129.7502422720574,-722.2170036500435,-0.0,-0.0,286.2785910466655,0.0,2.0,0.03720915056928947,0.0,0.0,0.6924039087878987,131.99922844444444,28.90653224927719,0.23505744267570836,8.324802666731328,0.00289576323325748,40.80093788870191,1.2280155827783577,0.2639019126283093,-1152.5701740515958,22.819931779538372
2025-01-01 00:01:00,3.274562395262597,0.11537844026702032,0.0,0.05457603992104328,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,3.0827855774358977,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,On,3082.7855774358977,17.5555555555556,1.0,0.0,2.977016346666667,0.10576923076923075,1,2977.016346666667,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.37684422732206,51.666666666666686,46.10666666666668,0.0,50.877839756183505,0.0,0.0,0.0,23.37684422732206,50.93980012625394,50.97078031128917,50.877839756183505,12.43753247303448,17.743073044250938,0.0,6.182997153427043,2.8,9.236100170605994,2667.936993208063,-1141.2999048629806,-725.8909982016604,-0.0,-0.0,286.2785910466655,0.0,2.0,0.03727467276419346,0.0,0.0,0.6936231740269534,131.99922844444444,24.763822927160128,0.23503280162666199,8.371229096170612,0.0028960431693883923,40.65523320571951,1.2313931944280796,0.26397732788945444,-1163.8202586035816,22.520353740600957
2025-01-01 00:02:00,0.19177681782669928,0.11537844026702032,0.0,0.0031962802971116544,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,0.0,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,Off,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.340707173745994,51.666666666666686,46.10666666666668,0.0,50.87437495304704,0.0,0.0,0.0,23.340707173745994,50.936519382015526,50.96759159649977,50.87437495304704,12.43753247303448,17.79110113695592,0.0,6.2126127723943485,2.8,9.236100170605994,-422.5384990332642,-1152.3072730956264,-729.4663575441455,-0.0,-0.0,286.2785910466655,0.0,2.0,0.037338260496079495,0.0,0.0,0.6948064419445281,131.99922844444444,20.649267464215654,0.23434483480436294,8.39423628236889,0.0028963213407362234,40.51294722563931,1.2311897113876151,0.2640476664346521,-1174.3214601992304,22.014187103603895
2025-01-01 00:03:00,0.19177681782669928,0.11537844026702032,0.0,0.0031962802971116544,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,0.0,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,Off,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.383806104238342,51.666666666666686,46.10666666666668,0.0,50.87091554996317,0.0,0.0,0.0,23.383806104238342,50.93324370930982,50.96440778898315,50.87091554996317,12.43753247303448,17.726619965137086,0.0,6.240259351256172,2.8,9.236100170605994,-419.186567912369,-1162.4128569177049,-724.6677996387501,-0.0,-0.0,286.2785910466655,0.0,2.0,0.03725287853470704,0.0,0.0,0.693217617612616,131.99922844444444,19.202640679715543,0.2353216236288193,8.364510500984935,0.0028965985843479847,40.62690711370551,1.2314624340372138,0.26411331150744144,-1184.1292974545936,21.716440536888744
2025-01-01 00:04:00,0.19177681782669928,0.11537844026702032,0.0,0.0031962802971116544,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,0.0,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,Off,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.425384912713092,51.666666666666686,46.10666666666668,0.0,50.86744976988896,0.0,0.0,0.0,23.425384912713092,50.92996198803031,50.96121809710098,50.86744976988896,12.43753247303448,17.66429129399846,0.0,6.266105559509147,2.8,9.236100170605994,-414.3167633643285,-1171.883206675168,-720.0414974517338,-0.0,-0.0,286.2785910466655,0.0,2.0,0.03717026582158477,0.0,0.0,0.6916803246455296,131.99922844444444,19.446143040739805,0.23627094058074866,8.335303542050445,0.0028968765462535216,40.73616670744517,1.2317261602411085,0.26417466695938735,-1193.3026509891326,21.41944431396464
2025-01-01 00:05:00,0.19177681782669928,0.11537844026702032,0.0,0.0031962802971116544,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,0.0,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,Off,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.46551622375746,51.666666666666686,46.10666666666668,0.0,50.86397783881459,0.0,0.0,0.0,23.46551622375746,50.926674431513355,50.95802272786275,50.86397783881459,12.43753247303448,17.604012210812122,0.0,6.290287278054515,2.8,9.236100170605994,-408.4038454161117,-1180.7434446583832,-715.5786259992605,-0.0,-0.0,286.2785910466655,0.0,2.0,0.037090293788965424,0.0,0.0,0.6901921705992222,131.99922844444444,20.89618953648317,0.2371939122778745,8.307193781524926,0.002897155196018541,40.8409442016307,1.2319813144401115,0.26423205823450735,-1201.8889266463523,21.145481987969067
2025-01-01 00:06:00,0.19177681782669928,0.11537844026702032,0.0,0.0031962802971116544,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,0.0,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,Off,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.504267245090677,51.666666666666686,46.10666666666668,0.0,50.86049997193393,0.0,0.0,0.0,23.504267245090677,50.923381242903126,50.954821878387726,50.86049997193393,12.43753247303448,17.54568748486801,0.0,6.312928022727495,2.8,9.236100170605994,-402.47700557119606,-1189.0339376499705,-711.2710399065394,-0.0,-0.0,286.2785910466655,0.0,2.0,0.037012843340357156,0.0,0.0,0.6887509392748499,131.99922844444444,22.515443288677773,0.23809158659139268,8.280130274575223,0.002897434504639357,40.94144169455787,1.2322282895990662,0.2642857809683154,-1209.931271198027,20.8973335480565
2025-01-01 00:07:00,0.19177681782669928,0.11537844026702032,0.0,0.0031962802971116544,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,0.0,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,Off,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.54171846217248,51.666666666666686,46.10666666666668,0.0,50.85701637444975,0.0,0.0,0.0,23.54171846217248,50.9200826159117,50.95161573664268,50.85701637444975,12.43753247303448,17.489203021739204,0.0,6.334139859852407,2.8,9.236100170605994,-396.80242250313916,-1196.7970058575834,-707.1093073300465,-0.0,-0.0,286.2785910466655,0.0,2.0,0.03693776963335331,0.0,0.0,0.6873539353824912,131.99922844444444,24.02829378024183,0.23896532935981696,8.253427593000247,0.0028977144444366373,41.03790586855171,1.2324675596542212,0.26433610323485646,-1217.4688764043021,20.67187054671884
2025-01-01 00:08:00,0.19177681782669928,0.11537844026702032,0.0,0.0031962802971116544,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,0.0,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,Off,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.577946936928985,51.666666666666686,46.10666666666668,0.0,50.853527239600304,0.0,0.0,0.0,23.577946936928985,50.91677873295572,50.94840447963343,50.853527239600304,12.43753247303448,17.434449576726355,0.0,6.354024722841609,2.8,9.236100170605994,-391.38887290820185,-1204.0697233157878,-703.0844617808852,-0.0,-0.0,286.2785910466655,0.0,2.0,0.03686493356249218,0.0,0.0,0.685998570387768,131.99922844444444,25.41699782601782,0.2398164693413651,8.228276760506594,0.002897994989338754,41.130573783273206,1.2326995790169013,0.264383268733289,-1224.5374289422882,20.467705626500557
2025-01-01 00:09:00,0.19177681782669928,0.11537844026702032,0.0,0.0031962802971116544,0.0019229740044503386,0.0,0.013230284002641925,0.0,0.14854653382405736,0.0,0.03,0.0,0.0,0.10662844026702031,0.0,0.008750000000000004,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.010126976254103913,0,On,0.006375280134696891,0,On,0.10710650320683127,0.08032987740512343,On,0,0,Off,Off,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2977.016346666667,Off,0.0,18.5555555555556,0,0.0,0.03,0.0,0.0,0,0,0,2033.6204400000001,Off,0.0,0.0,23.61302215154259,51.666666666666686,46.10666666666668,0.0,50.85003274916828,0.0,0.0,0.0,23.61302215154259,50.913469765636826,50.9451882738711,50.85003274916828,12.43753247303448,17.381328657832892,0.0,6.372675868254574,2.8,9.236100170605994,-386.2199267668186,-1210.8862374532591,-699.1884247655198,-0.0,-0.0,286.2785910466655,0.0,2.0,0.03679420968455459,0.0,0.0,0.6846825099891992,131.99922844444444,26.689906952035656,0.24064620534376607,8.203378272265496,0.0028982761148172676,41.2196591894596,1.2329247574280855,0.2644275002941911,-1231.1696130441132,20.283375590854117
