Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.3505109770672385,0.2369167307479238,0.8748216216216216,0.022508516284453977,0.003948612179132063,0.01458036036036036,0.10889242118603648,0.0,0.35654511838120206,0.8850734375000001,0.8748216216216216,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,On,19174.82887311969,22.222222222222285,0.9250000000000003,5425.851946602533,25.638494467267265,0.8850734375000001,1,23715.607382222224,23715.607382222224,Off,0.0,0.0,19.169275177572874,51.666666666666686,46.10666666666668,0.0,50.94328585294643,0.0,0.0,0.0,19.169275177572874,49.37919949513599,50.94328585294643,48.59715631623079,12.43753247303448,22.21720730045321,0.0,9.298812755996835,-1.2999019083739602,2.8,9.236100170605994,16961.866511392527,-334.2990811331274,-334.4094771771255,-2776.918010667583,-0.0,-0.0,683.9616306648883,0.0,4.0,0.10973840361047976,0.0,0,0.800329884131956,263.9984568888889,-120.00598172447104,0.1721898229407721,10.290370806231053,0.0028072378338045672,52.606548282038915,1.2092729577434826,0.6921707926424003,-5862.258239163096,102.10721142743584,0.0074537373963278605,39.82586397781834,-374.23534115494385
2025-01-01 00:01:00,1.3505109770672385,0.2369167307479238,0.8748216216216216,0.022508516284453977,0.003948612179132063,0.01458036036036036,0.10889242118603648,0.0,0.35654511838120206,0.8850734375000001,0.8748216216216216,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,On,19174.82887311969,22.222222222222285,0.9250000000000003,5425.851946602533,25.638494467267265,0.8850734375000001,1,23715.607382222224,23715.607382222224,Off,0.0,0.0,19.06297697305983,51.666666666666686,46.10666666666668,0.0,50.94136976872991,0.0,0.0,0.0,19.06297697305983,49.37758534683226,50.94136976872991,48.59569313588345,12.43753247303448,22.36652147906348,0.0,9.377708462254722,-1.3123358788945216,2.8,9.236100170605994,16912.155154962293,-411.44236595101756,-332.72841570845384,-2810.3226935514836,-0.0,-0.0,683.9616306648883,0.0,4.0,0.11021099276077101,0.0,0,0.8037765099935564,263.9984568888889,-136.31265527080333,0.17113931149714637,10.38097975706613,0.0028073814848508707,51.87755414716548,1.2121925073639206,0.6926359393695926,-5937.413492460127,100.11917990657645,0.0074537373963278605,39.94664579887719,-372.675061507331
2025-01-01 00:02:00,0.46543753956723855,0.2369167307479238,0.0,0.0077572923261206425,0.003948612179132063,0.0,0.10889242118603648,0.0,0.35654511838120206,0.0,0.0,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,23715.607382222224,Off,0.0,0.0,18.95959715867339,51.666666666666686,46.10666666666668,0.0,50.939463330591195,0.0,0.0,0.0,18.95959715867339,49.37598014936601,50.939463330591195,48.59423855875342,12.43753247303448,22.511700629742652,0.0,9.45182389634044,-1.3244677782356429,2.8,9.236100170605994,-2311.145611341476,-5909.814953060556,-330.46089173424537,-2842.9554420917457,-0.0,-0.0,683.9616306648883,0.0,4.0,0.11066959136626031,0.0,0,0.8071211018294019,263.9984568888889,-152.15179991461906,0.16964402451519364,10.445322420446079,0.0028075228040686136,51.16905273503542,1.2115971795743194,0.6930726185885988,-6008.099775192556,98.28482213199949,0.0074537373963278605,40.06449334346483,-370.5253850777102
2025-01-01 00:03:00,0.46543753956723855,0.2369167307479238,0.0,0.0077572923261206425,0.003948612179132063,0.0,0.10889242118603648,0.0,0.35654511838120206,0.0,0.0,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,23715.607382222224,Off,0.0,0.0,19.050149515086236,51.666666666666686,46.10666666666668,0.0,50.937566274587866,0.0,0.0,0.0,19.050149515086236,49.37438365699425,50.937566274587866,48.59279234819745,12.43753247303448,22.381512112760273,0.0,9.368819867508462,-1.3361574832932401,2.8,9.236100170605994,-2277.6149728539185,-5828.123877940965,-326.61510830461754,-2813.6852391283082,-0.0,-0.0,683.9616306648883,0.0,4.0,0.11025838698042544,0.0,0,0.8041221593658509,263.9984568888889,-147.8913643904987,0.1710003670958387,10.387959997824659,0.0028076622617534738,51.71105544943171,1.2121308143574363,0.6925835503489106,-5928.941659395543,100.81778145457884,0.0074537373963278605,40.17804547567898,-366.7931537802965
2025-01-01 00:04:00,0.46543753956723855,0.2369167307479238,0.0,0.0077572923261206425,0.003948612179132063,0.0,0.10889242118603648,0.0,0.35654511838120206,0.0,0.0,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,23715.607382222224,Off,0.0,0.0,19.137895966161132,51.666666666666686,46.10666666666668,0.0,50.93566106660528,0.0,0.0,0.0,19.137895966161132,49.372779539663746,50.93566106660528,48.591338776192984,12.43753247303448,22.255300231620474,0.0,9.291385458780992,-1.3472628709908163,2.8,9.236100170605994,-2244.8722400298257,-5752.317098863775,-321.98617692178397,-2785.4249922249205,-0.0,-0.0,683.9616306648883,0.0,4.0,0.10985906005021959,0.0,0,0.8012098400203205,263.9984568888889,-143.4088784697936,0.17232727851506835,10.332604296914507,0.002807803134583031,52.23585056691499,1.212648594027066,0.6921269873031223,-5855.187860814156,102.87076195038102,0.0074537373963278605,40.28592163216975,-362.2720985539537
2025-01-01 00:05:00,0.46543753956723855,0.2369167307479238,0.0,0.0077572923261206425,0.003948612179132063,0.0,0.10889242118603648,0.0,0.35654511838120206,0.0,0.0,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,23715.607382222224,Off,0.0,0.0,19.223035689116063,51.666666666666686,46.10666666666668,0.0,50.933747960396055,0.0,0.0,0.0,19.223035689116063,49.371168033645674,50.933747960396055,48.58987807027049,12.43753247303448,22.132782398996696,0.0,9.219002203787538,-1.3576830760631844,2.8,9.236100170605994,-2209.8659812221767,-5681.501052770995,-317.4432808176214,-2758.101242977854,-0.0,-0.0,683.9616306648883,0.0,4.0,0.10947077415140204,0.0,0,0.7983780436920836,263.9984568888889,-135.7263689092115,0.17362677449020436,10.278332525254207,0.002807945376314737,52.74464664500212,1.2131516383592438,0.6916999339844186,-5786.326171961388,104.82511919039412,0.0074537373963278605,40.38714202209799,-357.8304228397194
2025-01-01 00:06:00,0.46543753956723855,0.2369167307479238,0.0,0.0077572923261206425,0.003948612179132063,0.0,0.10889242118603648,0.0,0.35654511838120206,0.0,0.0,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,23715.607382222224,Off,0.0,0.0,19.30569594226153,51.666666666666686,46.10666666666668,0.0,50.931827191702524,0.0,0.0,0.0,19.30569594226153,49.36954935843951,50.931827191702524,48.588410441808,12.43753247303448,22.013778133074926,0.0,9.151246120893026,-1.3673569154463068,2.8,9.236100170605994,-2175.182507305455,-5615.280568425299,-312.1630289248816,-2731.664436614723,-0.0,-0.0,683.9616306648883,0.0,4.0,0.10909301016328216,0.0,0,0.7956229843974875,263.9984568888889,-127.47970135561992,0.1748998949539105,10.22583752542927,0.002808088943976029,53.23819556877686,1.213640652245317,0.6912999414209403,-5721.937564803551,106.6569963782525,0.0074537373963278605,40.48111232188214,-352.6441412467637
2025-01-01 00:07:00,0.46543753956723855,0.2369167307479238,0.0,0.0077572923261206425,0.003948612179132063,0.0,0.10889242118603648,0.0,0.35654511838120206,0.0,0.0,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,23715.607382222224,Off,0.0,0.0,19.386003242045067,51.666666666666686,46.10666666666668,0.0,50.92989898475927,0.0,0.0,0.0,19.386003242045067,49.367923722828934,50.92989898475927,48.58693609186377,12.43753247303448,21.89810799437062,0.0,9.087753145747595,-1.376215928058769,2.8,9.236100170605994,-2141.526669549564,-5553.295109378039,-307.40554064010706,-2706.0661072469293,-0.0,-0.0,683.9616306648883,0.0,4.0,0.10872524754762647,0.0,0,0.7929408658146391,263.9984568888889,-119.42219296752305,0.17614774304527975,10.174257742332632,0.002808233796657707,53.717251018088234,1.214116339657026,0.6909249056009896,-5661.6625794129695,108.36747003492975,0.0074537373963278605,40.56716751031507,-347.97270815042214
2025-01-01 00:08:00,0.46543753956723855,0.2369167307479238,0.0,0.0077572923261206425,0.003948612179132063,0.0,0.10889242118603648,0.0,0.35654511838120206,0.0,0.0,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,23715.607382222224,Off,0.0,0.0,19.46407280648936,51.666666666666686,46.10666666666668,0.0,50.92796355236031,0.0,0.0,0.0,19.46407280648936,49.36629132494433,50.92796355236031,48.585455211236344,12.43753247303448,21.785608576502742,0.0,9.028204782504607,-1.3842372040963096,2.8,9.236100170605994,-2109.053114698663,-5495.2275692453195,-301.5794850620325,-2681.262133367884,-0.0,-0.0,683.9616306648883,0.0,4.0,0.10836701232712444,0.0,0,0.7903282311937269,263.9984568888889,-111.75261199566751,0.1773713200617116,10.124286638149087,0.00280837989550968,54.1824994456953,1.2145793417372843,0.6905729844491744,-5605.187181240697,109.959611995378,0.0074537373963278605,40.64508504481686,-342.22457010684934
2025-01-01 00:09:00,0.46543753956723855,0.2369167307479238,0.0,0.0077572923261206425,0.003948612179132063,0.0,0.10889242118603648,0.0,0.35654511838120206,0.0,0.0,0.0,0.0,0.2369167307479238,0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.027264309210526312,0.0,On,0.08162811197551018,0,On,0.01278715147806377,0,On,0.2515053316952288,0.18862899877142156,On,0.02786899257257313,0,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,23715.607382222224,Off,0.0,0.0,19.54000851207273,51.666666666666686,46.10666666666668,0.0,50.92602109688071,0.0,0.0,0.0,19.54000851207273,49.36465235321414,50.92602109688071,48.58396798138086,12.43753247303448,21.676132567745512,-0.04608965447677349,8.972317755270298,-1.3913665774353707,2.8,9.236100170605994,-2077.7255989250625,-5440.8078303740185,-295.6672307022265,-2657.2126505147316,-0.0,-0.0,683.9616306648883,0.0,4.0,0.10801787783722902,0.0,0,0.7877819688402459,263.9984568888889,-104.47457907521897,0.17857151604606583,10.075848936148628,0.00280852720355705,54.63455899366244,1.215030236150899,0.6902425379798357,-5552.2325517024365,111.4247213284176,0.0074537373963278605,40.714338763367685,-336.38156946559417
