occupants,plug_loads_other,plug_loads_tv,lighting_interior,lighting_garage,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.617,0.578,0.0251,0.058,0.058,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.596,0.0357,0.0678,0.0678,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.58,0.0265,0.0592,0.0592,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.867,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0194,0.0611,0.0611,0.0,0.0,0.0,0.0,0.163,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0746,0.0,0.0,0.0,0.0,0.0692,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0746,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0746,0.0,0.0,0.0,0.0,0.298,0,0,0,0
1.0,0.601,0.0268,0.0983,0.0983,0.0,0.0,0.0,0.0,0.337,0,0,0,0
1.0,0.606,0.0306,0.125,0.125,0.0,0.0,0.0,0.0,0.2,0,0,0,0
1.0,0.606,0.0306,0.125,0.125,0.0,0.0,0.0,0.0,0.106,0,0,0,0
1.0,0.627,0.0375,0.161,0.161,0.0,0.0,0.0,0.467,0.0452,0,0,0,0
1.0,0.664,0.0519,0.223,0.223,0.0,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.68,0.0595,0.248,0.248,0.0,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.68,0.0595,0.248,0.248,0.0,0.0,0.0,0.6,0.0603,0,0,0,0
1.0,0.68,0.0595,0.248,0.248,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.684,0.0649,0.255,0.255,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.69,0.0711,0.262,0.262,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.883,0.66,0.0582,0.213,0.213,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.633,0.596,0.0306,0.106,0.106,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.591,0.0315,0.101,0.101,0.0,0.0,0.0,0.0,0.0739,0,0,0,0
0.5,0.626,0.0493,0.159,0.159,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.5,0.626,0.0493,0.159,0.159,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.5,0.626,0.0493,0.159,0.159,0.0,0.0,0.0,0.0,0.0558,0,0,0,0
0.5,0.626,0.0514,0.158,0.158,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.626,0.0538,0.156,0.156,0.0,0.0,0.0,0.0,0.2,0,0,0,0
0.5,0.626,0.0538,0.156,0.156,0.0,0.0,0.0,0.0,0.279,0,0,0,0
0.5,0.626,0.0538,0.156,0.156,0.0,0.0,0.0,0.0,0.103,0,0,0,0
0.383,0.596,0.0361,0.106,0.106,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.166,0,0,0,0
0.367,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.591,0.0399,0.0949,0.0949,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.5,0.626,0.0673,0.147,0.147,0.0,0.0,0.0,0.0,0.2,0,0,0,0
0.5,0.626,0.0673,0.147,0.147,0.0,0.0,0.0,0.0,0.399,0,0,0,0
0.383,0.596,0.0433,0.101,0.101,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.591,0.0414,0.0958,0.0958,0.0,0.0,0.0,0.467,0.0665,0,0,0,0
0.25,0.626,0.0705,0.149,0.149,0.0,0.0,0.0,0.533,0.0,0,0,0,0
0.25,0.626,0.0705,0.149,0.149,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.626,0.0705,0.149,0.149,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.25,0.63,0.0738,0.155,0.155,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.635,0.0776,0.161,0.161,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.367,0.67,0.106,0.213,0.213,0.0,0.0,0.0,0.0,0.212,0,0,0,0
0.5,0.709,0.139,0.272,0.272,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.723,0.154,0.301,0.301,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.5,0.738,0.172,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.333,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.5,0.738,0.172,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.752,0.189,0.38,0.38,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.5,0.767,0.209,0.433,0.433,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.383,0.719,0.164,0.344,0.344,0.0,0.0,0.0,0.0,0.2,0,0,0,0
0.25,0.665,0.112,0.241,0.241,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.367,0.717,0.19,0.37,0.37,0.0,0.0,0.0,0.467,0.0665,0,0,0,0
0.617,0.828,0.34,0.627,0.627,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.75,0.885,0.41,0.752,0.752,0.0,0.0,0.0,0.6,0.105,0,0,0,0
0.633,0.835,0.349,0.643,0.643,0.0,0.0,0.0,0.0,0.03,0,0,0,0
0.5,0.773,0.329,0.516,0.516,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.617,0.816,0.473,0.622,0.622,0.0,0.0,0.0,0.0,0.166,0,0,0,0
0.867,0.918,0.659,0.853,0.853,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.883,0.925,0.671,0.869,0.869,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.857,0.635,0.683,0.683,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.841,0.706,0.611,0.611,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.633,0.798,0.598,0.524,0.524,0.0,0.0,0.0,0.0,0.105,0,0,0,0
0.5,0.748,0.476,0.424,0.424,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.5,0.695,0.363,0.314,0.314,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.617,0.67,0.335,0.252,0.252,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.709,0.451,0.326,0.326,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.709,0.451,0.326,0.326,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.867,0.666,0.309,0.252,0.252,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.616,0.146,0.168,0.168,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.616,0.146,0.168,0.168,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
1.0,0.616,0.146,0.168,0.168,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.609,0.11,0.136,0.136,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.583,0.0447,0.0759,0.0759,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.883,0.578,0.0173,0.05,0.05,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.75,0.596,0.019,0.0507,0.0507,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.75,0.596,0.019,0.0507,0.0507,0.0,0.0,0.0,0.0,0.2,0,0,0,0
0.75,0.596,0.019,0.0507,0.0507,0.0,0.0,0.0,0.0,0.2,0,0,0,0
0.633,0.58,0.0175,0.0501,0.0501,0.0,0.0,0.0,0.0,0.0665,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
