Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.1666148129800898,0.06659966951184314,0.06107511970414494,0.002776913549668163,0.0011099944918640523,0.001017918661735749,0.00870415448347164,0.006614,0.09103103349661812,0.060265625,0.0,0.0015075521365773867,0.05956756756756756,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,On,1338.8081400533886,19.444444444444457,0.9250000000000002,336.27930716883367,1.745753321321321,0.060265625,1,1614.8218222222222,1614.8218222222222,Off,0.0,0.0,3.280813724397073e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.280813724397073e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.858580284098995,-0.08586416034546218,-2.6677200606801885,-0.25442862695830537,2.8,9.236100170605994,963.5272346150879,620.9663988199153,42.304016674759325,-329.66538531273915,-0.0,-0.0,227.8502531771837,0.0,2.0,0.015752465953861823,0.0,0,1.8339332479194275,131.99922844444444,-5.704145292067535,0.3420095788946027,10.696091738610953,0.004544993722328744,-6.02099675543261,1.2219026912353337,0,0,16.925463640403947,0.01737567411773867,69.1654642074575,-26.86144753269818
2025-01-01 00:01:00,0.1666148129800898,0.06659966951184314,0.06107511970414494,0.002776913549668163,0.0011099944918640523,0.001017918661735749,0.00870415448347164,0.006614,0.09103103349661812,0.060265625,0.0,0.0015075521365773867,0.05956756756756756,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,On,1338.8081400533886,19.444444444444457,0.9250000000000002,336.27930716883367,1.745753321321321,0.060265625,1,1614.8218222222222,1614.8218222222222,Off,0.0,0.0,3.2660517964207734e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2660517964207734e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.006031302884526,0.0,-2.3547664875374323,-0.17130488223857335,2.8,9.236100170605994,957.8062090319995,619.983408465557,40.185231304245775,-334.0752300147599,-0.0,-0.0,227.8502531771837,0.0,2.0,0.01581794097902148,0.0,0,1.8415559798713872,131.99922844444444,-7.015326173135151,0.3398449106178899,10.78426624123711,0.004544733975844227,-6.463669434162843,1.2248537231703633,0,0,15.942473286045587,0.017340169626264317,67.14570066176348,-26.96046935751771
2025-01-01 00:02:00,0.1666148129800898,0.06659966951184314,0.06107511970414494,0.002776913549668163,0.0011099944918640523,0.001017918661735749,0.00870415448347164,0.006614,0.09103103349661812,0.060265625,0.0,0.0015075521365773867,0.05956756756756756,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,On,1338.8081400533886,19.444444444444457,0.9250000000000002,336.27930716883367,1.745753321321321,0.060265625,1,1614.8218222222222,1614.8218222222222,Off,0.0,0.0,3.251983381839333e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.251983381839333e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.14695306935432,0.0,-2.051369930377587,-0.09375367219460562,2.8,9.236100170605994,952.3149631242875,619.0877187238033,38.24263393231382,-338.3114873632638,-0.0,-0.0,227.8502531771837,0.0,2.0,0.015880430694102807,0.0,0,1.8488311561184787,131.99922844444444,-8.270314732343287,0.3368496622885514,10.845289972533251,0.004544455804225658,-6.884529695823052,1.2242634031173083,0,0,15.046783544291847,0.017306979646080967,65.26802847432447,-27.02539454201064
2025-01-01 00:03:00,0.1666148129800898,0.06659966951184314,0.06107511970414494,0.002776913549668163,0.0011099944918640523,0.001017918661735749,0.00870415448347164,0.006614,0.09103103349661812,0.060265625,0.0,0.0015075521365773867,0.05956756756756756,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,On,1338.8081400533886,19.444444444444457,0.9250000000000002,336.27930716883367,1.745753321321321,0.060265625,1,1614.8218222222222,1614.8218222222222,Off,0.0,0.0,3.23850940731063e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.23850940731063e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.281709775808427,0.0,-1.75692557506591,-0.021026214375889044,2.8,9.236100170605994,947.029926458281,618.2075881392009,36.477179808651655,-342.3821960952843,-0.0,-0.0,227.8502531771837,0.0,2.0,0.015940107974600885,0.0,0,1.8557789031678227,131.99922844444444,-9.484642666329238,0.3340109204548853,10.903869452712529,0.004544159377527305,-7.284785925614959,1.2236994629673603,0,0,14.166652959689538,0.01727579617328535,63.51303192925389,-27.035852120602236
2025-01-01 00:04:00,0.1666148129800898,0.06659966951184314,0.06107511970414494,0.002776913549668163,0.0011099944918640523,0.001017918661735749,0.00870415448347164,0.006614,0.09103103349661812,0.060265625,0.0,0.0015075521365773867,0.05956756756756756,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,On,1338.8081400533886,19.444444444444457,0.9250000000000002,336.27930716883367,1.745753321321321,0.060265625,1,1614.8218222222222,1614.8218222222222,Off,0.0,0.0,3.225629872834664e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.225629872834664e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.410639635907277,0.0,-1.4709478856935305,0.0475404318069054,2.8,9.236100170605994,942.1761204408048,617.3556237778793,34.85533472498479,-346.29495200158095,-0.0,-0.0,227.8502531771837,0.0,2.0,0.015997132887258673,0.0,0,1.8624178563062792,131.99922844444444,-10.42569277750884,0.33131785052194235,10.959184816534863,0.004543845572475353,-7.6655938191444095,1.2231604159405414,0,0,13.314688598367857,0.017246345101556523,61.86366882316023,-27.00833409817544
2025-01-01 00:05:00,0.1666148129800898,0.06659966951184314,0.06107511970414494,0.002776913549668163,0.0011099944918640523,0.001017918661735749,0.00870415448347164,0.006614,0.09103103349661812,0.060265625,0.0,0.0015075521365773867,0.05956756756756756,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,On,1338.8081400533886,19.444444444444457,0.9250000000000002,336.27930716883367,1.745753321321321,0.060265625,1,1614.8218222222222,1614.8218222222222,Off,0.0,0.0,3.213245705069312e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.213245705069312e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.53411263000771,0.0,-1.193022151433323,0.1125040354152543,2.8,9.236100170605994,937.7638184779039,616.5340469069471,33.35410376060338,-350.0586293290202,-0.0,-0.0,227.8502531771837,0.0,2.0,0.016051678340633018,0.0,0,1.8687681458900842,131.99922844444444,-11.074317412970384,0.3287594426701233,11.012698193956444,0.004543515217925961,-8.028196863017488,1.2226446507963413,0,0,12.493111727435664,0.017218395152562096,60.30566948291805,-26.95156572231467
2025-01-01 00:06:00,0.10634918798008976,0.06659966951184314,0.0015075521365773867,0.0017724864663348292,0.0011099944918640523,2.5125868942956446e-05,0.00870415448347164,0.006614,0.09103103349661812,0.0,0.0,0.0015075521365773867,0.0,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,1614.8218222222222,Off,0.0,0.0,3.2014064406856356e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2014064406856356e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.65248167399693,0.0,-0.9227870808084266,0.17433811318856768,2.8,9.236100170605994,-137.4348644298438,11.702792754006325,31.956819862935408,-353.6818805616794,-0.0,-0.0,227.8502531771837,0.0,2.0,0.0161039085494975,0.0,0,1.8748488901280276,131.99922844444444,-11.603237045348088,0.3263254866918231,11.06306957436913,0.004543169090774759,-8.373776085105778,1.2221506356100815,0,0,11.702792754006325,0.017191749441636057,58.82697613298927,-26.870156270053858
2025-01-01 00:07:00,0.10634918798008976,0.06659966951184314,0.0015075521365773867,0.0017724864663348292,0.0011099944918640523,2.5125868942956446e-05,0.00870415448347164,0.006614,0.09103103349661812,0.0,0.0,0.0015075521365773867,0.0,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,1614.8218222222222,Off,0.0,0.0,3.214186901819479e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.214186901819479e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.525127930895657,0.0,-0.7960125858908665,0.23344655679260218,2.8,9.236100170605994,-132.84801719208977,11.367554476949534,30.648918218407136,-349.7842148675114,-0.0,-0.0,227.8502531771837,0.0,2.0,0.01604771143339233,0.0,0,1.8683063107017768,131.99922844444444,-10.914055501762064,0.32889229564770045,11.00768956962237,0.004542807918410366,-7.964520466272963,1.2226827037069647,0,0,11.367554476949534,0.01716623960315431,57.417348603172265,-26.76843038476513
2025-01-01 00:08:00,0.10634918798008976,0.06659966951184314,0.0015075521365773867,0.0017724864663348292,0.0011099944918640523,2.5125868942956446e-05,0.00870415448347164,0.006614,0.09103103349661812,0.0,0.0,0.0015075521365773867,0.0,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,1614.8218222222222,Off,0.0,0.0,3.2263729229005854e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2263729229005854e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.403227625834905,0.0,-0.6721341891431569,0.2901729375308169,2.8,9.236100170605994,-128.5916509219951,11.01780802925638,29.41803588861906,-346.0695348147144,-0.0,-0.0,227.8502531771837,0.0,2.0,0.015993856504564676,0.0,0,1.8620364133516947,131.99922844444444,-10.37236928446438,0.3313706888491652,10.954902012263732,0.004542464547286034,-7.572582659806646,1.2231924202102755,0,0,11.01780802925638,0.01714172210899432,56.06810784833969,-26.650071959720634
2025-01-01 00:09:00,0.10634918798008976,0.06659966951184314,0.0015075521365773867,0.0017724864663348292,0.0011099944918640523,2.5125868942956446e-05,0.00870415448347164,0.006614,0.09103103349661812,0.0,0.0,0.0015075521365773867,0.0,0.0,0,0.06659966951184314,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0023231313961988307,0.0,On,0.003190511543636404,0,On,0.003190511543636404,0.0,On,0.0022314741474939036,0,On,0.055488046390721496,0.04161603479304111,On,0.0015075521365773867,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,1614.8218222222222,Off,0.0,0.0,3.238014040600016e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.238014040600016e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.286438884256473,0.0,-0.5511402807660857,0.34480895351897484,2.8,9.236100170605994,-124.53749401890371,10.689027116011347,28.253665866720326,-342.5254029463777,-0.0,-0.0,227.8502531771837,0.0,2.0,0.015942200873925415,0.0,0,1.8560225626473636,131.99922844444444,-9.8623442497097,0.33376510416456073,10.903538018757898,0.004542138209661428,-7.196913670485121,1.2236811597670787,0,0,10.689027116011347,0.017118074885286293,54.77190743188013,-26.518241565159805
