Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.13547757339675645,0.06659966951184314,0.03029854312756837,0.09103103349661813,0.02912838541666667,0.00870415448347164,0.006614,0.0015075521365773867,0.028790990990990986,0.0,0.0,51.66666666666668,19.1736314292722,-0.048402851568421036
2025-01-01 01:00:00,0.1304528423847481,0.06597507864387309,0.025607858436667085,0.09019824567265805,0.025110677083333335,0.008529919628756726,0.006614,0.0007880386168472703,0.024819819819819813,0.0,0.0,51.66666666666668,19.171155527518,-0.0522616450344635
2025-01-01 02:00:00,0.12962005456078807,0.06535048777590304,0.025470808242432776,0.08936545784869798,0.025110677083333335,0.008529919628756726,0.006614,0.0006509884226129624,0.024819819819819813,0.0,0.0,51.66666666666668,19.12631549813013,-0.06174162847810732
2025-01-01 03:00:00,0.13168439141701804,0.06472589690793298,0.02831213642657685,0.08853267002473791,0.028123958333333334,0.008413763058946786,0.006614,0.0005139382283786546,0.027798198198198194,0.0,0.0,51.66666666666668,19.12505392383479,-0.06296126698606308
2025-01-01 04:00:00,0.13486931192639132,0.06410130603996293,0.03231757014630659,0.08769988220077783,0.032141666666666666,0.008413763058946786,0.006614,0.0005482007769372316,0.03176936936936937,0.0,0.0,51.66666666666668,19.145004211349413,-0.05533703603028475
2025-01-01 05:00:00,0.13208834381601117,0.06410130603996293,0.029407716865045373,0.08769988220077783,0.02912838541666667,0.008646076198566669,0.006614,0.0006167258740543854,0.028790990990990986,0.0,0.0,51.66666666666668,19.168512661194207,-0.05783902532346339
2025-01-01 06:00:00,0.13303988380512285,0.06535048777590304,0.028689024460721194,0.08936545784869798,0.028123958333333334,0.008936467623091523,0.006614,0.0008908262625230012,0.027798198198198194,0.0,0.0,51.66666666666668,19.135359343393883,-0.057619364430069334
2025-01-01 07:00:00,0.16064632876499474,0.06659966951184314,0.05474147491324384,0.09103103349661813,0.054239062500000004,0.00876223276837661,0.006614,0.00113066410243304,0.0536108108108108,0.0,0.0,51.66666666666668,20.39693644325444,-0.3792597950252072
2025-01-01 08:00:00,0.18042406034895317,0.07227816496099655,0.0956844146162152,0.10273199137787978,0.048212500000000005,0.022865568971073353,0.006614,0.00113066410243304,0.04765405405405405,0.04689969645972811,0.0,51.66666666666668,20.81792676431458,-0.06032411314059048
2025-01-01 09:00:00,0.19575503058322993,0.07670264552840617,0.0577003976727813,0.11311529873898131,0.040177083333333335,0.03584864851091532,0.006614,0.001096401553874463,0.03971171171171171,0.016892284407195132,0.0,51.66666666666668,20.867068133394476,-0.035649388162838136
2025-01-01 10:00:00,0.18819905187361705,0.07607805466043613,0.059565711000303286,0.11371753123943162,0.032141666666666666,0.03572585396751874,0.006614,0.00113066410243304,0.03176936936936937,0.026665677528500888,0.0,51.66666666666668,20.790463785321723,-0.06892424055174734
