Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.297226019635047,0.10301240777611631,0.5207843137254902,0.297226019635047,0.10301240777611631,0.5207843137254902,0.01837363635016303,0.278852383284884,0.0,0.0,0.5207843137254902,0.0,0.10301240777611631,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03026737992042858,0.02270053494032143,0.0,0.0,0.005264967105263157,0.0,0.013108669244899871,0.0,0.004568706103255629,0.0,0.1070824971143932,0.0803118728357949,0.07134935238251174,0.0,0.06558444776429484,0.0,0.0,0.0,10378.624948148148,20.000000000000057,0.36266666666666675,0.0,15.262683747276686,0.0,0.5333333333333333,10378.624948148148,19459.921777777778,0.0,0.0,78.15995454851951,51.66666666666668,46.10666666666668,0.0,49.92609903043209,0.0,0.0,0.0,122.12492898206172,48.78008394767605,49.92609903043209,48.20707640629803,12.43753247303448,19.691536845765274,-0.07833559644828197,1.0001031752628295,2.991847541471684,2.8,9.236100170605994,6936.062426419672,-768.7888545585228,2.0919541774739403,-3570.944965785336,0.0,0.0,416.7949015791218,0.0,4.0,0.16218715323366786,0.0,0.0,2.0988708211150584,263.9984568888889,-288.41245752226143,0.21304369977257367,9.353742572509836,0.0029650117879993472,-107.09499070552357,1.2230917152841385,0.0,0.0,105.90129867039403,0.1536293988089038,-39.16330281286229,41.25525699033623
2025-01-01 01:00:00,0.32460233763472623,0.10244489440260827,0.19529411764705878,0.32460233763472623,0.10244489440260827,0.1952941176470588,0.017978763817268293,0.306623573817458,0.0,0.0,0.19529411764705878,0.0,0.10244489440260827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02951069542241786,0.02213302156681339,0.0,0.0,0.00487009457236842,0.0,0.013108669244899871,0.0,0.004568706103255629,0.0,0.1070824971143932,0.0803118728357949,0.086213800795535,0.0,0.07924787438185626,0.0,0.0,0.0,3891.9843555555553,16.666666666666686,0.13600000000000004,0.0,5.723506405228758,0.0,0.2,3891.9843555555553,19459.921777777778,0.0,0.0,83.26094577246789,51.66666666666668,46.10666666666668,0.0,49.09385714990105,0.0,0.0,0.0,130.09522776948108,48.03145786720607,49.09385714990105,47.50025822585859,12.43753247303448,17.0390606103066,-0.039564387485315176,2.5087789402921006,4.355919844953528,2.5,9.236100170605994,1513.2624467436572,-4027.34918566377,-261.2174262393226,-2604.7536538698655,0.0,0.0,415.64334454821636,0.0,4.0,0.13675641739873245,0.0,0.0,1.7697705912927195,263.9984568888889,-189.6115994902492,0.2501909577485699,8.08598978021186,0.0029408269264121095,-41.68708447855399,1.2343661167119933,0.0,0.0,97.38189679915415,0.13005891269120806,-298.80095858105227,37.58353234172966
2025-01-01 02:00:00,0.29531777810613086,0.10187738102910024,0.3092156862745098,0.29531777810613086,0.10187738102910024,0.3092156862745098,0.017978763817268293,0.2773390142888625,0.0,0.0,0.3092156862745098,0.0,0.10187738102910024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02875401092440715,0.02156550819330536,0.0,0.0,0.00487009457236842,0.0,0.013108669244899871,0.0,0.004568706103255629,0.0,0.1070824971143932,0.0803118728357949,0.07134935238251174,0.0,0.06558444776429484,0.0,0.0,0.0,6162.308562962963,16.666666666666686,0.2153333333333334,0.0,9.062218474945531,0.0,0.31666666666666665,6162.308562962963,19459.921777777778,0.0,0.0,82.84752561855166,51.66666666666668,46.10666666666668,0.0,48.22793047881568,0.0,0.0,0.0,129.44925877898697,47.24901301458856,48.22793047881568,46.759554282475015,12.43753247303448,16.407823153283385,-0.06082582705363947,1.6669195149942047,4.483758509897797,1.6500000000000001,9.236100170605994,4059.4906275479075,-5069.457403505261,-345.52092252939565,-2313.6835548056815,0.0,0.0,414.88666005020565,0.0,4.0,0.119707983482653,0.0,0.0,1.549146085721587,263.9984568888889,-204.02104065958028,0.2596381527695587,7.78625685791199,0.002938902905198361,15.792627121365024,1.2370417387017048,0.0,0.0,112.77038780629944,0.10154971698115224,-376.73259084726567,31.211668317870043
2025-01-01 03:00:00,0.3228257202834417,0.1013098676555922,0.3967536199513516,0.3228257202834417,0.1013098676555922,0.3967536199513516,0.017715515462005133,0.3051102048214365,0.0,0.03871440426507711,0.3580392156862745,0.0,0.1013098676555922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02799732642639643,0.020997994819797316,0.0,0.0,0.004606846217105263,0.0,0.013108669244899871,0.0,0.004568706103255629,0.0,0.1070824971143932,0.0803118728357949,0.086213800795535,0.0,0.07924787438185626,0.0,0.0,0.0,7135.304651851852,16.666666666666686,0.2493333333333334,0.0,10.493095076252722,0.0,0.36666666666666664,7135.304651851852,19459.921777777778,879.2133333333333,0.0,88.61380509404152,51.66666666666668,46.10666666666668,0.0,49.733801585763565,0.0,0.0,879.2133333333333,138.45907045943989,49.357487967543925,49.74547194578825,49.157660798409424,12.43753247303448,16.38906099635186,-0.07091491156071067,1.5502228036052443,4.15939840003536,1.6500000000000001,9.236100170605994,4872.073759965921,-3574.267153700562,-340.11870088636476,-2458.599542427565,0.0,0.0,413.8667271969318,0.0,4.0,0.1276838934801096,0.0,0.0,1.6523626749010218,263.9984568888889,-218.4980766552959,0.26016608194238333,7.780104233224254,0.002941344179137745,-45.94628854300689,1.2371201532809315,0.0,0.0,110.94910667297172,0.11642099358455023,-369.05508744957456,28.936386563209762
2025-01-01 04:00:00,0.42476938589553587,0.10074235428208417,0.3580392156862745,0.4247693858955358,0.10074235428208417,0.3580392156862745,0.017715515462005133,0.40705387043353075,0.0,0.0,0.3580392156862745,0.0,0.10074235428208417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027240641928385715,0.02043048144628928,0.0,0.0,0.004606846217105263,0.0,0.013108669244899871,0.0,0.004568706103255629,0.0,0.1070824971143932,0.0803118728357949,0.1397258150824188,0.0,0.1284362102050774,0.0,0.0,0.0,7135.304651851852,16.666666666666686,0.2493333333333334,0.0,10.493095076252722,0.0,0.36666666666666664,7135.304651851852,19459.921777777778,0.0,0.0,92.37710171834064,51.66666666666668,46.10666666666668,0.0,50.82876494608482,0.0,0.0,0.0,144.33922143490727,50.86280223743209,50.87982088310573,50.82876494608482,12.43753247303448,16.435506708819265,-0.058928480261651796,0.6033878359130107,4.029864074062764,0.55,9.236100170605994,4598.677133879963,-7246.269020388007,-472.5440896295991,-2725.9022071462223,0.0,0.0,413.11004269892106,0.0,4.0,0.13100607544367493,0.0,0.0,1.6953551724369764,263.9984568888889,-223.8353535245871,0.2575838303025524,7.7759791041069,0.002922110584428772,15.79234273521288,1.2363555279355378,0.0,0.0,125.77968673713731,0.11690710802365122,-501.3754888671575,28.831399237558415
2025-01-01 05:00:00,0.5848353568644388,0.10452930202256201,0.39058823529411757,0.5848353568644388,0.10452930202256201,0.3905882352941176,0.023513398942919685,0.5613219579215191,0.0,0.0,0.39058823529411757,0.0,0.10452930202256201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027240641928385715,0.02043048144628928,0.03339765067303939,0.0,0.005133342927631578,0.0,0.018380056015288103,0.0,0.006278379141895314,0.0,0.11213176076836368,0.08409882057627274,0.1991836087345119,0.0,0.18308991667532312,0.0,0.0,0.0,7783.968711111111,16.666666666666686,0.2720000000000001,0.0,11.447012810457515,0.0,0.4,7783.968711111111,19459.921777777778,0.0,0.0,88.6324181561741,51.66666666666668,46.10666666666668,0.0,49.86579135089712,0.10851692201180228,282.0600135576797,0.0,138.488153369022,49.39375140705819,49.87779063439032,49.145732151645525,12.43753247303448,16.36567899199431,-0.06885794545539875,-0.43157023846586423,3.264076286578788,-0.25000000000000006,9.236100170605994,5193.4007573162935,-4449.9264952690055,-443.9073420434126,-2807.4308050766454,0.0,0.0,446.62621683383185,0.0,4.0,0.1284123019909536,0.0,0.0,1.6617890402991473,263.9984568888889,-229.76336555200425,0.2607771464314138,7.768061375366418,0.00294689008369298,40.34082788576039,1.2360144435653744,0.0,0.0,132.29734617952988,0.10455014219363389,-471.3651023512901,27.457760307877457
2025-01-01 06:00:00,0.513534306309894,0.10787933593853684,0.38047911014743,0.513534306309894,0.10787933593853685,0.38047911014743,0.036130189187859964,0.477404117122034,0.0,0.03871440426507711,0.3417647058823529,0.0,0.10787933593853684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02875401092440715,0.02156550819330536,0.0,0.0,0.005791463815789473,0.0,0.030338725372070493,0.0,0.008347227188652578,0.0,0.11508510366030869,0.0863138277452315,0.16945471190846534,0.0,0.15576306344020027,0.0,0.0,0.0,6810.9726222222225,16.666666666666686,0.23800000000000004,0.0,10.016136209150325,0.0,0.35,6810.9726222222225,19459.921777777778,879.2133333333333,0.0,88.40533158132939,51.66666666666668,46.10666666666668,0.0,50.17298328982525,0.10639281813493913,282.0600135576797,879.2133333333333,138.13333059582718,49.262259011914615,50.17298328982526,48.806896872959314,12.43753247303448,16.37618875266786,-0.07338923504166743,0.30845242866748207,3.1149834512101653,0.3,9.236100170605994,4282.100326883161,-5303.485934128291,-381.7073016692812,-2734.6352267048187,0.0,0.0,444.25903059389566,0.0,4.0,0.12943371510569482,0.0,0.0,1.6750071906895545,263.9984568888889,-238.49609922813838,0.25977624569870045,7.761814212232952,0.002937415000252475,-45.14708765810422,1.2359768254925194,0.0,0.0,119.45627283752204,0.11148879271240272,-411.36133486627176,29.654033196990547
2025-01-01 07:00:00,0.3513235830584821,0.11337292517931048,0.39058823529411757,0.35132358305848205,0.11337292517931047,0.3905882352941176,0.051064216897733536,0.30025936616074855,0.0,0.0,0.39058823529411757,0.0,0.11337292517931048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03026737992042858,0.02270053494032143,0.0,0.0,0.005396591282894736,0.0,0.0456676256148388,0.0,0.01216166577486129,0.0,0.1208965203186521,0.09067239023898904,0.07134935238251174,0.0,0.06558444776429484,0.0,0.0,0.0,7783.968711111111,16.666666666666686,0.2720000000000001,0.0,11.447012810457515,0.0,0.4,7783.968711111111,19459.921777777778,0.0,0.0,90.06566183570891,51.66666666666668,46.10666666666668,0.0,50.916524448568694,0.12869545688436343,341.5528977732355,0.0,140.72759661829517,49.92016096389514,50.916524448568694,49.421979221558374,12.43753247303448,16.37305574320251,-0.06730363476327034,-0.5333062459344556,2.9199455949964483,-0.55,9.236100170605994,5042.04636814723,-6222.95662228452,-509.6700341004097,-2973.5560342550752,0.0,0.0,469.9254833782588,3.1725210577641665,4.0,0.13316360292879656,0.0,0.0,1.7232758270263782,263.9984568888889,-238.2917920870645,0.2594035229385547,7.754721303890733,0.0029326658667718957,27.44431226980619,1.2359935368769395,0.0,0.0,130.71271984614341,0.11692056803973032,-539.7675925004864,30.097558400076796
2025-01-01 08:00:00,0.4542069649402158,0.13130323668368873,0.4618516591670378,0.45420696494021573,0.13130323668368876,0.46185165916703785,0.10319305662699328,0.3510139083132225,0.0,0.03871440426507711,0.4231372549019607,0.0,0.13130323668368873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031024064418439294,0.023268048313829465,0.010892906286053293,0.0,0.004080349506578947,0.0,0.09911270712041434,0.0,0.028116219635444233,0.0,0.14404691782647908,0.10803518836985929,0.07134935238251174,0.0,0.06558444776429484,0.0,0.0,0.0,8432.63277037037,16.666666666666686,0.29466666666666674,0.0,12.400930544662307,0.0,0.43333333333333335,8432.63277037037,19459.921777777778,879.2133333333333,0.0,89.56056471821378,51.66666666666668,46.10666666666668,0.0,51.429273773255,0.2057777999390021,564.1200271153594,879.2133333333333,139.93838237220905,49.65948677805958,51.429273773255,48.77459328046187,12.43753247303448,16.3586901559142,-0.06759931602186015,-1.3917473552069508,2.376117064548328,-1.4,9.236100170605994,5543.107978252798,-6402.989462309127,-591.5345124094962,-3259.559851262638,0.0,0.0,567.246769183996,203.48676921335806,4.0,0.13880700323875855,0.0,0.0,1.7963073095223179,263.9984568888889,-197.21171003893082,0.26175674452175224,7.778294203244117,0.002955300556438682,142.04511145541593,1.2366184596333087,0.0,0.0,139.13218843174178,0.12466659425564083,-622.7230577905867,31.188545381090645
2025-01-01 09:00:00,0.46918326525863474,0.14016326535952378,0.41302812975527314,0.46918326525863474,0.14016326535952378,0.41302812975527314,0.1325160253945691,0.3366672398640656,0.0,0.03871440426507711,0.37431372549019604,0.0,0.14016326535952378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031024064418439294,0.023268048313829465,0.0,0.0,0.003290604440789473,0.0,0.12922542095377965,0.0,0.04137696093514532,0.0,0.15586028939425908,0.1168952170456943,0.05648490396948845,0.0,0.05192102114673342,0.0,0.0,0.0,7459.636681481482,16.666666666666686,0.2606666666666667,0.0,10.970053943355117,0.0,0.38333333333333336,7459.636681481482,19459.921777777778,879.2133333333333,0.0,89.18844366745155,51.66666666666668,46.10666666666668,0.0,51.29046232469749,0.14615288497768608,395.9175328513275,879.2133333333333,139.35694323039306,49.55582854988461,51.29046232469749,48.68851166247818,12.43753247303448,16.400647542242524,-0.07418260154651414,-1.0317225944488055,2.600543949880358,-0.85,9.236100170605994,4841.973516674429,-4433.547165947222,-524.2242372321635,-3113.8106641521435,0.0,0.0,613.8655767737037,522.89610354561,4.0,0.13657645087926812,0.0,0.0,1.7674416369399844,263.9984568888889,-117.71807742861277,0.26622035385008946,7.869733799153027,0.0030123478283257442,258.8845993508773,1.2370177048410513,0.0,0.0,129.10256444568654,0.12192756976777883,-559.6419528844467,35.417715652283185
