Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,50.7264234613979,51.666666666666686,46.10666666666668,0.0,51.321067802862075,0.0,0.0,0.0,79.26003665843422,51.202723174053475,51.321067802862075,51.14355085964918,12.43753247303448,17.685509777183547,0.0,2.8,9.236100170605994,-1635.157473809902,-2491.8925836158714,-0.0,-0.0,968.9278244730928,0.0,8.0,0.12845409487101736,0.0,0.0,1.2022032374683187,527.9969137777778,-112.1927146671234,0.2626169858800481,8.713780036334974,0.0032353829177362743,57.46255310275275,1.2277983527892073
2025-01-01 00:01:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,50.859203914907205,51.666666666666686,46.10666666666668,0.0,51.31258699610722,0.0,0.0,0.0,79.4675061170425,51.19481964728949,51.31258699610722,51.13593597288063,12.43753247303448,17.589841864453252,0.0,2.8,9.236100170605994,-1699.7255075232638,-2470.2426890885513,-0.0,-80.01855050470871,968.9278244730928,0.0,8.0,0.12816175334524854,0.0,0.004151542590583563,1.238321541200248,527.9969137777778,-118.39209240309704,0.26499477389112214,8.693055068752095,0.0032355812396678988,46.58440840269647,1.231789950600837
2025-01-01 00:02:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,50.990279089757294,51.666666666666686,46.10666666666668,0.0,51.30408425532832,0.0,0.0,0.0,79.67231107774577,51.18689543241472,51.30408425532832,51.128301020957934,12.43753247303448,17.495280111050608,0.0,2.8,9.236100170605994,-1673.069009474325,-2448.9128820701394,-0.0,-68.2288264595231,968.9278244730928,0.0,8.0,0.12787269406345836,0.0,0.0035626436187440945,1.2301047205847946,527.9969137777778,-124.85512541775554,0.26659472429489156,8.648920363069724,0.0032357414965909362,48.97377274298812,1.2321905957559312
2025-01-01 00:03:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,51.11725966628712,51.666666666666686,46.10666666666668,0.0,51.29555986480926,0.0,0.0,0.0,79.87071822857362,51.17895079512336,51.29555986480926,51.12064626028042,12.43753247303448,17.40340370462936,0.0,2.8,9.236100170605994,-1647.8401025076878,-2428.2552914562566,-0.0,-56.7954398021717,968.9278244730928,0.0,8.0,0.1275917519154909,0.0,0.002984294810626765,1.2220626074052212,527.9969137777778,-131.71719572235253,0.2681606682882154,8.6061810632592,0.003235909918483709,51.30839650509144,1.2325801037973627
2025-01-01 00:04:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,51.24034748487855,51.666666666666686,46.10666666666668,0.0,51.28701450662566,0.0,0.0,0.0,80.06304294512273,51.17098637338207,51.28701450662566,51.11297230676028,12.43753247303448,17.31407990353307,0.0,2.8,9.236100170605994,-1618.5572724034446,-2408.2345266178504,-0.0,-45.70008433348977,968.9278244730928,0.0,8.0,0.1273185303776872,0.0,0.002416071819901943,1.2141875191305909,527.9969137777778,-133.55048592519688,0.2696940458873417,8.564768021583525,0.0032360863134392325,53.59069368993518,1.2329590169566291
2025-01-01 00:05:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,51.35957841364246,51.666666666666686,46.10666666666668,0.0,51.27844882923558,0.0,0.0,0.0,80.24934127131634,51.16300277370939,51.27844882923558,51.1052797459463,12.43753247303448,17.22728561322597,0.0,2.8,9.236100170605994,-1584.9919857872073,-2388.8401759794638,-0.0,-34.93820295948027,968.9278244730928,0.0,8.0,0.12705296750467393,0.0,0.0018582249285314725,1.2064812184050349,527.9969137777778,-130.14143132135604,0.27119448537930146,8.52409501138131,0.0032362704981640884,55.820246038399844,1.2333274136900025
2025-01-01 00:06:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,51.474975192876656,51.666666666666686,46.10666666666668,0.0,51.269863475112885,0.0,0.0,0.0,80.42964873886977,51.15500059703537,51.269863475112885,51.09756915799662,12.43753247303448,17.14300640870058,0.0,2.8,9.236100170605994,-1550.8432542146788,-2370.0639592391867,-0.0,-24.506375215929467,968.9278244730928,0.0,8.0,0.12679502737028472,0.0,0.001311055975572791,1.1989461939101236,527.9969137777778,-125.20074423265508,0.2726614867824528,8.484737652033264,0.0032364622882852753,57.996413421644164,1.2336853363747862
2025-01-01 00:07:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,51.58665593445423,51.666666666666686,46.10666666666668,0.0,51.26125908293299,0.0,0.0,0.0,80.60414989758473,51.14698044074696,51.26125908293299,51.089841119653954,12.43753247303448,17.061164837515314,0.0,2.8,9.236100170605994,-1517.616608188377,-2351.8837922519583,-0.0,-14.393455229579747,968.9278244730928,0.0,8.0,0.12654448060355222,0.0,0.0007744482623325647,1.1915792067762283,527.9969137777778,-120.26718517993181,0.27409566289093124,8.446656116252003,0.003236661497583862,60.120265547036425,1.234033096061045
2025-01-01 00:08:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,51.69477123645314,51.666666666666686,46.10666666666668,0.0,51.252636271694534,0.0,0.0,0.0,80.77308005695804,51.13894288382848,51.252636271694534,51.082096189895445,12.43753247303448,16.981661961136663,0.0,2.8,9.236100170605994,-1485.5911453060476,-2334.2731691855847,-0.0,-4.585754990150581,968.9278244730928,0.0,8.0,0.12630103138709142,0.0,0.0002481224531002918,1.184374874139424,527.9969137777778,-115.66004560340522,0.27549804573376535,8.409230446586147,0.003236867943813086,62.19350881767021,1.2343710964543593
2025-01-01 00:09:00,0.5140508343972107,0.2861921015051096,0.0,0.008567513906620177,0.004769868358418493,0.0,0.08618716362535903,0.37786367077185157,0.0,0.05,0.0,0.0,0.0,0.27160876817177626,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.031860399916240616,0.023895299937180453,On,0.0,0,Off,0.024126206140350874,0.0,On,0.06206095748500815,0,On,0.01571864654281644,0,On,0.33028462431279454,0.24771346823459583,On,0,0,Off,Off,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0,0.0,15229.147217777778,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,9018.09116,Off,0.0,0,51.79947053105314,51.666666666666686,46.10666666666668,0.0,51.24399563531119,0.0,0.0,0.0,80.93667270477053,51.130888481799985,51.24399563531119,51.07433490504439,12.43753247303448,16.904399587880107,0.0,2.8,9.236100170605994,-1459.6366756040175,-2317.2061183699498,-0.0,-0.0,968.9278244730928,0.0,8.0,0.12606438552483176,0.0,0.0,1.1798379223300401,527.9969137777778,-111.3583817071603,0.27686970550291684,8.372982632722852,0.0032370814508471345,63.466196617954225,1.2346997394659425
