Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.37197776190389,51.666666666666686,46.10666666666668,0.0,51.03563992393793,0.0,0.0,0.0,139.64371525297483,51.036763252236,51.03732491638504,51.03563992393793,12.43753247303448,17.72819679026792,-0.10513654306545206,4.170642241441236,2.8,9.236100170605994,45.87854295693458,-600.6358093679785,-330.07414881311905,-0.0,-0.0,343.1667249027364,0.0,3.0,0.016966275255518016,0.0,0,0.2369255362646273,197.99884266666666,32.78596686731724,0.25985962309638894,8.704345653139256,0.0032099106900333515,109.01731216038594,1.2276370199302058,0.3453352535387802,-616.8544180001988,16.218608632220334
2025-01-01 00:01:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.32457065009885,51.666666666666686,46.10666666666668,0.0,51.01595136879223,0.0,0.0,0.0,139.56964164077945,51.018196891222225,51.019319652437225,51.01595136879223,12.43753247303448,17.72726491036746,-0.10606842296591168,4.22274802097003,2.8,9.236100170605994,42.86761699479226,-625.8195148610023,-330.0447170954864,-0.0,-0.0,343.1667249027364,0.0,3.0,0.01696582150073567,0.0,0,0.2369191998063582,197.99884266666666,29.745609187542257,0.260679374723049,8.72811222000919,0.003210472169385074,108.9882613522534,1.2312266343810703,0.34550321328778094,-640.6159284890462,14.79641362804388
2025-01-01 00:02:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.27770391920298,51.666666666666686,46.10666666666668,0.0,50.99627396344384,0.0,0.0,0.0,139.49641237375465,50.999640378681924,51.00132358630097,50.99627396344384,12.43753247303448,17.726141520756237,-0.10719181257713473,4.271996239670516,2.8,9.236100170605994,39.84221804670315,-649.4740344420593,-330.0092382659271,-0.0,-0.0,343.1667249027364,0.0,3.0,0.016965274490423746,0.0,0,0.23691156108132608,197.99884266666666,26.684731409893825,0.2607430528615416,8.727874898089315,0.003211031862569817,108.9595621275785,1.231230974091206,0.3456618868446834,-663.0951459479054,13.621111505846084
2025-01-01 00:03:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.23134674375544,51.666666666666686,46.10666666666668,0.0,50.97660758802479,0.0,0.0,0.0,139.42397928711787,50.981093602355,50.98333660952011,50.97660758802479,12.43753247303448,17.724837997465222,-0.10849533586814886,4.31860614586478,2.8,9.236100170605994,36.81263172106901,-671.7580127025682,-329.9680723429224,-0.0,-0.0,343.1667249027364,0.0,3.0,0.016964639761280525,0.0,0,0.2369026974067496,197.99884266666666,23.61397916125503,0.2608096886672276,8.728134476591764,0.0032115914064016864,108.93111163159482,1.2312360764288655,0.3458119929236487,-684.3887402750435,12.630727572475317
2025-01-01 00:04:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.18547240319678,51.666666666666686,46.10666666666668,0.0,50.95695212946298,0.0,0.0,0.0,139.35230062999497,50.962556456385116,50.965358619846185,50.95695212946298,12.43753247303448,17.723364193069024,-0.10996914026434723,4.362763878579158,2.8,9.236100170605994,35.16175985005478,-692.8303930830065,-329.9215312874942,-0.0,-0.0,343.1667249027364,0.0,3.0,0.016963922107991965,0.0,0,0.2368926757380166,197.99884266666666,21.916566234812564,0.2608791225220107,8.72830207569783,0.003212150801812546,108.90289722395511,1.2312418997079873,0.34595414175713357,-704.5787661403284,11.748373057321894
2025-01-01 00:05:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.13995888801168,51.666666666666686,46.10666666666668,0.0,50.93730748057753,0.0,0.0,0.0,139.28118576251825,50.94402884046692,50.94738952041162,50.93730748057753,12.43753247303448,17.721765479415627,-0.11156785391774449,4.404629453869292,2.8,9.236100170605994,34.762574477775786,-712.7710763414713,-329.871048657833,-0.0,-0.0,343.1667249027364,0.0,3.0,0.0169631436211891,0.0,0,0.23688180455972518,197.99884266666666,21.46689823287239,0.2609506103515811,8.727808337998404,0.0032127100496885464,108.87485909991403,1.2312482518918975,0.34608885795419814,-723.735755947551,10.964679606079713
2025-01-01 00:06:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.09470110393781,51.666666666666686,46.10666666666668,0.0,50.91767356107147,0.0,0.0,0.0,139.21047047490282,50.92551067964165,50.92942923892674,50.91767356107147,12.43753247303448,17.720080949571248,-0.11325238376212354,4.444345925468673,2.8,9.236100170605994,34.56770915291074,-731.6583214858096,-329.81785949226617,-0.0,-0.0,343.1667249027364,0.0,3.0,0.016962323334975014,0.0,0,0.2368703496735916,197.99884266666666,21.218843742440512,0.26102351061016055,8.727861919492126,0.0032132691506961742,108.8469456439525,1.2312549675157771,0.3462166102543044,-741.9228355688873,10.264514083077824
2025-01-01 00:07:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.04967470994447,51.666666666666686,46.10666666666668,0.0,50.898050313804134,0.0,0.0,0.0,139.14011673428823,50.90700192078306,50.91147772427252,50.898050313804134,12.43753247303448,17.718319622080983,-0.1150137112523879,4.4820425276214015,2.8,9.236100170605994,34.480997106926,-749.5596272431485,-329.7622490393423,-0.0,-0.0,343.1667249027364,0.0,3.0,0.016961465639236405,0.0,0,0.23685837238218488,197.99884266666666,21.076521243531886,0.2610976761091794,8.727873800084764,0.0032138281053121533,108.81914507378136,1.2312620084155186,0.3463378218376328,-759.1971082568527,9.637481013704118
2025-01-01 00:08:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,89.0048632901316,51.666666666666686,46.10666666666668,0.0,50.8784376869999,0.0,0.0,0.0,139.07009889083062,50.8885025158216,50.89353493023245,50.8784376869999,12.43753247303448,17.716487566866153,-0.11684576646721823,4.517837389573742,2.8,9.236100170605994,34.42184466526626,-766.5355024843063,-329.7044094074202,-0.0,-0.0,343.1667249027364,0.0,3.0,0.01696057348815115,0.0,0,0.23684591393911947,197.99884266666666,20.959529169950073,0.2611730080574661,8.727253837185945,0.0032143869139701457,108.79144949817689,1.2312693489076507,0.3464528792157254,-775.6108539131559,9.075351428849707
2025-01-01 00:09:00,0.19988118043514713,0.09639403957118195,0.0,0.003331353007252452,0.0016065673261863658,0.0,0.025551249268080205,0.1243299311670669,0.0,0.05,0.0,0.0,0.08181070623784861,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003412116228070175,0.0,On,0.022139133040010032,0,On,0.015248989516602066,0,On,0.06733283141539093,0.05049962356154318,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,4209.437934759053,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5602.640431111111,Off,0.0,0,88.96025681787631,51.666666666666686,46.10666666666668,0.0,50.858835632502014,0.0,0.0,0.0,139.00040127793173,50.87001242009798,50.87560081389597,50.858835632502014,12.43753247303448,17.71458847605832,-0.11874485727505046,4.551839390373404,2.8,9.236100170605994,34.358162016507976,-782.6408169642953,-329.64445760992203,-0.0,-0.0,343.1667249027364,0.0,3.0,0.016959648678082945,0.0,0,0.2368329994297146,197.99884266666666,20.835894723693606,0.2612494467265149,8.727190953291242,0.003214945577075053,108.76385416972417,1.231276973373496,0.3465621383257206,-791.2123432329702,8.571526268674816
