Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.19163249867524995,0.09620807532729737,0.0,0.19163249867524995,0.09620807532729737,0.0,0.021706212922346375,0.11992628575290358,0.0,0.05,0.0,0.0,0.08162474199396404,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04174811023507392,0.031311082676305425,0.0,0.0,0.003412116228070175,0.0,0.018294096694276205,0.0,0.011093296427618167,0.0,0.06708487909021149,0.05031365931765861,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,4209.437934759053,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,88.10517779684992,51.66666666666668,46.10666666666668,0.0,50.46071277497709,0.0,0.0,0.0,137.66434030757802,50.49423170282277,50.51099116674562,50.46071277497709,12.43753247303448,17.656816217685066,-0.17651711564830563,4.883993344005059,2.8,9.236100170605994,26.7544100314815,-936.8913730712962,-327.82418407060743,0.0,0.0,334.93539980560183,0.0,3.0,0.01693150262906927,0.0,0.0,0.2364399539523859,197.99884266666666,19.643194296487103,0.2631192051829368,8.713021122354148,0.003226345356287243,108.22268447508428,1.2314533856313277,0.34762648517512484,-944.4475101468772,7.5561370755808825
2025-01-01 01:00:00,0.9254589018918867,0.5781009219535979,0.0,0.9254589018918867,0.5781009219535979,0.0,0.015248818081105387,0.10774621640016788,0.7524638674106136,0.05,0.0,0.0,0.07747394584336917,0.4860436427768954,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040704407479197055,0.03052830560939778,0.0,0.0,0.0031562075109649117,0.0,0.012092610570140473,0.0,0.004447621942342269,0.0,0.06259418697862855,0.0469456402339714,840.828242971137,18.33333333333337,0.7944900840167698,743.2613677284672,0.654887513243947,0.09757635416666667,0.35,1486.5132565329377,4237.471666320104,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,84.07273450350964,51.66666666666668,46.10666666666668,0.0,49.387600947748425,0.0,0.0,0.0,131.3636476617338,49.41871185260876,49.43426730503892,49.387600947748425,12.43753247303448,18.084242590745824,-0.053085074477858166,6.109106446082122,2.5,9.236100170605994,840.4978627278509,-489.8676948391294,-325.18807098167713,0.0,0.0,316.6122840594359,0.0,3.0,0.016022828007335958,0.0,0.0,0.22375076797597643,197.99884266666666,8.245406678955128,0.25881501252791045,8.949729421185197,0.003259646961174874,109.68835062364681,1.2296823756873356,0.27321949829991843,-1232.497248689054,-0.6318138785427182
2025-01-01 02:00:00,0.16972436622693376,0.09077859745943603,0.0,0.16972436622693376,0.09077859745943603,0.0,0.014490156201229653,0.10523421002570411,0.0,0.05,0.0,0.0,0.0761952641261027,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03966070472332021,0.029745528542490147,0.0,0.0,0.0031562075109649117,0.0,0.011333948690264741,0.0,0.003640524524233826,0.0,0.061932980778150085,0.04644973558361255,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,4238.12906803734,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,82.14514571056063,51.66666666666668,46.10666666666668,0.0,48.35480953040383,0.0,0.0,0.0,128.35179017275098,48.385576399196914,48.40095983359347,48.35480953040383,12.43753247303448,17.769521178853147,-0.09207154313068754,5.963588109931739,1.6500000000000001,9.236100170605994,18.06421208789934,-1014.180061339761,-314.653807643786,0.0,0.0,313.3879002391299,0.0,3.0,0.01491290926725034,0.0,0.0,0.20825130868131372,197.99884266666666,19.33011949255541,0.2667537317536945,8.843836170105375,0.0032942914926878215,114.22389338939233,1.230985831914145,0.18299545445190055,-1026.3017948707877,12.121733531026804
2025-01-01 03:00:00,1.003570452945403,0.6293915495989072,0.0,1.003570452945403,0.6293915495989072,0.0,0.014319550389826146,0.10419050726982727,0.8350603952857495,0.05,0.0,0.0,0.07541248705919507,0.5393957292063789,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03861700196744336,0.028962751475582513,0.0,0.0,0.002985601699561403,0.0,0.011333948690264741,0.0,0.003640524524233826,0.0,0.061932980778150085,0.04644973558361255,900.0601299260749,18.33333333333337,0.8757862155376895,795.6201861664633,0.7235445619524162,0.11151583333333331,0.4,1584.164482759205,4108.660004288024,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,78.57651164442305,51.66666666666668,46.10666666666668,0.0,47.35002993282454,0.0,0.0,0.0,122.77579944441099,47.380722272975085,47.39606844305037,47.35002993282454,12.43753247303448,18.0946831062631,-0.04926310419920708,6.50917838864838,1.6500000000000001,9.236100170605994,884.2573333957188,-635.9324493786991,-337.37250780727754,0.0,0.0,312.1735916718496,0.0,3.0,0.015685307294273806,0.0,0.0,0.2190374602676943,197.99884266666666,9.396119605071824,0.264112741934429,9.033547526017056,0.0033289322372030733,104.65234829157262,1.2295869387485436,0.23097945041338672,-1434.423117110394,2.870481565231786
2025-01-01 04:00:00,0.33320797445034,0.19622809716436204,0.03871440426507711,0.33320797445034,0.19622809716436207,0.03871440426507711,0.014371277336181308,0.10383411774748298,0.16500257936667576,0.05,0.03871440426507711,0.0,0.0750636265613514,0.1065811372696773,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037573299211566505,0.02817997440867487,0.0,0.0,0.002985601699561403,0.0,0.011385675636619906,0.0,0.0037492823323477297,0.0,0.06251153620356874,0.04688365215267654,170.53830067931392,18.33333333333337,0.17519917996637563,150.74961108001995,0.14177011408889797,0.023232465277777777,0.08333333333333333,298.0554464815561,4148.144831453238,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,879.2133333333333,0.0,79.27225811042786,51.66666666666668,46.10666666666668,0.0,47.20348642545934,0.0,0.0,879.2133333333333,123.86290329754353,47.23109011021422,47.24489195259166,47.20348642545934,12.43753247303448,17.74252839357224,-0.11533939645910447,5.679190994269861,0.55,9.236100170605994,142.95924822832407,-1029.417194172385,-360.49679710995656,0.0,0.0,311.82843021608113,0.0,3.0,0.015961405518714653,0.0,0.0,0.22289303368626676,197.99884266666666,21.08931444288554,0.2723876885271876,8.902799515483808,0.0033600747529039673,109.76374565178487,1.2304733860049255,0.20268696984516424,-1196.8731763615026,16.706371109097525
2025-01-01 05:00:00,0.9718950896376238,0.6070562397149408,0.0,0.9718950896376238,0.6070562397149408,0.0,0.016660870605032824,0.10577938630383771,0.7994548327287533,0.05,0.0,0.0,0.07607609855583407,0.5163968078257734,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037573299211566505,0.02817997440867487,0.0,0.0,0.003326813322368421,0.0,0.013334057282664402,0.0,0.004344588229392254,0.0,0.06386149886287895,0.0478961241471592,816.4552592999343,18.33333333333337,0.8295460345190777,721.7165429315869,0.68793899939542,0.11151583333333331,0.4,1426.655968898188,3562.8130732148843,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,91.74142366900978,51.66666666666668,46.10666666666668,0.0,52.31505883018323,0.0,0.0,0.0,143.34597448282778,52.347969020835244,52.36442411616126,52.31505883018323,12.43753247303448,18.155359529395604,-0.0018495016193008122,6.487551624531544,-0.25000000000000006,9.236100170605994,711.9171355923959,-817.0952528432098,-392.3007787687151,0.0,0.0,275.2800324871357,0.0,2.3835,0.016185776562537467,0.0,0.0,0.2260262629354318,157.31008049866668,12.482622574041025,0.2678728064171773,9.12683689792764,0.0033931236949689488,78.78598398489258,1.2280890844054397,0.18219717123620996,-1539.9784502890623,1.1666545142655935
2025-01-01 06:00:00,1.0295236584184622,0.6457683738132995,0.0,1.0295236584184622,0.6457683738132995,0.0,0.015087276541141932,0.10523421002570411,0.8592021718516162,0.05,0.0,0.0,0.0761952641261027,0.5549897763538635,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03966070472332021,0.029745528542490147,0.0,0.0,0.003753327850877193,0.0,0.011333948690264741,0.0,0.003640524524233826,0.0,0.061932980778150085,0.04644973558361255,907.6213653317922,18.33333333333337,0.8937528844153219,802.3040413013857,0.7430398454627274,0.11616232638888888,0.4166666666666667,1593.7630802442889,3670.5824872188546,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,89.57404975751867,51.66666666666668,46.10666666666668,0.0,51.181625368418075,0.0,0.0,0.0,139.95945274612293,51.21580464323869,51.232894280649006,51.181625368418075,12.43753247303448,17.830927243026245,-0.10605938353442443,5.644117690093065,0.3,9.236100170605994,805.24813781199,-700.2271834798906,-367.70862753849656,0.0,0.0,248.05140597104224,0.0,2.0010000000000003,0.01595950261470612,0.0,0.0,0.22286646058487047,132.0652280586667,17.283994047651994,0.2747601001466313,8.99640392003887,0.003409999850342697,48.52562563094769,1.2294462067960983,0.2166646106944911,-1514.2237236047108,11.692498823434509
2025-01-01 07:00:00,0.2757401554217896,0.14194075149201607,0.0,0.2757401554217896,0.14194075149201604,0.0,0.03769467811301899,0.1187483387847069,0.06929713852406368,0.05,0.0,0.0,0.0825958886009168,0.044761529557765925,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04174811023507392,0.031311082676305425,0.0,0.0,0.0034974191337719296,0.0,0.03419725897924707,0.0,0.008620487316817834,0.0,0.06837974123281516,0.05128480592461136,72.45006177671073,18.33333333333337,0.07066193767534724,64.04320080625364,0.06000415241295256,0.009292986111111111,0.03333333333333333,127.20027647185324,3815.733801355731,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,84.40300004833404,51.66666666666668,46.10666666666668,0.0,49.98843153176178,0.036391107147193326,96.4668952446565,0.0,131.87968757552193,49.46711030337254,49.988567507255624,49.206313713684075,12.43753247303448,18.020009601419833,-0.03436437956219904,5.55589745569249,-0.55,9.236100170605994,-36.511447884497024,-1695.540566518387,-404.2985549770994,0.0,0.0,275.99970820609553,0.49617303993348955,1.8840000000000003,0.016516092231260195,0.0,0.0,0.2306389558082112,124.34327319466668,19.337337109796167,0.27274660508553494,9.101154548746486,0.0034254634537761947,49.36458232042548,1.228636441908503,0.22039664734620903,-1774.2808768726961,14.697109548055115
2025-01-01 08:00:00,1.2685384028658846,0.801198785024086,0.0,1.2685384028658846,0.801198785024086,0.0,0.013978338767019127,0.10836531829333466,1.0961947458055308,0.05,0.0,0.0,0.07854359532682562,0.7080718563639271,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042791812990950744,0.032093859743213056,0.0,0.0,0.0026443900767543858,0.0,0.011333948690264741,0.0,0.003640524524233826,0.0,0.061932980778150085,0.04644973558361255,1117.787215388546,18.33333333333337,1.1388659448549177,988.0829544965752,0.9428604749721975,0.1533342708333333,0.55,1952.5358990517877,3549.6889398255803,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,81.19466832070937,51.66666666666668,46.10666666666668,0.0,48.85333521163501,0.0,0.0,0.0,126.86666925110839,48.32856290919016,48.85333521163501,48.06617675796773,12.43753247303448,18.083545929016466,-0.054497632975405115,5.2225431269114795,-1.4,9.236100170605994,880.0327020127892,-1076.1043672819612,-441.63973255770617,0.0,0.0,183.94196301388328,20.14080616811393,0.9990000000000001,0.017139058912358292,0.0,0.0,0.23933837349248804,65.933614608,19.943256168066203,0.2725492929194333,9.144924344294395,0.0034350356632118647,17.680142267560985,1.228938205042752,0.23672247975362642,-2074.9036891438914,10.716367365354792
2025-01-01 09:00:00,0.8303586961253231,0.5184932566151703,0.0,0.8303586961253231,0.5184932566151703,0.0,0.0134665213328086,0.10836531829333466,0.6585268564991799,0.05,0.0,0.0,0.07854359532682562,0.42536632795501134,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042791812990950744,0.032093859743213056,0.0,0.0,0.0021325726425438594,0.0,0.011333948690264741,0.0,0.003640524524233826,0.0,0.061932980778150085,0.04644973558361255,683.7304706258373,18.33333333333337,0.704400798605721,604.3926913768439,0.5655969953880687,0.09292986111111111,0.3333333333333333,1195.19330089157,3486.5402397594085,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5602.640431111111,0.0,0.0,79.2392039062799,51.66666666666668,46.10666666666668,0.0,47.77686879292659,0.0,0.0,0.0,123.81125610356233,47.33077081499708,47.77686879292659,47.10772182603232,12.43753247303448,17.81216746442337,-0.09297510223067042,4.573115591824516,-0.85,9.236100170605994,493.89679523822474,-1034.7165539108748,-411.87769130792674,0.0,0.0,183.43014557967274,65.56813334214938,0.9990000000000001,0.01670570355467043,0.0,0.0,0.23328678297146585,65.933614608,38.61387034064153,0.27799372341172884,9.033340191904951,0.003443087438940782,35.503766523045606,1.2306953708341897,0.23100118116207366,-1657.0044542392884,17.8952089515696
