Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.1484316167007868,0.06730228363180439,0.0,0.1484316167007868,0.06730228363180438,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847104,0.005833333333333337,1.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.017112774122807015,0.0,0.027574150926271017,0.0,0.0017860912537473587,0.0,0.04429832595673851,0.03322374446755387,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,0.0,0.0,56.84864909654593,51.66666666666668,46.10666666666668,0.0,47.201259540046166,0.0,0.0,0.0,88.82601421335299,47.23621444919714,47.253691903772626,47.201259540046166,12.43753247303448,9.666692421144317,0.0,6.176269154749997,2.8,9.236100170605994,-90.23119169034254,-842.46534162493,-269.86512855412064,0.0,0.0,191.33034810603735,0.0,1.0,0.030155454239913247,0.0,0.0,0.7692109427655481,65.99961422222222,-11.696411242259233,0.40205043773281574,4.366272660326897,0.0029291252830817623,-2.8306985889315035,1.266471346906455,0.19256181538879716,-847.319399117141,4.854057492210788
2025-01-01 01:00:00,0.1462066517805457,0.06659615348603146,0.0,0.1462066517805457,0.06659615348603146,0.0,0.04340346698986751,0.0828031847906782,0.020000000000000004,0.0,0.0,0.06076282015269811,0.005833333333333337,1.0,0.0,0.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.01582931606359649,0.0,0.027574150926271017,0.0,0.0017860912537473587,0.0,0.04429832595673851,0.03322374446755387,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,0.0,0.0,56.192635148504046,51.66666666666668,46.10666666666668,0.0,46.49280334570033,0.0,0.0,0.0,87.80099241953758,46.5317366808364,46.551203348404435,46.49280334570033,12.43753247303448,9.395621551960748,0.0,6.440510768870452,2.5,9.236100170605994,-74.04777960631904,-744.8386818953344,-247.84666075122843,0.0,0.0,189.10538318579626,0.0,1.0,0.02762414657439942,0.0,0.0,0.704641875414462,65.99961422222222,-15.306502040886851,0.40938127486544007,4.221244152833411,0.0029284911404304868,3.0862413992609268,1.2677484280418259,0.1503070778470289,-748.4506443846392,3.6119624893048603
2025-01-01 02:00:00,0.14526514491951514,0.06589002334025854,0.038051506108000926,0.14526514491951514,0.06589002334025854,0.038051506108000926,0.04340346698986751,0.08186167792964763,0.020000000000000004,0.038051506108000926,0.0,0.06005669000692519,0.005833333333333337,1.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.01582931606359649,0.0,0.027574150926271017,0.0,0.0017860912537473587,0.0,0.04429832595673851,0.03322374446755387,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,879.2133333333333,0.0,64.0635283170768,51.66666666666668,46.10666666666668,0.0,51.3794342605825,0.0,0.0,879.2133333333333,100.0992629954325,51.40417670809877,51.416547931856904,51.3794342605825,12.43753247303448,9.12368932398174,0.0,6.803257166867985,1.6500000000000001,9.236100170605994,-82.22381452862352,-687.8729194820727,-254.24410955730207,0.0,0.0,188.16387632476568,0.0,1.0,0.025944336027301382,0.0,0.0,0.6617929551388538,65.99961422222222,-16.143581296087117,0.41755374502576076,4.0812603008453285,0.002932711862392644,11.272519575560292,1.2689665186006878,0.10296316385420894,-690.3829533587927,2.5100338767201666
2025-01-01 03:00:00,0.14346799935234422,0.0651838931944856,0.0,0.14346799935234422,0.0651838931944856,0.0,0.042547828283727156,0.08092017106861706,0.020000000000000004,0.0,0.0,0.05935055986115226,0.005833333333333337,1.0,0.0,0.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.01497367735745614,0.0,0.027574150926271017,0.0,0.0017860912537473587,0.0,0.04429832595673851,0.03322374446755387,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,0.0,0.0,65.29827202536262,51.66666666666668,46.10666666666668,0.0,51.95558173807074,0.0,0.0,0.0,102.0285500396291,51.99049651807049,52.00795390807038,51.95558173807074,12.43753247303448,8.837037174524704,0.0,6.639518030686757,1.6500000000000001,9.236100170605994,-81.0737716036916,-798.6698524932953,-250.08237516706987,0.0,0.0,186.36673075759472,0.0,1.0,0.026602297815994658,0.0,0.0,0.6785763669806355,65.99961422222222,-17.358127194216475,0.4265023384004501,3.934435340687356,0.002938180018996333,0.30184468806418274,1.2702522354822627,0.12693101271864543,-803.1838622264269,4.514009733131479
2025-01-01 04:00:00,0.14252649249131366,0.06447776304871267,0.0,0.14252649249131366,0.06447776304871267,0.0,0.042547828283727156,0.0799786642075865,0.020000000000000004,0.0,0.0,0.05864442971537932,0.005833333333333337,1.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.01497367735745614,0.0,0.027574150926271017,0.0,0.0017860912537473587,0.0,0.04429832595673851,0.03322374446755387,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,0.0,0.0,64.4424199004575,51.66666666666668,46.10666666666668,0.0,51.139016545698794,0.0,0.0,0.0,100.69128109446483,51.182080250303926,51.2036121026065,51.139016545698794,12.43753247303448,8.593964856054779,0.0,6.389607692810636,0.55,9.236100170605994,-130.84642303747094,-770.9020448229478,-299.72434155290625,0.0,0.0,185.42522389656418,0.0,1.0,0.0280654752134973,0.0,0.0,0.7158993685315976,65.99961422222222,-16.547305381128858,0.4330988304321331,3.7975379444582016,0.0029362351423292687,12.09779675159674,1.2707529585278217,0.11357181302163886,-776.0294765689176,5.127431745969826
2025-01-01 05:00:00,0.2179273686242551,0.07068504626773962,0.0,0.2179273686242551,0.07068504626773964,0.0,0.10663653332384508,0.09129083530041,0.020000000000000004,0.0,0.0,0.0648517129344063,0.005833333333333337,1.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.016684954769736842,0.0,0.08995157855410825,0.0,0.004821884721201595,0.0,0.05257470358210779,0.039431027686580834,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,0.0,0.0,62.95841118286646,51.66666666666668,46.10666666666668,0.0,50.27994126953508,0.040586092498321485,107.42667565494018,0.0,98.37251747322884,49.85725998755694,50.282354205776976,49.64350641032596,12.43753247303448,8.25698041418389,0.0,6.366166785853279,-0.25000000000000006,9.236100170605994,-71.39798530539557,-822.328268323809,-315.76549535505313,0.0,0.0,260.24675359572973,0.0,1.0,0.028091895686590415,0.0,0.0,0.7165733068796847,65.99961422222222,-15.879243546072189,0.4449435216101476,3.6300180175468384,0.002949975912120479,15.415279047043832,1.2716256890717832,0.09911816704951949,-826.8753670118348,4.547098688025863
2025-01-01 06:00:00,0.3507900354722203,0.07709269162602624,0.0,0.3507900354722203,0.07709269162602624,0.0,0.22674881029454516,0.10404122517767508,0.020000000000000004,0.0,0.0,0.07125935829269289,0.005833333333333337,1.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.01882405153508772,0.0,0.20792475875945743,0.0,0.009028747454084525,0.0,0.0592352170044288,0.044426412753321584,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,0.0,0.0,60.9460637504243,51.66666666666668,46.10666666666668,0.0,49.36587336125995,0.027833004224711903,71.43873931053523,0.0,95.22822461003797,48.54783042815506,49.36587336125995,48.13880896160262,12.43753247303448,8.29170021236843,0.0,5.95644488573483,0.3,9.236100170605994,83.83772605809837,-879.5584426800144,-289.4691123212162,0.0,0.0,392.6431845041324,0.0,1.0,0.027554282246734674,0.0,0.0,0.7028597631331769,65.99961422222222,-19.33634612481785,0.44394201133143635,3.6494179670269475,0.0029503088527609725,-2.3515734434233106,1.2714685331756086,0.11945135403916689,-885.4210384808965,5.862595800882129
2025-01-01 07:00:00,0.40374963050445056,0.08149035956100888,0.030441204886400744,0.4037496305044505,0.08149035956100888,0.030441204886400744,0.2707697381385385,0.11297989236591194,0.020000000000000004,0.030441204886400744,0.0,0.07565702622767553,0.005833333333333337,1.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.01754059347587719,0.0,0.25322914466266133,0.0,0.012103857395677854,0.0,0.06321576052901116,0.04741182039675836,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,703.3706666666666,0.0,59.62933283412034,51.66666666666668,46.10666666666668,0.0,48.623792207433425,0.02828057729714455,71.43873931053523,703.3706666666666,93.17083255331302,47.60593040490521,48.6243227772247,47.09646893384983,12.43753247303448,8.271352476689712,0.0,5.683450765386636,-0.55,9.236100170605994,87.75164641621389,-991.7185167257713,-340.2184090135768,0.0,0.0,445.32414148964193,0.6187061986567293,1.0,0.029186603673806977,0.0,0.0,0.7444973220910123,65.99961422222222,-17.354086059851277,0.4447733887468012,3.6401972209143407,0.0029517471777131773,11.464669919927966,1.2715593763370585,0.12094505628568937,-997.9508512603655,6.232334534594181
2025-01-01 08:00:00,0.418240595309762,0.08314236143539544,0.0,0.418240595309762,0.08314236143539544,0.0,0.28047437976314654,0.11776621554661536,0.020000000000000004,0.0,0.0,0.0773090281020621,0.005833333333333337,1.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.013262399945175439,0.0,0.2672119798179712,0.0,0.014687511410532523,0.0,0.06447692283382934,0.04835769212537199,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,0.0,0.0,65.92207532308286,51.66666666666668,46.10666666666668,0.0,51.702762658606254,0.0,0.0,0.0,103.00324269231697,51.69598073830144,51.707703602732316,51.68764883402297,12.43753247303448,8.131541674105547,0.0,5.099122619807162,-1.4,9.236100170605994,61.16451887952295,-1102.8677119853792,-388.9226849528765,0.0,0.0,459.7268249336161,20.72901199071256,1.0,0.030855051997227736,0.0,0.0,0.7870564126490118,65.99961422222222,-9.639621101216685,0.45111357332791086,3.5840242180138215,0.002964147452328291,36.768786540247376,1.2727795504782446,0.12928528488379015,-1110.790102721123,7.9223907357439645
2025-01-01 09:00:00,0.42289916437574643,0.08314236143539544,0.0,0.42289916437574643,0.08314236143539544,0.0,0.28266162759753094,0.12023753677821548,0.020000000000000004,0.0,0.0,0.0773090281020621,0.005833333333333337,1.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.010695483826754386,0.0,0.27196614377077655,0.0,0.017158832642132645,0.0,0.06447692283382934,0.04835769212537199,0.0,0.0,0.0,22.222222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1088.1730355555555,0.0,0.0,64.1319076867484,51.66666666666668,46.10666666666668,0.0,50.76436932414005,0.026489968608516237,71.43873931053523,0.0,100.20610576054439,50.39059660295559,50.76482942774978,50.20325013875364,12.43753247303448,8.0156629598047,0.0,4.918620652433217,-0.85,9.236100170605994,117.75195351408014,-965.2801407787028,-347.63420499530946,0.0,0.0,464.38539399960064,62.82352372379542,1.0,0.029553256878226238,0.0,0.0,0.7538499803131541,65.99961422222222,1.000764509789032,0.4591344675293881,3.5614651433990048,0.002991829530553236,65.04999846009659,1.2739217591353271,0.12737152164953322,-971.6317414665632,6.351600687860358
