Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.25603960084849,51.666666666666686,46.10666666666668,0.0,47.54198935453377,0.0,0.0,0.0,89.46256187632576,47.585367231981,47.607056170704624,47.54198935453377,12.43753247303448,9.746366193635293,0,5.784071309962532,2.8,9.236100170605994,-79.56863647187612,-738.2727961268747,-274.26026395805417,-0.0,-0.0,191.33034810603735,0.0,1.0,0.03029615843812094,0.0,0,0.7728000516575361,65.99961422222222,3.361279380140708,0.39886403719340696,4.390623041407492,0.0029299264389582103,-3.1642779173992306,1.2624875421501371,0.19188110117762383,-746.2065404409256,7.933744314050726
2025-01-01 00:01:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.23664614297462,51.666666666666686,46.10666666666668,0.0,47.52939180118703,0.0,0.0,0.0,89.43225959839785,47.57347271730124,47.59551317535835,47.52939180118703,12.43753247303448,9.747266594873938,0,5.818323318635345,2.8,9.236100170605994,-83.03865456589273,-747.318186162023,-274.3101963118442,-0.0,-0.0,191.33034810603735,0.0,1.0,0.030297746963522436,0.0,0,0.7728405720593171,65.99961422222222,-0.05880636008585327,0.4000010570724421,4.410426354848124,0.0029298974915270113,-3.1643905603527838,1.2661714239029636,0.1919406596914339,-755.0059844194966,7.687798257473545
2025-01-01 00:02:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.21800134396369,51.666666666666686,46.10666666666668,0.0,47.516798786766834,0.0,0.0,0.0,89.40312709994326,47.56158223146753,47.58397395381789,47.516798786766834,12.43753247303448,9.747676288736603,0,5.850190931662606,2.8,9.236100170605994,-86.49681823316755,-755.9287476648885,-274.3329173289765,-0.0,-0.0,191.33034810603735,0.0,1.0,0.0302984697553902,0.0,0,0.7728590091688895,65.99961422222222,-3.49424901022838,0.3999861333800773,4.4106127181025485,0.002929868627289876,-3.162930180123345,1.2661696122736692,0.191996055549026,-763.1975788413848,7.268831176496275
2025-01-01 00:03:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.20005658944196,51.666666666666686,46.10666666666668,0.0,47.50421014614404,0.0,0.0,0.0,89.37508842100306,47.5496956189516,47.57243835535538,47.50421014614404,12.43753247303448,9.74762724621193,0,5.879856632020099,2.8,9.236100170605994,-89.93903191403103,-763.8089094149686,-274.3301974643787,-0.0,-0.0,191.33034810603735,0.0,1.0,0.030298383233611254,0.0,0,0.7728568021552388,65.99961422222222,-6.9391825556896585,0.39998353001856646,4.410535030661714,0.0029298397763324337,-3.159993293496532,1.2661698538106165,0.19204760943426782,-770.8272476097336,7.0183381947648495
2025-01-01 00:04:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.18276993383158,51.666666666666686,46.10666666666668,0.0,47.491625724903294,0.0,0.0,0.0,89.34807802161184,47.53781273432442,47.56090623903498,47.491625724903294,12.43753247303448,9.747147041361858,0,5.907511881608282,2.8,9.236100170605994,-91.7837044597913,-771.1770328848818,-274.30356618833446,-0.0,-0.0,191.33034810603735,0.0,1.0,0.030297536043471497,0.0,0,0.772835191871377,65.99961422222222,-8.8104863774942,0.3999925081476584,4.410209188787292,0.0029298109521695708,-3.1556702374417096,1.266172025091582,0.19209565704071718,-777.9433918252507,6.7663589403688995
2025-01-01 00:05:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.16598810808555,51.666666666666686,46.10666666666668,0.0,47.47904537787361,0.0,0.0,0.0,89.32185641888367,47.52593344087085,47.54937747236947,47.47904537787361,12.43753247303448,9.746336825157133,0,5.933310596837123,2.8,9.236100170605994,-92.23876380830359,-778.0539852472891,-274.25863536892734,-0.0,-0.0,191.33034810603735,0.0,1.0,0.03029610662466503,0.0,0,0.7727987299902532,65.99961422222222,-9.3104765454136,0.400010354035174,4.409693442097883,0.002929782167489213,-3.150288207125433,1.2661756733991536,0.19214046831405232,-784.58489781901,6.53091257172086
2025-01-01 00:06:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.14958306150713,51.666666666666686,46.10666666666668,0.0,47.466468993653685,0.0,0.0,0.0,89.29622353360489,47.51405763371626,47.53785195374756,47.466468993653685,12.43753247303448,9.745281114934176,0,5.957392279818404,2.8,9.236100170605994,-92.47728519266693,-784.4724106239111,-274.2000948864698,-0.0,-0.0,191.33034810603735,0.0,1.0,0.030294244068448096,0.0,0,0.7727512195593977,65.99961422222222,-9.607538412234476,0.40003480052113793,4.409036459875955,0.0029297534319842424,-3.144120466693016,1.26618042046926,0.1921822877465528,-790.7870589948847,6.314648370973583
2025-01-01 00:07:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.1335205817245,51.666666666666686,46.10666666666668,0.0,47.453896489055325,0.0,0.0,0.0,89.27112590894453,47.502185234587614,47.52632960735376,47.453896489055325,12.43753247303448,9.744002441537212,0,5.979883308249016,2.8,9.236100170605994,-92.6009594920624,-790.4666518897878,-274.12919731531474,-0.0,-0.0,191.33034810603735,0.0,1.0,0.03029198810573164,0.0,0,0.7726936740422862,65.99961422222222,-9.802110282785005,0.4000652448102917,4.408251224401619,0.002929724752846134,-3.1372403530676873,1.2661861654767752,0.19222133668580815,-796.5818886328249,6.115236743036947
2025-01-01 00:08:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.11777580411528,51.666666666666686,46.10666666666668,0.0,47.4413277884295,0.0,0.0,0.0,89.24652469393013,47.49031617231919,47.51481036426404,47.4413277884295,12.43753247303448,9.742517165428264,0,6.000898505560548,2.8,9.236100170605994,-92.6826235970035,-796.0667629191339,-274.04685335665204,-0.0,-0.0,191.33034810603735,0.0,1.0,0.03028936757950323,0.0,0,0.772626829171217,65.99961422222222,-9.966118346388882,0.4001012498758206,4.4073471648048645,0.0029296961365949162,-3.129701249098856,1.2661928352163736,0.19225781611849485,-801.9985081466582,5.931745227524154
2025-01-01 00:09:00,0.1484316167007868,0.06730228363180439,0.0,0.0024738602783464466,0.0011217047271967397,0.0,0.044686925049078036,0.08374469165170878,0.020000000000000004,0.0,0.0,0.06146895029847105,0.005833333333333337,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.017112774122807015,0.0,On,0.027574150926271017,0,On,0.0017860912537473587,0,On,0.04429832595673851,0.03322374446755387,On,0,0,Off,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1088.1730355555555,Off,0.0,0,57.10233034992363,51.666666666666686,46.10666666666668,0.0,47.428762821606725,0.0,0.0,0.0,89.22239117175567,47.47845038091074,47.50329416056275,47.428762821606725,12.43753247303448,9.740837366109954,0,6.02054283953161,2.8,9.236100170605994,-92.75386111814993,-801.3003939984582,-273.95373658513705,-0.0,-0.0,191.33034810603735,0.0,1.0,0.030286403778426285,0.0,0,0.7725512279813816,65.99961422222222,-10.130472639050225,0.4001424937253928,4.407098523868614,0.0029296675892618025,-3.121542690801965,1.2662003756455824,0.19229190966681356,-807.0635713645578,5.763177366099642
