Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.1748259335354978,0.18992334152654253,0.13828250000000003,1.1748259335354978,0.18992334152654253,0.13828250000000003,0.02603966444682793,0.6416401216296297,0.29581656412570695,0.16132958333333336,0.05,0.13828250000000003,0.0,0.0,0.1753400081932092,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0036143640350877193,0.0,0.0006113548005541871,0.0,0.014561222202635286,0.0,0.007252723408550738,0.0,0.01955572764882564,0.0,0.19872192710841646,0.1490414453313123,0.04247415888593561,0.0,0.0,0.0,2966.231581384063,16.666666666666686,0.16,437.2264757270489,4.052660592222223,0.16132958333333336,0.2,3242.128473777778,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,641.6401216296297,0.18333333333333332,38.08294642240555,51.66666666666668,46.10666666666668,0.0,50.36807304477944,0.1689611947066316,441.82427431921843,641.6401216296297,38.08294642240555,49.53117635060451,50.368825338178496,49.111975710118,12.43753247303448,16.83723581347519,-0.03580463305767087,1.2925675466189352,2.73572063980768,2.8,9.236100170605994,-22.794368317728694,-77.0871121512031,118.00356327410958,-2718.295117207491,0.0,-2.204775731292463,397.47076323345453,0.0,2.0,0.14836647490964847,0.0,0.00010555282748035078,1.7820680359895331,131.99922844444444,-72.75050371965004,0.2371981211457927,7.771810786819712,0.0027551881287145212,-82.0746379767074,1.2352960755331739,0.0,0.0,36.22088789103795,0.9061390909439998,63.71644171843818,54.28712155567141
2025-01-01 01:00:00,1.4703344776844274,0.1892658774549951,0.3226591666666668,1.4703344776844272,0.1892658774549951,0.3226591666666668,0.019479131410574575,0.758301961925926,0.2661176899034822,0.3764356944444445,0.05,0.3226591666666668,0.0,0.0,0.17468254412166176,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.00334328673245614,0.0,0.000439892707069378,0.0,0.010477345474591115,0.0,0.005218606496457942,0.0,0.011005229838769821,0.0,0.19872192710841646,0.1490414453313123,0.02220240123582998,0.0,0.0,0.0,6921.20702322948,16.666666666666686,0.3733333333333333,1020.1951100297808,9.456208048518521,0.3764356944444445,0.4666666666666667,7564.966438814815,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,758.301961925926,0.21666666666666667,39.5240485874431,51.66666666666668,46.10666666666668,0.0,51.35836768334611,0.3534303882920194,956.9098882071387,758.301961925926,39.5240485874431,50.35783785512181,51.35836768334611,49.85757294100966,12.43753247303448,16.402816273545003,-0.053495140062691335,2.706176577921971,3.459990611198359,2.5,9.236100170605994,3364.0287485893805,-961.5826806209334,-1084.2738733299675,-2448.620122970441,0.0,0.0,381.4831136250821,0.0,2.0,0.13519770721282695,0.0,0.0,1.6227400961319267,131.99922844444444,-105.79986064884389,0.24191093531409444,7.5430321586661995,0.0027366405940501357,-51.17381651461355,1.2372137198314777,0.0,0.0,32.63054973006975,0.9061390909439998,-1135.0703405231857,50.796467193218135
2025-01-01 02:00:00,1.144697220689686,0.17910141152198122,0.2650414583333334,1.144697220689686,0.17910141152198122,0.2650414583333334,0.01645407606300808,0.5249782813333334,0.2440498285711223,0.3092150347222223,0.05,0.2650414583333334,0.0,0.0,0.1645180781886479,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00334328673245614,0.0,0.0003574241525920121,0.0,0.008513113010256975,0.0,0.004240252167702951,0.0,0.0063512769218771106,0.0,0.1860459246264612,0.13953444346984586,0.018341114064381287,0.0,0.0,0.0,5685.277197652787,16.666666666666686,0.30666666666666664,838.017411810177,7.767599468425928,0.3092150347222223,0.38333333333333336,6214.079574740741,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,524.9782813333334,0.15,39.370724503729825,51.66666666666668,46.10666666666668,0.0,51.462955720983054,0.08102703782735685,218.9876997977502,524.9782813333334,39.370724503729825,50.12912162946404,51.464935280927605,49.46022502375999,12.43753247303448,16.350318177683103,-0.0657295684261365,1.8219729755450904,2.9149216143135566,1.6500000000000001,9.236100170605994,2378.62255920161,-1205.1038244673955,-1448.6081123948366,-2412.8959913167996,0.0,0.0,361.1388042903413,0.0,2.0,0.12532549458686032,0.0,0.0,1.5042467015621699,131.99922844444444,-117.84201189416174,0.24201496689596197,7.508106124761948,0.002728699943407735,-9.82022785798426,1.237443888094261,0.0,0.0,37.53337918909462,0.9061390909439998,-1500.4472013912596,51.839088996422994
2025-01-01 03:00:00,0.6724191635836222,0.17165323183510064,0.3226591666666668,0.6724191635836221,0.17165323183510064,0.3226591666666668,0.016273357861253692,0.0,0.2297101112779239,0.3764356944444445,0.05,0.3226591666666668,0.0,0.0,0.1570698985017673,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003162568530701755,0.0,0.0003574241525920121,0.0,0.008513113010256975,0.0,0.004240252167702951,0.0,0.005803753049301498,0.0,0.17699163713935032,0.1327437278545127,0.014479826892932595,0.0,0.0,0.0,6921.20702322948,16.666666666666686,0.3733333333333333,1020.1951100297808,9.456208048518521,0.3764356944444445,0.4666666666666667,7564.966438814815,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,0.0,0.0,40.93470651176759,51.66666666666668,46.10666666666668,0.0,51.5684673970391,0.0,0.0,0.0,40.93470651176759,51.58593314426178,51.59466601787313,51.5684673970391,12.43753247303448,16.402213450911265,-0.04949607215810916,1.797047607086468,2.599121876698809,1.6500000000000001,9.236100170605994,3223.3759790039126,-902.0387374865684,-1073.9803654607686,-2536.981174307482,0.0,0.0,351.1134560909349,0.0,2.0,0.13152692807331365,0.0,0.0,1.5786807654188995,131.99922844444444,-127.72192136312408,0.2409010702489691,7.5290258156030365,0.002725138562822012,-62.266481293704615,1.2372246915922482,0.0,0.0,35.823363034040845,0.9061390909439998,-1126.1940705028028,52.213705042034256
2025-01-01 04:00:00,0.7128402624477543,0.1709957677635532,0.3572297916666668,0.7128402624477544,0.1709957677635532,0.35722979166666674,0.016273357861253692,0.0,0.22979881430872284,0.41676809027777784,0.05,0.3572297916666668,0.0,0.0,0.15641243443021988,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003162568530701755,0.0,0.0003574241525920121,0.0,0.008513113010256975,0.0,0.004240252167702951,0.0,0.005803753049301498,0.0,0.17699163713935032,0.1327437278545127,0.015445148685794769,0.0,0.0,0.0,7662.764918575496,16.666666666666686,0.4133333333333333,1129.501728961543,10.469373196574077,0.41676809027777784,0.5166666666666667,8375.49855725926,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,0.0,0.0,40.58596439678122,51.66666666666668,46.10666666666668,0.0,51.205199470495195,0.0,0.0,0.0,40.58596439678122,51.242581022898705,51.26127179910046,51.205199470495195,12.43753247303448,16.35801546272384,-0.06189370718544011,0.821721716970772,2.339556631242003,0.55,9.236100170605994,3541.951236270076,-1985.7824396336503,-2081.620261943795,-2812.762414745575,0.0,0.0,350.2368373288717,0.0,2.0,0.1354223869033466,0.0,0.0,1.6254368633338943,131.99922844444444,-125.73512117361658,0.23964186418615988,7.47920229093645,0.0027044295944163173,6.625202631919446,1.2368483936122319,0.0,0.0,43.28772067689149,0.9061390909439998,-2134.5323641832815,52.912102239486515
2025-01-01 05:00:00,0.6882440785480987,0.1709957677635532,0.3341827083333334,0.6882440785480985,0.1709957677635532,0.3341827083333334,0.016634794264762463,0.0,0.23172945789444718,0.3898798263888889,0.05,0.3341827083333334,0.0,0.0,0.15641243443021988,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0035240049342105265,0.0,0.0003574241525920121,0.0,0.008513113010256975,0.0,0.004240252167702951,0.0,0.005803753049301498,0.0,0.17699163713935032,0.1327437278545127,0.017375792271519117,0.0,0.0,0.0,7168.392988344818,16.666666666666686,0.38666666666666666,1056.6306496737016,9.793929764537038,0.3898798263888889,0.48333333333333334,7835.14381162963,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,0.0,0.0,40.217278045270405,51.66666666666668,46.10666666666668,0.0,50.84572774462614,0.0,0.0,0.0,40.217278045270405,50.902564135246024,50.93098233055597,50.84572774462614,12.43753247303448,16.33430830822769,-0.06925086178670962,-0.1320163634800611,1.0519061656962594,-0.25000000000000006,9.236100170605994,3015.3399485698164,-1051.1294954369682,-1496.6596355112997,-2946.370663492257,0.0,0.0,350.59827373238045,0.0,2.0,0.13491757494944595,0.0,0.0,1.6193777472772009,131.99922844444444,-123.60205234616166,0.24161470985386124,7.487370875569471,0.0027240482636562012,23.26049773200299,1.236314314304093,0.0,0.0,45.09205888568002,0.9061390909439998,-1554.272230958211,57.6125954469113
2025-01-01 06:00:00,0.684727553975064,0.17231069590664802,0.3226591666666668,0.684727553975064,0.17231069590664805,0.3226591666666668,0.017086589769148428,0.0,0.24120526976147103,0.3764356944444445,0.05,0.3226591666666668,0.0,0.0,0.1577273625733147,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.003975800438596491,0.0,0.0003574241525920121,0.0,0.008513113010256975,0.0,0.004240252167702951,0.0,0.005803753049301498,0.0,0.17699163713935032,0.1327437278545127,0.025098366614416497,0.0,0.0,0.0,6921.20702322948,16.666666666666686,0.3733333333333333,1020.1951100297808,9.456208048518521,0.3764356944444445,0.4666666666666667,7564.966438814815,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,0.0,0.0,39.78049895738756,51.66666666666668,46.10666666666668,0.0,50.55525458875903,0.0,0.0,0.0,39.78049895738756,50.56573606846015,50.570976808310704,50.55525458875903,12.43753247303448,16.374259073992377,-0.05722928269548451,0.5127088977068446,1.6814135772234395,0.3,9.236100170605994,2910.6925744145924,-1531.209381844081,-1589.8241948877537,-2849.4166143095704,0.0,0.0,352.8033067608929,0.0,2.0,0.1348794495349703,0.0,0.0,1.6189201386385141,131.99922844444444,-129.65973662031445,0.23985123580045936,7.491140781737647,0.0027110402527456075,-58.970611955873004,1.2361533409202097,0.0,0.0,42.770163394305094,0.9061390909439998,-1644.9006409647818,55.07644607702817
2025-01-01 07:00:00,0.7870758903577052,0.1736256240497429,0.4033239583333335,0.7870758903577051,0.1736256240497429,0.40332395833333345,0.01681551246651685,0.0,0.2497157598356327,0.47054461805555564,0.05,0.4033239583333335,0.0,0.0,0.15904229071640957,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0037047231359649125,0.0,0.0003574241525920121,0.0,0.008513113010256975,0.0,0.004240252167702951,0.0,0.005803753049301498,0.0,0.17699163713935032,0.1327437278545127,0.03185561916445171,0.0,0.0,0.0,8651.50877903685,16.666666666666686,0.4666666666666666,1275.2438875372259,11.82026006064815,0.47054461805555564,0.5833333333333334,9456.208048518518,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,0.0,0.0,39.395823689740546,51.66666666666668,46.10666666666668,0.0,50.20331730005463,0.0,0.0,0.0,39.395823689740546,50.23213495963086,50.24654378941898,50.20331730005463,12.43753247303448,16.370743142318624,-0.06456255198724836,-0.2868359848626366,1.1066098383575935,-0.55,9.236100170605994,4045.1844792101274,-1730.7107930556606,-1921.1779970616094,-3102.2176239817227,0.0,0.0,354.28546698238773,3.5236039687388963,2.0,0.13897243209339752,0.0,0.0,1.6680470583715015,131.99922844444444,-128.09038702001735,0.2392456076256074,7.480360859472875,0.0027034751360266083,20.435748137907808,1.2361741796771546,0.0,0.0,47.044230132413155,0.9061390909439998,-1978.5194671409793,57.341470079369564
2025-01-01 08:00:00,0.8391010090202563,0.19435998646227534,0.38027687500000007,0.8391010090202563,0.1943599864622753,0.3802768750000001,0.053947837157586526,0.0,0.291496817696003,0.4436563541666667,0.05,0.38027687500000007,0.0,0.0,0.17977665312894198,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0028011321271929827,0.0,0.0013943529441634633,0.0,0.033210638127741846,0.0,0.016541713958488236,0.0,0.01993899435962857,0.0,0.20376083492733033,0.15282062619549772,0.03185561916445171,0.0,0.0,0.0,8157.136848806173,16.666666666666686,0.44,1202.3728082493844,11.144816628611114,0.4436563541666667,0.55,8915.85330288889,16210.64236888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,0.0,0.0,38.9196377253656,51.66666666666668,46.10666666666668,0.0,49.83917091294768,0.011516966970948415,30.000863545031667,0.0,38.9196377253656,49.80233052359082,49.858944943957994,49.764136297902084,12.43753247303448,16.35010530715491,-0.05937072497640144,-1.1665640804382191,0.35627330965075465,-1.4,9.236100170605994,3481.5891537159373,-1735.2444669348636,-2043.379258086728,-3388.8633195391435,0.0,0.0,431.3250056886692,199.04951376815458,2.0,0.14438268310039712,0.0,0.0,1.7329847812085897,131.99922844444444,-86.58201147852657,0.24147963150494275,7.498625323001861,0.002724019610555542,144.10239971792487,1.236827417103999,0.0,0.0,51.1479271867994,0.9061390909439998,-2103.7199771733153,60.34071908658703
2025-01-01 09:00:00,1.2873345405095058,0.23474998194825691,0.6222712500000003,1.2873345405095058,0.2347499819482569,0.6222712500000002,0.1319706914362647,0.0,0.3793807240732409,0.7259831250000002,0.05,0.6222712500000003,0.0,0.0,0.22016664861492358,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002258977521929824,0.0,0.003536179116161337,0.0,0.08422456127287709,0.0,0.04195097352529644,0.0,0.0549348952150865,0.0,0.2576141622419725,0.1932106216814793,0.030890297371589538,0.0,0.0,0.0,13348.042116228284,19.500000000000057,0.72,1967.5191407717202,18.236972665000003,0.7259831250000002,0.9,14589.578132,16210.64236888889,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6842.917373333334,0.0,0.0,34.74571299916464,51.66666666666668,46.10666666666668,0.0,49.35234530207107,0.06697487784555531,172.59793738562468,0.0,34.74571299916464,48.48898133083407,49.35234530207107,48.057299345215576,12.43753247303448,18.638882532937647,-0.48451531187816765,-0.5219559233015164,0.3816444275756572,-0.85,9.236100170605994,7279.197478173885,-1230.7341452117464,-1442.9966586452833,-3922.945812481557,0.0,0.0,594.4273552254223,589.8437375901245,2.0,0.1525165424196737,0.0,0.0,1.8306132094252645,131.99922844444444,-70.71775755260543,0.2135652081335251,8.65428475126992,0.002779819776196366,280.1862005798212,1.2277092814921935,0.0,0.0,45.91616075084452,0.9061390909439998,-1503.1049963111632,60.10833766587993
