Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.56601916690902,51.666666666666686,46.10666666666668,0.0,51.546425273064315,0.0,0.0,0.0,68.07190494829534,51.55733138836696,51.5627844460183,51.546425273064315,12.43753247303448,22.766370880797965,0.0,2.8,160.7055471275072,-153.6128792148257,-0.0,-0.0,276.48152980728025,0.0,1.0,0.0059035173432278095,0.0,0.0,0.2913550818549008,65.99961422222222,37.83689653505262,0.21492735025296547,11.407711684092561,0.0036276582189310345,40.94016463316245,1.2064320026739124
2025-01-01 00:01:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.57735107481367,51.666666666666686,46.10666666666668,0.0,51.536831443242505,0.0,0.0,0.0,68.08961105439636,51.54828087320504,51.55400558818631,51.536831443242505,12.43753247303448,22.74981523528664,0.0,2.8,156.54261690916746,-153.42548933370438,-0.0,-0.0,276.48152980728025,0.0,1.0,0.005901208881076501,0.0,0.0,0.2912411527953334,65.99961422222222,33.486576435591545,0.2158165478516988,11.42707247840413,0.0036284165195699853,40.935274703088595,1.2100232915371263
2025-01-01 00:02:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.58886955507719,51.666666666666686,46.10666666666668,0.0,51.52723532276949,0.0,0.0,0.0,68.10760867980811,51.53922800392385,51.545224344501044,51.52723532276949,12.43753247303448,22.73313394115072,0.0,2.8,152.30985239802533,-153.2367693836038,-0.0,-0.0,276.48152980728025,0.0,1.0,0.005898882566756614,0.0,0.0,0.291126342681348,65.99961422222222,29.065091974348817,0.21607975804802917,11.420530529919553,0.0036291724793071104,40.9305120847865,1.2100909593769367
2025-01-01 00:03:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.600577075152934,51.666666666666686,46.10666666666668,0.0,51.51763687051778,0.0,0.0,0.0,68.12590167992646,51.53017274176442,51.53644067738774,51.51763687051778,12.43753247303448,22.71632532888265,0.0,2.8,148.05089918747692,-153.0467026010357,-0.0,-0.0,276.48152980728025,0.0,1.0,0.005896538159806947,0.0,0.0,0.2910106396455121,65.99961422222222,24.61607198123233,0.21634497106656936,11.413922244089388,0.003629928308823959,40.92583638944507,1.2101591557026394
2025-01-01 00:04:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.61246983466065,51.666666666666686,46.10666666666668,0.0,51.50803604481713,0.0,0.0,0.0,68.14448411665727,51.5211150474551,51.52765454877409,51.50803604481713,12.43753247303448,22.69939187068244,0.0,2.8,145.9446892789415,-152.85531907510162,-0.0,-0.0,276.48152980728025,0.0,1.0,0.0058941759973687394,0.0,0.0,0.2908940603266882,65.99961422222222,22.318478546762826,0.21661216173838665,11.407949786616136,0.003630684009410118,40.92124635370041,1.2102278705784144
2025-01-01 00:05:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.62423138729439,51.666666666666686,46.10666666666668,0.0,51.49843280483551,0.0,0.0,0.0,68.16286154264748,51.5120548825138,51.518865921352955,51.49843280483551,12.43753247303448,22.682542651672254,0.0,2.8,145.67863009510694,-152.66498226796745,-0.0,-0.0,276.48152980728025,0.0,1.0,0.005891825244852909,0.0,0.0,0.29077804411942554,65.99961422222222,21.862082555794096,0.21687858574649455,11.401317015368306,0.003631439582338,40.916623777613765,1.2102962487795088
2025-01-01 00:06:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.635603818295024,51.666666666666686,46.10666666666668,0.0,51.48882717945754,0.0,0.0,0.0,68.18063096608597,51.50299227419777,51.5100748215679,51.48882717945754,12.43753247303448,22.665948142327043,0.0,2.8,145.81426237688066,-152.4776150768415,-0.0,-0.0,276.48152980728025,0.0,1.0,0.0058895096959717735,0.0,0.0,0.2906637653099331,65.99961422222222,21.81034764644185,0.2171419926093987,11.394812122960698,0.0036321950272314545,40.911872013598035,1.2103635926910885
2025-01-01 00:07:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.64654654500765,51.666666666666686,46.10666666666668,0.0,51.479219254388035,0.0,0.0,0.0,68.19772897657445,51.49392730334412,51.50128132782218,51.479219254388035,12.43753247303448,22.649635242662022,0.0,2.8,146.09156180133152,-152.2935168092784,-0.0,-0.0,276.48152980728025,0.0,1.0,0.005887233120222107,0.0,0.0,0.2905514099334127,65.99961422222222,21.903548803329628,0.21740201422522107,11.389147978309401,0.0036329503423653186,40.90697552948814,1.2104297918898916
2025-01-01 00:08:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.65705772246299,51.666666666666686,46.10666666666668,0.0,51.46960912427067,0.0,0.0,0.0,68.21415269134842,51.484860059220715,51.492485526695745,51.46960912427067,12.43753247303448,22.63360526139612,0.0,2.8,146.37724621165887,-152.112697658041,-0.0,-0.0,276.48152980728025,0.0,1.0,0.005884995716761968,0.0,0.0,0.2904409878188713,65.99961422222222,22.008414062419586,0.21765861888350793,11.382926363579351,0.0036337055257965388,40.901933268812975,1.2104948406429201
2025-01-01 00:09:00,0.15709459975352508,0.09206405088211503,0.004040315865024193,0.002618243329225418,0.0015344008480352505,6.733859775040321e-05,0.03155934747632058,0.12553525227720447,0.0,0.0,0.004040315865024193,0.0,0.0,0.09206405088211503,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.01641033431842585,0,On,0.0027831844343843906,0,On,0.08310967369416437,0.06233225527062326,On,0.004040315865024193,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1610.7188266666667,Off,0.0,0,43.66715459872116,51.666666666666686,46.10666666666668,0.0,51.45999688415354,0.0,0.0,0.0,68.22992906050182,51.475790631478674,51.483687505141255,51.45999688415354,12.43753247303448,22.61784688996219,0.0,2.8,146.58393679408283,-151.93502564174574,-0.0,-0.0,276.48152980728025,0.0,1.0,0.005882795923135888,0.0,0.0,0.2903324218547642,65.99961422222222,22.037432628548288,0.21791194187577034,11.376841295285313,0.0036344605755660804,40.89675133593119,1.2105587848631145
